Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Keep for detector? Y/X	Call type	AR comment	Annotator	Species	WH comment	WH	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment	Bill Check (KZ)
1918	Spectrogram 1	2	27317.4395	27317.58443	94.488	834.646	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	17.4395								Y	1	0	X	B	1073		
1919	Spectrogram 1	2	27317.9877	27318.12633	55.118	645.669	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	17.9877								Y	1	0	X	B	1073		
1920	Spectrogram 1	2	27318.454	27318.63673	55.118	740.157	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	18.454								Y	1	0	X	B	1073		
1921	Spectrogram 1	2	27319.5504	27319.80245	133.858	716.535	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	19.5504								Y	1	0	X	B	1073		
1923	Spectrogram 1	2	27328.9511	27329.12753	803.15	1291.339	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	28.9511								X	0	1	X	Y	1076		
1924	Spectrogram 1	2	27329.4489	27329.66314	149.606	755.906	2017-ULU01_0+1_20171210_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	29.4489								Y	1	0	X	B	1076		
1925	Spectrogram 1	2	27767.0833	27767.31014	47.244	1259.843	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	167.0833								Y	1	0	X	B	1079		
1926	Spectrogram 1	2	27767.5874	27769.11859	55.118	1425.197	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	167.5874								Y	1	0	X	B	1079	growl	
1927	Spectrogram 1	2	27769.6038	27769.89366	55.118	779.528	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	169.6038								Y	1	0	X	B	1079		
1928	Spectrogram 1	2	27770.026	27770.24654	47.244	779.528	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	170.026								Y	1	0	X	B	1079		
1929	Spectrogram 1	2	27797.9705	27798.93458	102.362	763.78	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	197.9705								Y	2	0	X	B	1080		
1930	Spectrogram 1	2	27799.0858	27799.33155	133.858	677.165	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	199.0858								Y	1	0	X	B	1080		
1931	Spectrogram 1	2	27799.5017	27799.67813	133.858	740.157	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	199.5017								Y	1	0	X	B	1080		
1932	Spectrogram 1	2	27799.968	27800.38388	102.362	685.039	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	199.968								Y	2	0	X	B	1080		
1933	Spectrogram 1	2	27800.7052	27801.2408	133.858	740.157	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	200.7052								Y	2	0	X	B	1080		
1934	Spectrogram 1	2	27801.4172	27801.71966	118.11	787.402	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	201.4172								Y	1	0	X	B	1080		
1935	Spectrogram 1	2	27804.0574	27804.37246	86.614	637.795	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	204.0574								Y	1	0	X	B	-	Not prev annotated	
1936	Spectrogram 1	2	28720.9515	28721.17834	70.866	645.669	2017-ULU01_0+1_20171210_153602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_153602.wav	220.9515								Y	1	0	X	B	1084		
1937	Spectrogram 1	2	28722.1928	28722.39444	47.244	669.291	2017-ULU01_0+1_20171210_153602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_153602.wav	222.1928								Y	1	0	X	B	1084		
1938	Spectrogram 1	2	28723.075	28723.29554	110.236	755.906	2017-ULU01_0+1_20171210_153602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_153602.wav	223.075								X	0	1	X	B	1084	Too faint	
1940	Spectrogram 1	2	28970.58427	28970.81111	85.714	522.857	2017-ULU01_0+1_20171211_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	170.5843								X	1	0	X	B	-	"Not prev annotated, close to noise"	
1941	Spectrogram 1	2	28971.19549	28971.39082	102.857	634.286	2017-ULU01_0+1_20171211_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	171.1955								X	1	0	X	B	-	"Not prev annotated, close to noise"	
1942	Spectrogram 1	2	29069.45665	29070.04896	51.429	531.429	2017-ULU01_0+1_20171211_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	269.4566								X	3	0	X	B	-	"Not prev annotated,  too faint"	
1944	Spectrogram 1	2	29272.12784	29272.39879	68.571	1088.571	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	172.1278								Y	1	0	X	B	1093		
1945	Spectrogram 1	2	29272.89659	29273.12973	94.286	925.714	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	172.8966								Y	1	0	X	B	1093		
1946	Spectrogram 1	2	29273.41328	29273.75985	77.143	1045.714	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	173.4133								Y	1	1	X	BY	1093		
1947	Spectrogram 1	2	29274.0245	29274.50339	85.714	1105.714	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	174.0245								Y	1	1	X	BY	1093		
1948	Spectrogram 1	2	29274.45298	29274.95078	94.286	1165.714	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	174.453								Y	1	1	X	BY	1093		
1949	Spectrogram 1	2	29275.00749	29275.18392	94.286	1217.143	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	175.0075								Y	1	0	X	B	1093		
1950	Spectrogram 1	2	29271.18266	29272.10264	514.286	1105.714	2017-ULU01_0+1_20171211_073602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	171.1827								X	0	1	X	Y	1093		
1951	Spectrogram 1	2	29942.80502	29943.10118	102.857	1534.286	2017-ULU01_0+1_20171212_123602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	242.805								Y	1	0	X	B	1097		
1952	Spectrogram 1	2	29943.98964	29944.49374	60	1585.714	2017-ULU01_0+1_20171212_123602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	243.9896								Y	1	1	X	BY	1097		
1953	Spectrogram 1	2	29944.77099	29945.00414	154.286	1448.571	2017-ULU01_0+1_20171212_123602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	244.771								Y	1	0	X	B	1097		
1955	Spectrogram 1	2	31038.80773	31039.1795	60	2460	2017-ULU01_0+1_20171214_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	138.8077								Y	1	0	X	B	1106		
1956	Spectrogram 1	2	31039.66469	31039.92934	42.857	2108.571	2017-ULU01_0+1_20171214_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	139.6647								Y	1	0	X	B	1106		
1957	Spectrogram 1	2	31040.58467	31040.78	120	2348.571	2017-ULU01_0+1_20171214_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	140.5847								Y	1	0	X	B	1106		
1958	Spectrogram 1	2	31964.22639	31964.44063	34.286	968.571	2017-ULU01_0+1_20171216_163602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171216_163602.wav	164.2264								Y	1	0	X	B	1113		
1959	Spectrogram 1	2	31964.7998	31965.04555	368.571	2031.429	2017-ULU01_0+1_20171216_163602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171216_163602.wav	164.7998								X	0	1	X	Y	1113		
1960	Spectrogram 1	2	32292.84056	32293.50849	85.714	1294.286	2017-ULU01_0+1_20171217_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	192.8406								Y	2	0	X	B	1116		
1961	Spectrogram 1	2	32294.6427	32295.07118	85.714	1834.286	2017-ULU01_0+1_20171217_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	194.6427								Y	2	0	X	B	1116		
1962	Spectrogram 1	2	32295.99746	32296.1928	231.429	1234.286	2017-ULU01_0+1_20171217_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	195.9975								X	0	1	X	Y	1116		
1963	Spectrogram 1	2	32309.79029	32309.96042	197.143	1037.143	2017-ULU01_0+1_20171217_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	209.7903								Y	1	0	X	B	1117		
1964	Spectrogram 1	2	32310.12425	32310.27548	162.857	1251.429	2017-ULU01_0+1_20171217_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	210.1242								Y	1	0	X	B	1117		
1965	Spectrogram 1	2	32310.48342	32310.66616	145.714	1234.286	2017-ULU01_0+1_20171217_170602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	210.4834								Y	1	0	X	B	1117		
1966	Spectrogram 1	2	32810.32181	32810.50455	111.429	1577.143	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	110.3218								Y	1	0	X	B	1119		
1967	Spectrogram 1	2	32810.59907	32810.80701	145.714	1474.286	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	110.5991								Y	1	0	X	B	1119		
1968	Spectrogram 1	2	32811.55055	32811.70808	145.714	1491.429	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	111.5505								Y	1	0	X	B	1119		
1969	Spectrogram 1	2	32812.16806	32812.42011	111.429	1431.429	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	112.1681								Y	1	0	X	B	1119		
1970	Spectrogram 1	2	32812.55874	32812.74777	102.857	1551.429	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	112.5587								Y	1	0	X	B	1119		
1971	Spectrogram 1	2	32812.8612	32813.07544	120	1482.857	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	112.8612								Y	1	0	X	B	1119		
1972	Spectrogram 1	2	32813.23927	32813.44721	102.857	1525.714	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	113.2393								Y	1	0	X	B	1119		
1973	Spectrogram 1	2	32813.74336	32813.945	111.429	1508.571	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	113.7434								Y	1	0	X	B	1119		
1974	Spectrogram 1	2	32965.35911	32965.59855	128.571	1208.571	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	265.3591								Y	1	0	X	B	1122		
1975	Spectrogram 1	2	32965.98923	32966.18457	85.714	1560	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	265.9892								Y	1	0	X	B	1122		
1976	Spectrogram 1	2	32966.48072	32966.64455	85.714	1114.286	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	266.4807								Y	1	0	X	B	1122		
1977	Spectrogram 1	2	32967.18646	32967.37549	85.714	1020	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	267.1865								Y	1	0	X	B	1122		
1978	Spectrogram 1	2	32967.77247	32967.93	102.857	951.429	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	267.7725								Y	1	0	X	B	1122		
1979	Spectrogram 1	2	32968.37738	32968.56642	77.143	977.143	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	268.3774								Y	1	0	X	B	1122		
1980	Spectrogram 1	2	32968.976	32969.20914	68.571	1011.429	2017-ULU01_0+1_20171218_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	268.976								Y	1	0	X	B	1122		
1981	Spectrogram 1	2	33071.21376	33071.49102	94.286	925.714	2017-ULU01_0+1_20171218_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	71.2138								Y	1	0	X	B	1124		
1982	Spectrogram 1	2	33072.24086	33072.997	171.429	1277.143	2017-ULU01_0+1_20171218_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	72.2409								Y	1	1	X	BY	1124		
1983	Spectrogram 1	2	33320.17701	33320.38495	111.429	891.429	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	20.177								Y	1	0	X	B	1128	faint	
1984	Spectrogram 1	2	33321.1789	33321.57588	102.857	1225.714	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	21.1789								Y	1	1	X	BY	1128	faint	
1985	Spectrogram 1	2	33322.07367	33322.28791	188.571	1277.143	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	22.0737								Y	1	0	X	B	1128	faint	
1986	Spectrogram 1	2	33323.32131	33323.50405	205.714	1045.714	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	23.3213								X	1	0	X	B	1128	"faint, too close to noise"	
1987	Spectrogram 1	2	33324.38621	33324.60676	188.571	1080	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	24.3862								Y	1	0	X	B	1128	faint	
1988	Spectrogram 1	2	33339.64828	33339.80581	180	1140	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	39.6483								Y	1	0	X	B	1129		
1989	Spectrogram 1	2	33340.58716	33341.16056	120	1260	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	40.5871								Y	1	1	X	BY	1129		
1990	Spectrogram 1	2	33341.46932	33341.8474	128.571	1157.143	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	41.4693								Y	1	1	X	BY	1129		
1991	Spectrogram 1	2	33342.30108	33342.70436	120	1191.429	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	42.3011								Y	1	1	X	BY	1129		
1992	Spectrogram 1	2	33343.13284	33343.49831	145.714	1277.143	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	43.1328								Y	1	1	X	BY	1129		
1993	Spectrogram 1	2	33343.82597	33344.27966	128.571	1311.429	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	43.826								Y	1	1	X	BY	1129		
1994	Spectrogram 1	2	33344.5002	33344.94128	137.143	1345.714	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	44.5002								Y	1	1	X	BY	1129		
1995	Spectrogram 1	2	33345.40127	33345.73523	77.143	1328.571	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	45.4013								Y	1	1	X	BY	1129		
1996	Spectrogram 1	2	33346.0755	33346.47878	111.429	1285.714	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	46.0755								Y	1	1	X	BY	1129		
1997	Spectrogram 1	2	33346.6048	33346.78753	128.571	891.429	2017-ULU01_0+1_20171218_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	46.6048								Y	1	0	X	B	1129		
1998	Spectrogram 1	2	33911.29159	33911.44912	137.143	848.571	2017-ULU01_0+1_20171220_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	11.2916								Y	1	0	X	B	1133	FAINT	
1999	Spectrogram 1	2	33911.68856	33911.82719	154.286	934.286	2017-ULU01_0+1_20171220_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	11.6886								Y	1	0	X	B	1133	FAINT	
2000	Spectrogram 1	2	33911.99732	33912.21156	128.571	960	2017-ULU01_0+1_20171220_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	11.9973								Y	1	0	X	B	1133	FAINT	
2001	Spectrogram 1	2	34125.30579	34125.52633	85.714	1114.286	2017-ULU01_0+1_20171220_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	225.3058								Y	1	0	X	B	1134	FAINT	
2002	Spectrogram 1	2	34126.14385	34126.37699	162.857	1140	2017-ULU01_0+1_20171220_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	226.1439								Y	1	0	X	B	1134	FAINT	
2003	Spectrogram 1	2	34127.10793	34127.4482	145.714	1037.143	2017-ULU01_0+1_20171220_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	227.1079								Y	1	1	X	BY	1134	FAINT	
2004	Spectrogram 1	2	34521.50714	34522.42081	60	1251.429	2017-ULU01_0+1_20171222_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	21.5071								Y	1	1	X	BY	1138		
2005	Spectrogram 1	2	34522.62245	34522.93751	94.286	1062.857	2017-ULU01_0+1_20171222_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	22.6225								Y	1	0	X	B	1138		
2006	Spectrogram 1	2	34523.13285	34523.44161	94.286	1200	2017-ULU01_0+1_20171222_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	23.1329								Y	1	0	X	B	1138		
2007	Spectrogram 1	2	34523.75667	34524.39939	60	1157.143	2017-ULU01_0+1_20171222_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	23.7567								Y	2	1	X	BY	1138		
2008	Spectrogram 1	2	34804.92744	34805.2677	128.571	2022.857	2017-ULU01_0+1_20171222_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	4.9274								X	1	1	X	BY	1142	Too faint	
2009	Spectrogram 1	2	34805.39373	34805.67098	128.571	2202.857	2017-ULU01_0+1_20171222_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	5.3937								Y	1	0	X	B	1142		
2010	Spectrogram 1	2	34806.26959	34806.45863	102.857	1611.429	2017-ULU01_0+1_20171222_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	6.2696								Y	1	0	X	B	1142		
2011	Spectrogram 1	2	34807.14546	34807.3345	214.286	1877.143	2017-ULU01_0+1_20171222_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	7.1455								Y	1	0	X	B	1142		
2012	Spectrogram 1	2	34807.8638	34808.02763	154.286	2048.571	2017-ULU01_0+1_20171222_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	7.8638								Y	1	0	X	B	1142		
2013	Spectrogram 1	2	34808.16625	34808.34269	145.714	2005.714	2017-ULU01_0+1_20171222_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	8.1662								Y	1	0	X	B	1142		
2014	Spectrogram 1	2	34805.83481	34805.99234	154.286	668.571	2017-ULU01_0+1_20171222_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	5.8348								X	1	0	X	B	1142	Too faint	
2015	Spectrogram 1	2	1264.536959	1265.853909	308.571	2965.714	2017-ULU01_0+1_20171224_143602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171224_143602.wav	64.537								X	0	1	X	Y	-	Not prev annotated	
2016	Spectrogram 1	2	35762.19534	35762.59231	68.571	865.714	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	62.1953								Y	1	0	X	B	1156		
2017	Spectrogram 1	2	35763.18462	35763.45558	102.857	960	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	63.1846								Y	1	0	X	B	1156		
2018	Spectrogram 1	2	35764.1235	35764.43226	111.429	840	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	64.1235								Y	1	0	X	B	1156		
2019	Spectrogram 1	2	35765.56648	35765.78072	94.286	762.857	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	65.5665								Y	1	0	X	B	1156		
2020	Spectrogram 1	2	35766.36673	35766.62508	85.714	788.571	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	66.3667								Y	1	0	X	B	1156		
2021	Spectrogram 1	2	35767.05986	35767.30561	68.571	822.857	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	67.0599								Y	1	0	X	B	1156		
2022	Spectrogram 1	2	35792.09616	35792.41122	102.857	1294.286	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	92.0962								Y	1	0	X	B	1157		
2023	Spectrogram 1	2	35793.21147	35793.71556	94.286	1285.714	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	93.2115								Y	1	0	X	B	1157		
2024	Spectrogram 1	2	35848.41132	35848.65076	120	754.286	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	148.4113								Y	1	0	X	B	1160		
2025	Spectrogram 1	2	35849.29348	35849.52663	77.143	694.286	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	149.2935								Y	1	0	X	B	1160		
2026	Spectrogram 1	2	35850.77427	35850.9759	102.857	677.143	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	150.7743								Y	1	0	X	B	1160		
2027	Spectrogram 1	2	35876.75304	35877.5911	180	814.286	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	176.753								Y	2	1	X	BY	1161		
2028	Spectrogram 1	2	35877.91246	35878.6623	94.286	1088.571	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	177.9125								Y	1	1	X	BY	1161		
2029	Spectrogram 1	2	35878.80093	35879.14119	102.857	968.571	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	178.8009								Y	1	0	X	B	1161		
2030	Spectrogram 1	2	35879.49406	35880.08637	68.571	1242.857	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	179.4941								Y	1	0	X	B	1161		
2031	Spectrogram 1	2	35876.09141	35876.66482	291.429	788.571	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	176.0914								X	0	1	X	Y	1161		
2032	Spectrogram 1	2	36057.23576	36057.44369	77.143	728.571	2017-ULU01_0+1_20171225_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_053602.wav	57.2358								Y	1	0	X	B	1164		
2033	Spectrogram 1	2	36057.80286	36057.9856	68.571	720	2017-ULU01_0+1_20171225_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_053602.wav	57.8029								Y	1	0	X	B	1164		
