Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
1300	Spectrogram 1	1	17919.987478643	17920.452302764	68.9875	104.651	1072.674	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1301	Spectrogram 1	1	17922.331063317	17922.620008040	71.3311	52.326	898.256	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	949	Borderline too faint
1302	Spectrogram 1	1	17922.871264322	17923.191616080	71.8713	69.767	959.302	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	949	Borderline too faint
1303	Spectrogram 1	1	17924.466741709	17925.088601005	73.4667	78.488	1046.512	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	949	Borderline too faint
1304	Spectrogram 1	1	17925.672771859	17925.930309548	74.6728	52.326	1159.884	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	949	Borderline too faint
1305	Spectrogram 1	1	17928.957947739	17929.297143719	77.9579	61.047	976.744	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	949	Borderline too faint
1306	Spectrogram 1	1	17946.201668839	17947.483075874	95.2017	87.209	1159.884	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	952	Borderline too faint
1307	Spectrogram 1	1	17949.254432658	17949.769508035	98.2544	69.767	802.326	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	952	
1308	Spectrogram 1	1	17951.578553261	17951.993126125	100.5786	104.651	941.860	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	952	
1309	Spectrogram 1	1	17953.563477884	17954.153930145	102.5635	87.209	976.744	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	952	
1310	Spectrogram 1	1	17955.573528135	17956.314734165	104.5735	270.349	1377.907	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								X	0	2	X	Y	952	
1311	Spectrogram 1	1	17957.370010547	17958.751920095	106.3700	61.047	1229.651	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	3	0	X	B	952	
1312	Spectrogram 1	1	17962.498467337	17963.151733668	111.4985	148.256	1491.279	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	953	
1313	Spectrogram 1	1	17964.546206030	17965.136658291	113.5462	148.256	1404.070	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	953	
1314	Spectrogram 1	1	17970.044547236	17970.886255779	119.0446	52.326	1247.093	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	954	
1315	Spectrogram 1	1	17971.275703015	17972.129974372	120.2757	78.488	1290.698	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	2	X	BY	954	
1316	Spectrogram 1	1	17972.305853769	17972.732989447	121.3059	69.767	1334.302	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	954	
1317	Spectrogram 1	1	17973.763140201	17974.227964322	122.7631	52.326	1281.977	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	954	
1318	Spectrogram 1	1	18001.794258425	18003.163605159	150.7943	17.442	1281.977	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	3	0	X	B	956	
1319	Spectrogram 1	1	18005.387223249	18006.027926767	154.3872	61.047	1290.698	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1320	Spectrogram 1	1	18008.527926767	18008.929936817	157.5279	52.326	1369.186	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1321	Spectrogram 1	1	18011.957575008	18012.422399128	160.9576	69.767	1316.860	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1322	Spectrogram 1	1	18014.633454405	18015.261595108	163.6335	113.372	1229.651	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1323	Spectrogram 1	1	18017.030186396	18017.696015541	166.0302	78.488	1308.140	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1324	Spectrogram 1	1	18020.170889913	18020.635714034	169.1709	87.209	1281.977	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1325	Spectrogram 1	1	18021.552799461	18021.979935139	170.5528	69.767	1072.674	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	Borderline too faint
1326	Spectrogram 1	1	18027.868090704	18028.408291709	176.8681	61.047	1805.233	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	957	
1327	Spectrogram 1	1	18030.594221357	18031.435929900	179.5942	34.884	2232.558	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	957	
1328	Spectrogram 1	1	18040.281377889	18040.846704523	189.2814	95.930	1186.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	958	Borderline too faint
1329	Spectrogram 1	1	18042.844191960	18043.271327638	191.8442	95.930	1151.163	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	958	
1331	Spectrogram 1	1	18046.550222111	18047.077860302	195.5502	78.488	1247.093	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	958	
1332	Spectrogram 1	1	18049.515046231	18049.929619095	198.5150	113.372	1194.767	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	958	
1333	Spectrogram 1	1	18055.480371608	18055.932632915	204.4804	95.930	1186.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	959	
1334	Spectrogram 1	1	18058.093436935	18058.482884171	207.0934	69.767	1395.349	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	959	
1335	Spectrogram 1	1	18059.236653015	18059.626100251	208.2367	43.605	1456.395	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	959	
1336	Spectrogram 1	1	18064.524495729	18065.001882663	213.5245	122.093	1186.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	960	
1337	Spectrogram 1	1	18067.338566080	18067.841078643	216.3386	87.209	1552.326	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	960	
1338	Spectrogram 1	1	18176.698101759	18177.087548995	63.6981	69.767	872.093	DS3B__0__20181023_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_120355.wav								X	1	0	X	B	962	Too faint
1339	Spectrogram 1	1	18177.703126884	18178.117699749	64.7031	52.326	872.093	DS3B__0__20181023_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_120355.wav								Y	1	0	X	B	962	
1340	Spectrogram 1	1	18627.313631156	18627.677952764	252.3136	235.465	1177.326	DS3B__0__20181024_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_000355.wav								Y	1	0	X	B	966	Borderlne too faint
1341	Spectrogram 1	1	18628.230716583	18628.582475377	253.2307	156.977	1203.488	DS3B__0__20181024_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_000355.wav								Y	1	0	X	B	966	Borderlne too faint
1342	Spectrogram 1	1	18815.089035678	18816.785015578	178.0890	183.140	1229.651	DS3B__0__20181024_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav								Y	2	2	X	BY	971	
1343	Spectrogram 1	1	18818.531246734	18819.021196482	181.5312	174.419	1325.581	DS3B__0__20181024_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav								Y	1	0	X	B	971	
1344	Spectrogram 1	1	19088.737823618	19089.190084925	189.7378	34.884	1212.209	DS3B__0__20181024_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_080355.wav								Y	1	0	X	B	974	
1345	Spectrogram 1	1	19090.283049749	19090.772999497	191.2831	43.605	1107.558	DS3B__0__20181024_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_080355.wav								Y	1	1	X	BY	974	
1347	Spectrogram 1	1	19675.511425126	19676.428510553	252.5114	104.651	2799.419	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav								Y	2	1	X	BY	983	Good
1348	Spectrogram 1	1	19677.420972864	19677.760168844	254.4210	148.256	2781.977	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav								Y	1	0	X	B	983	Good
1349	Spectrogram 1	1	19678.111927638	19678.476249246	255.1119	200.581	2877.907	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav								Y	1	0	X	B	983	Good
1350	Spectrogram 1	1	20095.095349497	20095.484796734	148.0954	69.767	1063.953	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1351	Spectrogram 1	1	20097.444595729	20097.783791709	150.4446	104.651	976.744	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1352	Spectrogram 1	1	20098.524997739	20098.864193719	151.5250	139.535	976.744	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1353	Spectrogram 1	1	20099.467208794	20099.768716332	152.4672	95.930	889.535	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1354	Spectrogram 1	1	20101.351630905	20101.678264070	154.3516	104.651	959.302	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1355	Spectrogram 1	1	20103.977259045	20104.341580653	156.9773	43.605	898.256	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1356	Spectrogram 1	1	20106.791329397	20107.218465075	159.7913	104.651	1142.442	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1357	Spectrogram 1	1	20107.607912312	20108.047610804	160.6079	113.372	1412.791	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1358	Spectrogram 1	1	20114.284345226	20114.623541206	167.2843	78.488	1011.628	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	987	
1359	Spectrogram 1	1	20115.402435678	20115.678817588	168.4024	78.488	933.140	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	987	
1361	Spectrogram 1	1	20118.892154774	20119.206225126	171.8922	61.047	1273.256	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1362	Spectrogram 1	1	20121.781602010	20122.133360804	174.7816	87.209	1081.395	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1363	Spectrogram 1	1	20124.444918593	20124.733863317	177.4449	113.372	1002.907	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1364	Spectrogram 1	1	20125.135873367	20125.374566834	178.1359	95.930	880.814	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1365	Spectrogram 1	1	20128.414767839	20128.791652261	181.4148	87.209	1203.488	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1366	Spectrogram 1	1	20130.789139698	20131.304215075	183.7891	95.930	1299.419	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	1	X	BY	988	
1367	Spectrogram 1	1	20131.467531658	20132.095672362	184.4675	95.930	1238.372	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	1	X	BY	988	
1368	Spectrogram 1	1	20122.774064322	20123.867029146	175.7741	444.767	985.465	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								X	0	2	X	Y	988	
1369	Spectrogram 1	1	20127.434868342	20127.899692462	180.4349	52.326	1037.791	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								X	0	1	X	Y	988	
1370	Spectrogram 1	1	20149.566115829	20149.917874623	202.5661	113.372	1107.558	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	989	
1371	Spectrogram 1	1	20152.882698744	20153.221894724	205.8827	122.093	1168.605	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	989	
1372	Spectrogram 1	1	20153.749532915	20154.151542965	206.7495	78.488	1107.558	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	989	
1373	Spectrogram 1	1	20155.897774121	20156.149030402	208.8978	122.093	1194.767	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	989	
1374	Spectrogram 1	1	20177.828692211	20178.318641960	230.8287	87.209	1561.047	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	992	
1375	Spectrogram 1	1	20178.645275126	20179.110099246	231.6453	95.930	1438.953	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	992	
1376	Spectrogram 1	1	20180.454320352	20181.120149497	233.4543	34.884	1020.349	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	1	X	BY	992	
1377	Spectrogram 1	1	20185.002059045	20185.265878141	238.0021	95.930	959.302	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	992	
1378	Spectrogram 1	1	20186.836229899	20187.200551508	239.8362	122.093	1063.953	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	992	
1379	Spectrogram 1	1	20181.647787688	20182.062360553	234.6478	732.558	1543.605	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								X	0	1	X	Y	992	
1380	Spectrogram 1	1	20190.140436432	20190.555009296	243.1404	87.209	2031.977	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								X	1	0	X	B	993	Too faint
1381	Spectrogram 1	1	20191.647974121	20191.962044472	244.6480	61.047	837.209	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	993	
1382	Spectrogram 1	1	20194.160536935	20194.487170100	247.1605	104.651	915.698	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	993	
1383	Spectrogram 1	1	20196.308778141	20196.597722864	249.3088	87.209	924.419	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	993	
1384	Spectrogram 1	1	21010.960642462	21011.337526884	15.9606	52.326	1107.558	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	-	Not previously annotated
1385	Spectrogram 1	1	21007.895315829	21008.272200251	12.8953	8.721	1168.605	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	999	
1386	Spectrogram 1	1	21008.385265578	21008.737024372	13.3853	17.442	1072.674	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	999	
1387	Spectrogram 1	1	21008.837526884	21009.226974121	13.8375	26.163	1029.070	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	999	
1388	Spectrogram 1	1	21009.314913819	21009.679235427	14.3149	34.884	1037.791	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	999	
1389	Spectrogram 1	1	21013.643054730	21013.944562268	18.6431	61.047	1151.163	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1000	
1390	Spectrogram 1	1	21014.107878851	21014.371697946	19.1079	34.884	1037.791	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1000	
1391	Spectrogram 1	1	21014.509888901	21014.798833625	19.5099	69.767	959.302	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1000	
1392	Spectrogram 1	1	21015.477225585	21015.854110007	20.4772	34.884	1177.326	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1000	
1394	Spectrogram 1	1	21035.267965075	21035.896105779	40.2680	52.326	1875.000	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1001	
1395	Spectrogram 1	1	21036.210176131	21036.624748995	41.2102	69.767	2511.628	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1001	
1396	Spectrogram 1	1	21037.654899749	21038.031784171	42.6549	26.163	1770.349	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1001	
1397	Spectrogram 1	1	21038.283040452	21038.672487688	43.2830	43.605	1883.721	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1001	
1399	Spectrogram 1	1	21138.595564385	21138.915361422	143.5956	767.442	1875.000	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								X	0	1	X	Y	1002	
1400	Spectrogram 1	1	21139.270691463	21139.839219528	144.2707	715.116	1726.744	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								X	0	1	X	Y	1002	
1401	Spectrogram 1	1	21140.283382079	21140.692011626	145.2834	523.256	1718.023	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								X	0	1	X	Y	1002	
1402	Spectrogram 1	1	21141.153940679	21142.433128826	146.1539	61.047	2066.860	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	2	X	BY	1002	
1403	Spectrogram 1	1	21144.032114009	21144.494043062	149.0321	95.930	1316.860	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1404	Spectrogram 1	1	21144.707241087	21145.133637136	149.7072	17.442	1255.814	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1405	Spectrogram 1	1	21145.364601662	21145.773231209	150.3646	87.209	1177.326	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1406	Spectrogram 1	1	21146.395058781	21146.910287340	151.3951	52.326	1273.256	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1407	Spectrogram 1	1	21149.681861658	21150.197090217	154.6819	78.488	1674.419	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1408	Spectrogram 1	1	21150.392521740	21150.925516801	155.3925	78.488	1159.884	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1409	Spectrogram 1	1	21152.542268487	21153.679324617	157.5423	69.767	1168.605	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	2	1	X	BY	1002	
1410	Spectrogram 1	1	21154.301152188	21154.780847744	159.3012	52.326	2154.070	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1411	Spectrogram 1	1	21155.029578772	21155.384908813	160.0296	52.326	2014.535	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1412	Spectrogram 1	1	21157.232625025	21157.978818111	162.2326	26.163	2066.860	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
1413	Spectrogram 1	1	21158.138716629	21158.565112678	163.1387	0.000	1674.419	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1414	Spectrogram 1	1	21160.270696874	21161.336686996	165.2707	52.326	2145.349	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
1415	Spectrogram 1	1	21162.446080877	21163.458771493	167.4461	52.326	1386.628	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
1416	Spectrogram 1	1	21164.382629599	21165.857249268	169.3826	584.302	1595.930	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								X	0	3	X	Y	1002	
1417	Spectrogram 1	1	21169.072986138	21170.654204819	174.0730	34.884	2005.814	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	4	0	X	B	1002	
1418	Spectrogram 1	1	21171.439733650	21172.150393732	176.4397	34.884	1805.233	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
1419	Spectrogram 1	1	21174.993034058	21175.490496115	179.9930	0.000	1622.093	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1420	Spectrogram 1	1	21176.005724675	21176.289988707	181.0057	69.767	1360.465	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1421	Spectrogram 1	1	21176.929582781	21177.302679323	181.9296	34.884	1404.070	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1422	Spectrogram 1	1	21177.764608377	21178.830598499	182.7646	17.442	1831.395	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	2	1	X	BY	1002	
