Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	WH ID_NEW	WH Comment_NEW	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
846	Spectrogram 1	1	6742.755720810	6743.051877079	0.2962	192.7557	88.949	646.900	DS3B__0__20181108_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_160355.wav														Y	1	0	X	B	169	Growl
847	Spectrogram 1	1	7287.604744455	7287.856792344	0.2520	213.6047	921.833	1512.129	DS3B__0__20181109_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_000355.wav														X	0	1	X	Y	173	
848	Spectrogram 1	1	7289.331272495	7289.608525173	0.2773	215.3313	202.156	1382.749	DS3B__0__20181109_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_000355.wav														X	1	0	X	B	173	Too faint
849	Spectrogram 1	1	7289.910982640	7290.181934121	0.2710	215.9110	218.329	1285.714	DS3B__0__20181109_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_000355.wav														X	1	0	X	B	173	Too faint
850	Spectrogram 1	1	7290.484391588	7290.717535885	0.2331	216.4844	622.642	1285.714	DS3B__0__20181109_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_000355.wav														X	0	1	X	Y	173	
851	Spectrogram 1	1	7291.793583054	7292.146450099	0.3529	217.7936	194.070	1520.216	DS3B__0__20181109_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_000355.wav														Y	1	0	X	B	173	
852	Spectrogram 1	1	7293.910785323	7294.188038001	0.2773	219.9108	210.243	1091.644	DS3B__0__20181109_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_000355.wav														Y	1	0	X	B	-	Not prev annotated
853	Spectrogram 1	1	7571.093596645	7571.295234956	0.2016	235.0936	97.035	752.022	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														Y	1	0	X	B	175	
854	Spectrogram 1	1	7571.364548125	7571.547282845	0.1827	235.3646	105.121	784.367	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														Y	1	0	X	B	175	
855	Spectrogram 1	1	7571.799330734	7571.982065454	0.1827	235.7993	113.208	752.022	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														Y	1	0	X	B	175	
856	Spectrogram 1	1	7573.456545605	7573.664485113	0.2079	237.4565	97.035	760.108	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														Y	1	0	X	B	175	
857	Spectrogram 1	1	7573.847219833	7574.074062933	0.2268	237.8472	80.863	873.315	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														Y	1	0	X	B	175	
858	Spectrogram 1	1	7572.158498976	7572.347534893	0.1890	236.1585	145.553	784.367	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														X	1	0	X	B	175	Too faint
859	Spectrogram 1	1	7572.448354049	7572.599582782	0.1512	236.4484	129.380	695.418	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														X	1	0	X	B	175	Too faint
860	Spectrogram 1	1	7572.750811515	7572.914642643	0.1638	236.7508	121.294	768.194	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														X	1	0	X	B	175	Too faint
861	Spectrogram 1	1	7573.015461799	7573.191895321	0.1764	237.0155	113.208	743.935	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														Y	1	0	X	B	175	
862	Spectrogram 1	1	7573.198196519	7573.431340816	0.2331	237.1982	113.208	743.935	DS3B__0__20181109_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_020355.wav														Y	1	0	X	B	175	
863	Spectrogram 1	1	8267.661894903	8267.882436806	0.2205	145.6619	218.329	946.092	DS3B__0__20181109_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_140355.wav														Y	1	0	X	B	188	
864	Spectrogram 1	1	8268.077773920	8268.380231387	0.3025	146.0778	210.243	1083.558	DS3B__0__20181109_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_140355.wav														Y	1	0	X	B	188	
865	Spectrogram 1	1	8269.476639705	8269.646772030	0.1701	147.4766	250.674	824.798	DS3B__0__20181109_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_140355.wav														Y	1	0	X	B	188	
866	Spectrogram 1	1	8270.459626472	8271.001529434	0.5419	148.4596	177.898	881.402	DS3B__0__20181109_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_140355.wav														Y	2	1	X	BY	188	
867	Spectrogram 1	1	8272.860574983	8273.144128858	0.2836	150.8606	258.760	1762.803	DS3B__0__20181109_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_140355.wav														Y	1	0	X	B	188	
868	Spectrogram 1	1	8271.556227157	8271.953202582	0.3970	149.5562	444.744	2078.167	DS3B__0__20181109_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_140355.wav														X	0	2	X	Y	188	
869	Spectrogram 1	1	8275.028786580	8275.539183555	0.5104	153.0288	307.278	2296.496	DS3B__0__20181109_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_140355.wav														Y	1	1	X	BY	188	
870	Spectrogram 1	1	8276.036978136	8276.648194267	0.6112	154.0370	283.019	2417.790	DS3B__0__20181109_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_140355.wav														Y	1	1	X	BY	188	
871	Spectrogram 1	1	8857.540776888	8858.013366680	0.4726	211.5408	64.690	1253.369	DS3B__0__20181109_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_200355.wav														X	1	1	X	BY	190	Too faint
872	Spectrogram 1	1	8855.606309339	8856.280537443	0.6742	209.6063	129.380	1245.283	DS3B__0__20181109_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_200355.wav														X	1	1	X	BY	190	Too faint
873	Spectrogram 1	1	8855.089611167	8855.354261450	0.2647	209.0896	97.035	1091.644	DS3B__0__20181109_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_200355.wav														X	1	1	X	BY	190	Too faint
874	Spectrogram 1	1	8859.269069384	8859.792068753	0.5230	213.2691	72.776	840.970	DS3B__0__20181109_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_200355.wav														Y	1	1	X	BY	190	
875	Spectrogram 1	1	8862.510889872	8862.737732972	0.2268	216.5109	703.504	1132.075	DS3B__0__20181109_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_200355.wav														X	0	1	X	Y	190	
876	Spectrogram 1	1	8863.527630418	8864.321581269	0.7940	217.5276	161.725	1253.369	DS3B__0__20181109_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_200355.wav														Y	1	2	X	BY	190	
877	Spectrogram 1	1	8780.266404398	8780.499548696	0.2331	134.2664	88.949	1035.040	DS3B__0__20181109_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_200355.wav														Y	1	0	X	B	191	
878	Spectrogram 1	1	8780.738994190	8780.921728910	0.1827	134.7390	121.294	1043.127	DS3B__0__20181109_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_200355.wav														Y	1	0	X	B	191	
879	Spectrogram 1	1	9088.847604070	9089.042941184	0.1953	180.8476	64.690	808.625	DS3B__0__20181109_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_220355.wav														Y	1	0	X	B	193	FAINT
880	Spectrogram 1	1	9092.090105925	9092.272840644	0.1827	184.0901	80.863	824.798	DS3B__0__20181109_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_220355.wav														Y	1	0	X	B	193	FAINT
881	Spectrogram 1	1	9096.722761342	9097.144941556	0.4222	188.7228	88.949	873.315	DS3B__0__20181109_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_220355.wav														Y	1	1	X	BY	193	FAINT
882	Spectrogram 1	1	9097.195351134	9097.548218179	0.3529	189.1954	56.604	824.798	DS3B__0__20181109_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_220355.wav														Y	1	1	X	BY	193	FAINT
883	Spectrogram 1	1	9097.699446912	9098.020807971	0.3214	189.6994	40.431	889.488	DS3B__0__20181109_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_220355.wav														Y	1	1	X	BY	193	FAINT
884	Spectrogram 1	1	8929.210346040	8929.556911887	0.3466	21.2103	56.604	695.418	DS3B__0__20181109_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181109_220355.wav														Y	1	0	X	B	-	Not prev annotated
885	Spectrogram 1	1	9405.588157309	9406.256084215	0.6679	235.5882	420.485	1051.213	DS3B__0__20181110_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_040355.wav														X	0	2	X	Y	199	
886	Spectrogram 1	1	9409.744734483	9409.952673992	0.2079	239.7447	113.208	1123.989	DS3B__0__20181110_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_040355.wav														Y	1	0	X	B	199	
887	Spectrogram 1	1	9411.194009845	9411.540575693	0.3466	241.1940	169.811	1601.078	DS3B__0__20181110_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_040355.wav														X	0	1	X	Y	199	
888	Spectrogram 1	1	9412.719977000	9413.047639256	0.3277	242.7200	234.501	1714.286	DS3B__0__20181110_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_040355.wav														X	0	1	X	Y	199	
889	Spectrogram 1	1	9414.818275677	9415.064022369	0.2457	244.8183	32.345	1059.299	DS3B__0__20181110_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_040355.wav														Y	1	0	X	B	199	
890	Spectrogram 1	1	9416.576309703	9416.847261184	0.2710	246.5763	388.140	921.833	DS3B__0__20181110_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_040355.wav														X	0	1	X	Y	199	
891	Spectrogram 1	1	9417.679019218	9417.981476685	0.3025	247.6790	121.294	938.005	DS3B__0__20181110_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_040355.wav														X	0	1	X	Y	199	
892	Spectrogram 1	1	9591.399102684	9592.098535577	0.6994	159.3991	250.674	1269.542	DS3B__0__20181110_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_160355.wav														X	0	3	X	Y	204	
893	Spectrogram 1	1	9592.590028960	9593.320967839	0.7309	160.5900	113.208	1762.803	DS3B__0__20181110_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_160355.wav														Y	1	1	X	BY	204	
894	Spectrogram 1	1	9593.988894745	9594.650520454	0.6616	161.9889	40.431	1560.647	DS3B__0__20181110_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_160355.wav														Y	1	1	X	BY	204	
895	Spectrogram 1	1	9594.713532426	9596.005277858	1.2917	162.7135	97.035	1439.353	DS3B__0__20181110_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_160355.wav														Y	2	1	X	BY	204	
896	Spectrogram 1	1	9596.553864035	9596.673586782	0.1197	164.5539	646.900	946.092	DS3B__0__20181110_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_160355.wav														X	0	1	X	Y	204	
897	Spectrogram 1	1	9597.404525661	9597.706983128	0.3025	165.4045	541.779	1973.046	DS3B__0__20181110_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_160355.wav														X	0	1	X	Y	204	
898	Spectrogram 1	1	9597.946428622	9598.135464539	0.1890	165.9464	105.121	921.833	DS3B__0__20181110_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_160355.wav														Y	1	0	X	B	204	
899	Spectrogram 1	1	9598.450524401	9598.797090248	0.3466	166.4505	40.431	1067.385	DS3B__0__20181110_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_160355.wav														Y	1	1	X	BY	204	
900	Spectrogram 1	1	9803.935560240	9804.149800946	0.2142	109.9356	380.054	881.402	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	0	1	X	Y	208	
901	Spectrogram 1	1	9805.044570952	9805.372233208	0.3277	111.0446	97.035	938.005	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														Y	1	0	X	B	208	
902	Spectrogram 1	1	9806.736500614	9807.001150898	0.2647	112.7365	363.881	1164.420	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	0	2	X	Y	208	
903	Spectrogram 1	1	9807.555656254	9807.814005340	0.2583	113.5557	105.121	1479.784	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														Y	1	0	X	B	208	
904	Spectrogram 1	1	9808.922730744	9809.256694197	0.3340	114.9227	388.140	752.022	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	0	1	X	Y	208	
905	Spectrogram 1	1	9811.523395541	9811.693527866	0.1701	117.5234	80.863	695.418	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														Y	1	0	X	B	208	
906	Spectrogram 1	1	9814.850427677	9815.070969580	0.2205	120.8504	97.035	816.712	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	1	0	X	B	208	Too faint
907	Spectrogram 1	1	9815.215897116	9815.404933033	0.1890	121.2159	40.431	832.884	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	1	0	X	B	208	Too faint
908	Spectrogram 1	1	9815.562462963	9815.808209655	0.2457	121.5625	40.431	913.747	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	1	0	X	B	208	Too faint
909	Spectrogram 1	1	9812.249197926	9812.444535040	0.1953	118.2492	113.208	760.108	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	1	0	X	B	208	Too faint
910	Spectrogram 1	1	9812.961233213	9813.175473919	0.2142	118.9612	80.863	832.884	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	1	0	X	B	208	Too faint
911	Spectrogram 1	1	9818.115239958	9818.392492636	0.2773	124.1152	283.019	695.418	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	0	1	X	Y	208	
912	Spectrogram 1	1	9818.959600387	9819.230551867	0.2710	124.9596	347.709	679.245	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	0	1	X	Y	208	
913	Spectrogram 1	1	9820.238743424	9820.560104482	0.3214	126.2387	177.898	679.245	DS3B__0__20181110_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181110_220355.wav														X	1	1	X	BY	208	Too faint
914	Spectrogram 1	1	10154.911420516	10155.106757630	0.1953	198.9114	121.294	768.194	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
915	Spectrogram 1	1	10155.528937844	10155.749479747	0.2205	199.5289	137.466	800.539	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
916	Spectrogram 1	1	10156.398503062	10156.574936584	0.1764	200.3985	169.811	832.884	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
917	Spectrogram 1	1	10157.305875462	10157.463405393	0.1575	201.3059	121.294	784.367	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
918	Spectrogram 1	1	10158.062019130	10158.188043074	0.1260	202.0620	137.466	784.367	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
919	Spectrogram 1	1	10159.307722831	10159.641686284	0.3340	203.3077	80.863	784.367	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	2	0	X	B	212	
920	Spectrogram 1	1	10160.412476446	10160.576307574	0.1638	204.4125	153.639	752.022	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
921	Spectrogram 1	1	10160.683427927	10160.872463844	0.1890	204.6834	80.863	865.229	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
922	Spectrogram 1	1	10161.156017719	10161.300945255	0.1449	205.1560	161.725	873.315	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
923	Spectrogram 1	1	10162.106054150	10162.345499645	0.2394	206.1061	177.898	1002.695	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	212	
924	Spectrogram 1	1	10163.341088807	10163.574233104	0.2331	207.3411	129.380	816.712	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav	X													X	1	0	X	B	212	Too faint
925	Spectrogram 1	1	10164.355581561	10164.601328252	0.2457	208.3556	97.035	913.747	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														X	1	0	X	B	212	Too faint
926	Spectrogram 1	1	10172.632766506	10172.884814395	0.2520	216.6328	113.208	970.350	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	213	
927	Spectrogram 1	1	10174.598740041	10174.901197508	0.3025	218.5987	56.604	986.523	DS3B__0__20181111_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_100355.wav														Y	1	0	X	B	213	
928	Spectrogram 1	1	10723.773258469	10724.145029105	0.3718	243.7733	169.811	1487.871	DS3B__0__20181111_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_220355.wav														Y	1	1	X	BY	217	
929	Spectrogram 1	1	10725.386364959	10725.606906862	0.2205	245.3864	145.553	1293.801	DS3B__0__20181111_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_220355.wav														Y	1	0	X	B	217	
930	Spectrogram 1	1	10726.879748702	10727.075085816	0.1953	246.8798	169.811	1382.749	DS3B__0__20181111_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_220355.wav														Y	1	0	X	B	217	
931	Spectrogram 1	1	10728.190397725	10728.366831248	0.1764	248.1904	105.121	1366.577	DS3B__0__20181111_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_220355.wav														Y	1	0	X	B	217	
932	Spectrogram 1	1	10728.480252798	10728.662987517	0.1827	248.4803	185.984	1172.507	DS3B__0__20181111_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181111_220355.wav														Y	1	0	X	B	217	
933	Spectrogram 1	1	11045.537728759	11046.010318551	0.4726	41.5377	105.121	1334.232	DS3B__0__20181112_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181112_160355.wav														Y	1	1	X	BY	236	
934	Spectrogram 1	1	11047.642328633	11047.913280113	0.2710	43.6423	80.863	986.523	DS3B__0__20181112_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181112_160355.wav														Y	1	1	X	BY	236	
935	Spectrogram 1	1	11501.140467426	11501.291696159	0.1512	235.1405	533.693	865.229	DS3B__0__20181113_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_020355.wav														X	0	1	X	Y	239	
936	Spectrogram 1	1	11501.890309896	11502.104550602	0.2142	235.8903	97.035	1035.040	DS3B__0__20181113_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_020355.wav														Y	1	0	X	B	239	
937	Spectrogram 1	1	11562.067448291	11562.344700969	0.2773	34.0674	663.073	2490.566	DS3B__0__20181113_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_060355.wav														X	0	2	X	Y	242	
938	Spectrogram 1	1	11562.836194353	11563.025230270	0.1890	34.8362	234.501	1754.717	DS3B__0__20181113_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_060355.wav														Y	1	0	X	B	242	FAINT
939	Spectrogram 1	1	11566.235556097	11566.525411169	0.2899	38.2356	242.588	2053.908	DS3B__0__20181113_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_060355.wav														Y	1	0	X	B	242	
940	Spectrogram 1	1	11565.473111232	11565.794472291	0.3214	37.4731	331.536	2304.582	DS3B__0__20181113_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_060355.wav														X	0	1	X	Y	242	
941	Spectrogram 1	1	11569.751729238	11570.558282483	0.8066	41.7517	274.933	2070.081	DS3B__0__20181113_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_060355.wav														Y	1	1	X	BY	242	
942	Spectrogram 1	1	11835.220132754	11835.547795009	0.3277	45.2201	258.760	962.264	DS3B__0__20181113_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_080355.wav														Y	1	1	X	BY	244	
943	Spectrogram 1	1	11838.673188834	11839.126875035	0.4537	48.6732	161.725	1018.868	DS3B__0__20181113_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_080355.wav														X	0	1	X	Y	244	
944	Spectrogram 1	1	11842.830715481	11843.076462173	0.2457	52.8307	242.588	840.970	DS3B__0__20181113_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181113_080355.wav														Y	1	0	X	B	244	
945	Spectrogram 1	1	12834.581202209	12834.789141717	0.2079	258.5812	113.208	1043.127	DS3B__0__20181114_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_040355.wav														Y	1	0	X	B	252	
946	Spectrogram 1	1	12835.803634471	12836.061983557	0.2583	259.8036	40.431	1083.558	DS3B__0__20181114_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_040355.wav														Y	1	0	X	B	252	
947	Spectrogram 1	1	12836.578681730	12836.761416449	0.1827	260.5787	590.296	1035.040	DS3B__0__20181114_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_040355.wav														X	0	1	X	Y	252	
948	Spectrogram 1	1	12959.399534814	12959.689389887	0.2899	121.3995	153.639	1099.730	DS3B__0__20181114_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_080355.wav														Y	1	0	X	B	256	
949	Spectrogram 1	1	12961.869604127	12962.197266383	0.3277	123.8696	153.639	1407.008	DS3B__0__20181114_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_080355.wav														Y	1	0	X	B	256	
951	Spectrogram 1	1	13129.672938569	13130.114022375	0.4411	29.6729	226.415	849.057	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	2	0	X	B	265	
952	Spectrogram 1	1	13128.412699124	13128.614337435	0.2016	28.4127	258.760	735.849	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	1	0	X	B	265	FAINT
953	Spectrogram 1	1	13132.487168367	13133.489058726	1.0019	32.4872	250.674	1026.954	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	3	1	X	BY	265	
954	Spectrogram 1	1	13135.650282097	13135.902329986	0.2520	35.6503	242.588	849.057	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														X	1	0	X	B	265	Too faint
955	Spectrogram 1	1	13143.264766536	13143.422296467	0.1575	43.2648	177.898	897.574	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	1	0	X	B	265	
956	Spectrogram 1	1	13143.749958723	13144.002006612	0.2520	43.7500	210.243	994.609	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	1	0	X	B	265	
957	Spectrogram 1	1	13144.317066473	13144.619523940	0.3025	44.3171	169.811	1107.817	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	1	0	X	B	265	
958	Spectrogram 1	1	13144.953487393	13145.142523310	0.1890	44.9535	194.070	1043.127	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	1	0	X	B	265	
959	Spectrogram 1	1	13102.880952001	13103.095192706	0.2142	2.8809	185.984	994.609	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	1	0	X	B	266	
960	Spectrogram 1	1	13103.794625599	13104.242010602	0.4474	3.7946	315.364	1035.040	DS3B__0__20181114_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181114_180355.wav														Y	1	2	X	BY	266	
