Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
3969	Spectrogram 1	1	6202.797000000	6203.268106000	0.4711	82.7970	186.441	923.729	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											X	0	1	X	yelp	2774	
3970	Spectrogram 1	1	6180.475700000	6181.141943827	0.6662	60.4757	51.429	1088.571	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	bark, yelp	2775	
3971	Spectrogram 1	1	6181.559500000	6182.936403908	1.3769	61.5595	60.000	1114.286	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	2	X	bark, yelp	2775	Bark is a growl
3972	Spectrogram 1	1	6183.256200000	6184.828535431	1.5723	63.2562	94.286	1122.857	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	3	2	X	bark, yelp	2775	
3973	Spectrogram 1	1	6184.952900000	6186.507468929	1.5546	64.9529	68.571	1131.429	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	4	1	X	bark	2775	
3974	Spectrogram 1	1	6186.676200000	6187.351327078	0.6751	66.6762	85.714	1097.143	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	2	0	X	bark	2775	
3975	Spectrogram 1	1	6188.035400000	6189.154689629	1.1193	68.0354	85.714	1148.571	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	2	1	X	bark	2775	one bark is a growl
3976	Spectrogram 1	1	6189.261300000	6191.775260039	2.5140	69.2613	360.000	1122.857	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											X	0	3	X	yelp	2775	
3977	Spectrogram 1	1	6821.345400000	6822.118242839	0.7728	101.3454	154.286	1328.571	TEST__0__20171016_053201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_053201.wav											Y	1	0	X	B	2828	
3978	Spectrogram 1	1	6822.704500000	6823.006530535	0.3020	102.7045	137.143	1320.000	TEST__0__20171016_053201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_053201.wav											X	0	1	X	Y	2828	
3979	Spectrogram 1	1	6823.299700000	6824.037009835	0.7373	103.2997	137.143	565.714	TEST__0__20171016_053201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_053201.wav											Y	2	0	X	B	2828	
3980	Spectrogram 1	1	6824.925400000	6825.307379794	0.3820	104.9254	145.714	882.857	TEST__0__20171016_053201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_053201.wav											X	1	0	X	B	2828	Too faint
3981	Spectrogram 1	1	6826.044600000	6826.382163538	0.3376	106.0446	111.429	985.714	TEST__0__20171016_053201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_053201.wav											Y	1	0	X	B	2828	
3982	Spectrogram 1	1	6829.180400000	6829.766694567	0.5863	109.1804	102.857	1054.286	TEST__0__20171016_053201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_053201.wav											Y	1	0	X	B	2828	
3983	Spectrogram 1	1	6830.335300000	6831.845452674	1.5102	110.3353	351.429	1071.429	TEST__0__20171016_053201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_053201.wav											X	0	2	X	Y	2828	
3984	Spectrogram 1	1	7007.223800000	7008.907217085	1.6834	47.2238	308.571	2142.857	TEST__0__20171016_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_140801.wav											X	0	1	X	Y	2839	
3985	Spectrogram 1	1	7015.967500000	7017.650917085	1.6834	55.9675	317.143	2374.286	TEST__0__20171016_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_140801.wav											X	0	1	X	Y	2839	
3986	Spectrogram 1	1	7018.907200000	7020.917250251	2.0101	58.9072	325.714	2357.143	TEST__0__20171016_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_140801.wav											Y	1	1	X	BY	2839	
3987	Spectrogram 1	1	7021.821800000	7023.379588945	1.5578	61.8218	308.571	2374.286	TEST__0__20171016_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_140801.wav											Y	2	0	X	B	2839	
3988	Spectrogram 1	1	7027.073000000	7028.530286432	1.4573	67.0730	231.429	1645.714	TEST__0__20171016_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_140801.wav											X	0	1	X	Y	2839	
3989	Spectrogram 1	1	7031.394600000	7032.877012060	1.4824	71.3946	454.286	1774.286	TEST__0__20171016_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171016_140801.wav											X	0	1	X	Y	2839	
3990	Spectrogram 1	1	7908.453000000	7914.493610694	6.0406	108.4530	94.286	1774.286	TEST__0__20171018_132001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_132001.wav											Y	13	13	X	BY	3217	
3991	Spectrogram 1	1	7915.124300000	7919.539275757	4.4150	115.1243	102.857	1868.571	TEST__0__20171018_132001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_132001.wav											Y	11	11	X	BY	3217	
3992	Spectrogram 1	1	8033.692800000	8034.021480288	0.3287	113.6928	214.286	642.857	TEST__0__20171018_152001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_152001.wav											Y	1	0	X	B	3225	
3993	Spectrogram 1	1	8034.421200000	8034.989728065	0.5685	114.4212	128.571	1371.429	TEST__0__20171018_152001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_152001.wav											Y	1	0	X	B	3225	
3994	Spectrogram 1	1	8035.975800000	8036.553211316	0.5774	115.9758	120.000	1268.571	TEST__0__20171018_152001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_152001.wav											Y	1	0	X	B	3225	
3995	Spectrogram 1	1	8222.033500000	8222.628677818	0.5952	62.0335	42.857	1045.714	TEST__0__20171018_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_160801.wav											X	1	0	X	B	3230	
3996	Spectrogram 1	1	8223.741300000	8224.505259588	0.7640	63.7413	51.429	1071.429	TEST__0__20171018_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_160801.wav											Y	1	0	X	B	3230	
3997	Spectrogram 1	1	8225.002700000	8225.553461563	0.5508	65.0027	60.000	1037.143	TEST__0__20171018_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_160801.wav											Y	1	0	X	B	3230	
3998	Spectrogram 1	1	8226.015400000	8226.717176831	0.7018	66.0154	68.571	925.714	TEST__0__20171018_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_160801.wav											Y	1	0	X	B	3230	
3999	Spectrogram 1	1	8229.033100000	8229.486145802	0.4530	69.0331	60.000	1037.143	TEST__0__20171018_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_160801.wav											Y	1	0	X	B	3230	
4000	Spectrogram 1	1	8229.814800000	8230.712008353	0.8972	69.8148	137.143	1122.857	TEST__0__20171018_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_160801.wav											X	0	3	X	Y	3230	
4001	Spectrogram 1	1	8230.774200000	8231.209479300	0.4353	70.7742	68.571	1002.857	TEST__0__20171018_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_160801.wav											Y	1	0	X	B	3230	
4002	Spectrogram 1	1	8231.707000000	8232.115629547	0.4086	71.7070	480.000	1071.429	TEST__0__20171018_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_160801.wav											X	0	1	X	Y	3230	
4003	Spectrogram 1	1	8362.852600000	8366.201585635	3.3490	82.8526	214.286	1602.857	TEST__0__20171018_164401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_164401.wav											Y	8	0	X	B	3231	
4004	Spectrogram 1	1	8366.716800000	8367.418576830	0.7018	86.7168	231.429	1508.571	TEST__0__20171018_164401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_164401.wav											Y	1	1	X	BY	3231	
4005	Spectrogram 1	1	8367.951600000	8368.351346296	0.3997	87.9516	248.571	762.857	TEST__0__20171018_164401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_164401.wav											Y	1	0	X	B	3231	
4006	Spectrogram 1	1	8371.345000000	8371.726979794	0.3820	91.3450	908.571	1328.571	TEST__0__20171018_164401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171018_164401.wav											X	0	1	X	Y	3231	
4007	Spectrogram 1	1	8764.871100000	8765.226430041	0.3553	4.8711	240.000	1148.571	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											Y	1	0	X	B	3248	
4008	Spectrogram 1	1	8766.248000000	8766.576680288	0.3287	6.2480	222.857	1242.857	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											X	1	0	X	B	3248	Too faint
4009	Spectrogram 1	1	8766.807600000	8767.136280287	0.3287	6.8076	222.857	1191.429	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											X	1	0	X	B	3248	Too faint
4010	Spectrogram 1	1	8768.104600000	8768.495463045	0.3909	8.1046	231.429	1234.286	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											Y	1	0	X	B	3248	
4011	Spectrogram 1	1	8769.970000000	8770.396396049	0.4264	9.9700	240.000	1208.571	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											Y	1	0	X	B	3248	
4012	Spectrogram 1	1	8771.560100000	8771.933196543	0.3731	11.5601	222.857	1225.714	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											Y	1	0	X	B	3248	
4013	Spectrogram 1	1	8773.541100000	8773.860897036	0.3198	13.5411	222.857	1200.000	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											Y	1	0	X	B	3248	
4014	Spectrogram 1	1	8774.838100000	8775.211196542	0.3731	14.8381	222.857	1225.714	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											Y	1	0	X	B	3248	
4015	Spectrogram 1	1	8775.326600000	8775.664163538	0.3376	15.3266	214.286	1208.571	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											Y	1	0	X	B	3248	
4016	Spectrogram 1	1	8768.753000000	8769.055030535	0.3020	8.7530	222.857	1200.000	TEST__0__20171019_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_023201.wav											Y	1	0	X	B	3248	
4017	Spectrogram 1	1	9097.889900000	9098.245230041	0.3553	97.8899	94.286	840.000	TEST__0__20171019_060801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_060801.wav											Y	1	0	X	B	3254	
4018	Spectrogram 1	1	9099.346800000	9100.013043827	0.6662	99.3468	111.429	822.857	TEST__0__20171019_060801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_060801.wav											Y	2	0	X	B	3254	
4019	Spectrogram 1	1	9211.962600000	9212.842041851	0.8794	91.9626	120.000	874.286	TEST__0__20171019_084401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_084401.wav											Y	2	0	X	B	3258	
4021	Spectrogram 1	1	9213.286200000	9213.703712798	0.4175	93.2862	120.000	874.286	TEST__0__20171019_084401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_084401.wav											X	1	0	X	B	3258	Too faint
4022	Spectrogram 1	1	9281.532400000	9281.869963539	0.3376	41.5324	94.286	634.286	TEST__0__20171019_103201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_103201.wav											Y	1	0	X	B	3265	
4023	Spectrogram 1	1	9369.574300000	9370.125061563	0.5508	9.5743	197.143	1080.000	TEST__0__20171019_114401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_114401.wav											Y	2	0	X	B	3267	
4024	Spectrogram 1	1	9372.168200000	9372.559063045	0.3909	12.1682	180.000	1071.429	TEST__0__20171019_114401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_114401.wav											Y	1	0	X	B	3267	
4025	Spectrogram 1	1	9561.075200000	9562.017411056	0.9422	81.0752	128.571	1234.286	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	2	1	X	BY	3273	
4026	Spectrogram 1	1	9562.733500000	9563.512394472	0.7789	82.7335	154.286	1122.857	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3273	
4027	Spectrogram 1	1	9564.002300000	9565.145516080	1.1432	84.0023	171.429	1182.857	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3273	
4028	Spectrogram 1	1	9565.874200000	9566.565154774	0.6910	85.8742	120.000	1157.143	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3273	
4029	Spectrogram 1	1	9552.747700000	9558.501468844	5.7538	72.7477	625.714	1234.286	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											X	0	3	X	Y	3273	
4030	Spectrogram 1	1	9518.512500000	9520.082851758	1.5704	38.5125	42.857	1251.429	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	2	2	X	BY	3274	
4031	Spectrogram 1	1	9521.502400000	9522.658178895	1.1558	41.5024	325.714	1405.714	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											X	0	2	X	Y	3274	
4032	Spectrogram 1	1	9523.085300000	9523.889320101	0.8040	43.0853	85.714	1080.000	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3274	
4033	Spectrogram 1	1	9524.454700000	9525.572790452	1.1181	44.4547	68.571	994.286	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											X	2	1	X	BY	3274	Too faint
4034	Spectrogram 1	1	9525.999900000	9526.841608542	0.8417	45.9999	51.429	1045.714	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3274	
4035	Spectrogram 1	1	9527.155700000	9527.884343216	0.7286	47.1557	51.429	1294.286	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3274	
4036	Spectrogram 1	1	9528.826500000	9529.768711056	0.9422	48.8265	51.429	1457.143	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3274	
4037	Spectrogram 1	1	9530.334100000	9531.163245729	0.8291	50.3341	77.143	1405.714	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3274	
4038	Spectrogram 1	1	9532.030000000	9532.708391960	0.6784	52.0300	25.714	1182.857	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav											Y	1	1	X	BY	3274	
4039	Spectrogram 1	1	9641.378100000	9642.797697989	1.4196	41.3781	68.571	1242.857	TEST__0__20171019_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_223201.wav											Y	1	1	X	BY	3295	
4040	Spectrogram 1	1	9643.501200000	9644.116777890	0.6156	43.5012	591.429	1191.429	TEST__0__20171019_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_223201.wav											X	0	1	X	Y	3295	
4041	Spectrogram 1	1	9645.008800000	9645.800257286	0.7915	45.0088	111.429	1302.857	TEST__0__20171019_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_223201.wav											Y	1	1	X	BY	3295	
4042	Spectrogram 1	1	9775.662000000	9776.277577889	0.6156	55.6620	51.429	1585.714	TEST__0__20171020_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171020_105601.wav											Y	1	0	X	B	3339	
4043	Spectrogram 1	1	9776.566500000	9777.219766332	0.6533	56.5665	120.000	2022.857	TEST__0__20171020_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171020_105601.wav											Y	1	0	X	B	3339	
4044	Spectrogram 1	1	9778.237300000	9779.405641709	1.1683	58.2373	85.714	908.571	TEST__0__20171020_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171020_105601.wav											Y	1	0	X	B	3339	
4045	Spectrogram 1	1	9779.744900000	9780.548920100	0.8040	59.7449	68.571	1045.714	TEST__0__20171020_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171020_105601.wav											Y	3	0	X	B	3339	
4046	Spectrogram 1	1	9781.013700000	9781.780031658	0.7663	61.0137	60.000	1165.714	TEST__0__20171020_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171020_105601.wav											Y	2	0	X	B	3339	
4050	Spectrogram 1	1	10367.858700000	10368.725534171	0.8668	47.8587	85.714	1088.571	TEST__0__20171021_022001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_022001.wav											Y	2	0	X	B	3380	
4051	Spectrogram 1	1	10369.366300000	10369.856249749	0.4899	49.3663	60.000	1122.857	TEST__0__20171021_022001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_022001.wav											Y	1	0	X	B	3380	
4052	Spectrogram 1	1	10370.182900000	10370.848729146	0.6658	50.1829	68.571	1088.571	TEST__0__20171021_022001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_022001.wav											Y	2	0	X	B	3380	
4053	Spectrogram 1	1	10371.162800000	10371.778377889	0.6156	51.1628	68.571	985.714	TEST__0__20171021_022001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_022001.wav											Y	2	0	X	B	3380	
4054	Spectrogram 1	1	10466.053500000	10467.033399497	0.9799	26.0535	214.286	1414.286	TEST__0__20171021_184401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_184401.wav											Y	2	0	X	B	3395	
4055	Spectrogram 1	1	11025.859900000	11027.103618593	1.2437	105.8599	180.000	1482.857	TEST__0__20171023_204401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_204401.wav											Y	1	2	X	BY	3578	
4056	Spectrogram 1	1	11027.442800000	11029.189031156	1.7462	107.4428	265.714	1337.143	TEST__0__20171023_204401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_204401.wav											X	2	2	X	B	3578	Too faint
4057	Spectrogram 1	1	11030.156400000	11030.847354774	0.6910	110.1564	188.571	1337.143	TEST__0__20171023_204401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_204401.wav											Y	1	1	X	BY	3380	
4058	Spectrogram 1	1	11435.301700000	11436.065659587	0.7640	35.3017	169.706	1490.985	TEST__0__20171024_172001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_172001.wav											Y	2	1	X	BY	3621	
4059	Spectrogram 1	1	11437.815600000	11440.169661520	2.3541	37.8156	169.706	1539.472	TEST__0__20171024_172001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_172001.wav											Y	5	1	X	BY	3621	
4060	Spectrogram 1	1	11589.114400000	11589.503847236	0.3894	69.1144	72.939	741.550	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	1	0	X	B	3622	
4061	Spectrogram 1	1	11592.343000000	11592.920889447	0.5779	72.3430	85.096	455.871	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	2	0	X	B	3622	
4063	Spectrogram 1	1	11593.674700000	11595.081735176	1.4070	73.6747	79.018	534.889	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											X	3	0	X	B	3622	Too faint
4064	Spectrogram 1	1	11595.451200000	11598.704968844	3.2538	75.4512	72.939	753.707	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	8	0	X	B	3622	
4065	Spectrogram 1	1	11601.404500000	11601.932138191	0.5276	81.4045	97.253	662.533	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	1	0	X	B	3622	
4066	Spectrogram 1	1	11604.982000000	11605.610140703	0.6281	84.9820	85.096	632.141	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	1	0	X	B	3622	
4067	Spectrogram 1	1	11607.261300000	11622.386928141	15.1256	87.2613	121.566	1094.091	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	40	0	X	B	3622	
4068	Spectrogram 1	1	11623.296900000	11626.085844724	2.7889	103.2969	139.800	1033.308	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	8	0	X	B	3622	
4069	Spectrogram 1	1	11627.028000000	11629.716442211	2.6884	107.0280	170.192	1021.151	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	5	5	X	BY	3622	
4070	Spectrogram 1	1	11630.168700000	11630.834529145	0.6658	110.1687	176.270	863.116	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	2	0	X	B	3622	
4071	Spectrogram 1	1	11631.274300000	11632.078320100	0.8040	111.2743	170.192	990.760	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav											Y	2	2	X	BY	3622	
4072	Spectrogram 1	1	11776.496300000	11777.614390452	1.1181	16.4963	151.957	990.760	TEST__0__20171024_192001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_192001.wav											Y	2	1	X	BY	3624	
4073	Spectrogram 1	1	11919.588300000	11920.015435678	0.4271	39.5883	115.487	820.568	TEST__0__20171025_010801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_010801.wav											Y	1	0	X	B	3633	
4074	Spectrogram 1	1	11921.975300000	11922.477812563	0.5025	41.9753	97.253	887.429	TEST__0__20171025_010801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_010801.wav											Y	1	0	X	B	36233	
4075	Spectrogram 1	1	12071.692300000	12072.785264825	1.0930	71.6923	115.487	972.525	TEST__0__20171025_064401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_064401.wav											Y	2	1	X	BY	3638	
4076	Spectrogram 1	1	12073.677200000	12075.900818090	2.2236	73.6772	91.174	875.273	TEST__0__20171025_064401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_064401.wav											Y	5	1	X	BY	3638	
4077	Spectrogram 1	1	12062.291600000	12063.698635176	1.4070	62.2916	66.861	863.116	TEST__0__20171025_064401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_064401.wav											Y	3	0	X	B	3640	
4078	Spectrogram 1	1	12064.464900000	12064.967412563	0.5025	64.4649	121.566	966.447	TEST__0__20171025_064401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_064401.wav											Y	1	0	X	B	3640	
4081	Spectrogram 1	1	12634.783600000	12635.323801005	0.5402	34.7836	200.583	1033.308	TEST__0__20171025_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_135601.wav											Y	1	0	X	B	3656	
4082	Spectrogram 1	1	12636.316200000	12637.610169849	1.2940	36.3162	194.505	1106.247	TEST__0__20171025_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_135601.wav											Y	3	0	X	B	3656	
4083	Spectrogram 1	1	12638.451900000	12638.853910051	0.4020	38.4519	133.722	334.305	TEST__0__20171025_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_135601.wav											Y	1	0	X	B	3656	
4084	Spectrogram 1	1	12639.544900000	12641.240879899	1.6960	39.5449	121.566	510.576	TEST__0__20171025_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_135601.wav											Y	4	0	X	B	3656	
4085	Spectrogram 1	1	12641.881500000	12642.811148241	0.9296	41.8815	121.566	522.732	TEST__0__20171025_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_135601.wav											Y	2	0	X	B	3656	
4086	Spectrogram 1	1	12644.482000000	12644.971949749	0.4899	44.4820	194.505	1270.361	TEST__0__20171025_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_135601.wav											Y	1	0	X	B	3656	
4087	Spectrogram 1	1	12646.617700000	12647.522222613	0.9045	46.6177	176.270	650.376	TEST__0__20171025_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_135601.wav											Y	2	0	X	B	3656	
4089	Spectrogram 1	1	12842.617100000	12843.081924121	0.4648	2.6171	103.331	954.290	TEST__0__20171025_185601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_185601.wav											Y	1	0	X	B	3666	
4090	Spectrogram 1	1	12843.785400000	12847.378364824	3.5930	3.7854	60.783	1027.230	TEST__0__20171025_185601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_185601.wav											Y	11	9	X	BY	3666	
