Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Begin Hour	Species	Call type	Comments	Quantity	WH	KZ Done?
2105	Spectrogram 1	1	113539.252900000	113539.532300000	949.640	1381.295	-86.24	31	RS	YELP				Y
2106	Spectrogram 1	1	113539.522600000	113539.686400000	183.453	258.993	-86.99	31	RS	BARK				Y
2121	Spectrogram 1	1	114189.629500000	114189.629500000	1003.597	1003.597	-108.90	31	RS	YELP				Y
2122	Spectrogram 1	1	114190.458000000	114190.458000000	960.432	960.432	-97.80	31	RS	YELP				Y
2124	Spectrogram 1	1	114332.352400000	114332.352400000	992.806	992.806	-115.86	31	RS	YELP				Y
2139	Spectrogram 1	1	114774.781000000	114777.401400000	625.899	1143.885	-100.12	31	RS	YELP		4		Y
2140	Spectrogram 1	1	114775.956300000	114777.651900000	107.914	528.777	-89.38	31	RS	BARK		3		Y
2149	Spectrogram 1	1	115094.680300000	115094.680300000	1262.590	1262.590	-122.71	31	RS	YELP				Y
2151	Spectrogram 1	1	115193.597800000	115193.771200000	625.899	1327.338	-93.77	31	RS	YELP				Y
2152	Spectrogram 1	1	115194.532300000	115194.532300000	215.827	215.827	-98.40	31	RS	GROWL			Growl	Y
2156	Spectrogram 1	1	115327.450500000	115327.450500000	1348.921	1348.921	-130.55	32	RS	YELP				Y
2160	Spectrogram 1	1	115640.024500000	115640.024500000	172.662	172.662	-100.27	32	RS	GROWL				Y
2162	Spectrogram 1	1	115742.431200000	115742.431200000	194.245	194.245	-100.77	32	RS	GROWL				Y
2163	Spectrogram 1	1	115746.284800000	115746.284800000	269.784	269.784	-103.54	32	RS	GROWL				Y
2176	Spectrogram 1	1	116141.303200000	116141.303200000	1057.554	1057.554	-108.14	32	RS	YELP				Y
2177	Spectrogram 1	1	116142.131700000	116142.131700000	1133.094	1133.094	-120.98	32	RS	YELP				Y
2180	Spectrogram 1	1	116356.205100000	116356.205100000	1241.007	1241.007	-112.95	32	RS	YELP				Y
2181	Spectrogram 1	1	116360.251300000	116360.251300000	1068.345	1068.345	-114.17	32	RS	YELP				Y
2187	Spectrogram 1	1	116758.807100000	116758.807100000	1381.295	1381.295	-112.94	32	RS	YELP				Y
2188	Spectrogram 1	1	116760.300400000	116760.300400000	1413.669	1413.669	-121.20	32	RS	YELP				Y
2192	Spectrogram 1	1	117228.095100000	117228.095100000	312.950	312.950	-105.11	32	RS	BARK				Y
2193	Spectrogram 1	1	117228.307000000	117228.518900000	539.568	1025.180	-91.54	32	RS	YELP				Y
2194	Spectrogram 1	1	117242.791200000	117242.791200000	388.489	388.489	-106.64	32	RS	BARK				Y
2195	Spectrogram 1	1	117246.643800000	117246.645600000	820.144	820.144	-104.11	32	RS	YELP				Y
2197	Spectrogram 1	1	117248.912200000	117248.912200000	841.727	841.727	-129.91	32	RS	YELP				Y
2198	Spectrogram 1	1	117249.259000000	117249.259000000	776.978	776.978	-121.41	32	RS	YELP				Y
2199	Spectrogram 1	1	117250.877500000	117250.877500000	982.014	982.014	-124.75	32	RS	YELP				Y
2200	Spectrogram 1	1	117255.430900000	117255.430900000	1003.597	1003.597	-99.39	32	RS	YELP				Y
2201	Spectrogram 1	1	117259.211700000	117259.211700000	776.978	776.978	-104.44	32	RS	YELP				Y
2202	Spectrogram 1	1	117258.893800000	117258.893800000	258.993	258.993	-114.56	32	RS	BARK				Y
2203	Spectrogram 1	1	117259.558600000	117259.558600000	248.201	248.201	-113.32	32	RS	BARK				Y
2204	Spectrogram 1	1	117259.789800000	117260.107700000	604.317	776.978	-85.09	32	RS	YELP				Y
2205	Spectrogram 1	1	117260.599000000	117260.599000000	291.367	291.367	-103.13	32	RS	BARK				Y
2206	Spectrogram 1	1	117261.735800000	117261.735800000	798.561	798.561	-108.93	32	RS	YELP				Y
2207	Spectrogram 1	1	117266.531800000	117273.766800000	647.482	1748.201	-96.20	32	RS	YELP		5		Y
2210	Spectrogram 1	1	117447.469700000	117447.469700000	1143.885	1143.885	-114.62	32	RS	YELP				Y
2212	Spectrogram 1	1	117634.679400000	117634.679400000	1014.388	1014.388	-123.86	32	RS	YELP				Y
2213	Spectrogram 1	1	117635.806600000	117635.806600000	1219.424	1219.424	-108.81	32	RS	YELP				Y
2214	Spectrogram 1	1	117636.866300000	117636.866300000	1057.554	1057.554	-98.14	32	RS	YELP				Y
2215	Spectrogram 1	1	117637.964600000	117638.109100000	938.849	1478.417	-80.01	32	RS	YELP				Y
2218	Spectrogram 1	1	117893.586400000	117893.586400000	215.827	215.827	-106.02	32	RS	GROWL			Growl	Y
2219	Spectrogram 1	1	117897.266600000	117897.266600000	220.408	220.408	-104.88	32	RS	GROWL			Growl	Y
2220	Spectrogram 1	1	117901.429300000	117901.429300000	1068.345	1068.345	-118.70	32	RS	YELP				Y
2221	Spectrogram 1	1	117903.808900000	117903.808900000	248.201	248.201	-107.97	32	RS	GROWL			Growl	Y
2222	Spectrogram 1	1	117904.600600000	117904.600600000	840.426	840.426	-99.30	32	RS	YELP				Y
2223	Spectrogram 1	1	117904.976300000	117904.976300000	340.426	340.426	-115.58	32	RS	BARK				Y
2224	Spectrogram 1	1	117906.960900000	117906.960900000	904.255	904.255	-115.09	32	RS	YELP				Y
2225	Spectrogram 1	1	117907.596700000	117907.596700000	436.170	436.170	-119.19	32	RS	BARK				Y
2226	Spectrogram 1	1	117911.808500000	117911.808500000	957.447	957.447	-113.21	32	RS	YELP				Y
2229	Spectrogram 1	1	117929.547200000	117929.547200000	819.149	819.149	-111.69	32	RS	YELP				Y
2230	Spectrogram 1	1	117933.815000000	117933.815000000	308.511	308.511	-93.04	32	RS	BARK				Y
2231	Spectrogram 1	1	117956.642100000	117956.642100000	1031.915	1031.915	-117.90	32	RS	YELP				Y
2232	Spectrogram 1	1	117971.048300000	117971.048300000	1191.489	1191.489	-128.53	32	RS	YELP				Y
2233	Spectrogram 1	1	117980.058600000	117980.058600000	1053.191	1053.191	-118.59	32	RS	YELP				Y
2234	Spectrogram 1	1	117989.687300000	117989.687300000	1138.298	1138.298	-132.28	32	RS	YELP				Y
2235	Spectrogram 1	1	117997.076500000	117997.076500000	1138.298	1138.298	-120.69	32	RS	YELP				Y
2236	Spectrogram 1	1	118019.342200000	118019.342200000	1170.213	1170.213	-118.85	32	RS	YELP				Y
2237	Spectrogram 1	1	118027.296300000	118027.296300000	1138.298	1138.298	-134.62	32	RS	YELP				Y
2238	Spectrogram 1	1	118033.548700000	118033.548700000	1276.596	1276.596	-129.00	32	RS	YELP				Y
2239	Spectrogram 1	1	118038.412100000	118038.412100000	1106.383	1106.383	-115.10	32	RS	YELP				Y
2240	Spectrogram 1	1	118051.448600000	118051.448600000	1053.191	1053.191	-119.07	32	RS	YELP				Y
2241	Spectrogram 1	1	118053.799200000	118053.799200000	1085.106	1085.106	-125.81	32	RS	YELP				Y
2242	Spectrogram 1	1	118060.134800000	118060.134800000	1255.319	1255.319	-118.44	32	RS	YELP				Y
2243	Spectrogram 1	1	118080.577100000	118080.577100000	1138.298	1138.298	-126.85	32	RS	YELP				Y
2244	Spectrogram 1	1	118105.655900000	118113.970000000	95.745	393.617	-90.31	32	RS	BARK		7	RS bark	Y
2245	Spectrogram 1	1	118218.989300000	118218.989300000	1244.681	1244.681	-115.76	32	RS	YELP				Y
2246	Spectrogram 1	1	118298.841300000	118298.841300000	872.340	872.340	-113.50	32	RS	YELP				Y
2247	Spectrogram 1	1	118305.396700000	118305.974700000	723.404	968.085	-90.26	32	RS	YELP				Y
2249	Spectrogram 1	1	118306.408300000	118306.408300000	925.532	925.532	-118.77	32	RS	YELP				Y
2250	Spectrogram 1	1	118306.947800000	118306.947800000	361.702	361.702	-104.81	32	RS	BARK				Y
2251	Spectrogram 1	1	118307.217500000	118307.217500000	851.064	851.064	-117.10	32	RS	YELP				Y
2252	Spectrogram 1	1	118307.390900000	118307.390900000	468.085	468.085	-107.06	32	RS	BARK				Y
2253	Spectrogram 1	1	118307.689600000	118307.689600000	691.489	691.489	-96.78	32	RS	YELP				Y
2254	Spectrogram 1	1	118307.843700000	118307.843700000	372.340	372.340	-113.31	32	RS	BARK				Y
2255	Spectrogram 1	1	118520.832900000	118520.832900000	234.043	234.043	-109.56	32	RS	GROWL				Y
2256	Spectrogram 1	1	118658.912200000	118663.565400000	712.766	1308.511	-102.51	32	RS	YELP		4		Y
2257	Spectrogram 1	1	118745.437000000	118745.437000000	829.787	829.787	-112.78	32	RS	YELP				Y
2258	Spectrogram 1	1	119009.890500000	119009.890500000	234.043	234.043	-124.83	33	RS	GROWL				Y
2259	Spectrogram 1	1	119010.825000000	119010.825000000	255.319	255.319	-100.71	33	RS	GROWL				Y
2260	Spectrogram 1	1	119414.949200000	119419.043600000	946.809	1617.021	-103.18	33	RS	YELP		3		Y
2261	Spectrogram 1	1	119594.050600000	119594.050600000	1031.915	1031.915	-133.98	33	RS	YELP				Y
2262	Spectrogram 1	1	119716.325100000	119716.325100000	1393.617	1393.617	-99.71	33	RS	YELP				Y
2263	Spectrogram 1	1	119717.471500000	119718.126600000	957.447	1202.128	-91.91	33	RS	YELP				Y
2264	Spectrogram 1	1	119720.419500000	119720.419500000	1361.702	1361.702	-128.19	33	RS	YELP				Y
2265	Spectrogram 1	1	119723.155500000	119723.155500000	1191.489	1191.489	-141.19	33	RS	YELP				Y
2266	Spectrogram 1	1	119723.685400000	119723.685400000	1031.915	1031.915	-111.07	33	RS	YELP				Y
2267	Spectrogram 1	1	119721.980200000	119721.980200000	1042.553	1042.553	-107.54	33	RS	YELP				Y
2268	Spectrogram 1	1	119760.963400000	119760.963400000	1180.851	1180.851	-105.53	33	RS	YELP				Y
2269	Spectrogram 1	1	119992.592400000	119992.592400000	1074.468	1074.468	-121.28	33	RS	YELP				Y
2270	Spectrogram 1	1	120217.571300000	120217.571300000	989.362	989.362	-93.76	33	RS	YELP				Y
2271	Spectrogram 1	1	120231.995900000	120231.995900000	244.681	244.681	-109.52	33	RS				RS	Y
2272	Spectrogram 1	1	120466.118400000	120466.118400000	1287.234	1287.234	-132.26	33	RS	YELP				Y
2278	Spectrogram 1	1	120713.997200000	120713.997200000	244.681	244.681	-106.70	33	RS	GROWL			Growl	Y
2280	Spectrogram 1	1	120761.586900000	120761.586900000	1053.191	1053.191	-125.52	33	RS	YELP				Y
2281	Spectrogram 1	1	120763.822000000	120763.822000000	1053.191	1053.191	-133.41	33	RS	YELP				Y
2282	Spectrogram 1	1	120798.211500000	120798.596900000	1110.497	1690.608	-94.72	33	RS	YELP				Y
2283	Spectrogram 1	1	120798.802700000	120798.802700000	595.745	595.745	-104.25	33	RS	BARK			Bark	Y
2284	Spectrogram 1	1	120799.371100000	120799.371100000	500.000	500.000	-102.45	33	RS	BARK			Bark	Y
2285	Spectrogram 1	1	120800.042000000	120800.042000000	1060.773	1060.773	-109.99	33	RS	YELP				Y
2286	Spectrogram 1	1	120800.681300000	120800.681300000	1042.553	1042.553	-110.37	33	RS	YELP				Y
2290	Spectrogram 1	1	121021.472200000	121021.472200000	1297.872	1297.872	-105.71	33	RS	YELP				Y
2291	Spectrogram 1	1	121021.828600000	121021.828600000	234.043	234.043	-107.43	33	RS	GROWL			Growl	Y
2292	Spectrogram 1	1	121026.484400000	121026.484400000	265.957	265.957	-119.56	33	RS	GROWL			Growl	Y
2302	Spectrogram 1	1	121559.182000000	121559.182000000	1234.043	1234.043	-124.89	33	RS	YELP				Y
2303	Spectrogram 1	1	121638.124000000	121640.310900000	521.277	1010.638	-102.74	33	RS	YELP		3		Y
2304	Spectrogram 1	1	121796.628100000	121796.628100000	680.851	680.851	-97.37	33	RS	YELP				Y
2305	Spectrogram 1	1	121796.849700000	121796.849700000	468.085	468.085	-97.74	33	RS	BARK				Y
2306	Spectrogram 1	1	121797.379500000	121797.379500000	436.170	436.170	-103.89	33	RS	BARK				Y
2307	Spectrogram 1	1	121798.439300000	121798.439300000	744.681	744.681	-110.02	33	RS	YELP				Y
2308	Spectrogram 1	1	121798.776500000	121798.776500000	382.979	382.979	-98.12	33	RS	BARK				Y
2309	Spectrogram 1	1	121799.576100000	121799.576100000	776.596	776.596	-95.97	33	RS	YELP				Y
2310	Spectrogram 1	1	121802.447000000	121802.447000000	691.489	691.489	-99.65	33	RS	YELP				Y
2311	Spectrogram 1	1	121810.365200000	121810.365200000	563.830	563.830	-95.83	33	RS	YELP				Y
2312	Spectrogram 1	1	121810.866100000	121810.866100000	500.000	500.000	-125.50	33	RS	YELP				Y
2313	Spectrogram 1	1	121811.126300000	121811.126300000	297.872	297.872	-93.72	33	RS	BARK				Y
2314	Spectrogram 1	1	121811.463400000	121811.463400000	648.936	648.936	-118.65	33	RS	YELP				Y
2315	Spectrogram 1	1	121811.685000000	121811.858400000	106.383	202.128	-80.83	33	RS	BARK				Y
2316	Spectrogram 1	1	121812.080000000	121812.253400000	95.745	234.043	-79.11	33	RS	BARK				Y
2317	Spectrogram 1	1	121812.677300000	121812.677300000	382.979	382.979	-109.85	33	RS	BARK				Y
2318	Spectrogram 1	1	121813.688900000	121813.688900000	500.000	500.000	-96.24	33	RS	BARK				Y
2320	Spectrogram 1	1	122069.446500000	122069.446500000	1095.745	1095.745	-112.49	33	RS	YELP				Y
2321	Spectrogram 1	1	122074.167100000	122074.167100000	1063.830	1063.830	-132.72	33	RS	YELP				Y
2323	Spectrogram 1	1	122165.583300000	122165.583300000	1053.191	1053.191	-122.86	33	RS	YELP				Y
2324	Spectrogram 1	1	122166.113100000	122166.113100000	1521.277	1521.277	-120.77	33	RS	YELP				Y
2325	Spectrogram 1	1	122497.042300000	122497.042300000	1276.596	1276.596	-119.10	34	RS	YELP				Y
2326	Spectrogram 1	1	122556.375000000	122556.644700000	1000.000	2095.745	-80.84	34	RS	YELP				Y
2327	Spectrogram 1	1	122932.238500000	122932.238500000	1808.511	1808.511	-108.94	34	RS	YELP				Y
2329	Spectrogram 1	1	123039.400000000	123040.440500000	712.766	1191.489	-105.00	34	RS	YELP		2		Y
2330	Spectrogram 1	1	123223.638000000	123223.638000000	1106.383	1106.383	-113.87	34	RS	YELP				Y
2331	Spectrogram 1	1	123322.372500000	123322.940900000	73.704	456.683	-85.11	34	RS	BARK		2	Bark	Y
2332	Spectrogram 1	1	123577.028300000	123583.011000000	861.702	1372.340	-106.27	34	RS	YELP		4		Y
2333	Spectrogram 1	1	123604.604100000	123604.604100000	1297.872	1297.872	-135.46	34	RS	YELP				Y
2334	Spectrogram 1	1	123615.557000000	123615.557000000	1212.766	1212.766	-114.25	34	RS	YELP				Y
2335	Spectrogram 1	1	123636.471300000	123640.642800000	978.723	1542.553	-105.75	34	RS	YELP		5		Y
2336	Spectrogram 1	1	123678.183500000	123678.183500000	1308.511	1308.511	-124.24	34	RS	YELP				Y
2337	Spectrogram 1	1	123699.285300000	123699.285300000	1180.851	1180.851	-109.32	34	RS	YELP				Y
2338	Spectrogram 1	1	123700.614800000	123700.614800000	1106.383	1106.383	-118.57	34	RS	YELP				Y
2339	Spectrogram 1	1	123707.678200000	123714.200300000	712.766	1414.894	-101.53	34	RS	YELP		6		Y
2340	Spectrogram 1	1	123933.725700000	123933.725700000	1287.234	1287.234	-125.43	34	RS	YELP				Y
2341	Spectrogram 1	1	123932.565200000	123932.565200000	329.787	329.787	-118.44	34	RS	BARK				Y
2342	Spectrogram 1	1	123934.973700000	123934.973700000	234.043	234.043	-102.86	34	RS	BARK				Y
2343	Spectrogram 1	1	124109.622500000	124109.622500000	776.596	776.596	-117.65	34	RS	YELP				Y
2344	Spectrogram 1	1	124123.190500000	124123.190500000	319.149	319.149	-106.76	34	RS	GROWL				Y
2345	Spectrogram 1	1	124178.754500000	124183.494400000	74.468	478.723	-85.76	34	RS	BARK		6	Bark	Y
2346	Spectrogram 1	1	124502.397000000	124502.397000000	287.234	287.234	-111.70	34	RS	BARK			Bark	Y
2347	Spectrogram 1	1	124810.098000000	124810.098000000	1276.596	1276.596	-109.16	34	RS	YELP				Y
2348	Spectrogram 1	1	124929.089100000	124929.089100000	180.851	180.851	-111.71	34	RS?	MAYBE GROWL			Maybe RS growl	Y
2349	Spectrogram 1	1	125042.474900000	125042.744700000	1106.383	2010.638	-91.17	34	RS	YELP				Y
2350	Spectrogram 1	1	125043.139700000	125043.139700000	1351.064	1351.064	-125.05	34	RS	YELP				Y
2351	Spectrogram 1	1	125044.835200000	125044.835200000	1414.894	1414.894	-110.55	34	RS	YELP				Y
2352	Spectrogram 1	1	125174.782700000	125174.782700000	1117.021	1117.021	-121.73	34	RS	YELP				Y
2353	Spectrogram 1	1	125174.965800000	125174.965800000	425.532	425.532	-116.81	34	RS	BARK				Y
2354	Spectrogram 1	1	125604.029500000	125604.029500000	202.128	202.128	-108.54	34	RS?	MAYBE GROWL			Maybe RS growl	Y
2355	Spectrogram 1	1	125889.818600000	125889.818600000	1223.404	1223.404	-120.76	34	RS	YELP				Y
2356	Spectrogram 1	1	125890.868700000	125890.868700000	287.234	287.234	-112.22	34	RS	BARK				Y
2357	Spectrogram 1	1	125891.494900000	125891.494900000	925.532	925.532	-126.63	34	RS	YELP				Y
2358	Spectrogram 1	1	125892.034400000	125892.034400000	287.234	287.234	-108.58	34	RS	BARK				Y
2359	Spectrogram 1	1	125892.901500000	125892.901500000	882.979	882.979	-123.25	34	RS	YELP				Y
2360	Spectrogram 1	1	125893.932300000	125893.932300000	521.277	521.277	-114.77	34	RS	BARK				Y
2361	Spectrogram 1	1	125894.693400000	125894.693400000	414.894	414.894	-115.09	34	RS	BARK				Y
2362	Spectrogram 1	1	125977.933000000	125977.933000000	946.809	946.809	-106.02	34	RS	YELP				Y
2363	Spectrogram 1	1	126089.048800000	126089.048800000	1063.830	1063.830	-120.65	35	RS	YELP				Y
2364	Spectrogram 1	1	126357.629100000	126357.629100000	1180.851	1180.851	-113.81	35	RS	YELP				Y
2365	Spectrogram 1	1	126843.283300000	126843.283300000	1212.766	1212.766	-118.62	35	RS	YELP				Y
2366	Spectrogram 1	1	126828.702800000	126828.702800000	265.957	265.957	-109.89	35	RS	BARK				Y
2367	Spectrogram 1	1	126829.194200000	126829.194200000	404.255	404.255	-114.47	35	RS	BARK				Y
2368	Spectrogram 1	1	126980.320500000	126980.320500000	223.404	223.404	-110.42	35	RS	GROWL			Growl	Y
2369	Spectrogram 1	1	126982.266500000	126982.266500000	393.617	393.617	-117.91	35	RS	BARK				Y
2371	Spectrogram 1	1	127235.898500000	127244.935100000	595.745	1404.255	-101.79	35	RS	YELP		6		Y
2372	Spectrogram 1	1	127247.440800000	127247.440800000	265.957	265.957	-111.48	35	RS	GROWL			Growl	Y
2373	Spectrogram 1	1	127248.384900000	127248.384900000	1021.277	1021.277	-117.62	35	RS	YELP				Y
2374	Spectrogram 1	1	127249.146000000	127249.146000000	829.787	829.787	-118.92	35	RS	YELP				Y
2383	Spectrogram 1	1	127748.285100000	127748.477800000	797.872	1202.128	-96.70	35	RS	YELP				Y
2384	Spectrogram 1	1	127757.789400000	127757.789400000	244.681	244.681	-114.24	35	RS	GROWL			Growl	Y
2385	Spectrogram 1	1	127770.030600000	127779.774800000	638.298	1404.255	-100.18	35	RS	YELP		5		Y
2386	Spectrogram 1	1	127781.915300000	127781.915300000	574.468	574.468	-121.95	35	RS	BARK				Y
2387	Spectrogram 1	1	127804.691600000	127804.691600000	202.128	202.128	-105.93	35	RS	GROWL			Growl	Y
2392	Spectrogram 1	1	127967.380400000	127967.380400000	202.128	202.128	-97.57	35	RS	GROWL				Y
2393	Spectrogram 1	1	128009.881700000	128009.881700000	1212.766	1212.766	-129.88	35	RS	YELP				Y
2394	Spectrogram 1	1	128077.813000000	128078.217600000	712.766	925.532	-83.62	35	RS	YELP				Y
2395	Spectrogram 1	1	128080.732100000	128080.732100000	797.872	797.872	-107.26	35	RS	YELP				Y
2396	Spectrogram 1	1	128082.630000000	128082.630000000	925.532	925.532	-113.82	35	RS	YELP				Y
2397	Spectrogram 1	1	128086.553600000	128086.553600000	1223.404	1223.404	-120.29	35	RS	YELP				Y
2398	Spectrogram 1	1	128092.035300000	128092.285800000	776.596	1223.404	-85.64	35	RS	YELP				Y
2400	Spectrogram 1	1	128173.740500000	128173.740500000	904.255	904.255	-88.42	35	RS	YELP				Y
2409	Spectrogram 1	1	128349.113600000	128349.113600000	244.681	244.681	-98.75	35	RS	GROWL			Growl	Y
2410	Spectrogram 1	1	128350.086600000	128350.086600000	872.340	872.340	-97.99	35	RS	YELP				Y
2411	Spectrogram 1	1	128349.344800000	128349.344800000	744.681	744.681	-106.51	35	RS	BARK			Bark	Y
2413	Spectrogram 1	1	128418.890300000	128418.890300000	382.979	382.979	-125.46	35	RS	BARK				Y
2414	Spectrogram 1	1	128419.738100000	128419.738100000	329.787	329.787	-98.71	35	RS	BARK				Y
2416	Spectrogram 1	1	128503.526800000	128503.873600000	680.851	1276.596	-83.09	35	RS	YELP				Y
2417	Spectrogram 1	1	128504.788800000	128504.788800000	946.809	946.809	-108.15	35	RS	YELP				Y
2418	Spectrogram 1	1	128505.145300000	128505.145300000	744.681	744.681	-108.00	35	RS	YELP				Y
2419	Spectrogram 1	1	128505.453600000	128505.453600000	1117.021	1117.021	-126.10	35	RS	YELP				Y
2420	Spectrogram 1	1	128511.000100000	128511.192800000	755.319	1106.383	-85.61	35	RS	YELP				Y
2421	Spectrogram 1	1	128511.604400000	128511.604400000	925.532	925.532	-115.15	35	RS	YELP				Y
2422	Spectrogram 1	1	128512.375100000	128512.375100000	1000.000	1000.000	-123.13	35	RS	YELP				Y
2423	Spectrogram 1	1	128512.673800000	128512.673800000	829.787	829.787	-120.65	35	RS	YELP				Y
2425	Spectrogram 1	1	128618.982200000	128618.982200000	212.766	212.766	-103.75	35	RS	GROWL				Y
2432	Spectrogram 1	1	128822.017800000	128822.017800000	1191.489	1191.489	-118.83	35	RS	YELP				Y
2433	Spectrogram 1	1	128823.819300000	128823.819300000	287.234	287.234	-100.88	35	RS	BARK				Y
2434	Spectrogram 1	1	128824.898300000	128824.898300000	351.064	351.064	-108.00	35	RS	BARK				Y
2442	Spectrogram 1	1	129111.181400000	129111.181400000	1297.872	1297.872	-118.28	35	RS	YELP				Y
2448	Spectrogram 1	1	129408.582900000	129408.582900000	234.043	234.043	-104.74	35	RS	GROWL			Growl	Y
2449	Spectrogram 1	1	129412.369000000	129412.369000000	202.128	202.128	-105.32	35	RS	GROWL			Growl	Y
2450	Spectrogram 1	1	129418.938400000	129418.938400000	276.596	276.596	-103.68	35	RS	?			RS	Y
2452	Spectrogram 1	1	129537.115900000	129537.115900000	170.213	170.213	-106.34	35	RS	GROWL				Y
2456	Spectrogram 1	1	129772.295400000	129772.295400000	1202.128	1202.128	-128.10	36	RS	YELP				Y
2457	Spectrogram 1	1	129836.916200000	129836.916200000	223.404	223.404	-104.61	36	RS	GROWL				Y
2464	Spectrogram 1	1	129976.810200000	129976.810200000	1042.553	1042.553	-132.35	36	RS	YELP				Y
2465	Spectrogram 1	1	129977.417200000	129977.417200000	1000.000	1000.000	-127.78	36	RS	YELP				Y
2466	Spectrogram 1	1	130007.934800000	130007.934800000	1000.000	1000.000	-112.00	36	RS	YELP				Y
2473	Spectrogram 1	1	130323.653800000	130323.653800000	223.404	223.404	-100.85	36	RS	GROWL				Y
2474	Spectrogram 1	1	130385.099800000	130385.099800000	989.362	989.362	-130.56	36	RS	YELP				Y
2475	Spectrogram 1	1	130393.633600000	130393.633600000	223.404	223.404	-110.33	36	RS	GROWL				Y
2477	Spectrogram 1	1	130453.681000000	130453.681000000	191.489	191.489	-110.03	36	RS	GROWL			Growl	Y
2480	Spectrogram 1	1	130688.279800000	130688.279800000	191.489	191.489	-110.62	36	RS	GROWL			Growl	Y
2483	Spectrogram 1	1	130841.146400000	130841.146400000	191.489	191.489	-107.75	36	RS	GROWL				Y
2484	Spectrogram 1	1	130896.933700000	130896.933700000	234.043	234.043	-101.28	36	RS	GROWL				Y
2485	Spectrogram 1	1	130909.343900000	130909.343900000	244.681	244.681	-99.59	36	RS	GROWL				Y
2486	Spectrogram 1	1	131020.031400000	131020.031400000	191.489	191.489	-109.52	36	RS	GROWL				Y
2487	Spectrogram 1	1	131034.273000000	131034.273000000	191.489	191.489	-116.55	36	RS	GROWL			Growl	Y
2490	Spectrogram 1	1	131295.712000000	131295.712000000	138.298	138.298	-102.49	36	RS	GROWL			Growl	Y
2491	Spectrogram 1	1	131336.363500000	131336.363500000	212.766	212.766	-113.15	36	RS	GROWL			Growl	Y
2497	Spectrogram 1	1	131971.551900000	131971.551900000	191.489	191.489	-117.54	36	RS	GROWL			Growl	Y
2499	Spectrogram 1	1	131979.680300000	131979.680300000	180.851	180.851	-106.28	36	RS	GROWL			Growl	Y
2500	Spectrogram 1	1	132028.503200000	132028.503200000	148.936	148.936	-107.08	36	RS	GROWL			Growl	Y
2501	Spectrogram 1	1	132044.407000000	132044.407000000	968.085	968.085	-116.00	36	RS	YELP				Y
2502	Spectrogram 1	1	132046.738400000	132046.738400000	202.128	202.128	-94.58	36	RS	GROWL			Growl	Y
2503	Spectrogram 1	1	132046.486200000	132046.486200000	1000.000	1000.000	-113.33	36	RS	YELP				Y
2504	Spectrogram 1	1	132047.218300000	132047.218300000	1010.638	1010.638	-117.57	36	RS	YELP				Y
2505	Spectrogram 1	1	132047.806000000	132047.806000000	734.043	734.043	-121.69	36	RS	YELP				Y
2506	Spectrogram 1	1	132179.320300000	132179.320300000	170.213	170.213	-117.13	36	RS	GROWL			RS growl	Y
2509	Spectrogram 1	1	132276.193700000	132276.193700000	170.213	170.213	-96.32	36	RS	GROWL			Growl	Y
2511	Spectrogram 1	1	132334.705600000	132343.934900000	42.553	446.809	-70.53	36	LIKELY RS				Likely RS	Y
2512	Spectrogram 1	1	132472.271800000	132472.271800000	276.596	276.596	-90.17	36	RS	?			RS	Y
2513	Spectrogram 1	1	132511.299600000	132511.299600000	808.511	808.511	-119.41	36	RS	YELP				Y
2514	Spectrogram 1	1	132656.466000000	132656.466000000	1010.638	1010.638	-111.95	36	RS	YELP				Y
2515	Spectrogram 1	1	132735.615600000	132735.615600000	1138.298	1138.298	-125.58	36	RS	YELP				Y
2516	Spectrogram 1	1	132763.642400000	132766.821600000	744.681	1659.574	-103.81	36	RS	YELP		3		Y
2517	Spectrogram 1	1	132767.216600000	132767.476700000	957.447	1414.894	-95.15	36	RS	YELP				Y
2518	Spectrogram 1	1	132771.561500000	132771.561500000	1000.000	1000.000	-119.37	36	RS	YELP				Y
2520	Spectrogram 1	1	133582.873500000	133582.873500000	542.553	542.553	-132.47	37	RS	YELP				Y
2521	Spectrogram 1	1	133583.201000000	133583.201000000	361.702	361.702	-111.53	37	RS	BARK				Y
2522	Spectrogram 1	1	133583.904300000	133583.904300000	489.362	489.362	-115.55	37	RS	YELP				Y
2523	Spectrogram 1	1	133587.199100000	133587.199100000	521.277	521.277	-106.03	37	RS	YELP				Y
2524	Spectrogram 1	1	133787.462700000	133787.462700000	170.213	170.213	-115.17	37	RS	GROWL			Growl	Y
2525	Spectrogram 1	1	133838.430500000	133838.430500000	180.851	180.851	-105.54	37	RS	GROWL			RS growl	Y
2526	Spectrogram 1	1	133997.023900000	133997.023900000	1319.149	1319.149	-132.07	37	RS	YELP				Y
2527	Spectrogram 1	1	134043.864000000	134043.864000000	712.766	712.766	-107.78	37	RS	YELP				Y
2528	Spectrogram 1	1	134048.660800000	134048.660800000	1180.851	1180.851	-100.69	37	RS	YELP				Y
2529	Spectrogram 1	1	134050.141800000	134050.141800000	1107.884	1107.884	-116.25	37	RS	YELP				Y
2530	Spectrogram 1	1	134053.812300000	134053.812300000	417.857	417.857	-114.06	37	RS	BARK				Y
