Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Annotator	species	certainty	SNR NIST Quick (dB FS)	comment	type	WH ID	WH Comment
20380	Spectrogram 1	1	64585.013	64587.849	2.836	102.391	1021.4	1319.1	1148.4	1208795168.701120034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701120034318.wav	X			ND	RS		10.83			RS	
20390	Spectrogram 1	1	64790.33567	64798.84467	8.509	7.772	239.3	904.7	550.8	1208795168.701120044318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701120044318.wav	X			ND	RS		10.95			RS	
20391	Spectrogram 1	1	64891.49867	64898.77367	7.275	108.935	461.1	1196.5	562.5	1208795168.701120044318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701120044318.wav	X			ND	RS		10.83			RS	
20446	Spectrogram 1	1	65283.97033	65294.88233	10.912	201.462	140.1	846.3	281.2	1208795168.701120144318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701120144318.wav	X			ND	RS		11.33			RS	
20461	Spectrogram 1	1	65586.70833	65587.94233	1.234	204.311	957.2	1657.6	1183.6	1208795168.701120154318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701120154318.wav	X			ND	RS		11.14			RS	
20496	Spectrogram 1	1	65719.972	65729.39	9.418	37.629	99.2	1879.4	246.1	1208795168.701120184318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701120184318.wav	X			ND	RS		14.71			RS	Certainly the HF parts. Not sure on the LF parts
20527	Spectrogram 1	1	66201.96233	66208.84833	6.886	219.713	274.3	618.7	316.4	1208795168.701120194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701120194318.wav	X			ND	RS		11.52			RS	
20741	Spectrogram 1	1	66304.731	66305.576	0.845	22.578	149.7	1443.1	1019.5	1208795168.701121184318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701121184318.wav	X			ND	RS		11.74			RS	
20782	Spectrogram 1	1	66629.32133	66629.84033	0.519	47.233	101.8	928.1	234.4	1208795168.701121204318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701121204318.wav	Y	bark		ND	RS		15.5			RS	
21031	Spectrogram 1	1	67068.248	67074.354	6.106	186.242	578.5	1258.4	773.4	1208795168.701122114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701122114318.wav	X			ND	RS		10.94			RS	
21057	Spectrogram 1	1	67209.83933	67226.18533	16.346	27.866	495	1133.2	562.5	1208795168.701122134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701122134318.wav	X			ND	RS		11.59			RS	
21091	Spectrogram 1	1	67526.02067	67538.94567	12.925	44.059	573.1	1099.4	1007.8	1208795168.701122154318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701122154318.wav	X	yelp		ND	RS		10.84			RS	
21133	Spectrogram 1	1	67841.637	67866.276	24.639	59.751	532.2	1304.1	972.7	1208795168.701122164318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701122164318.wav	X	yelp		ND	RS		11.2		???	RS	Very likely
21196	Spectrogram 1	1	68123.71	68128.17	4.46	41.883	766.8	1483.7	1125	1208795168.701122204318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701122204318.wav	X			ND	RS		11.1			RS	
21234	Spectrogram 1	1	68557.458	68559.125	1.667	175.648	506.9	854.6	750	1208795168.701122224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701122224318.wav	X			ND	RS		11.49			RS	
21565	Spectrogram 1	1	68963.742	68964.781	1.039	281.945	117.9	1255.4	960.9	1208795168.701123194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701123194318.wav	X			ND	RS		11.03			RS	
21566	Spectrogram 1	1	68969.241	68972.381	3.14	287.444	801.6	1396.9	1066.4	1208795168.701123194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701123194318.wav	X			ND	RS		10.8			RS	
21711	Spectrogram 1	1	69220.73467	69225.77867	5.044	238.984	642.4	1438.1	761.7	1208795168.701124064318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701124064318.wav	X			ND	RS		10.79			RS	
22175	Spectrogram 1	1	69386.443	69387.136	0.693	104.715	616.8	862.3	738.3	1208795168.701126004318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701126004318.wav	X			ND	RS		12.09			RS	
22507	Spectrogram 1	1	69733.29967	69737.00167	3.702	151.63	449.1	970.1	714.8	1208795168.701127014318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701127014318.wav	X			ND	RS		11.11			RS	
23021	Spectrogram 1	1	69892.87167	69909.93267	17.061	11.302	512.6	687.4	609.4	1208795168.701127234318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701127234318.wav	X			ND	RS		11.14			RS	
23373	Spectrogram 1	1	70434.45367	70435.38467	0.931	252.962	571.7	899.4	656.2	1208795168.701128124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701128124318.wav	X			ND	RS		10.81			RS	
24180	Spectrogram 1	1	70742.59733	70749.63333	7.036	261.189	406.4	950.2	691.4	1208795168.701130134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701130134318.wav	X			ND	RS		11.44			RS	
24352	Spectrogram 1	1	70825.48267	70826.34867	0.866	44.167	525.9	848.6	621.1	1208795168.701130224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701130224318.wav	X			ND	RS		11.06			RS	
24500	Spectrogram 1	1	71168.25367	71170.48367	2.23	87.041	59.8	794.8	574.2	1208795168.701201074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701201074318.wav	Y	"bark, yelp"		ND	RS		11.9			RS	
24558	Spectrogram 1	1	71426.30133	71427.57833	1.277	45.181	256.5	823.1	421.9	1208795168.701201134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701201134318.wav	X			ND	RS		11.14			RS	
24578	Spectrogram 1	1	71926.99533	71927.70933	0.714	246.018	53.7	984.1	152.3	1208795168.701201144318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701201144318.wav	Y	bark		ND	RS		12.99			RS	
24594	Spectrogram 1	1	72166.68933	72171.90733	5.218	185.725	59.6	668	140.6	1208795168.701201154318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701201154318.wav	X			ND	RS		14.36			RS	Goes with 25114
24748	Spectrogram 1	1	72281.46933	72285.62633	4.157	0.563	232.6	572.6	386.7	1208795168.701202014318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701202014318.wav	Y	bark	can't really hear	ND	RS		10.56			Y	
25024	Spectrogram 1	1	72786.02167	72791.82467	5.803	205.229	0	844.3	0	1208795168.701202224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701202224318.wav	X			ND	RS		12.87			RS	
25328	Spectrogram 1	1	73166.79167	73174.95467	8.163	286.038	293.4	886.2	562.5	1208795168.701204194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701204194318.wav	X	yelp		ND	RS		10.56			RS	
25365	Spectrogram 1	1	73286.862	73297.06	10.198	106.207	413.2	760.5	562.5	1208795168.701204234318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701204234318.wav	X			ND	RS		10.75			RS	
25392	Spectrogram 1	1	73674.21733	73674.59933	0.382	193.623	1002.1	1680	1488.3	1208795168.701205024318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701205024318.wav	X			ND	RS		11.52			RS	
25394	Spectrogram 1	1	73677.28333	73678.32233	1.039	196.689	814.4	1161.7	949.2	1208795168.701205024318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701205024318.wav	X			ND	RS		11.35			RS	
25395	Spectrogram 1	1	73694.40933	73695.47033	1.061	213.815	694.6	1143.7	902.3	1208795168.701205024318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701205024318.wav	X			ND	RS		11.56			RS	
25804	Spectrogram 1	1	73939.13933	73943.14533	4.006	158.577	131.7	1053.9	339.8	1208795168.701207034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701207034318.wav	Y	bark	good series (even though there is strumming noise in the lower frequencies)	ND	RS	m	11.18			RS	
25842	Spectrogram 1	1	74329.44867	74332.13367	2.685	248.999	586.8	2209.6	902.3	1208795168.701207074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701207074318.wav	X			ND	RS		11.76	seal?		RS	
25940	Spectrogram 1	1	74463.143	74468.729	5.586	82.809	506	969.9	668	1208795168.701207174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701207174318.wav	X			ND	RS		10.7			RS	
28066	Spectrogram 1	1	74910.04233	74911.42833	1.386	229.761	565.8	895.9	808.6	1208795168.701224134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701224134318.wav	X			ND	RS		11.18			RS	
28229	Spectrogram 1	1	74983.382	74984.072	0.69	3.147	1234.2	1727.9	1289.1	1208795168.701225124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701225124318.wav	X			ND	RS		11.93			RS	
28230	Spectrogram 1	1	74984.047	74984.251	0.204	3.812	421.9	1035.8	445.3	1208795168.701225124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701225124318.wav	X			ND	RS		12.16			RS	
28231	Spectrogram 1	1	74984.838	74985.152	0.314	4.603	509.1	1573.6	878.9	1208795168.701225124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701225124318.wav	X			ND	RS		12.97			RS	
28232	Spectrogram 1	1	74985.245	74985.509	0.264	5.01	491.6	1049.8	914.1	1208795168.701225124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701225124318.wav	X			ND	RS		11.69			RS	
28233	Spectrogram 1	1	74986.099	74986.325	0.226	5.864	449.8	1091.6	574.2	1208795168.701225124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701225124318.wav	X			ND	RS		11.06			RS	
28234	Spectrogram 1	1	74986.4	74986.563	0.163	6.165	366.1	1063.7	433.6	1208795168.701225124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701225124318.wav	X			ND	RS		12.65			RS	
28235	Spectrogram 1	1	74987.367	74987.536	0.169	7.132	533.5	1007.9	878.9	1208795168.701225124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701225124318.wav	X			ND	RS		10.24			RS	
28236	Spectrogram 1	1	74989.817	74990.137	0.32	9.582	394	1147.5	668	1208795168.701225124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701225124318.wav	X			ND	RS		12.69			RS	
28633	Spectrogram 1	1	75441.67767	75441.91567	0.238	161.546	621.8	840	714.8	1208795168.701226074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701226074318.wav	X			ND	RS		10.97			RS	
28773	Spectrogram 1	1	75586.75433	75587.29433	0.54	6.735	524.3	859.2	668	1208795168.701226154318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701226154318.wav	X	bark? yelp?		ND	RS		11.25			X	Yelp
28784	Spectrogram 1	1	75661.64233	75662.45833	0.816	81.623	308.8	672.8	316.4	1208795168.701226154318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701226154318.wav	X			ND	RS		11.75			RS	
28785	Spectrogram 1	1	75669.74633	75670.62533	0.879	89.727	419.1	595.6	492.2	1208795168.701226154318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701226154318.wav	X			ND	RS		11.6			RS	
28817	Spectrogram 1	1	75944.971	75946.097	1.126	65.002	509	748.5	621.1	1208795168.701226174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701226174318.wav	X			ND	RS		11.03			RS	
28825	Spectrogram 1	1	76043.126	76044.165	1.039	163.157	544.9	784.4	703.1	1208795168.701226174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701226174318.wav	X			ND	RS		11.37			RS	
28938	Spectrogram 1	1	76254.61833	76255.48033	0.862	74.774	435.8	694.7	597.7	1208795168.701227034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701227034318.wav	X			ND	RS		11.04			RS	
29194	Spectrogram 1	1	76694.87533	76696.30433	1.429	215.049	634.7	1119.8	750	1208795168.701228074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701228074318.wav	X			ND	RS		12.2			RS	
29443	Spectrogram 1	1	77024.27533	77025.59633	1.321	244.523	544.9	856.3	703.1	1208795168.710101104318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710101104318.wav	X			ND	RS		11.77			RS	
30337	Spectrogram 1	1	77131.91767	77132.35067	0.433	52.272	137.7	760.5	246.1	1208795168.710111134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710111134318.wav	X			ND	RS		11.67			RS	
30362	Spectrogram 1	1	77604.72867	77615.05567	10.327	225.157	258.5	643.3	269.5	1208795168.710112094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710112094318.wav	X			ND	RS		10.5			RS	
30375	Spectrogram 1	1	77773.672	77774.992	1.32	94.197	444.9	853.7	550.8	1208795168.710113224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710113224318.wav	X			ND	RS		12.24			RS	
30379	Spectrogram 1	1	77981.86333	77989.13833	7.275	2.468	727.5	1088.2	1019.5	1208795168.710114084318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710114084318.wav	X			ND	RS		10.5			RS	
30380	Spectrogram 1	1	78050.78333	78052.10433	1.321	71.388	408.1	1768.5	914.1	1208795168.710114084318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710114084318.wav	X			ND	RS		12.94			RS	
30382	Spectrogram 1	1	78218.36133	78219.07533	0.714	238.966	721.4	1022	878.9	1208795168.710114084318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710114084318.wav	X			ND	RS		10.77			RS	
30383	Spectrogram 1	1	78282.14367	78284.63367	2.49	2.853	583.2	823.6	773.4	1208795168.710114094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710114094318.wav	X			ND	RS		10.36			RS	
30396	Spectrogram 1	1	78799.21633	78807.74733	8.531	220.097	549.7	760.2	703.1	1208795168.710114174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710114174318.wav	X			ND	RS		10.79			RS	
30397	Spectrogram 1	1	78982.99633	79013.93633	30.94	104.008	1011.7	1660.8	1207	1208795168.710114184318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710114184318.wav	X			ND	RS		10.92	ww?		RS	
30560	Spectrogram 1	1	79183.785	79184.564	0.779	4.828	295.5	635.7	375	1208795168.710117204318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.710117204318.wav	X			ND	RS		10.74			RS	
