Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Hour	Species	Sound type	Comments	Quantity	WH
2809	Spectrogram 1	1	165924.915546143	165924.915546143	407.143	407.143	8	BS				
2810	Spectrogram 1	1	166021.728485729	166021.728485729	2046.429	2046.429	8	BS				
2811	Spectrogram 1	1	166075.374483646	166075.374483646	1189.286	1189.286	8	RS	YELP			
2812	Spectrogram 1	1	166076.019955708	166076.019955708	1103.571	1103.571	8	RS	YELP			
2813	Spectrogram 1	1	166076.694329503	166076.694329503	1114.286	1114.286	8	RS	YELP			
2814	Spectrogram 1	1	166108.755981359	166108.755981359	1275.000	1275.000	8	RS	YELP			
2815	Spectrogram 1	1	166109.815711609	166109.815711609	1275.000	1275.000	8	RS	YELP			
2816	Spectrogram 1	1	166110.721299278	166110.721299278	1478.571	1478.571	8	RS	YELP			
2817	Spectrogram 1	1	166119.129953746	166119.129953746	2207.143	2207.143	8	BS				
2818	Spectrogram 1	1	166141.301958007	166141.301958007	1242.857	1242.857	8	BS				
2819	Spectrogram 1	1	166153.449433966	166153.449433966	1917.857	1917.857	8	BS				
2820	Spectrogram 1	1	166176.292328157	166176.292328157	642.857	642.857	8	BS				
2821	Spectrogram 1	1	166190.688899404	166190.688899404	985.714	985.714	8	BS				
2822	Spectrogram 1	1	166202.455397660	166202.455397660	1157.143	1157.143	8	BS				
2823	Spectrogram 1	1	166217.133978272	166217.133978272	2475.000	2475.000	8	BS				
2824	Spectrogram 1	1	166223.765608347	166223.765608347	535.714	535.714	8	BS				
2825	Spectrogram 1	1	166234.116816517	166234.116816517	1478.571	1478.571	8	BS				
2826	Spectrogram 1	1	166310.083715007	166310.083715007	942.857	942.857	8	BS				
2827	Spectrogram 1	1	166323.250643901	166323.250643901	1478.571	1478.571	8	BS				
2828	Spectrogram 1	1	166486.400044130	166486.400044130	739.286	739.286	8	BS				
2829	Spectrogram 1	1	166572.067420103	166572.067420103	364.286	364.286	8	BS				
2830	Spectrogram 1	1	166613.890861432	166613.890861432	1767.857	1767.857	8	BS				
2831	Spectrogram 1	1	166732.958114983	166732.958114983	621.429	621.429	8	BS				
2832	Spectrogram 1	1	176691.823056533	176691.823056533	814.286	814.286	11	BS				
2833	Spectrogram 1	1	176788.602697907	176788.602697907	1939.286	1939.286	11	BS				
2834	Spectrogram 1	1	176840.941131808	176840.941131808	1007.143	1007.143	11	BS				
2835	Spectrogram 1	1	176867.959874865	176867.959874865	1167.857	1167.857	11	BS				
2836	Spectrogram 1	1	176980.887697301	176980.887697301	514.286	514.286	11	BS				
2837	Spectrogram 1	1	177032.192644990	177032.192644990	910.714	910.714	11	BS				
2838	Spectrogram 1	1	177090.783464219	177090.783464219	2239.286	2239.286	11	BS				
2839	Spectrogram 1	1	177132.393225160	177132.393225160	1371.429	1371.429	11	BS				
2840	Spectrogram 1	1	177142.247841411	177142.247841411	428.571	428.571	11	BS				
2841	Spectrogram 1	1	177154.580997210	177154.580997210	857.143	857.143	11	BS				
2842	Spectrogram 1	1	177177.599917172	177177.599917172	1532.143	1532.143	11	BS				
2843	Spectrogram 1	1	177236.258164542	177236.258164542	557.143	557.143	11	BS				
2844	Spectrogram 1	1	177301.329091250	177301.329091250	867.857	867.857	11	BS				
2845	Spectrogram 1	1	177311.494644357	177311.494644357	942.857	942.857	11	BS				
2846	Spectrogram 1	1	177324.220151708	177324.220151708	407.143	407.143	11	BS				
2847	Spectrogram 1	1	177422.574517289	177422.574517289	835.714	835.714	11	BS				
2848	Spectrogram 1	1	177468.881223394	177468.881223394	1864.286	1864.286	11	BS				
2849	Spectrogram 1	1	177494.442622209	177494.442622209	1189.286	1189.286	11	BS				
2850	Spectrogram 1	1	177500.743200244	177500.743200244	514.286	514.286	11	BS				
2851	Spectrogram 1	1	177511.934298991	177511.934298991	1682.143	1682.143	11	BS				
2852	Spectrogram 1	1	177543.404776620	177543.404776620	739.286	739.286	11	BS				
2853	Spectrogram 1	1	177560.005757465	177560.005757465	2303.571	2303.571	11	BS				
2854	Spectrogram 1	1	177588.314581745	177588.314581745	942.857	942.857	11	BS				
2855	Spectrogram 1	1	177678.791883659	177678.791883659	1842.857	1842.857	11	BS				
2856	Spectrogram 1	1	177847.566632281	177847.566632281	514.286	514.286	11	BS				
2857	Spectrogram 1	1	177899.531947053	177899.531947053	2271.429	2271.429	11	BS				
2858	Spectrogram 1	1	177933.015044988	177933.015044988	910.714	910.714	11	BS				
2859	Spectrogram 1	1	177961.645253732	177961.645253732	1232.143	1232.143	11	BS				
2860	Spectrogram 1	1	177968.365353725	177968.365353725	428.571	428.571	11	BS				
2861	Spectrogram 1	1	177981.303705301	177981.303705301	1135.714	1135.714	11	BS				
2862	Spectrogram 1	1	178079.921686522	178079.921686522	750.000	750.000	11	BS				
2863	Spectrogram 1	1	178102.347678112	178102.347678112	2046.429	2046.429	11	BS				
2865	Spectrogram 1	1	197139.663706973	197139.663706973	771.429	771.429	17	BS				
2866	Spectrogram 1	1	197243.239637273	197243.239637273	385.714	385.714	17	BS				
2867	Spectrogram 1	1	197271.550198552	197271.550198552	535.714	535.714	17	BS				
2868	Spectrogram 1	1	197349.189888521	197349.189888521	835.714	835.714	17	BS				
2869	Spectrogram 1	1	197389.089149660	197389.089149660	278.571	278.571	17	BS				
2870	Spectrogram 1	1	197566.008070920	197566.008070920	439.286	439.286	17	BS				
2871	Spectrogram 1	1	197663.105625420	197663.105625420	364.286	364.286	17	BS				
2872	Spectrogram 1	1	197679.012088238	197679.012088238	2250.000	2250.000	17	BS				
2873	Spectrogram 1	1	197711.904894934	197711.904894934	310.714	310.714	17	BS				
2874	Spectrogram 1	1	197756.537064251	197756.537064251	621.429	621.429	17	BS				
2875	Spectrogram 1	1	197906.134191608	197906.134191608	396.429	396.429	17	BS				
2876	Spectrogram 1	1	197942.356810816	197942.356810816	2100.000	2100.000	17	BS				
2877	Spectrogram 1	1	198069.573497539	198069.573497539	396.429	396.429	17	BS				
2878	Spectrogram 1	1	198210.052542543	198210.052542543	428.571	428.571	17	BS				
2879	Spectrogram 1	1	198245.591172522	198245.591172522	1232.143	1232.143	17	BS				
2880	Spectrogram 1	1	198280.443158991	198280.443158991	321.429	321.429	17	BS				
2881	Spectrogram 1	1	198307.591516677	198307.591516677	664.286	664.286	17	BS				
2882	Spectrogram 1	1	198333.300072269	198333.300072269	289.286	289.286	17	BS				
2883	Spectrogram 1	1	198411.535307307	198411.535307307	1328.571	1328.571	17	BS				
2884	Spectrogram 1	1	198569.822223069	198569.822223069	375.000	375.000	17	BS				
2885	Spectrogram 1	1	198605.262739351	198605.262739351	2282.143	2282.143	17	BS				
2886	Spectrogram 1	1	198646.016833666	198646.016833666	867.857	867.857	17	BS				
2887	Spectrogram 1	1	198680.535131940	198680.535131940	289.286	289.286	17	BS				
2888	Spectrogram 1	1	198749.165362593	198749.165362593	471.429	471.429	17	BS				
2889	Spectrogram 1	1	198820.766340291	198820.766340291	803.571	803.571	17	BS				
2890	Spectrogram 1	1	198918.272046243	198918.272046243	364.286	364.286	17	BS				
2891	Spectrogram 1	1	198956.212139509	198956.212139509	1435.714	1435.714	17	BS				
2892	Spectrogram 1	1	198987.514465182	198987.514465182	396.429	396.429	17	BS				
2893	Spectrogram 1	1	199122.565252492	199122.565252492	1457.143	1457.143	17	BS				
2894	Spectrogram 1	1	199230.181311901	199230.181311901	675.000	675.000	17	BS				
2895	Spectrogram 1	1	199394.697853796	199394.697853796	428.571	428.571	17	BS				
2896	Spectrogram 1	1	199452.546849951	199452.546849951	1939.286	1939.286	17	BS				
2897	Spectrogram 1	1	199586.536188264	199586.536188264	385.714	385.714	17	BS				
2898	Spectrogram 1	1	199746.072868090	199746.072868090	1307.143	1307.143	17	BS				
2899	Spectrogram 1	1	199897.342806965	199897.342806965	332.143	332.143	17	BS				
2900	Spectrogram 1	1	199929.520069046	199929.520069046	889.286	889.286	17	BS				
2901	Spectrogram 1	1	199991.895265286	199991.895265286	482.143	482.143	17	BS				
2902	Spectrogram 1	1	200093.803634663	200093.803634663	1800.000	1800.000	17	BS				
2903	Spectrogram 1	1	200211.246295916	200211.246295916	321.429	321.429	17	BS				
2904	Spectrogram 1	1	200276.995981120	200276.995981120	739.286	739.286	17	BS				
2905	Spectrogram 1	1	200373.981421788	200373.981421788	203.571	203.571	18	BS				
2906	Spectrogram 1	1	200524.086537085	200524.086537085	300.000	300.000	18	BS				
2907	Spectrogram 1	1	200560.577168183	200560.577168183	835.714	835.714	18	BS				
2908	Spectrogram 1	1	200595.216335483	200595.216335483	257.143	257.143	18	BS				
2909	Spectrogram 1	1	200683.415658852	200683.415658852	1189.286	1189.286	18	BS				
2910	Spectrogram 1	1	200846.833082923	200846.833082923	450.000	450.000	18	BS				
2911	Spectrogram 1	1	200943.050449145	200943.050449145	1060.714	1060.714	18	BS				
2912	Spectrogram 1	1	201007.472404108	201007.472404108	514.286	514.286	18	BS				
2913	Spectrogram 1	1	201123.409546593	201123.409546593	1864.286	1864.286	18	BS				
2914	Spectrogram 1	1	201323.413927019	201323.413927019	321.429	321.429	18	BS				
2915	Spectrogram 1	1	201405.458056101	201405.458056101	707.143	707.143	18	BS				
2916	Spectrogram 1	1	201508.702048714	201508.702048714	1275.000	1275.000	18	BS				
2917	Spectrogram 1	1	201584.853737581	201584.853737581	450.000	450.000	18	BS				
2918	Spectrogram 1	1	201685.685773509	201685.685773509	289.286	289.286	18	BS				
2919	Spectrogram 1	1	201849.435118346	201849.435118346	1317.857	1317.857	18	BS				
2920	Spectrogram 1	1	202027.425128238	202027.425128238	342.857	342.857	18	BS				
2921	Spectrogram 1	1	202084.746036511	202084.746036511	900.000	900.000	18	BS				
2922	Spectrogram 1	1	202142.953252101	202142.953252101	353.571	353.571	18	BS				
2923	Spectrogram 1	1	202219.803838150	202219.803838150	1939.286	1939.286	18	BS				
2924	Spectrogram 1	1	202346.110542860	202346.110542860	439.286	439.286	18	BS				
2925	Spectrogram 1	1	202502.907689515	202502.907689515	1339.286	1339.286	18	BS				
2926	Spectrogram 1	1	202655.974787774	202655.974787774	332.143	332.143	18	BS				
2927	Spectrogram 1	1	202760.691019299	202760.691019299	439.286	439.286	18	BS				
2928	Spectrogram 1	1	202822.077441233	202822.077441233	846.429	846.429	18	BS				
2929	Spectrogram 1	1	202865.525501948	202865.525501948	267.857	267.857	18	BS				
2930	Spectrogram 1	1	202955.270635836	202955.270635836	310.714	310.714	18	BS				
2931	Spectrogram 1	1	203095.733061349	203095.733061349	1842.857	1842.857	18	BS				
2932	Spectrogram 1	1	203218.494496319	203218.494496319	1232.143	1232.143	18	BS				
2933	Spectrogram 1	1	203310.353823020	203310.353823020	332.143	332.143	18	BS				
2934	Spectrogram 1	1	203343.878107592	203343.878107592	900.000	900.000	18	BS				
2935	Spectrogram 1	1	203388.890339865	203388.890339865	192.857	192.857	18	BS				
2936	Spectrogram 1	1	203464.286228395	203464.286228395	182.143	182.143	18	BS				
2937	Spectrogram 1	1	203639.569981206	203639.569981206	385.714	385.714	18	BS				
2938	Spectrogram 1	1	203697.176376760	203697.176376760	750.000	750.000	18	BS				
2939	Spectrogram 1	1	203918.364867136	203918.364867136	450.000	450.000	19	BS				
2940	Spectrogram 1	1	204235.264487334	204235.264487334	396.429	396.429	19	BS				
2941	Spectrogram 1	1	204361.546698512	204361.546698512	1232.143	1232.143	19	BS				
2942	Spectrogram 1	1	204526.365404222	204526.365404222	332.143	332.143	19	BS				
2943	Spectrogram 1	1	204582.943597195	204582.943597195	814.286	814.286	19	BS				
2944	Spectrogram 1	1	204633.846575993	204633.846575993	407.143	407.143	19	BS				
2945	Spectrogram 1	1	204728.356994995	204728.356994995	2067.857	2067.857	19	BS				
2946	Spectrogram 1	1	204870.557029557	204870.557029557	417.857	417.857	19	BS				
2947	Spectrogram 1	1	205023.936782493	205023.936782493	1060.714	1060.714	19	BS				
2948	Spectrogram 1	1	205184.864247900	205184.864247900	289.286	289.286	19	BS				
2949	Spectrogram 1	1	205237.166773246	205237.166773246	953.571	953.571	19	BS				
2950	Spectrogram 1	1	205286.537061383	205286.537061383	1414.286	1414.286	19	BS				
2951	Spectrogram 1	1	205333.041704515	205333.041704515	482.143	482.143	19	BS				
2952	Spectrogram 1	1	205457.240329502	205457.240329502	964.286	964.286	19	BS				
2953	Spectrogram 1	1	205512.933952156	205512.933952156	310.714	310.714	19	BS				
2954	Spectrogram 1	1	205570.723432046	205570.723432046	471.429	471.429	19	BS				
2955	Spectrogram 1	1	205670.369600256	205670.369600256	267.857	267.857	19	BS				
2956	Spectrogram 1	1	205766.679818436	205766.679818436	375.000	375.000	19	BS				
2957	Spectrogram 1	1	205821.576477842	205821.576477842	2314.286	2314.286	19	BS				
2958	Spectrogram 1	1	205947.950616642	205947.950616642	1221.429	1221.429	19	BS				
2959	Spectrogram 1	1	206112.673836549	206112.673836549	385.714	385.714	19	BS				
2960	Spectrogram 1	1	206153.503258578	206153.503258578	985.714	985.714	19	BS				
2961	Spectrogram 1	1	206213.600472633	206213.600472633	514.286	514.286	19	BS				
2962	Spectrogram 1	1	206308.510265372	206308.510265372	1489.286	1489.286	19	BS				
2963	Spectrogram 1	1	206441.577352012	206441.577352012	289.286	289.286	19	BS				
2964	Spectrogram 1	1	206605.551781463	206605.551781463	310.714	310.714	19	BS				
2965	Spectrogram 1	1	206644.222283989	206644.222283989	1060.714	1060.714	19	BS				
2966	Spectrogram 1	1	206686.276927239	206686.276927239	342.857	342.857	19	BS				
2967	Spectrogram 1	1	206698.030304428	206698.030304428	503.571	503.571	19	BS				
2968	Spectrogram 1	1	206742.481189174	206742.481189174	353.571	353.571	19	BS				
2969	Spectrogram 1	1	206812.245587524	206812.245587524	1714.286	1714.286	19	BS				
2970	Spectrogram 1	1	206892.745678711	206892.745678711	471.429	471.429	19	BS				
2971	Spectrogram 1	1	206938.845688327	206938.845688327	1071.429	1071.429	19	BS				
2972	Spectrogram 1	1	206952.008245800	206952.008245800	257.143	257.143	19	BS				
2973	Spectrogram 1	1	207117.847271441	207117.847271441	1253.571	1253.571	19	BS				
2974	Spectrogram 1	1	207170.409021548	207170.409021548	1103.571	1103.571	19	BS				
2975	Spectrogram 1	1	207238.958666039	207238.958666039	310.714	310.714	19	BS				
2976	Spectrogram 1	1	207293.301813341	207293.301813341	771.429	771.429	19	BS				
2977	Spectrogram 1	1	207374.930828038	207374.930828038	492.857	492.857	19	BS				
2978	Spectrogram 1	1	207408.273790105	207408.273790105	417.857	417.857	19	BS				
2979	Spectrogram 1	1	207433.116140632	207433.116140632	2217.857	2217.857	19	BS				
2980	Spectrogram 1	1	207480.063067279	207480.063067279	889.286	889.286	19	BS				
2981	Spectrogram 1	1	207548.131016201	207548.131016201	503.571	503.571	20	BS				
2982	Spectrogram 1	1	207582.147488184	207582.147488184	332.143	332.143	20	BS				
2983	Spectrogram 1	1	207621.325996146	207621.325996146	792.857	792.857	20	BS				
2984	Spectrogram 1	1	207666.007196186	207666.007196186	1242.857	1242.857	20	BS				
2985	Spectrogram 1	1	207693.841321676	207693.841321676	1532.143	1532.143	20	BS				
2986	Spectrogram 1	1	207700.427414079	207700.427414079	278.571	278.571	20	BS				
2987	Spectrogram 1	1	207725.095477793	207725.095477793	878.571	878.571	20	BS				
2988	Spectrogram 1	1	207756.488005063	207756.488005063	257.143	257.143	20	BS				
2989	Spectrogram 1	1	207845.980922916	207845.980922916	450.000	450.000	20	BS				
2990	Spectrogram 1	1	207853.621484461	207853.621484461	471.429	471.429	20	BS				
2991	Spectrogram 1	1	207898.012789421	207898.012789421	878.571	878.571	20	BS				
2992	Spectrogram 1	1	207948.481362160	207948.481362160	1714.286	1714.286	20	BS				
2993	Spectrogram 1	1	208077.435635411	208077.435635411	353.571	353.571	20	BS				
2994	Spectrogram 1	1	208100.390619007	208100.390619007	396.429	396.429	20	BS				
2995	Spectrogram 1	1	208277.510085730	208277.510085730	1500.000	1500.000	20	BS				
2996	Spectrogram 1	1	208316.413571463	208316.413571463	1403.571	1403.571	20	BS				
2997	Spectrogram 1	1	208397.195666065	208397.195666065	321.429	321.429	20	BS				
2998	Spectrogram 1	1	208480.996673979	208480.996673979	728.571	728.571	20	BS				
2999	Spectrogram 1	1	208505.053419236	208505.053419236	332.143	332.143	20	BS				
3000	Spectrogram 1	1	208530.758470175	208530.758470175	364.286	364.286	20	BS				
3001	Spectrogram 1	1	208578.707321294	208578.707321294	546.429	546.429	20	BS				
3002	Spectrogram 1	1	208606.805060115	208606.805060115	428.571	428.571	20	BS				
3003	Spectrogram 1	1	208645.617451325	208645.617451325	1082.143	1082.143	20	BS				
3004	Spectrogram 1	1	208676.691183112	208676.691183112	1992.857	1992.857	20	BS				
3005	Spectrogram 1	1	208798.927119405	208798.927119405	332.143	332.143	20	BS				
3006	Spectrogram 1	1	208857.555627321	208857.555627321	1628.571	1628.571	20	BS				
3007	Spectrogram 1	1	208859.463141772	208859.463141772	289.286	289.286	20	BS				
3008	Spectrogram 1	1	208902.725530906	208902.725530906	846.429	846.429	20	BS				
3009	Spectrogram 1	1	208945.326690407	208945.326690407	417.857	417.857	20	BS				
3010	Spectrogram 1	1	209041.720096258	209041.720096258	2046.429	2046.429	20	BS				
3011	Spectrogram 1	1	209189.288857690	209189.288857690	460.714	460.714	20	BS				
3012	Spectrogram 1	1	209358.001408500	209358.001408500	514.286	514.286	20	BS				
3013	Spectrogram 1	1	209402.816605561	209402.816605561	1467.857	1467.857	20	BS				
3014	Spectrogram 1	1	209446.086899290	209446.086899290	300.000	300.000	20	BS				
3015	Spectrogram 1	1	209501.223526379	209501.223526379	803.571	803.571	20	BS				
3016	Spectrogram 1	1	209527.696639811	209527.696639811	225.000	225.000	20	BS				
3017	Spectrogram 1	1	209592.499579056	209592.499579056	2035.714	2035.714	20	BS				
3018	Spectrogram 1	1	209735.595569110	209735.595569110	610.714	610.714	20	BS				
3019	Spectrogram 1	1	209897.600290343	209897.600290343	1103.571	1103.571	20	BS				
3020	Spectrogram 1	1	210069.866013934	210069.866013934	385.714	385.714	20	BS				
3021	Spectrogram 1	1	210194.253802277	210194.253802277	696.429	696.429	20	BS				
3022	Spectrogram 1	1	210254.032237017	210254.032237017	300.000	300.000	20	BS				
3023	Spectrogram 1	1	210312.868286071	210312.868286071	503.571	503.571	20	BS				
3024	Spectrogram 1	1	210402.773700462	210402.773700462	953.571	953.571	20	BS				
3025	Spectrogram 1	1	210522.365584766	210522.365584766	385.714	385.714	20	BS				
3026	Spectrogram 1	1	210611.267307256	210611.267307256	482.143	482.143	20	BS				
3027	Spectrogram 1	1	210845.599926736	210845.599926736	396.429	396.429	20	BS				
3028	Spectrogram 1	1	212531.075513477	212531.075513477	428.571	428.571	21	BS				
3029	Spectrogram 1	1	212561.583473717	212561.583473717	739.286	739.286	21	BS				
3030	Spectrogram 1	1	212736.904025228	212736.904025228	619.217	619.217	21	BS				
3031	Spectrogram 1	1	212736.046607116	212736.046607116	448.399	448.399	21	?				Ice?
3032	Spectrogram 1	1	212775.384488340	212775.384488340	427.046	427.046	21	?				?
3033	Spectrogram 1	1	212795.207574333	212795.207574333	896.797	896.797	21	?				Ice?
3034	Spectrogram 1	1	212797.500445239	212797.500445239	2338.078	2338.078	21	BS				
3035	Spectrogram 1	1	212835.474704637	212835.474704637	779.359	779.359	21	BS				
3036	Spectrogram 1	1	212878.591698123	212878.591698123	811.388	811.388	21	BS				
3037	Spectrogram 1	1	213042.158008287	213042.158008287	651.246	651.246	21	BS				
3038	Spectrogram 1	1	213094.419349707	213094.419349707	1836.299	1836.299	21	BS				
3039	Spectrogram 1	1	213120.217203696	213120.217203696	2071.174	2071.174	21	BS				
3040	Spectrogram 1	1	213181.346120366	213181.346120366	725.979	725.979	21	BS				
3041	Spectrogram 1	1	213227.558234575	213227.558234575	864.769	864.769	21	BS				
3042	Spectrogram 1	1	213240.351197784	213240.351197784	683.274	683.274	21	BS				
3043	Spectrogram 1	1	213423.141539950	213423.141539950	448.399	448.399	21	BS				
3044	Spectrogram 1	1	213468.511125118	213468.511125118	886.121	886.121	21	BS				
3045	Spectrogram 1	1	213532.525839107	213532.525839107	2199.288	2199.288	21	BS				
3046	Spectrogram 1	1	213557.136975761	213557.136975761	693.950	693.950	21	BS				
3047	Spectrogram 1	1	213570.710285790	213570.710285790	1281.139	1281.139	21	BS				
3048	Spectrogram 1	1	213650.514113467	213650.514113467	2626.335	2626.335	21	BS				
3049	Spectrogram 1	1	213652.628317828	213654.160109736	875.445	1227.758	21	RS	YELP		4	Yelp
3050	Spectrogram 1	1	213689.196014269	213689.196014269	1473.310	1473.310	21	BS				
3051	Spectrogram 1	1	213707.493436633	213707.493436633	469.751	469.751	21	BS				
3052	Spectrogram 1	1	213719.107563601	213719.107563601	1110.320	1110.320	21	BS				
3053	Spectrogram 1	1	213729.296735566	213729.296735566	501.779	501.779	21	BS				
3054	Spectrogram 1	1	213736.825192517	213736.825192517	2370.107	2370.107	21	BS				
3055	Spectrogram 1	1	213847.572261168	213847.572261168	512.456	512.456	21	BS				
3056	Spectrogram 1	1	213886.897869666	213886.897869666	811.388	811.388	21	BS				
3057	Spectrogram 1	1	213918.905251806	213918.905251806	362.989	362.989	21	BS				
3058	Spectrogram 1	1	213935.891589106	213935.891589106	1505.338	1505.338	21	BS				
3059	Spectrogram 1	1	213989.139964947	213989.139964947	2572.954	2572.954	21	BS				
3060	Spectrogram 1	1	214089.073399012	214089.073399012	2861.210	2861.210	21	BS				
3061	Spectrogram 1	1	214137.687001564	214137.687001564	533.808	533.808	21	BS				
3062	Spectrogram 1	1	214150.196187403	214150.196187403	822.064	822.064	21	BS				
3063	Spectrogram 1	1	214163.892090578	214163.892090578	2765.125	2765.125	21	BS				
3064	Spectrogram 1	1	214314.046251840	214314.046251840	715.302	715.302	21	BS				
3065	Spectrogram 1	1	214392.844640397	214392.844640397	982.206	982.206	21	BS				
3066	Spectrogram 1	1	214407.344536968	214407.344536968	1259.786	1259.786	21	BS				
3067	Spectrogram 1	1	214465.994032783	214465.994032783	523.132	523.132	21	BS				
3068	Spectrogram 1	1	214480.631455104	214480.631455104	2049.822	2049.822	21	BS				
3069	Spectrogram 1	1	214497.986510260	214497.986510260	832.740	832.740	21	BS				
3070	Spectrogram 1	1	214509.062887718	214509.062887718	1409.253	1409.253	21	BS				
3071	Spectrogram 1	1	214527.468045742	214527.468045742	448.399	448.399	21	BS				
3072	Spectrogram 1	1	214545.070953194	214545.070953194	1483.986	1483.986	21	BS				
3073	Spectrogram 1	1	214574.517439606	214574.517439606	320.285	320.285	21	BS				
3074	Spectrogram 1	1	214722.746552529	214722.746552529	416.370	416.370	22	BS				
3075	Spectrogram 1	1	214781.713094301	214781.713094301	2263.345	2263.345	22	BS				
3076	Spectrogram 1	1	214807.872642983	214807.872642983	1355.872	1355.872	22	BS				
3077	Spectrogram 1	1	214820.844294854	214820.844294854	2626.335	2626.335	22	BS				
3078	Spectrogram 1	1	214889.035741449	214889.035741449	832.740	832.740	22	BS				
3079	Spectrogram 1	1	214903.779122937	214903.779122937	1441.281	1441.281	22	BS				
3080	Spectrogram 1	1	214960.953766433	214960.953766433	501.779	501.779	22	BS				
3081	Spectrogram 1	1	214985.720789246	214985.720789246	2071.174	2071.174	22	BS				
3082	Spectrogram 1	1	215098.201082245	215098.201082245	1804.270	1804.270	22	BS				
3083	Spectrogram 1	1	215342.224552051	215342.224552051	629.893	629.893	22	BS				
3084	Spectrogram 1	1	215369.706606192	215369.706606192	373.665	373.665	22	BS				
3085	Spectrogram 1	1	215384.847617839	215384.847617839	2274.021	2274.021	22	BS				
3086	Spectrogram 1	1	215408.295677152	215408.295677152	1291.815	1291.815	22	BS				
3087	Spectrogram 1	1	215426.535308980	215426.535308980	1409.253	1409.253	22	BS				
3088	Spectrogram 1	1	215479.874768775	215479.874768775	1249.110	1249.110	22	BS				
3089	Spectrogram 1	1	215509.380816092	215509.380816092	2284.698	2284.698	22	BS				
3090	Spectrogram 1	1	215516.784908603	215516.784908603	960.854	960.854	22	BS				
3091	Spectrogram 1	1	215528.407789785	215528.407789785	416.370	416.370	22	BS				
3092	Spectrogram 1	1	215541.255048169	215541.255048169	907.473	907.473	22	BS				
3093	Spectrogram 1	1	215557.510951782	215557.510951782	1302.491	1302.491	22	BS				
3094	Spectrogram 1	1	215661.262039353	215661.262039353	1964.413	1964.413	22	BS				
3095	Spectrogram 1	1	215848.070595679	215848.070595679	672.598	672.598	22	BS				
3096	Spectrogram 1	1	215874.225786747	215874.225786747	395.018	395.018	22	BS				
3097	Spectrogram 1	1	215896.400423522	215896.400423522	1313.167	1313.167	22	BS				
3098	Spectrogram 1	1	215946.946936626	215946.946936626	1334.520	1334.520	22	BS				
3099	Spectrogram 1	1	216111.999483878	216111.999483878	715.302	715.302	22	BS				
3100	Spectrogram 1	1	216156.233143913	216156.233143913	288.256	288.256	22	BS				
3101	Spectrogram 1	1	216236.262040612	216236.262040612	2519.573	2519.573	22	BS				
3102	Spectrogram 1	1	216367.613428128	216367.613428128	2113.879	2113.879	22	BS				
3103	Spectrogram 1	1	217044.596259308	217044.596259308	2338.078	2338.078	22	BS				
3104	Spectrogram 1	1	217190.002611773	217190.002611773	437.722	437.722	22	BS				
3105	Spectrogram 1	1	218035.043792318	218035.043792318	587.189	587.189	22	BS				
3106	Spectrogram 1	1	218090.063939351	218090.063939351	2231.317	2231.317	22	BS				
3107	Spectrogram 1	1	218149.328266940	218149.328266940	352.313	352.313	22	BS				
3108	Spectrogram 1	1	218211.418814022	218211.418814022	512.456	512.456	22	BS				
3109	Spectrogram 1	1	218367.927841511	218367.927841511	395.018	395.018	23	BS				
3110	Spectrogram 1	1	218395.688384195	218395.688384195	907.473	907.473	23	BS				
3111	Spectrogram 1	1	218428.892989371	218428.892989371	288.256	288.256	23	BS				
3112	Spectrogram 1	1	218443.087244840	218443.087244840	533.808	533.808	23	BS				
3113	Spectrogram 1	1	218506.819942535	218506.819942535	1857.651	1857.651	23	BS				
3114	Spectrogram 1	1	218515.860053112	218515.860053112	501.779	501.779	23	BS				
3115	Spectrogram 1	1	218524.971983110	218524.971983110	800.712	800.712	23	BS				
3116	Spectrogram 1	1	218567.751804886	218567.751804886	576.512	576.512	23	BS				
3117	Spectrogram 1	1	218579.237170185	218579.237170185	725.979	725.979	23	BS				
3118	Spectrogram 1	1	218590.363466727	218590.363466727	1729.537	1729.537	23	BS				
3119	Spectrogram 1	1	218600.502710369	218600.502710369	1462.633	1462.633	23	BS				BS
3120	Spectrogram 1	1	218629.529699250	218629.529699250	1750.890	1750.890	23	BS				
3121	Spectrogram 1	1	218693.275527601	218693.275527601	330.961	330.961	23	BS				
3122	Spectrogram 1	1	218761.250666543	218761.250666543	565.836	565.836	23	BS				
3123	Spectrogram 1	1	218785.561403748	218785.561403748	491.103	491.103	23	BS				
3124	Spectrogram 1	1	218815.091969427	218815.091969427	2145.907	2145.907	23	BS				
3125	Spectrogram 1	1	218827.609918719	218827.609918719	790.036	790.036	23	BS				
3126	Spectrogram 1	1	218865.952019566	218865.952019566	1259.786	1259.786	23	BS				
3127	Spectrogram 1	1	218923.503234298	218923.503234298	2519.573	2519.573	23	BS				
3128	Spectrogram 1	1	218931.241026552	218931.241026552	768.683	768.683	23	BS				
3129	Spectrogram 1	1	218949.835353931	218949.835353931	1163.701	1163.701	23	BS				
3130	Spectrogram 1	1	218955.159413183	218955.159413183	384.342	384.342	23	BS				
3131	Spectrogram 1	1	218962.115097191	218962.115097191	1985.765	1985.765	23	BS				
3132	Spectrogram 1	1	218978.115254710	218978.115254710	1281.139	1281.139	23	BS				
3133	Spectrogram 1	1	219004.324740953	219004.324740953	768.683	768.683	23	BS				
