Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Begin Hour	Species	Call type	Comments	Quantity	WH
1999	Spectrogram 1	1	110201.730568937	110201.730568937	2569.892	2569.892	-104.79	30	BS				
2000	Spectrogram 1	1	110216.216452844	110216.216452844	1215.054	1215.054	-119.92	30	RS	YELP			
2001	Spectrogram 1	1	110220.012213923	110220.012213923	1193.548	1193.548	-111.19	30	RS	YELP			
2002	Spectrogram 1	1	110229.760867718	110229.760867718	1268.817	1268.817	-109.10	30	BS				
2003	Spectrogram 1	1	110263.652978325	110263.652978325	1451.613	1451.613	-104.23	30	BS				
2004	Spectrogram 1	1	110273.966513400	110273.966513400	365.591	365.591	-104.73	30	BS				
2005	Spectrogram 1	1	110287.894524004	110287.894524004	1408.602	1408.602	-119.66	30	BS				
2006	Spectrogram 1	1	110310.406347047	110310.406347047	150.538	150.538	-102.83	30	RS	GROWL			
2007	Spectrogram 1	1	110312.178986739	110312.178986739	225.806	225.806	-119.18	30	RS	GROWL			
2008	Spectrogram 1	1	110367.989111353	110367.989111353	344.086	344.086	-121.71	30	BS				
2009	Spectrogram 1	1	110381.270771177	110381.270771177	1838.710	1838.710	-117.22	30	BS				
2010	Spectrogram 1	1	110404.118902051	110404.118902051	655.914	655.914	-117.90	30	BS				
2011	Spectrogram 1	1	110423.445403404	110423.445403404	1483.871	1483.871	-130.20	30	BS				
2012	Spectrogram 1	1	110437.635275853	110437.635275853	204.301	204.301	-99.19	30	RS	GROWL			Growl
2013	Spectrogram 1	1	110455.775059870	110455.775059870	1376.344	1376.344	-113.62	30	BS				
2014	Spectrogram 1	1	110543.082808233	110543.082808233	731.183	731.183	-116.82	30	BS				
2015	Spectrogram 1	1	110549.586580135	110549.586580135	1580.645	1580.645	-124.49	30	RS	YELP			
2016	Spectrogram 1	1	110626.177914682	110626.177914682	2032.258	2032.258	-105.86	30	BS				
2017	Spectrogram 1	1	110751.960898138	110751.960898138	645.161	645.161	-99.64	30	BS				
2018	Spectrogram 1	1	110794.820420430	110794.820420430	193.548	193.548	-119.13	30	RS	GROWL			Growl
2019	Spectrogram 1	1	110796.072828908	110796.072828908	172.043	172.043	-93.28	30	RS	GROWL			
2020	Spectrogram 1	1	110829.061083121	110829.061083121	2010.753	2010.753	-117.82	30	BS				
2021	Spectrogram 1	1	110901.466078641	110901.466078641	1021.505	1021.505	-124.76	30	BS				
2022	Spectrogram 1	1	110896.563275685	110896.563275685	1182.796	1182.796	-131.32	30	RS	YELP			
2023	Spectrogram 1	1	110899.491984741	110899.491984741	1150.538	1150.538	-105.52	30	RS	YELP			
2024	Spectrogram 1	1	110902.581856254	110902.581856254	1559.140	1559.140	-114.97	30	RS	YELP			
2025	Spectrogram 1	1	110903.872800377	110903.872800377	1172.043	1172.043	-116.50	30	RS	YELP			
2026	Spectrogram 1	1	110904.556808084	110904.556808084	1118.280	1118.280	-122.05	30	RS	YELP			
2027	Spectrogram 1	1	110905.096307121	110905.096307121	1172.043	1172.043	-115.22	30	RS	YELP			
2028	Spectrogram 1	1	110903.934084422	110908.596897524	150.538	408.602	-99.80	30	RS	BARK		5	Bark
2029	Spectrogram 1	1	110907.623872476	110907.623872476	1247.312	1247.312	-109.33	30	RS	YELP			
2030	Spectrogram 1	1	110909.695163420	110909.695163420	1666.667	1666.667	-123.86	30	RS	YELP			
2031	Spectrogram 1	1	110971.227856255	110971.227856255	430.108	430.108	-112.12	30	BS				
2032	Spectrogram 1	1	111013.794850778	111013.794850778	827.957	827.957	-108.15	30	BS				
2033	Spectrogram 1	1	111063.582023843	111063.582023843	2010.753	2010.753	-119.14	30	BS				
2034	Spectrogram 1	1	111091.839169644	111091.839169644	817.204	817.204	-120.45	30	BS				
2035	Spectrogram 1	1	111103.427002335	111103.427002335	225.806	225.806	-112.03	30	BS				
2036	Spectrogram 1	1	111115.798684191	111115.798684191	1537.634	1537.634	-106.43	30	BS				
2037	Spectrogram 1	1	111170.528057777	111170.528057777	279.570	279.570	-115.37	30	BS				
2038	Spectrogram 1	1	111224.550660069	111224.550660069	2107.527	2107.527	-104.09	30	BS				
2039	Spectrogram 1	1	111351.867194198	111351.867194198	344.086	344.086	-107.84	30	BS				
2040	Spectrogram 1	1	111385.141845767	111385.141845767	2075.269	2075.269	-113.58	30	BS				
2041	Spectrogram 1	1	111433.850901786	111433.850901786	1516.129	1516.129	-116.96	30	BS				
2042	Spectrogram 1	1	111452.130790667	111452.130790667	2784.946	2784.946	-108.18	30	BS				
2043	Spectrogram 1	1	111545.703222542	111545.703222542	688.172	688.172	-116.95	30	BS				
2044	Spectrogram 1	1	111600.142729170	111600.142729170	2032.258	2032.258	-114.11	31	BS				
2045	Spectrogram 1	1	111720.943204760	111720.943204760	440.860	440.860	-109.87	31	BS				
2046	Spectrogram 1	1	111818.590774565	111818.590774565	548.387	548.387	-116.24	31	BS				
2047	Spectrogram 1	1	111858.368337736	111858.368337736	1430.108	1430.108	-121.52	31	BS				
2048	Spectrogram 1	1	111861.142904210	111861.142904210	741.935	741.935	-118.01	31	BS				
2049	Spectrogram 1	1	111948.560134004	111948.560134004	1569.892	1569.892	-109.27	31	BS				
2050	Spectrogram 1	1	112058.100325270	112058.100325270	311.828	311.828	-102.87	31	BS				
2051	Spectrogram 1	1	112081.486199074	112081.486199074	215.827	215.827	-111.35	31	RS	GROWL			
2052	Spectrogram 1	1	112083.557490019	112083.557490019	226.619	226.619	-103.26	31	RS	GROWL			
2053	Spectrogram 1	1	112082.545929325	112082.545929325	992.806	992.806	-107.79	31	RS	YELP			
2054	Spectrogram 1	1	112086.293520847	112086.293520847	669.065	669.065	-123.07	31	BS				
2055	Spectrogram 1	1	112134.415790630	112134.415790630	2352.518	2352.518	-117.77	31	BS				
2056	Spectrogram 1	1	112152.433848447	112152.433848447	205.036	205.036	-103.52	31	RS	GROWL			
2057	Spectrogram 1	1	112199.830061965	112199.830061965	1219.424	1219.424	-123.10	31	BS				
2058	Spectrogram 1	1	112228.194046631	112228.194046631	1284.173	1284.173	-93.14	31	BS				
2059	Spectrogram 1	1	112253.963008125	112253.963008125	744.604	744.604	-99.89	31	BS				
2060	Spectrogram 1	1	112275.604274142	112275.604274142	1521.583	1521.583	-104.19	31	BS				
2061	Spectrogram 1	1	112292.978597121	112292.978597121	1100.719	1100.719	-93.44	31	BS				
2062	Spectrogram 1	1	112307.650173046	112307.650173046	1154.676	1154.676	-114.48	31	BS				
2063	Spectrogram 1	1	112318.403357792	112318.403357792	464.029	464.029	-114.72	31	BS				
2064	Spectrogram 1	1	112333.275489750	112337.947936763	776.978	1640.288	-93.17	31	RS	YELP		4	
2065	Spectrogram 1	1	112394.554173540	112394.554173540	1424.460	1424.460	-108.76	31	BS				
2066	Spectrogram 1	1	112484.627751222	112484.627751222	1068.345	1068.345	-122.73	31	RS	YELP			
2067	Spectrogram 1	1	112519.534035389	112519.707445794	852.518	960.432	-93.25	31	RS	YELP			
2068	Spectrogram 1	1	112567.629154925	112567.629154925	312.950	312.950	-114.61	31	BS				
2069	Spectrogram 1	1	112595.913425217	112595.913425217	323.741	323.741	-90.60	31	BS				
2070	Spectrogram 1	1	112623.582896475	112623.582896475	1338.129	1338.129	-108.14	31	BS				
2071	Spectrogram 1	1	112655.096301029	112655.096301029	280.576	280.576	-98.75	31	BS				
2072	Spectrogram 1	1	112710.769801219	112710.769801219	2071.942	2071.942	-139.05	31	BS				
2073	Spectrogram 1	1	112856.372359086	112856.372359086	615.108	615.108	-101.93	31	BS				
2074	Spectrogram 1	1	112976.189310506	112976.189310506	1241.007	1241.007	-110.79	31	BS				
2075	Spectrogram 1	1	112982.058102189	112982.058102189	841.727	841.727	-113.11	31	RS	YELP			
2076	Spectrogram 1	1	113026.758590488	113026.758590488	658.273	658.273	-106.86	31	BS				
2077	Spectrogram 1	1	113049.903623087	113049.903623087	431.655	431.655	-117.90	31	BS				
2078	Spectrogram 1	1	113073.737927566	113073.737927566	1068.345	1068.345	-105.02	31	RS	YELP			
2079	Spectrogram 1	1	113111.001894849	113111.001894849	2169.065	2169.065	-114.06	31	BS				
2080	Spectrogram 1	1	113205.132207308	113205.132207308	1025.180	1025.180	-117.90	31	RS	YELP			
2081	Spectrogram 1	1	113242.898905986	113242.898905986	345.324	345.324	-114.77	31	BS				
2082	Spectrogram 1	1	113327.542417885	113327.542417885	1014.388	1014.388	-123.74	31	RS	YELP			
2083	Spectrogram 1	1	113363.850909196	113363.850909196	1467.626	1467.626	-105.54	31	BS				
2084	Spectrogram 1	1	113370.077042226	113370.240818719	787.770	1068.345	-93.54	31	RS	YELP			
2085	Spectrogram 1	1	113374.708325699	113374.920271749	604.317	874.101	-98.40	31	RS	YELP			
2086	Spectrogram 1	1	113376.114876759	113376.114876759	172.662	172.662	-112.97	31	RS	GROWL			Growl
2087	Spectrogram 1	1	113377.116803541	113377.116803541	820.144	820.144	-103.45	31	RS	YELP			
2088	Spectrogram 1	1	113382.877882539	113382.877882539	2643.885	2643.885	-122.63	31	BS				
2089	Spectrogram 1	1	113406.630723693	113406.630723693	1187.050	1187.050	-103.53	31	BS				
2090	Spectrogram 1	1	113492.043222071	113492.043222071	1133.094	1133.094	-115.39	31	RS	YELP			
2091	Spectrogram 1	1	113489.259021686	113498.334166195	75.540	399.281	-93.71	31	RS	GROWL		3	Growl
2092	Spectrogram 1	1	113499.757367751	113499.757367751	820.144	820.144	-133.55	31	RS	YELP			
2093	Spectrogram 1	1	113499.940412067	113499.940412067	312.950	312.950	-113.40	31	RS	BARK			
2094	Spectrogram 1	1	113531.714799398	113531.714799398	356.115	356.115	-98.81	31	BS				
2095	Spectrogram 1	1	113535.238178444	113535.488660140	787.770	1197.842	-91.89	31	RS	YELP			
2096	Spectrogram 1	1	113535.989623531	113535.989623531	431.655	431.655	-108.78	31	RS	BARK			
2097	Spectrogram 1	1	113536.211203493	113536.211203493	1035.971	1035.971	-116.48	31	RS	YELP			
2098	Spectrogram 1	1	113536.500220834	113536.500220834	485.612	485.612	-114.99	31	RS	BARK			
2099	Spectrogram 1	1	113536.904845111	113537.193862452	1100.719	1856.115	-84.87	31	RS	YELP			
2100	Spectrogram 1	1	113537.531049350	113537.531049350	356.115	356.115	-110.43	31	RS	BARK			
2101	Spectrogram 1	1	113537.752629311	113537.752629311	1219.424	1219.424	-94.36	31	RS	YELP			
2102	Spectrogram 1	1	113538.405106060	113538.405106060	226.619	226.619	-102.20	31	RS	BARK			
2103	Spectrogram 1	1	113538.511079085	113538.771194692	733.813	1197.842	-81.54	31	RS	YELP			
2104	Spectrogram 1	1	113539.069845944	113539.069845944	366.906	366.906	-108.60	31	RS	BARK			
2105	Spectrogram 1	1	113539.252890260	113539.532273690	949.640	1381.295	-86.18	31	RS	YELP			
2106	Spectrogram 1	1	113539.522639779	113539.686416272	183.453	258.993	-86.93	31	RS	BARK			
2107	Spectrogram 1	1	113564.159175823	113564.159175823	1025.180	1025.180	-92.54	31	BS				
2108	Spectrogram 1	1	113651.027285084	113651.027285084	1467.626	1467.626	-112.85	31	BS				
2109	Spectrogram 1	1	113678.706398917	113678.706398917	410.072	410.072	-111.36	31	BS				
2110	Spectrogram 1	1	113700.747036361	113700.747036361	1305.755	1305.755	-94.15	31	BS				
2111	Spectrogram 1	1	113742.261312075	113742.261312075	291.367	291.367	-95.97	31	BS				
2112	Spectrogram 1	1	113794.712701167	113794.712701167	1877.698	1877.698	-125.80	31	BS				
2113	Spectrogram 1	1	113918.400725563	113918.400725563	431.655	431.655	-108.68	31	BS				
2114	Spectrogram 1	1	113947.214863640	113947.214863640	2773.381	2773.381	-115.70	31	?				?
2115	Spectrogram 1	1	113979.761750241	113979.761750241	1381.295	1381.295	-126.47	31	BS				
2116	Spectrogram 1	1	114002.931305017	114002.931305017	1985.612	1985.612	-124.38	31	BS				
2117	Spectrogram 1	1	114030.985248413	114030.985248413	863.309	863.309	-106.86	31	BS				
2118	Spectrogram 1	1	114068.383216708	114068.383216708	884.892	884.892	-97.26	31	BS				
2119	Spectrogram 1	1	114092.819199379	114092.819199379	280.576	280.576	-106.68	31	BS				
2120	Spectrogram 1	1	114143.347302592	114143.347302592	1500.000	1500.000	-118.19	31	BS				
2121	Spectrogram 1	1	114189.629492014	114189.629492014	1003.597	1003.597	-105.69	31	RS	YELP			
2122	Spectrogram 1	1	114190.458008392	114190.458008392	960.432	960.432	-98.70	31	RS	YELP			
2123	Spectrogram 1	1	114208.080190420	114208.080190420	992.806	992.806	-107.71	31	BS				
2124	Spectrogram 1	1	114332.352393369	114332.352393369	992.806	992.806	-115.87	31	RS	YELP			
2125	Spectrogram 1	1	114338.566266201	114338.566266201	1197.842	1197.842	-123.30	31	BS				
2126	Spectrogram 1	1	114361.039556889	114361.039556889	356.115	356.115	-107.31	31	BS				
2127	Spectrogram 1	1	114453.373565233	114453.373565233	636.691	636.691	-112.52	31	BS				
2128	Spectrogram 1	1	114480.506191106	114480.506191106	388.489	388.489	-113.47	31	BS				
2129	Spectrogram 1	1	114494.583948393	114494.583948393	2665.468	2665.468	-121.14	31	BS				
2130	Spectrogram 1	1	114517.816544125	114517.816544125	1338.129	1338.129	-109.80	31	BS				
2131	Spectrogram 1	1	114525.582380182	114525.582380182	410.072	410.072	-107.64	31	BS				
2132	Spectrogram 1	1	114536.824268472	114536.824268472	1370.504	1370.504	-121.74	31	BS				
2133	Spectrogram 1	1	114549.864211033	114549.864211033	1100.719	1100.719	-117.08	31	BS				
2134	Spectrogram 1	1	114571.101739174	114571.101739174	1068.345	1068.345	-111.42	31	BS				
2135	Spectrogram 1	1	114598.427892946	114598.427892946	982.014	982.014	-112.67	31	BS				
2136	Spectrogram 1	1	114687.645783025	114687.645783025	323.741	323.741	-122.69	31	BS				
2137	Spectrogram 1	1	114713.956876070	114713.956876070	798.561	798.561	-103.16	31	BS				
2138	Spectrogram 1	1	114777.302462184	114777.302462184	2061.151	2061.151	-123.79	31	BS				
2139	Spectrogram 1	1	114774.781003341	114777.401427233	625.899	1143.885	-100.30	31	RS	YELP		4	
2140	Spectrogram 1	1	114775.956340528	114777.651908929	107.914	528.777	-89.95	31	RS	BARK		3	
2141	Spectrogram 1	1	114795.233802495	114795.233802495	1424.460	1424.460	-115.68	31	BS				
2142	Spectrogram 1	1	114857.164098928	114857.164098928	2050.360	2050.360	-125.62	31	BS				
2143	Spectrogram 1	1	114931.649988298	114931.649988298	1478.417	1478.417	-108.32	31	BS				
2144	Spectrogram 1	1	114947.362909008	114947.362909008	1435.252	1435.252	-129.52	31	BS				
2145	Spectrogram 1	1	114975.652443699	114975.652443699	517.986	517.986	-104.98	31	BS				
2146	Spectrogram 1	1	115034.950025613	115034.950025613	895.683	895.683	-93.68	31	BS				
2147	Spectrogram 1	1	115055.314378647	115055.314378647	1510.791	1510.791	-112.79	31	BS				
2148	Spectrogram 1	1	115078.806228766	115078.806228766	291.367	291.367	-110.76	31	BS				
2149	Spectrogram 1	1	115094.680302694	115094.680302694	1262.590	1262.590	-122.46	31	RS	YELP			
2150	Spectrogram 1	1	115143.673991354	115143.673991354	474.820	474.820	-118.26	31	BS				
2151	Spectrogram 1	1	115193.597796388	115193.771206793	625.899	1327.338	-93.95	31	RS	YELP			
2152	Spectrogram 1	1	115194.532285791	115194.532285791	215.827	215.827	-101.88	31	RS	GROWL			Growl
2153	Spectrogram 1	1	115276.791874465	115276.791874465	917.266	917.266	-113.17	32	BS				
2154	Spectrogram 1	1	115311.914486860	115311.914486860	334.532	334.532	-123.38	32	BS				
2155	Spectrogram 1	1	115329.845808694	115329.845808694	1586.331	1586.331	-99.40	32	BS				
2156	Spectrogram 1	1	115327.450482294	115327.450482294	1348.921	1348.921	-124.03	32	RS	YELP			
2157	Spectrogram 1	1	115395.541211251	115395.541211251	1780.576	1780.576	-115.21	32	BS				
2158	Spectrogram 1	1	115503.837770424	115503.837770424	884.892	884.892	-111.43	32	BS				
2159	Spectrogram 1	1	115568.798360543	115568.798360543	1683.453	1683.453	-118.00	32	BS				
2160	Spectrogram 1	1	115640.024479578	115640.024479578	172.662	172.662	-111.89	32	RS	GROWL			
2161	Spectrogram 1	1	115660.188273290	115660.188273290	744.604	744.604	-110.04	32	BS				
2162	Spectrogram 1	1	115742.431195020	115742.431195020	194.245	194.245	-100.11	32	RS	GROWL			
2163	Spectrogram 1	1	115746.284759568	115746.284759568	269.784	269.784	-106.80	32	RS	GROWL			
2164	Spectrogram 1	1	115787.757896222	115787.757896222	377.698	377.698	-111.33	32	BS				
2165	Spectrogram 1	1	115811.420534450	115811.420534450	2719.424	2719.424	-126.44	32	BS				
2166	Spectrogram 1	1	115831.946019564	115831.946019564	1338.129	1338.129	-112.50	32	BS				
2167	Spectrogram 1	1	115844.022555800	115844.022555800	345.324	345.324	-117.61	32	BS				
2168	Spectrogram 1	1	115859.750356343	115859.750356343	1974.820	1974.820	-120.41	32	BS				
2169	Spectrogram 1	1	115868.518977114	115868.518977114	669.065	669.065	-116.09	32	BS				
2170	Spectrogram 1	1	115880.589381782	115880.589381782	1241.007	1241.007	-103.13	32	BS				
2171	Spectrogram 1	1	115891.409145976	115891.409145976	517.986	517.986	-118.77	32	BS				
2172	Spectrogram 1	1	115953.159884844	115953.159884844	464.029	464.029	-124.70	32	BS				
2173	Spectrogram 1	1	116002.445213490	116002.445213490	2244.604	2244.604	-121.13	32	BS				
2174	Spectrogram 1	1	116067.083523685	116067.083523685	1014.388	1014.388	-107.87	32	BS				
2175	Spectrogram 1	1	116083.971767724	116083.971767724	442.446	442.446	-114.85	32	BS				
2176	Spectrogram 1	1	116141.303172809	116141.303172809	1057.554	1057.554	-109.18	32	RS	YELP			
2177	Spectrogram 1	1	116142.131689186	116142.131689186	1133.094	1133.094	-104.97	32	RS	YELP			
2178	Spectrogram 1	1	116146.775234466	116146.775234466	2428.058	2428.058	-121.44	32	BS				
2179	Spectrogram 1	1	116297.599362651	116297.599362651	1446.043	1446.043	-113.98	32	BS				
2180	Spectrogram 1	1	116356.205086429	116356.205086429	1241.007	1241.007	-126.33	32	RS	YELP			
2181	Spectrogram 1	1	116360.251329204	116360.251329204	1068.345	1068.345	-113.50	32	RS	YELP			
2182	Spectrogram 1	1	116467.807807961	116467.807807961	280.576	280.576	-113.68	32	BS				
2183	Spectrogram 1	1	116477.683455420	116477.683455420	431.655	431.655	-125.99	32	BS				
2184	Spectrogram 1	1	116510.983493851	116510.983493851	949.640	949.640	-124.12	32	BS				
2185	Spectrogram 1	1	116593.716019961	116593.716019961	345.324	345.324	-110.37	32	BS				
2186	Spectrogram 1	1	116666.796258005	116666.796258005	1726.619	1726.619	-111.32	32	BS				
2187	Spectrogram 1	1	116758.807106148	116758.807106148	1381.295	1381.295	-116.86	32	RS	YELP			
2188	Spectrogram 1	1	116760.300362410	116760.300362410	1413.669	1413.669	-117.96	32	RS	YELP			
2189	Spectrogram 1	1	116864.346598891	116864.346598891	841.727	841.727	-105.78	32	BS				
2190	Spectrogram 1	1	116958.262364824	116958.262364824	420.863	420.863	-105.28	32	BS				
2191	Spectrogram 1	1	117086.314547780	117086.314547780	2082.734	2082.734	-112.34	32	BS				
2192	Spectrogram 1	1	117228.095053177	117228.095053177	312.950	312.950	-102.56	32	RS	BARK			
2193	Spectrogram 1	1	117228.306999227	117228.518945277	539.568	1025.180	-91.20	32	RS	YELP			
2194	Spectrogram 1	1	117242.791152084	117242.791152084	388.489	388.489	-105.23	32	RS	BARK			
2195	Spectrogram 1	1	117246.643846173	117246.645617467	820.144	820.144	-102.39	32	RS	YELP			
2196	Spectrogram 1	1	117247.423307347	117247.423307347	2395.683	2395.683	-111.81	32	BS				
2197	Spectrogram 1	1	117248.912200045	117248.912200045	841.727	841.727	-131.95	32	RS	YELP			
2198	Spectrogram 1	1	117249.259020854	117249.259020854	776.978	776.978	-112.66	32	RS	YELP			
2199	Spectrogram 1	1	117250.877517964	117250.877517964	982.014	982.014	-122.64	32	RS	YELP			
2200	Spectrogram 1	1	117255.430870310	117255.430870310	1003.597	1003.597	-98.88	32	RS	YELP			
2201	Spectrogram 1	1	117259.211742493	117259.211742493	776.978	776.978	-101.44	32	RS	YELP			
2202	Spectrogram 1	1	117258.893823418	117258.893823418	258.993	258.993	-124.11	32	RS	BARK			
2203	Spectrogram 1	1	117259.558563303	117259.558563303	248.201	248.201	-118.38	32	RS	BARK			
2204	Spectrogram 1	1	117259.789777176	117260.107696251	604.317	776.978	-84.96	32	RS	YELP			
2205	Spectrogram 1	1	117260.599025730	117260.599025730	291.367	291.367	-110.21	32	RS	BARK			
2206	Spectrogram 1	1	117261.735827272	117261.735827272	798.561	798.561	-110.30	32	RS	YELP			
2207	Spectrogram 1	1	117266.531762667	117273.766830104	647.482	1748.201	-96.18	32	RS	YELP		5	
2208	Spectrogram 1	1	117352.200878753	117352.200878753	334.532	334.532	-97.66	32	BS				
2209	Spectrogram 1	1	117434.667155028	117434.667155028	1284.173	1284.173	-93.64	32	BS				
2210	Spectrogram 1	1	117447.469748858	117447.469748858	1143.885	1143.885	-116.30	32	RS	YELP			
2211	Spectrogram 1	1	117534.377258274	117534.377258274	2622.302	2622.302	-114.80	32	BS				
2212	Spectrogram 1	1	117634.679417879	117634.679417879	1014.388	1014.388	-124.53	32	RS	YELP			
2213	Spectrogram 1	1	117635.806585509	117635.806585509	1219.424	1219.424	-117.09	32	RS	YELP			
2214	Spectrogram 1	1	117636.866315760	117636.866315760	1057.554	1057.554	-102.46	32	RS	YELP			
2215	Spectrogram 1	1	117637.964581655	117638.109090326	938.849	1478.417	-80.07	32	RS	YELP			
2216	Spectrogram 1	1	117640.344157763	117640.344157763	776.978	776.978	-90.83	32	BS				
2217	Spectrogram 1	1	117878.039908526	117878.039908526	237.410	237.410	-110.71	32	?				? Maybe ice
2218	Spectrogram 1	1	117893.586408330	117893.586408330	215.827	215.827	-106.19	32	RS	GROWL			Growl
2219	Spectrogram 1	1	117897.266562473	117897.266562473	220.408	220.408	-105.46	32	RS	GROWL			Growl
2220	Spectrogram 1	1	117901.429292582	117901.429292582	1068.345	1068.345	-121.42	32	RS	YELP			
2221	Spectrogram 1	1	117903.808868690	117903.808868690	248.201	248.201	-110.29	32	RS	GROWL			Growl
2222	Spectrogram 1	1	117904.600598949	117904.600598949	840.426	840.426	-104.27	32	RS	YELP			
2223	Spectrogram 1	1	117904.976321493	117904.976321493	340.426	340.426	-108.46	32	RS	BARK			
2224	Spectrogram 1	1	117906.960907234	117906.960907234	904.255	904.255	-108.17	32	RS	YELP			
2225	Spectrogram 1	1	117907.596745385	117907.596745385	436.170	436.170	-122.80	32	RS	BARK			
2226	Spectrogram 1	1	117911.808516839	117911.808516839	957.447	957.447	-123.93	32	RS	YELP			
2227	Spectrogram 1	1	117912.203507206	117912.203507206	393.617	393.617	-110.98	32	?				?
2228	Spectrogram 1	1	117926.345213386	117926.345213386	202.128	202.128	-103.98	32	?				BH or RS
2229	Spectrogram 1	1	117929.547175634	117929.547175634	819.149	819.149	-109.57	32	RS	YELP			
2230	Spectrogram 1	1	117933.814998370	117933.814998370	308.511	308.511	-92.02	32	RS	BARK			
2231	Spectrogram 1	1	117956.642105315	117956.642105315	1031.915	1031.915	-114.13	32	RS	YELP			
2232	Spectrogram 1	1	117971.048310473	117971.048310473	1191.489	1191.489	-130.10	32	RS	YELP			
2233	Spectrogram 1	1	117980.058636959	117980.058636959	1053.191	1053.191	-124.42	32	RS	YELP			
2234	Spectrogram 1	1	117989.687301776	117989.687301776	1138.298	1138.298	-131.75	32	RS	YELP			
2235	Spectrogram 1	1	117997.076511796	117997.076511796	1138.298	1138.298	-119.66	32	RS	YELP			
2236	Spectrogram 1	1	118019.342225946	118019.342225946	1170.213	1170.213	-125.00	32	RS	YELP			
2237	Spectrogram 1	1	118027.296339713	118027.296339713	1138.298	1138.298	-125.29	32	RS	YELP			
2238	Spectrogram 1	1	118033.548748190	118033.548748190	1276.596	1276.596	-114.79	32	RS	YELP			
2239	Spectrogram 1	1	118038.412110747	118038.412110747	1106.383	1106.383	-113.75	32	RS	YELP			
2240	Spectrogram 1	1	118051.448550964	118051.448550964	1053.191	1053.191	-125.45	32	RS	YELP			
2241	Spectrogram 1	1	118053.799225338	118053.799225338	1085.106	1085.106	-127.77	32	RS	YELP			
2242	Spectrogram 1	1	118060.134845284	118060.134845284	1255.319	1255.319	-119.48	32	RS	YELP			
2243	Spectrogram 1	1	118080.577109062	118080.577109062	1138.298	1138.298	-119.66	32	RS	YELP			
2244	Spectrogram 1	1	118105.655943810	118113.970009320	95.745	393.617	-94.47	32	RS	BARK		7	RS bark
2245	Spectrogram 1	1	118218.989285812	118218.989285812	1244.681	1244.681	-119.56	32	RS	YELP			
2246	Spectrogram 1	1	118298.841263814	118298.841263814	872.340	872.340	-111.43	32	RS	YELP			
2247	Spectrogram 1	1	118305.396710905	118305.974745587	723.404	968.085	-90.09	32	RS	YELP			
2249	Spectrogram 1	1	118306.408271598	118306.408271598	925.532	925.532	-120.57	32	RS	YELP			
2250	Spectrogram 1	1	118306.947770635	118306.947770635	361.702	361.702	-109.12	32	RS	BARK			
2251	Spectrogram 1	1	118307.217520153	118307.217520153	851.064	851.064	-124.87	32	RS	YELP			
2252	Spectrogram 1	1	118307.390930558	118307.390930558	468.085	468.085	-101.92	32	RS	BARK			
2253	Spectrogram 1	1	118307.689581810	118307.689581810	691.489	691.489	-93.46	32	RS	YELP			
2254	Spectrogram 1	1	118307.843724392	118307.843724392	372.340	372.340	-111.35	32	RS	BARK			
2255	Spectrogram 1	1	118520.832865227	118520.832865227	234.043	234.043	-111.82	32	RS	GROWL			
2256	Spectrogram 1	1	118658.912196471	118663.565375662	712.766	1308.511	-102.39	32	RS	YELP		4	
2257	Spectrogram 1	1	118745.436990555	118745.436990555	829.787	829.787	-113.02	32	RS	YELP			
2258	Spectrogram 1	1	119009.890464293	119009.890464293	234.043	234.043	-102.91	33	RS	GROWL			
2259	Spectrogram 1	1	119010.824953696	119010.824953696	255.319	255.319	-101.97	33	RS	GROWL			
2260	Spectrogram 1	1	119414.949168656	119419.043580987	946.809	1617.021	-103.14	33	RS	YELP		3	
2261	Spectrogram 1	1	119594.050596112	119594.050596112	1031.915	1031.915	-125.29	33	RS	YELP			
2262	Spectrogram 1	1	119716.325065165	119716.325065165	1393.617	1393.617	-100.05	33	RS	YELP			
2263	Spectrogram 1	1	119717.471500618	119718.126606591	957.447	1202.128	-92.02	33	RS	YELP			
2264	Spectrogram 1	1	119720.419477497	119720.419477497	1361.702	1361.702	-131.38	33	RS	YELP			
2265	Spectrogram 1	1	119723.155508325	119723.155508325	1191.489	1191.489	-132.97	33	RS	YELP			
2266	Spectrogram 1	1	119723.685373450	119723.685373450	1031.915	1031.915	-116.71	33	RS	YELP			
2267	Spectrogram 1	1	119721.980171138	119721.980171138	1042.553	1042.553	-108.14	33	RS	YELP			
2268	Spectrogram 1	1	119760.963358717	119760.963358717	1180.851	1180.851	-120.20	33	RS	YELP			
2269	Spectrogram 1	1	119992.592367262	119992.592367262	1074.468	1074.468	-122.24	33	RS	YELP			
2270	Spectrogram 1	1	120217.571329487	120217.571329487	989.362	989.362	-92.57	33	RS	YELP			
2271	Spectrogram 1	1	120231.995926061	120231.995926061	244.681	244.681	-124.53	33	RS				RS
2272	Spectrogram 1	1	120466.118355595	120466.118355595	1287.234	1287.234	-118.59	33	RS	YELP			
2273	Spectrogram 1	1	120510.096285354	120510.096285354	1510.638	1510.638	-103.09	33	BS				
2274	Spectrogram 1	1	120601.465197673	120601.465197673	478.723	478.723	-99.56	33	BS				
2275	Spectrogram 1	1	120637.538936739	120637.538936739	925.532	925.532	-110.30	33	BS				
2276	Spectrogram 1	1	120664.353619110	120664.353619110	329.787	329.787	-103.41	33	BS				
