Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH
6274	Spectrogram 1	1	292624.175690912	292624.175690912	1142.349	1142.349	67145740.220521033847.wav	81		RS	YELP			
6275	Spectrogram 1	1	292624.715189949	292624.956037733	896.797	1323.843	67145740.220521033847.wav	81		RS	YELP			
6276	Spectrogram 1	1	292625.601509795	292625.851991490	960.854	1451.957	67145740.220521033847.wav	81		RS	YELP			
6277	Spectrogram 1	1	292625.283590720	292625.283590720	1153.025	1153.025	67145740.220521033847.wav	81		RS	YELP			
6278	Spectrogram 1	1	292626.526365286	292626.526365286	1249.110	1249.110	67145740.220521033847.wav	81		RS	YELP			
6279	Spectrogram 1	1	292626.146260702	292626.146260702	928.826	928.826	67145740.220521033847.wav	81		RS	YELP			
6280	Spectrogram 1	1	292627.071116193	292627.071116193	1270.463	1270.463	67145740.220521033847.wav	81		RS	YELP			
6281	Spectrogram 1	1	292630.876511184	292630.876511184	1046.263	1046.263	67145740.220521033847.wav	81		RS	YELP			
6282	Spectrogram 1	1	292631.204064170	292631.204064170	982.206	982.206	67145740.220521033847.wav	81		RS	YELP			
6283	Spectrogram 1	1	292631.429143186	292631.429143186	747.331	747.331	67145740.220521033847.wav	81		RS	BARK			
6284	Spectrogram 1	1	292637.122784804	292637.122784804	1227.758	1227.758	67145740.220521033847.wav	81		RS	YELP			
6285	Spectrogram 1	1	292637.285678310	292637.285678310	864.769	864.769	67145740.220521033847.wav	81		RS	BARK			
6286	Spectrogram 1	1	292637.449454804	292637.449454804	1067.616	1067.616	67145740.220521033847.wav	81		RS	YELP			
6287	Spectrogram 1	1	292639.954271759	292639.954271759	1323.843	1323.843	67145740.220521033847.wav	81		RS	YELP			
6288	Spectrogram 1	1	292640.349262125	292640.349262125	1238.434	1238.434	67145740.220521033847.wav	81		RS	YELP			
6289	Spectrogram 1	1	292642.401285247	292642.401285247	1024.911	1024.911	67145740.220521033847.wav	81		RS	YELP			
6290	Spectrogram 1	1	292642.892614727	292642.892614727	1334.520	1334.520	67145740.220521033847.wav	81		RS	BARK			
6291	Spectrogram 1	1	292643.717640659	292643.852515419	1046.263	1377.224	67145740.220521033847.wav	81		RS	YELP			
6292	Spectrogram 1	1	292644.440183620	292644.440183620	992.883	992.883	67145740.220521033847.wav	81		RS	YELP			
6293	Spectrogram 1	1	292644.709933139	292644.709933139	459.075	459.075	67145740.220521033847.wav	81		RS	BARK			
6294	Spectrogram 1	1	292644.892977455	292644.892977455	1153.025	1153.025	67145740.220521033847.wav	81		RS	YELP			
6295	Spectrogram 1	1	292645.673324276	292652.523035259	822.064	1398.577	67145740.220521033847.wav	81		RS	YELP		11	
6296	Spectrogram 1	1	292645.213522857	292645.213522857	437.722	437.722	67145740.220521033847.wav	81		RS	BARK			
6297	Spectrogram 1	1	292645.656682780	292645.656682780	448.399	448.399	67145740.220521033847.wav	81		RS	BARK			
6298	Spectrogram 1	1	292646.157646171	292646.157646171	384.342	384.342	67145740.220521033847.wav	81		RS	BARK			
6299	Spectrogram 1	1	292648.852512129	292652.792781879	138.790	672.598	67145740.220521033847.wav	81		RS	BARK		6	
6300	Spectrogram 1	1	292654.073209104	292654.073209104	1291.815	1291.815	67145740.220521033847.wav	81		RS	YELP			
6301	Spectrogram 1	1	292654.795752456	292654.795752456	693.950	693.950	67145740.220521033847.wav	81		RS	BARK			
6302	Spectrogram 1	1	292654.998064595	292654.998064595	1014.235	1014.235	67145740.220521033847.wav	81		RS	YELP			
6303	Spectrogram 1	1	292655.421956695	292655.633902745	992.883	1419.929	67145740.220521033847.wav	81		RS	YELP			
6304	Spectrogram 1	1	292655.990357466	292655.990357466	512.456	512.456	67145740.220521033847.wav	81		RS	BARK			
6305	Spectrogram 1	1	292656.173401782	292656.173401782	1099.644	1099.644	67145740.220521033847.wav	81		RS	YELP			
6306	Spectrogram 1	1	292656.443151300	292656.443151300	459.075	459.075	67145740.220521033847.wav	81		RS	BARK			
6307	Spectrogram 1	1	292656.722534730	292656.722534730	1387.900	1387.900	67145740.220521033847.wav	81		RS	YELP			
6308	Spectrogram 1	1	292657.271667678	292657.271667678	576.512	576.512	67145740.220521033847.wav	81		RS	BARK			
6309	Spectrogram 1	1	292657.820800626	292657.820800626	1366.548	1366.548	67145740.220521033847.wav	81		RS	YELP			
6310	Spectrogram 1	1	292658.384837833	292658.384837833	597.865	597.865	67145740.220521033847.wav	81		RS	BARK			
6311	Spectrogram 1	1	292658.664221263	292658.664221263	1153.025	1153.025	67145740.220521033847.wav	81		RS	YELP			
6312	Spectrogram 1	1	292659.290425502	292659.290425502	491.103	491.103	67145740.220521033847.wav	81		RS	BARK			
6313	Spectrogram 1	1	292659.502371552	292659.502371552	1249.110	1249.110	67145740.220521033847.wav	81		RS	YELP			
6314	Spectrogram 1	1	292659.868460184	292659.868460184	362.989	362.989	67145740.220521033847.wav	81		RS	BARK			
6315	Spectrogram 1	1	292660.176745348	292660.176745348	1206.406	1206.406	67145740.220521033847.wav	81		RS	YELP			
6316	Spectrogram 1	1	292660.523566157	292660.523566157	459.075	459.075	67145740.220521033847.wav	81		RS	BARK			
6317	Spectrogram 1	1	292655.271316457	292655.271316457	469.751	469.751	67145740.220521033847.wav	81		RS	BARK			
6318	Spectrogram 1	1	292673.409362846	292673.409362846	320.285	320.285	67145740.220521033847.wav	81		RS	GROWL			RS growl
6319	Spectrogram 1	1	292787.465241272	292787.465241272	220.588	220.588	67145740.220521033847.wav	81		RS	GROWL			RS growl
6320	Spectrogram 1	1	292865.483277410	292865.647053903	864.769	1366.548	67145740.220521034347.wav	81		RS	YELP			
6321	Spectrogram 1	1	292866.196186851	292866.196186851	1259.786	1259.786	67145740.220521034347.wav	81		RS	YELP			
6322	Spectrogram 1	1	292866.514105927	292866.514105927	1078.292	1078.292	67145740.220521034347.wav	81		RS	YELP			
6323	Spectrogram 1	1	292950.134695460	292950.134695460	213.523	213.523	67145740.220521034347.wav	81		RS	GROWL			
6324	Spectrogram 1	1	292952.003674266	292952.003674266	288.256	288.256	67145740.220521034347.wav	81		RS	GROWL			
6325	Spectrogram 1	1	292953.429493148	292953.429493148	523.132	523.132	67145740.220521034347.wav	81		RS	BARK			
6326	Spectrogram 1	1	292954.258009526	292954.258009526	555.160	555.160	67145740.220521034347.wav	81		RS	BARK			
6327	Spectrogram 1	1	292966.040303637	292966.040303637	843.416	843.416	67145740.220521034347.wav	81		RS	YELP			
6328	Spectrogram 1	1	293075.958850540	293075.958850540	192.171	192.171	67145740.220521034347.wav	81		RS	GROWL			RS growl
6329	Spectrogram 1	1	293192.625509479	293192.625509479	213.523	213.523	67145740.220521034847.wav	81		?				?
6330	Spectrogram 1	1	293442.028210121	293442.028210121	982.206	982.206	67145740.220521035347.wav	81		RS	YELP			
6331	Spectrogram 1	1	293504.467335447	293504.467335447	1056.940	1056.940	67145740.220521035347.wav	81		RS	YELP			
6332	Spectrogram 1	1	293567.557191285	293567.557191285	1131.673	1142.349	67145740.220521035347.wav	81		BS				
6333	Spectrogram 1	1	293575.428960123	293575.428960123	843.416	843.416	67145740.220521035347.wav	81		RS	YELP			
6334	Spectrogram 1	1	293594.135407284	293594.135407284	875.445	875.445	67145740.220521035347.wav	81		RS	YELP			
6335	Spectrogram 1	1	293664.462967528	293664.462967528	1494.662	1494.662	67145740.220521035347.wav	81		RS	YELP			
6336	Spectrogram 1	1	293664.829056160	293664.829056160	854.093	854.093	67145740.220521035347.wav	81		RS	BARK			
6337	Spectrogram 1	1	293665.137341324	293665.137341324	1249.110	1249.110	67145740.220521035347.wav	81		RS	YELP			
6338	Spectrogram 1	1	293665.455260399	293665.455260399	918.149	918.149	67145740.220521035347.wav	81		RS	BARK			
6339	Spectrogram 1	1	293665.686474272	293665.686474272	1270.463	1270.463	67145740.220521035347.wav	81		RS	YELP			
6340	Spectrogram 1	1	293665.975491613	293665.975491613	896.797	896.797	67145740.220521035347.wav	81		RS	BARK			
6341	Spectrogram 1	1	293666.168169840	293666.168169840	1174.377	1174.377	67145740.220521035347.wav	81		RS	YELP			
6342	Spectrogram 1	1	293666.437919359	293666.437919359	587.189	587.189	67145740.220521035347.wav	81		RS	BARK			
6343	Spectrogram 1	1	293668.935729957	293668.935729957	1430.605	1430.605	67145740.220521035347.wav	81		RS	YELP			
6344	Spectrogram 1	1	293669.186211652	293669.186211652	843.416	843.416	67145740.220521035347.wav	81		RS	BARK			
6345	Spectrogram 1	1	293669.494496816	293669.494496816	1024.911	1024.911	67145740.220521035347.wav	81		RS	YELP			
6346	Spectrogram 1	1	293669.783514157	293669.783514157	704.626	704.626	67145740.220521035347.wav	81		RS	BARK			
6347	Spectrogram 1	1	293676.007020901	293676.007020901	1056.940	1056.940	67145740.220521035347.wav	81		RS	YELP			
6348	Spectrogram 1	1	293696.179551679	293696.179551679	1195.730	1195.730	67145740.220521035347.wav	81		RS	YELP			
6349	Spectrogram 1	1	293701.564908134	293701.564908134	1153.025	1153.025	67145740.220521035347.wav	81		RS	YELP			
6350	Spectrogram 1	1	293702.181478462	293702.345254955	907.473	1110.320	67145740.220521035347.wav	81		RS	YELP			
6351	Spectrogram 1	1	293823.044144531	293826.319674396	53.381	651.246	67145740.220521035847.wav	81		RS	BARK		3	RS bark
6352	Spectrogram 1	1	293827.504645494	293827.504645494	181.495	181.495	67145740.220521035847.wav	81		RS	GROWL			RS growl
6353	Spectrogram 1	1	294052.390795780	294052.641277475	608.541	886.121	67145740.220521040347.wav	81		RS	YELP			
6354	Spectrogram 1	1	294053.084437398	294053.084437398	790.036	790.036	67145740.220521040347.wav	81		RS	YELP			
6355	Spectrogram 1	1	294157.967953709	294157.967953709	1003.559	1003.559	67145740.220521040347.wav	81		BS				
6356	Spectrogram 1	1	294194.316705362	294194.316705362	725.979	725.979	67145740.220521040347.wav	81		BS				
6357	Spectrogram 1	1	294193.717646751	294193.717646751	1110.320	1110.320	67145740.220521040347.wav	81		RS	YELP			
6358	Spectrogram 1	1	294277.258552166	294277.258552166	864.769	864.769	67145740.220521040347.wav	81		BS				
6359	Spectrogram 1	1	294371.571912055	294371.571912055	886.121	886.121	67145740.220521040847.wav	81		RS	YELP			
6360	Spectrogram 1	1	294372.641276217	294372.641276217	843.416	843.416	67145740.220521040847.wav	81		RS	YELP			
6361	Spectrogram 1	1	294385.289730755	294385.289730755	928.826	928.826	67145740.220521040847.wav	81		RS	YELP			
6362	Spectrogram 1	1	294386.070077575	294386.070077575	854.093	854.093	67145740.220521040847.wav	81		RS	YELP			
6363	Spectrogram 1	1	294390.501676805	294390.501676805	1046.263	1046.263	67145740.220521040847.wav	81		RS	YELP			
6364	Spectrogram 1	1	294390.152223481	294390.152223481	960.854	960.854	67145740.220521040847.wav	81		RS	YELP			
6365	Spectrogram 1	1	294406.481696008	294415.219653619	640.569	1185.053	67145740.220521040847.wav	81		RS	YELP	SEQUENCE	8	
6366	Spectrogram 1	1	294428.907687632	294428.907687632	1153.025	1153.025	67145740.220521040847.wav	81		BS				
6367	Spectrogram 1	1	294590.139967619	294590.139967619	149.466	149.466	67145740.220521040847.wav	81		?				?
6368	Spectrogram 1	1	294594.754611164	294594.754611164	202.847	202.847	67145740.220521040847.wav	81		?				?
6369	Spectrogram 1	1	294596.729562995	294596.729562995	1217.082	1217.082	67145740.220521040847.wav	81		BS				
6370	Spectrogram 1	1	294794.131010055	294794.131010055	918.149	918.149	67145740.220521041347.wav	81		RS	YELP			
6371	Spectrogram 1	1	294794.747580382	294794.747580382	288.256	288.256	67145740.220521041347.wav	81		RS	BARK			
6372	Spectrogram 1	1	294796.298640112	294796.298640112	1014.235	1014.235	67145740.220521041347.wav	81		RS	YELP			
6373	Spectrogram 1	1	294801.655094833	294801.655094833	950.178	950.178	67145740.220521041347.wav	81		RS	YELP			
6374	Spectrogram 1	1	294803.149254590	294803.149254590	1110.320	1110.320	67145740.220521041347.wav	81		RS	YELP			
6375	Spectrogram 1	1	294805.182009889	294805.182009889	1131.673	1131.673	67145740.220521041347.wav	81		RS	YELP			
6376	Spectrogram 1	1	294805.978100422	294809.889468437	74.733	533.808	67145740.220521041347.wav	81		RS	BARK		8	RS bark
6377	Spectrogram 1	1	294831.980914252	294831.980914252	1270.463	1270.463	67145740.220521041347.wav	81		RS	YELP			
6378	Spectrogram 1	1	294994.594329741	294994.594329741	875.445	875.445	67145740.220521041847.wav	81		BS				
6379	Spectrogram 1	1	295005.766158006	295005.766158006	854.093	854.093	67145740.220521041847.wav	81		BS				
6380	Spectrogram 1	1	295019.541782834	295019.541782834	1206.406	1206.406	67145740.220521041847.wav	81		RS	YELP			
6381	Spectrogram 1	1	295020.582245262	295020.582245262	907.473	907.473	67145740.220521041847.wav	81		RS	YELP			
6382	Spectrogram 1	1	295021.998430233	295021.998430233	405.694	405.694	67145740.220521041847.wav	81		RS	BARK			
6383	Spectrogram 1	1	295021.246985146	295021.246985146	950.178	950.178	67145740.220521041847.wav	81		RS	YELP			
6384	Spectrogram 1	1	295021.593805955	295021.593805955	565.836	565.836	67145740.220521041847.wav	81		RS	BARK			
6385	Spectrogram 1	1	295021.747948537	295021.747948537	928.826	928.826	67145740.220521041847.wav	81		RS	YELP			
6386	Spectrogram 1	1	295022.162206726	295022.162206726	1249.110	1249.110	67145740.220521041847.wav	81		RS	YELP			
6387	Spectrogram 1	1	295022.720973585	295022.720973585	1377.224	1377.224	67145740.220521041847.wav	81		RS	YELP			
6388	Spectrogram 1	1	295023.106330040	295023.106330040	501.779	501.779	67145740.220521041847.wav	81		RS	BARK			
6389	Spectrogram 1	1	295023.289374356	295023.289374356	1174.377	1174.377	67145740.220521041847.wav	81		RS	YELP			
6390	Spectrogram 1	1	295023.732534279	295023.732534279	864.769	864.769	67145740.220521041847.wav	81		RS	BARK			
6391	Spectrogram 1	1	295302.157825765	295302.157825765	1035.587	1035.587	67145740.220521042347.wav	82		RS	YELP			
6392	Spectrogram 1	1	295384.477840732	295384.477840732	864.769	864.769	67145740.220521042347.wav	82		BS				
6393	Spectrogram 1	1	295451.747945590	295460.495537112	85.409	555.160	67145740.220521042347.wav	82		RS	BARK		17	
6394	Spectrogram 1	1	295470.303745371	295470.303745371	1046.263	1046.263	67145740.220521042347.wav	82		BS				
6395	Spectrogram 1	1	295731.505350252	295731.698028479	843.416	1580.071	67145740.220521042847.wav	82		RS	YELP			
6396	Spectrogram 1	1	295775.986875866	295775.986875866	1099.644	1099.644	67145740.220521042847.wav	82		RS	YELP			
6397	Spectrogram 1	1	295841.683132889	295841.683132889	1281.139	1281.139	67145740.220521043347.wav	82		RS	YELP	LONG YELP?		RS yelp
6398	Spectrogram 1	1	295893.135230373	295893.135230373	1078.292	1078.292	67145740.220521043347.wav	82		RS	YELP			RS yelp
6399	Spectrogram 1	1	295924.022424739	295924.022424739	896.797	896.797	67145740.220521043347.wav	82		BS				
6400	Spectrogram 1	1	295983.375196084	295983.375196084	181.495	181.495	67145740.220521043347.wav	82		?				?
6401	Spectrogram 1	1	295984.155542905	295984.155542905	149.466	149.466	67145740.220521043347.wav	82		?				?
6402	Spectrogram 1	1	296042.236641198	296042.236641198	907.473	907.473	67145740.220521043347.wav	82		RS	YELP			
6403	Spectrogram 1	1	296141.881942684	296141.881942684	2679.715	2679.715	67145740.220521043847.wav	82		BS				
6404	Spectrogram 1	1	296151.442293714	296151.442293714	939.502	939.502	67145740.220521043847.wav	82		RS	YELP			
6405	Spectrogram 1	1	296152.636898724	296152.636898724	896.797	896.797	67145740.220521043847.wav	82		RS	YELP			
6406	Spectrogram 1	1	296153.128228204	296153.128228204	330.961	330.961	67145740.220521043847.wav	82		RS	BARK			
6407	Spectrogram 1	1	296154.765993136	296154.765993136	960.854	960.854	67145740.220521043847.wav	82		RS	YELP			
6408	Spectrogram 1	1	296153.629191595	296153.629191595	341.637	341.637	67145740.220521043847.wav	82		RS	BARK			
6409	Spectrogram 1	1	296158.937476759	296158.937476759	928.826	928.826	67145740.220521043847.wav	82		RS	YELP			
6410	Spectrogram 1	1	296241.958125324	296241.958125324	896.797	896.797	67145740.220521043847.wav	82		BS				
6411	Spectrogram 1	1	296390.990377755	296390.990377755	202.847	202.847	67145740.220521043847.wav	82		RS	GROWL			
6412	Spectrogram 1	1	296393.167641724	296393.167641724	202.847	202.847	67145740.220521043847.wav	82		RS	GROWL			
6413	Spectrogram 1	1	296392.666678333	296392.666678333	373.665	373.665	67145740.220521043847.wav	82		RS	YELP			RS yelp
6414	Spectrogram 1	1	296831.684022110	296831.684022110	854.093	854.093	67145740.220521044847.wav	82		RS	YELP			
6415	Spectrogram 1	1	296832.531806311	296832.531806311	918.149	918.149	67145740.220521044847.wav	82		RS	YELP			
6416	Spectrogram 1	1	297106.146271199	297106.146271199	1249.110	1249.110	67145740.220521045347.wav	82		RS	YELP			
6417	Spectrogram 1	1	297116.845158110	297116.845158110	1131.673	1131.673	67145740.220521045347.wav	82		RS	YELP			
6418	Spectrogram 1	1	297120.891400884	297120.891400884	950.178	950.178	67145740.220521045347.wav	82		RS	YELP			
6419	Spectrogram 1	1	297314.818540673	297314.818540673	213.523	213.523	67145740.220521045347.wav	82		?				?
6420	Spectrogram 1	1	297337.516914295	297337.516914295	1249.110	1249.110	67145740.220521045847.wav	82		BS				
6421	Spectrogram 1	1	297618.082688430	297618.082688430	1078.292	1078.292	67145740.220521045847.wav	82		BS				
6422	Spectrogram 1	1	297672.086011701	297672.086011701	149.466	149.466	67145740.220521050347.wav	82		?				?
6423	Spectrogram 1	1	297775.083895420	297775.083895420	768.683	768.683	67145740.220521050347.wav	82		BS				
6424	Spectrogram 1	1	297934.977941775	297934.977941775	1814.947	1814.947	67145740.220521050847.wav	82		BS				
6425	Spectrogram 1	1	298113.068652610	298113.068652610	928.826	928.826	67145740.220521050847.wav	82		BS				
6426	Spectrogram 1	1	298286.865304229	298286.865304229	1099.644	1099.644	67145740.220521051347.wav	82		BS				
6427	Spectrogram 1	1	298431.983528289	298431.983528289	907.473	907.473	67145740.220521051347.wav	82		BS				
6428	Spectrogram 1	1	298607.040462654	298607.040462654	277.580	277.580	67145740.220521051847.wav	82		?				?
6429	Spectrogram 1	1	298696.911708097	298696.911708097	896.797	896.797	67145740.220521051847.wav	82		RS	YELP			
6430	Spectrogram 1	1	298759.135400218	298759.135400218	160.142	160.142	67145740.220521051847.wav	82		?				?
6433	Spectrogram 1	1	298839.468209159	298839.468209159	194.245	194.245	67145740.220521052347.wav	83		?				?
6434	Spectrogram 1	1	299001.305656579	299001.305656579	1241.007	1241.007	67145740.220521052347.wav	83		RS	YELP			
6435	Spectrogram 1	1	299006.059559584	299006.059559584	1219.424	1219.424	67145740.220521052347.wav	83		RS	YELP			
6436	Spectrogram 1	1	299014.592569253	299019.582935341	755.396	1359.712	67145740.220521052347.wav	83		RS	YELP		3	
6437	Spectrogram 1	1	299025.434221256	299025.434221256	992.806	992.806	67145740.220521052347.wav	83		RS	YELP			
6438	Spectrogram 1	1	299031.850406227	299031.850406227	1133.094	1133.094	67145740.220521052347.wav	83		RS	YELP			
6439	Spectrogram 1	1	299038.580136841	299038.580136841	1241.007	1241.007	67145740.220521052347.wav	83		RS	YELP			
6440	Spectrogram 1	1	299039.042564587	299039.187073258	841.727	982.014	67145740.220521052347.wav	83		RS	YELP			
6441	Spectrogram 1	1	299040.882641658	299040.882641658	917.266	917.266	67145740.220521052347.wav	83		RS	YELP			
6442	Spectrogram 1	1	299044.185317152	299044.185317152	1187.050	1187.050	67145740.220521052347.wav	83		RS	YELP			
6443	Spectrogram 1	1	299047.441579194	299047.441579194	1165.468	1165.468	67145740.220521052347.wav	83		RS	YELP			
6444	Spectrogram 1	1	299053.348919050	299053.348919050	917.266	917.266	67145740.220521052347.wav	83		RS	YELP			
6445	Spectrogram 1	1	299055.718861246	299055.718861246	1208.633	1208.633	67145740.220521052347.wav	83		RS	YELP			
6446	Spectrogram 1	1	299063.527589934	299063.527589934	982.014	982.014	67145740.220521052347.wav	83		RS	YELP			
6447	Spectrogram 1	1	299083.941846864	299083.941846864	1197.842	1197.842	67145740.220521052347.wav	83		RS	YELP			
6448	Spectrogram 1	1	299092.638636316	299092.638636316	1133.094	1133.094	67145740.220521052347.wav	83		RS	YELP			
6449	Spectrogram 1	1	299161.503570657	299161.503570657	971.223	971.223	67145740.220521052847.wav	83		RS	YELP			
6450	Spectrogram 1	1	299163.931316322	299163.931316322	906.475	906.475	67145740.220521052847.wav	83		RS	YELP			
6451	Spectrogram 1	1	300032.623741438	300032.623741438	194.245	194.245	67145740.220521054347.wav	83		?				?
6452	Spectrogram 1	1	300047.188467930	300047.188467930	258.993	258.993	67145740.220521054347.wav	83		?				?
6453	Spectrogram 1	1	300184.470837256	300184.470837256	1230.216	1230.216	67145740.220521054347.wav	83		RS	YELP			
6454	Spectrogram 1	1	300196.601685185	300196.601685185	1348.921	1348.921	67145740.220521054347.wav	83		RS	YELP			
6456	Spectrogram 1	1	300978.271833627	300978.271833627	140.288	140.288	67145740.220521055847.wav	83		?				?
6457	Spectrogram 1	1	301193.340155740	301193.340155740	928.058	928.058	67145740.220521055847.wav	83		RS	YELP			
6458	Spectrogram 1	1	301454.332451128	301454.332451128	172.662	172.662	67145740.220521060347.wav	83		RS	GROWL			RS growl
6459	Spectrogram 1	1	301698.602033117	301698.929586103	571.942	1003.597	67145740.220521060847.wav	83		RS	YELP			
6460	Spectrogram 1	1	301701.733054312	301701.733054312	701.439	701.439	67145740.220521060847.wav	83		BS				BS
6461	Spectrogram 1	1	301703.418988801	301703.418988801	820.144	820.144	67145740.220521060847.wav	83		RS	YELP			
6462	Spectrogram 1	1	301734.994562834	301734.994562834	895.683	895.683	67145740.220521060847.wav	83		RS	YELP			
6463	Spectrogram 1	1	301737.296191456	301737.296191456	593.525	593.525	67145740.220521060847.wav	83		RS	YELP	LONG YELP		
6464	Spectrogram 1	1	301743.236815086	301743.236815086	852.518	852.518	67145740.220521060847.wav	83		RS	YELP	LONG YELP		
6465	Spectrogram 1	1	301749.096865083	301749.096865083	917.266	917.266	67145740.220521060847.wav	83		RS	YELP	LONG YELP		
6466	Spectrogram 1	1	301754.215097954	301754.215097954	884.892	884.892	67145740.220521060847.wav	83		RS	YELP	LONG YELP		
6467	Spectrogram 1	1	301764.216843562	301764.216843562	701.439	701.439	67145740.220521060847.wav	83		RS	YELP	LONG YELP		
6468	Spectrogram 1	1	301767.627248187	301767.627248187	949.640	949.640	67145740.220521060847.wav	83		RS	YELP	LONG YELP		
6469	Spectrogram 1	1	301772.285688487	301772.285688487	679.856	679.856	67145740.220521060847.wav	83		RS	YELP	LONG YELP		
6470	Spectrogram 1	1	301779.786113533	301779.786113533	1046.763	1046.763	67145740.220521060847.wav	83		RS	YELP			
6471	Spectrogram 1	1	301786.659482989	301786.852161216	647.482	863.309	67145740.220521060847.wav	83		RS	YELP			
6472	Spectrogram 1	1	301788.133471428	301788.133471428	830.935	830.935	67145740.220521060847.wav	83		RS	YELP			
6473	Spectrogram 1	1	301781.590299372	301781.590299372	712.230	712.230	67145740.220521060847.wav	83		RS	YELP			
6474	Spectrogram 1	1	301794.610955632	301794.745830391	582.734	906.475	67145740.220521060847.wav	83		RS	YELP			
6475	Spectrogram 1	1	301797.443325574	301797.443325574	733.813	733.813	67145740.220521060847.wav	83		RS	YELP			
6476	Spectrogram 1	1	301813.301618835	301813.301618835	356.115	356.115	67145740.220521060847.wav	83		?				?
6477	Spectrogram 1	1	301820.506901552	301820.506901552	1024.911	1024.911	67145740.220521060847.wav	83		RS	YELP			
6478	Spectrogram 1	1	302777.750726005	302777.750726005	1067.616	1067.616	67145740.220521062847.wav	84		RS	YELP			
6479	Spectrogram 1	1	302804.224706607	302804.224706607	1281.139	1281.139	67145740.220521062847.wav	84		RS	YELP			
6480	Spectrogram 1	1	302845.899284591	302849.203716190	21.352	501.779	67145740.220521062847.wav	84		?				?
6481	Spectrogram 1	1	303704.389377986	303704.389377986	1035.587	1035.587	67145740.220521064347.wav	84		RS	YELP			
6482	Spectrogram 1	1	303704.765100529	303704.765100529	715.302	715.302	67145740.220521064347.wav	84		RS	BARK			
6483	Spectrogram 1	1	303705.516545616	303705.516545616	736.655	736.655	67145740.220521064347.wav	84		RS	BARK			RS bark
6484	Spectrogram 1	1	304623.034512635	304623.034512635	1014.235	1014.235	67145740.220521065847.wav	84		BS				
6485	Spectrogram 1	1	304641.771591424	304641.771591424	907.473	907.473	67145740.220521065847.wav	84		BS				
6486	Spectrogram 1	1	304765.538445526	304765.538445526	1067.616	1067.616	67145740.220521065847.wav	84		BS				
6487	Spectrogram 1	1	304963.577509363	304963.577509363	1078.292	1078.292	67145740.220521070347.wav	84		BS				
6488	Spectrogram 1	1	305678.977741386	305684.507606512	790.036	1387.900	67145740.220521071347.wav	84		RS	YELP	SEQUENCE		
6489	Spectrogram 1	1	305691.445780833	305696.917842490	704.626	1259.786	67145740.220521071347.wav	84		RS	YELP	SEQUENCE	4	
6490	Spectrogram 1	1	305701.676992053	305701.676992053	971.530	971.530	67145740.220521071347.wav	84		RS	YELP			
6491	Spectrogram 1	1	305707.164809321	305707.164809321	939.502	939.502	67145740.220521071347.wav	84		RS	YELP			
6492	Spectrogram 1	1	305709.274635911	305709.274635911	1088.968	1088.968	67145740.220521071347.wav	84		RS	YELP			
6493	Spectrogram 1	1	305715.605861917	305715.605861917	971.530	971.530	67145740.220521071347.wav	84		RS	YELP			
6494	Spectrogram 1	1	305718.264821455	305718.264821455	1014.235	1014.235	67145740.220521071347.wav	84		RS	YELP			
6495	Spectrogram 1	1	305836.304766331	305836.304766331	266.904	266.904	67145740.220521071847.wav	84		?'				?
6496	Spectrogram 1	1	305835.736365560	305835.736365560	213.523	213.523	67145740.220521071847.wav	84						?
6497	Spectrogram 1	1	306206.775085028	306206.775085028	1537.367	1537.367	67145740.220521072347.wav	85		RS	YELP			
6498	Spectrogram 1	1	306494.591688756	306494.591688756	160.142	160.142	67145740.220521072847.wav	85		RS	GROWL			RS growl
6499	Spectrogram 1	1	307218.276219868	307218.276219868	149.466	149.466	67145740.220521073847.wav	85		?				?
6500	Spectrogram 1	1	307260.561185607	307260.561185607	149.466	149.466	67145740.220521074347.wav	85		?				?
6501	Spectrogram 1	1	307288.848985959	307288.848985959	896.797	896.797	67145740.220521074347.wav	85		RS	YELP			
6502	Spectrogram 1	1	307305.144310865	307305.144310865	971.530	971.530	67145740.220521074347.wav	85		RS	YELP			
6503	Spectrogram 1	1	307305.597104699	307305.597104699	854.093	854.093	67145740.220521074347.wav	85		RS	YELP			
6504	Spectrogram 1	1	308068.676459515	308068.676459515	811.388	811.388	67145740.220521075347.wav	85		BS				
6505	Spectrogram 1	1	308087.191962787	308087.191962787	1014.235	1014.235	67145740.220521075347.wav	85		BS				
6506	Spectrogram 1	1	308108.467140172	308108.467140172	950.178	950.178	67145740.220521075347.wav	85		BS				
6507	Spectrogram 1	1	308213.894525033	308213.894525033	704.626	704.626	67145740.220521075847.wav	85		BS				
6508	Spectrogram 1	1	308261.245220740	308261.245220740	1387.900	1387.900	67145740.220521075847.wav	85		BS				
6509	Spectrogram 1	1	308311.210183311	308311.210183311	758.007	758.007	67145740.220521075847.wav	85		BS				
6510	Spectrogram 1	1	308328.329644513	308328.329644513	907.473	907.473	67145740.220521075847.wav	85		BS				
6511	Spectrogram 1	1	308375.248542545	308375.248542545	800.712	800.712	67145740.220521075847.wav	85		BS				
6512	Spectrogram 1	1	308387.780507789	308387.780507789	886.121	886.121	67145740.220521075847.wav	85		BS				
6513	Spectrogram 1	1	308528.765783872	308528.765783872	1003.559	1003.559	67145740.220521080347.wav	85		BS				
