Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	Quantity
2254	Spectrogram 1	1	211096.258437157	211096.258437157	1259.786	1259.786	67653638.220521200514.wav	BS				
2255	Spectrogram 1	1	211213.510134310	211213.510134310	330.961	330.961	67653638.220521200514.wav	BS				
2256	Spectrogram 1	1	211256.642029395	211256.642029395	854.093	854.093	67653638.220521201014.wav	BS				
2257	Spectrogram 1	1	211274.191509016	211274.191509016	320.285	320.285	67653638.220521201014.wav	BS				
2258	Spectrogram 1	1	211319.507672758	211319.507672758	491.103	491.103	67653638.220521201014.wav	BS				
2259	Spectrogram 1	1	211419.399083096	211419.399083096	1345.196	1345.196	67653638.220521201014.wav	BS				
2260	Spectrogram 1	1	211449.238810347	211449.238810347	1633.452	1633.452	67653638.220521201014.wav	BS				
2261	Spectrogram 1	1	211485.831914787	211485.831914787	1409.253	1409.253	67653638.220521201014.wav	BS				
2262	Spectrogram 1	1	211618.503993159	211618.503993159	822.064	822.064	67653638.220521201514.wav	BS				
2263	Spectrogram 1	1	211640.901105938	211640.901105938	330.961	330.961	67653638.220521201514.wav	BS				
2264	Spectrogram 1	1	211669.719635872	211669.719635872	395.018	395.018	67653638.220521201514.wav	BS				
2265	Spectrogram 1	1	211718.386655233	211718.386655233	523.132	523.132	67653638.220521201514.wav	BS				
2266	Spectrogram 1	1	211743.236010446	211743.236010446	405.694	405.694	67653638.220521201514.wav	BS				
2267	Spectrogram 1	1	211780.521001028	211780.521001028	1163.701	1163.701	67653638.220521201514.wav	BS				
2268	Spectrogram 1	1	211812.476661381	211812.476661381	2423.488	2423.488	67653638.220521201514.wav	BS				
2269	Spectrogram 1	1	211868.853455578	211868.853455578	491.103	491.103	67653638.220521202014.wav	BS				
2270	Spectrogram 1	1	211987.770957252	211987.770957252	2049.822	2049.822	67653638.220521202014.wav	BS				
2271	Spectrogram 1	1	212039.491924557	212039.491924557	982.206	982.206	67653638.220521202014.wav	BS				
2272	Spectrogram 1	1	212084.207280160	212084.207280160	373.665	373.665	67653638.220521202014.wav	BS				
2273	Spectrogram 1	1	212138.204473823	212138.204473823	341.637	341.637	67653638.220521202514.wav	BS				
2274	Spectrogram 1	1	212189.261562463	212189.261562463	480.427	480.427	67653638.220521202514.wav	BS				
2275	Spectrogram 1	1	212195.761838600	212195.761838600	1195.730	1195.730	67653638.220521202514.wav	BS				
2276	Spectrogram 1	1	212346.097282122	212346.097282122	1003.559	1003.559	67653638.220521202514.wav	BS				
2277	Spectrogram 1	1	212380.732058142	212380.732058142	1003.559	1003.559	67653638.220521202514.wav	BS				
2278	Spectrogram 1	1	212496.444966610	212496.444966610	619.217	619.217	67653638.220521203014.wav	BS				
2279	Spectrogram 1	1	212639.518191117	212639.518191117	928.826	928.826	67653638.220521203014.wav	BS				
2280	Spectrogram 1	1	212735.342329028	212735.342329028	1782.918	1782.918	67653638.220521203514.wav	BS				
2281	Spectrogram 1	1	212887.189416937	212887.189416937	1014.235	1014.235	67653638.220521203514.wav	BS				
2282	Spectrogram 1	1	212922.310279805	212922.310279805	597.865	597.865	67653638.220521203514.wav	BS				
2283	Spectrogram 1	1	213034.075907887	213034.075907887	1249.110	1249.110	67653638.220521204014.wav	BS				
2284	Spectrogram 1	1	213099.266822943	213099.266822943	1067.616	1067.616	67653638.220521204014.wav	BS				
2285	Spectrogram 1	1	213332.703513721	213332.703513721	758.007	758.007	67653638.220521204514.wav	BS				
2286	Spectrogram 1	1	213451.629778672	213451.629778672	533.808	533.808	67653638.220521204514.wav	BS				
2287	Spectrogram 1	1	213541.702459773	213541.702459773	1099.644	1099.644	67653638.220521204514.wav	BS				
2288	Spectrogram 1	1	213750.391383837	213750.391383837	512.456	512.456	67653638.220521205014.wav	BS				
2289	Spectrogram 1	1	213984.568992985	213984.568992985	437.722	437.722	67653638.220521205514.wav	BS				
2290	Spectrogram 1	1	215670.539383834	215670.539383834	395.018	395.018	67653638.220521212014.wav	BS				
2291	Spectrogram 1	1	215700.529748034	215700.529748034	736.655	736.655	67653638.220521212014.wav	BS				
2292	Spectrogram 1	1	215875.365109264	215875.365109264	1067.616	1067.616	67653638.220521212514.wav	BS				
2293	Spectrogram 1	1	215936.731364796	215936.731364796	2199.288	2199.288	67653638.220521212514.wav	BS				
2294	Spectrogram 1	1	215973.271909029	215973.271909029	1142.349	1142.349	67653638.220521212514.wav	BS				
2295	Spectrogram 1	1	216016.325862365	216016.325862365	971.530	971.530	67653638.220521213014.wav	BS				
2296	Spectrogram 1	1	216180.894973760	216180.894973760	683.274	683.274	67653638.220521213014.wav	BS				
2297	Spectrogram 1	1	216230.095353309	216230.095353309	2092.527	2092.527	67653638.220521213014.wav	BS				
2298	Spectrogram 1	1	216259.510318002	216259.510318002	2081.851	2081.851	67653638.220521213014.wav	BS				
2299	Spectrogram 1	1	216319.050506466	216319.050506466	1099.644	1099.644	67653638.220521213514.wav	BS				
2300	Spectrogram 1	1	216367.014254915	216367.014254915	811.388	811.388	67653638.220521213514.wav	BS				
2301	Spectrogram 1	1	216382.824366721	216382.824366721	822.064	822.064	67653638.220521213514.wav	BS				
2302	Spectrogram 1	1	216563.151933209	216563.151933209	459.075	459.075	67653638.220521213514.wav	BS				
2303	Spectrogram 1	1	216605.757471462	216605.757471462	960.854	960.854	67653638.220521213514.wav	BS				
2304	Spectrogram 1	1	216671.320606718	216671.320606718	2348.754	2348.754	67653638.220521214015.wav	BS				
2305	Spectrogram 1	1	216694.178374792	216694.178374792	1153.025	1153.025	67653638.220521214015.wav	BS				
2306	Spectrogram 1	1	216710.986031339	216710.986031339	1056.940	1056.940	67653638.220521214015.wav	BS				
2307	Spectrogram 1	1	216798.408545630	216798.408545630	907.473	907.473	67653638.220521214015.wav	BS				
2308	Spectrogram 1	1	216833.205353865	216833.205353865	1120.996	1120.996	67653638.220521214015.wav	BS				
2309	Spectrogram 1	1	216859.166123128	216859.166123128	1035.587	1035.587	67653638.220521214015.wav	BS				
2310	Spectrogram 1	1	216880.852056358	216880.852056358	939.502	939.502	67653638.220521214015.wav	BS				
2311	Spectrogram 1	1	216986.582480461	216986.582480461	555.160	555.160	67653638.220521214515.wav	BS				
2312	Spectrogram 1	1	217025.648864949	217025.648864949	864.769	864.769	67653638.220521214515.wav	BS				
2313	Spectrogram 1	1	217058.391031811	217058.391031811	330.961	330.961	67653638.220521214515.wav	BS				
2314	Spectrogram 1	1	217075.158416064	217075.158416064	1505.338	1505.338	67653638.220521214515.wav	BS				
2315	Spectrogram 1	1	217128.354250526	217128.354250526	2604.982	2604.982	67653638.220521214515.wav	BS				
2316	Spectrogram 1	1	217288.975174347	217288.975174347	1099.644	1099.644	67653638.220521215015.wav	BS				
2317	Spectrogram 1	1	217303.234256798	217303.234256798	2679.715	2679.715	67653638.220521215015.wav	BS				
2318	Spectrogram 1	1	217414.931580735	217414.931580735	256.228	256.228	67653638.220521215015.wav	BS				
2319	Spectrogram 1	1	217451.896899426	217451.896899426	1024.911	1024.911	67653638.220521215015.wav	BS				
2320	Spectrogram 1	1	217532.016003670	217532.016003670	982.206	982.206	67653638.220521215515.wav	BS				
2321	Spectrogram 1	1	217546.300470325	217546.300470325	1174.377	1174.377	67653638.220521215515.wav	BS				
2322	Spectrogram 1	1	217604.283480018	217604.283480018	608.541	608.541	67653638.220521215515.wav	BS				
2323	Spectrogram 1	1	217619.974479255	217619.974479255	1964.413	1964.413	67653638.220521215515.wav	BS				
2324	Spectrogram 1	1	217634.346543112	217634.346543112	1014.235	1014.235	67653638.220521215515.wav	BS				
2325	Spectrogram 1	1	217647.521354657	217647.521354657	1483.986	1483.986	67653638.220521215515.wav	BS				
2326	Spectrogram 1	1	217665.776738858	217665.776738858	480.427	480.427	67653638.220521215515.wav	BS				
2327	Spectrogram 1	1	217684.947344813	217684.947344813	1334.520	1334.520	67653638.220521215515.wav	BS				
2328	Spectrogram 1	1	217713.285930088	217713.285930088	373.665	373.665	67653638.220521215515.wav	BS				
2329	Spectrogram 1	1	217861.987982406	217861.987982406	405.694	405.694	67653638.220521220015.wav	BS				
2330	Spectrogram 1	1	217920.578786446	217920.578786446	2327.402	2327.402	67653638.220521220015.wav	BS				
2331	Spectrogram 1	1	217946.391558782	217946.391558782	1430.605	1430.605	67653638.220521220015.wav	BS				
2332	Spectrogram 1	1	217969.342161492	217969.342161492	1505.338	1505.338	67653638.220521220015.wav	BS				
2333	Spectrogram 1	1	218029.259834905	218029.259834905	693.950	693.950	67653638.220521220015.wav	BS				
2334	Spectrogram 1	1	218041.588614891	218041.588614891	1654.804	1654.804	67653638.220521220015.wav	BS				
2335	Spectrogram 1	1	218100.154901899	218100.154901899	491.103	491.103	67653638.220521220015.wav	BS				
2336	Spectrogram 1	1	218127.996897915	218127.996897915	1879.004	1879.004	67653638.220521220515.wav	BS				
2337	Spectrogram 1	1	218235.146157755	218235.146157755	1911.032	1911.032	67653638.220521220515.wav	BS				
2338	Spectrogram 1	1	218480.969415767	218480.969415767	661.922	661.922	67653638.220521221015.wav	BS				
2339	Spectrogram 1	1	218509.123199290	218509.123199290	298.932	298.932	67653638.220521221015.wav	BS				
2340	Spectrogram 1	1	218523.461951881	218523.461951881	2274.021	2274.021	67653638.220521221015.wav	BS				
2341	Spectrogram 1	1	218547.737679284	218547.737679284	1195.730	1195.730	67653638.220521221015.wav	BS				
2342	Spectrogram 1	1	218565.243371389	218565.243371389	1558.719	1558.719	67653638.220521221015.wav	BS				
2343	Spectrogram 1	1	218617.390854069	218617.390854069	1291.815	1291.815	67653638.220521221015.wav	BS				
2344	Spectrogram 1	1	218652.795482408	218652.795482408	1163.701	1163.701	67653638.220521221015.wav	BS				
2345	Spectrogram 1	1	218667.623814322	218667.623814322	437.722	437.722	67653638.220521221015.wav	BS				
2346	Spectrogram 1	1	218679.192388429	218679.192388429	1131.673	1131.673	67653638.220521221015.wav	BS				
2347	Spectrogram 1	1	218696.846971246	218696.846971246	1163.701	1163.701	67653638.220521221015.wav	BS				
2348	Spectrogram 1	1	218805.123364646	218805.123364646	1665.480	1665.480	67653638.220521221515.wav	BS				
2349	Spectrogram 1	1	218986.542179816	218986.542179816	715.302	715.302	67653638.220521221515.wav	BS				
2350	Spectrogram 1	1	219013.816669947	219013.816669947	373.665	373.665	67653638.220521221515.wav	BS				
2351	Spectrogram 1	1	219035.434289390	219035.434289390	1302.491	1302.491	67653638.220521222015.wav	BS				
2352	Spectrogram 1	1	219085.549883941	219085.549883941	1419.929	1419.929	67653638.220521222015.wav	BS				
2353	Spectrogram 1	1	219251.131441676	219251.131441676	693.950	693.950	67653638.220521222015.wav	BS				
2354	Spectrogram 1	1	219295.199572402	219295.199572402	277.580	277.580	67653638.220521222015.wav	BS				
2355	Spectrogram 1	1	219374.992000068	219374.992000068	2626.335	2626.335	67653638.220521222515.wav	BS				
2356	Spectrogram 1	1	219507.501206475	219507.501206475	2028.470	2028.470	67653638.220521222515.wav	BS				
2357	Spectrogram 1	1	219589.177498729	219589.177498729	1377.224	1377.224	67653638.220521222515.wav	RS	YELP		RS yelp	
2358	Spectrogram 1	1	219601.613124859	219601.613124859	1377.224	1377.224	67653638.220521222515.wav	RS	YELP		RS yelp	
2359	Spectrogram 1	1	219604.108304614	219604.108304614	1291.815	1291.815	67653638.220521222515.wav	RS	YELP		RS yelp	
2360	Spectrogram 1	1	219606.430077254	219606.430077254	1419.929	1419.929	67653638.220521222515.wav	RS	YELP		RS yelp	
2361	Spectrogram 1	1	219617.365448384	219617.365448384	1323.843	1323.843	67653638.220521223015.wav	RS	YELP		RS yelp	
2362	Spectrogram 1	1	220183.738724136	220183.738724136	2423.488	2423.488	67653638.220521223515.wav	BS				
2363	Spectrogram 1	1	220329.105683025	220329.105683025	437.722	437.722	67653638.220521224015.wav	BS				
2364	Spectrogram 1	1	221171.797050416	221171.797050416	992.883	992.883	67653638.220521225515.wav	BS				
2365	Spectrogram 1	1	221229.429733668	221229.429733668	2209.964	2209.964	67653638.220521225515.wav	BS				
2366	Spectrogram 1	1	221288.454961670	221288.454961670	341.637	341.637	67653638.220521225515.wav	BS				
2367	Spectrogram 1	1	221350.610324815	221350.610324815	565.836	565.836	67653638.220521225515.wav	BS				
2368	Spectrogram 1	1	221506.887240256	221506.887240256	395.018	395.018	67653638.220521230015.wav	BS				
2369	Spectrogram 1	1	221532.814751204	221532.814751204	1056.940	1056.940	67653638.220521230015.wav	BS				
2370	Spectrogram 1	1	221567.804240327	221567.804240327	320.285	320.285	67653638.220521230015.wav	BS				
2371	Spectrogram 1	1	221581.802309625	221581.802309625	597.865	597.865	67653638.220521230015.wav	BS				
2372	Spectrogram 1	1	221643.682672712	221643.682672712	2124.555	2124.555	67653638.220521230015.wav	BS				
2373	Spectrogram 1	1	221654.463018904	221654.463018904	501.779	501.779	67653638.220521230015.wav	BS				
2374	Spectrogram 1	1	221663.606470621	221663.606470621	864.769	864.769	67653638.220521230015.wav	BS				
2375	Spectrogram 1	1	221772.413620744	221772.413620744	1483.986	1483.986	67653638.220521230515.wav	BS				
2376	Spectrogram 1	1	221899.403463106	221899.403463106	800.712	800.712	67653638.220521230515.wav	BS				
2377	Spectrogram 1	1	221954.691603552	221954.691603552	2145.907	2145.907	67653638.220521230515.wav	BS				
2378	Spectrogram 1	1	221967.059792303	221967.059792303	704.626	704.626	67653638.220521230515.wav	BS				
2379	Spectrogram 1	1	222062.199913268	222062.199913268	2572.954	2572.954	67653638.220521231015.wav	BS				
2380	Spectrogram 1	1	222076.078897714	222076.078897714	651.246	651.246	67653638.220521231015.wav	BS				
2381	Spectrogram 1	1	222089.484015543	222089.484015543	1088.968	1088.968	67653638.220521231015.wav	BS				
2382	Spectrogram 1	1	222094.387676430	222094.387676430	362.989	362.989	67653638.220521231015.wav	BS				
2383	Spectrogram 1	1	222104.097806478	222104.097806478	1387.900	1387.900	67653638.220521231015.wav	BS				
2384	Spectrogram 1	1	222116.148051727	222116.148051727	1537.367	1537.367	67653638.220521231015.wav	BS				
2385	Spectrogram 1	1	222226.711224484	222226.711224484	298.932	298.932	67653638.220521231015.wav	BS				
2386	Spectrogram 1	1	222241.213765467	222241.213765467	843.416	843.416	67653638.220521231015.wav	BS			BS	
2387	Spectrogram 1	1	222262.110594374	222262.110594374	544.484	544.484	67653638.220521231015.wav	BS				
2388	Spectrogram 1	1	222282.713141541	222282.713141541	736.655	736.655	67653638.220521231015.wav	BS				
2389	Spectrogram 1	1	222326.771660122	222326.771660122	1686.833	1686.833	67653638.220521231515.wav	BS				
2390	Spectrogram 1	1	222356.545690282	222356.545690282	1473.310	1473.310	67653638.220521231515.wav	BS				
2391	Spectrogram 1	1	222388.441803589	222388.441803589	597.865	597.865	67653638.220521231515.wav	BS				
2392	Spectrogram 1	1	222419.090788634	222419.090788634	640.569	640.569	67653638.220521231515.wav	BS				
2393	Spectrogram 1	1	222430.492966262	222430.492966262	1793.594	1793.594	67653638.220521231515.wav	BS				
2394	Spectrogram 1	1	222487.746435600	222487.746435600	693.950	693.950	67653638.220521231515.wav	BS				
2395	Spectrogram 1	1	222506.395932603	222506.395932603	1281.139	1281.139	67653638.220521231515.wav	BS				
2396	Spectrogram 1	1	222611.463369638	222611.463369638	459.075	459.075	67653638.220521231515.wav	BS				
2397	Spectrogram 1	1	222631.060496918	222631.060496918	1259.786	1259.786	67653638.220521232015.wav	BS				
2398	Spectrogram 1	1	222655.873069302	222655.873069302	1473.310	1473.310	67653638.220521232015.wav	BS				
2399	Spectrogram 1	1	222671.031592666	222671.031592666	1953.737	1953.737	67653638.220521232015.wav	BS				
2400	Spectrogram 1	1	222697.165760435	222697.165760435	800.712	800.712	67653638.220521232015.wav	BS				
2401	Spectrogram 1	1	222708.396261998	222708.396261998	352.313	352.313	67653638.220521232015.wav	BS				
2402	Spectrogram 1	1	222719.468260704	222719.468260704	1270.463	1270.463	67653638.220521232015.wav	BS				
2403	Spectrogram 1	1	222728.776362034	222728.776362034	982.206	982.206	67653638.220521232015.wav	BS				
2404	Spectrogram 1	1	222738.571419729	222738.571419729	1627.660	1627.660	67653638.220521232015.wav	BS				
2405	Spectrogram 1	1	222744.679312957	222744.679312957	425.532	425.532	67653638.220521232015.wav	BS				
2406	Spectrogram 1	1	222769.977959661	222769.977959661	1414.894	1414.894	67653638.220521232015.wav	BS				
2407	Spectrogram 1	1	222794.168725036	222794.168725036	1531.915	1531.915	67653638.220521232015.wav	BS				
2408	Spectrogram 1	1	222817.689473599	222817.689473599	351.064	351.064	67653638.220521232015.wav	BS				
2409	Spectrogram 1	1	222898.070460529	222898.070460529	1021.277	1021.277	67653638.220521232015.wav	BS				
2410	Spectrogram 1	1	222919.587362107	222919.587362107	510.638	510.638	67653638.220521232515.wav	BS				
2411	Spectrogram 1	1	222946.810163190	222946.810163190	595.745	595.745	67653638.220521232515.wav	BS				
2412	Spectrogram 1	1	222959.518174013	222959.518174013	1170.213	1170.213	67653638.220521232515.wav	BS				
2413	Spectrogram 1	1	222975.596288470	222975.596288470	1765.957	1765.957	67653638.220521232515.wav	BS				
2414	Spectrogram 1	1	223002.700861301	223002.700861301	2276.596	2276.596	67653638.220521232515.wav	BS				
2415	Spectrogram 1	1	223009.074134535	223009.074134535	617.021	617.021	67653638.220521232515.wav	BS				
2416	Spectrogram 1	1	223018.737823416	223018.737823416	351.064	351.064	67653638.220521232515.wav	BS				
2417	Spectrogram 1	1	223026.364378246	223026.364378246	1180.851	1180.851	67653638.220521232515.wav	BS				
2418	Spectrogram 1	1	223037.086920970	223037.086920970	882.979	882.979	67653638.220521232515.wav	BS				
2419	Spectrogram 1	1	223058.859559403	223058.859559403	2138.298	2138.298	67653638.220521232515.wav	BS				
2420	Spectrogram 1	1	223125.619067673	223125.619067673	861.702	861.702	67653638.220521232515.wav	BS				
2421	Spectrogram 1	1	223137.034351179	223137.034351179	1063.830	1063.830	67653638.220521232515.wav	BS				
2422	Spectrogram 1	1	223167.536195040	223167.536195040	680.851	680.851	67653638.220521232515.wav	BS				
2423	Spectrogram 1	1	223236.825052891	223236.825052891	1393.617	1393.617	67653638.220521233015.wav	BS			BS	
2424	Spectrogram 1	1	223265.700518547	223265.700518547	1351.064	1351.064	67653638.220521233015.wav	BS				
2425	Spectrogram 1	1	223279.300971544	223279.300971544	1223.404	1223.404	67653638.220521233015.wav	BS				
2426	Spectrogram 1	1	223292.193770260	223292.193770260	1319.149	1319.149	67653638.220521233015.wav	BS				
2427	Spectrogram 1	1	223318.475075924	223318.475075924	872.340	872.340	67653638.220521233015.wav	BS				
2428	Spectrogram 1	1	223450.467531290	223450.467531290	1978.723	1978.723	67653638.220521233015.wav	BS				
2429	Spectrogram 1	1	223477.827831737	223477.827831737	1053.191	1053.191	67653638.220521233015.wav	BS				
2430	Spectrogram 1	1	223491.961685696	223491.961685696	1500.000	1500.000	67653638.220521233015.wav	BS				
2431	Spectrogram 1	1	223522.303250035	223522.303250035	351.064	351.064	67653638.220521233515.wav	BS				
2432	Spectrogram 1	1	223538.207963326	223538.207963326	1265.957	1265.957	67653638.220521233515.wav	BS				
2433	Spectrogram 1	1	223559.504156731	223559.504156731	925.532	925.532	67653638.220521233515.wav	BS				
2434	Spectrogram 1	1	223578.968157449	223578.968157449	1159.574	1159.574	67653638.220521233515.wav	BS				
2435	Spectrogram 1	1	223595.482433091	223595.482433091	2723.404	2723.404	67653638.220521233515.wav	BS				
2436	Spectrogram 1	1	223614.893013712	223614.893013712	1234.043	1234.043	67653638.220521233515.wav	BS				
2437	Spectrogram 1	1	223630.775833245	223630.775833245	1372.340	1372.340	67653638.220521233515.wav	BS				
2438	Spectrogram 1	1	223644.477877227	223644.477877227	1702.128	1702.128	67653638.220521233515.wav	BS				
2439	Spectrogram 1	1	223662.713120660	223662.713120660	648.936	648.936	67653638.220521233515.wav	BS				
2440	Spectrogram 1	1	223679.702960303	223679.702960303	308.511	308.511	67653638.220521233515.wav	BS				
2441	Spectrogram 1	1	223778.010876053	223778.010876053	1138.298	1138.298	67653638.220521233515.wav	BS				
2442	Spectrogram 1	1	223793.011781633	223793.011781633	1425.532	1425.532	67653638.220521233515.wav	BS				
2443	Spectrogram 1	1	223817.521326323	223817.521326323	414.894	414.894	67653638.220521234015.wav	BS				
2444	Spectrogram 1	1	223839.899149685	223839.899149685	1946.809	1946.809	67653638.220521234015.wav	BS				
2445	Spectrogram 1	1	223853.570547025	223853.570547025	1361.702	1361.702	67653638.220521234015.wav	BS				
2446	Spectrogram 1	1	223870.385225407	223870.385225407	468.085	468.085	67653638.220521234015.wav	BS				
2447	Spectrogram 1	1	223890.698761182	223890.698761182	1382.979	1382.979	67653638.220521234015.wav	BS				
2448	Spectrogram 1	1	223898.146653738	223898.146653738	436.170	436.170	67653638.220521234015.wav	BS				
2449	Spectrogram 1	1	223907.565116083	223907.565116083	648.936	648.936	67653638.220521234015.wav	BS				
2450	Spectrogram 1	1	223916.193597696	223916.193597696	2234.043	2234.043	67653638.220521234015.wav	BS				
2451	Spectrogram 1	1	223941.657770420	223941.657770420	1000.000	1000.000	67653638.220521234015.wav	BS				
2452	Spectrogram 1	1	223951.051700544	223951.051700544	234.043	234.043	67653638.220521234015.wav	BS				
2453	Spectrogram 1	1	223959.340360085	223959.340360085	1127.660	1127.660	67653638.220521234015.wav	BS				
2454	Spectrogram 1	1	224048.114230981	224048.114230981	468.085	468.085	67653638.220521234015.wav	BS				
2455	Spectrogram 1	1	224076.057836458	224076.057836458	734.043	734.043	67653638.220521234015.wav	BS				
2456	Spectrogram 1	1	224153.951523399	224153.951523399	1829.787	1829.787	67653638.220521234515.wav	BS				
2457	Spectrogram 1	1	224216.328472455	224216.328472455	1276.596	1276.596	67653638.220521234515.wav	BS				
2458	Spectrogram 1	1	224250.442138193	224250.442138193	744.681	744.681	67653638.220521234515.wav	BS				
2459	Spectrogram 1	1	224267.379432817	224267.379432817	1095.745	1095.745	67653638.220521234515.wav	BS				
2460	Spectrogram 1	1	224278.595045308	224278.595045308	1223.404	1223.404	67653638.220521234515.wav	BS				
2461	Spectrogram 1	1	224294.060122786	224294.060122786	1244.681	1244.681	67653638.220521234515.wav	BS				
2462	Spectrogram 1	1	224326.713831225	224326.713831225	382.979	382.979	67653638.220521234515.wav	BS				
2463	Spectrogram 1	1	224398.059951190	224398.059951190	1468.085	1468.085	67653638.220521234515.wav	BS				
2464	Spectrogram 1	1	224462.431990708	224462.431990708	1074.468	1074.468	67653638.220521235015.wav	BS				
2465	Spectrogram 1	1	224556.967810431	224556.967810431	670.213	670.213	67653638.220521235015.wav	BS				
2466	Spectrogram 1	1	224609.364889160	224609.364889160	1010.638	1010.638	67653638.220521235015.wav	BS				
2467	Spectrogram 1	1	224711.339859527	224711.339859527	2606.383	2606.383	67653638.220521235015.wav	BS				
2468	Spectrogram 1	1	224752.459144875	224752.459144875	1500.000	1500.000	67653638.220521235515.wav	BS				
2469	Spectrogram 1	1	224767.444256504	224767.444256504	925.532	925.532	67653638.220521235515.wav	BS				
2470	Spectrogram 1	1	224782.388198644	224782.388198644	1489.362	1489.362	67653638.220521235515.wav	BS				
2471	Spectrogram 1	1	224815.822244665	224815.822244665	329.787	329.787	67653638.220521235515.wav	BS				
2472	Spectrogram 1	1	224903.738688210	224903.738688210	1000.000	1000.000	67653638.220521235515.wav	BS				
2473	Spectrogram 1	1	224941.671780079	224941.671780079	1617.021	1617.021	67653638.220521235515.wav	BS				
2474	Spectrogram 1	1	224997.681600577	224997.681600577	755.319	755.319	67653638.220521235515.wav	BS			BS	
2475	Spectrogram 1	1	225057.782315820	225057.782315820	1074.468	1074.468	67653638.220522000015.wav	BS				
2476	Spectrogram 1	1	225093.618712735	225093.618712735	1840.426	1840.426	67653638.220522000015.wav	BS				
2477	Spectrogram 1	1	225120.961494887	225120.961494887	1095.745	1095.745	67653638.220522000015.wav	BS				
2478	Spectrogram 1	1	225158.017011885	225158.017011885	670.213	670.213	67653638.220522000015.wav	BS				
2479	Spectrogram 1	1	225173.723795078	225173.723795078	968.085	968.085	67653638.220522000015.wav	BS				
2480	Spectrogram 1	1	225193.678268675	225193.678268675	1223.404	1223.404	67653638.220522000015.wav	BS				
2481	Spectrogram 1	1	225217.480138296	225217.480138296	723.404	723.404	67653638.220522000015.wav	BS				
2482	Spectrogram 1	1	225225.877415275	225225.877415275	372.340	372.340	67653638.220522000015.wav	BS				
2483	Spectrogram 1	1	225238.750060522	225238.750060522	2000.000	2000.000	67653638.220522000015.wav	BS				
2484	Spectrogram 1	1	225256.873217840	225256.873217840	861.702	861.702	67653638.220522000015.wav	BS				
2485	Spectrogram 1	1	225295.734675227	225295.734675227	468.085	468.085	67653638.220522000015.wav	BS				
2486	Spectrogram 1	1	225317.042258999	225317.042258999	595.745	595.745	67653638.220522000515.wav	BS				
2487	Spectrogram 1	1	225325.278375831	225325.278375831	1106.383	1106.383	67653638.220522000515.wav	BS				
2488	Spectrogram 1	1	225333.757966732	225333.757966732	2969.426	2969.426	67653638.220522000515.wav	BS				
2489	Spectrogram 1	1	225370.712778393	225370.712778393	1904.255	1904.255	67653638.220522000515.wav	BS				
2490	Spectrogram 1	1	225414.755509728	225414.755509728	1000.000	1000.000	67653638.220522000515.wav	BS				
2491	Spectrogram 1	1	225485.518337137	225485.518337137	382.979	382.979	67653638.220522000515.wav	BS				
2492	Spectrogram 1	1	225539.281696941	225539.281696941	1063.830	1063.830	67653638.220522000515.wav	BS				
2493	Spectrogram 1	1	225545.356309684	225545.356309684	2276.596	2276.596	67653638.220522000515.wav	BS				
2494	Spectrogram 1	1	225683.910353351	225683.910353351	2542.553	2542.553	67653638.220522001015.wav	BS				
2495	Spectrogram 1	1	225714.045229511	225714.045229511	1010.638	1010.638	67653638.220522001015.wav	BS				
2496	Spectrogram 1	1	225727.580880303	225727.580880303	1468.085	1468.085	67653638.220522001015.wav	BS				
2497	Spectrogram 1	1	225776.177831729	225776.177831729	1031.915	1031.915	67653638.220522001015.wav	BS				
2498	Spectrogram 1	1	225824.759881556	225824.759881556	1010.638	1010.638	67653638.220522001015.wav	BS				
2499	Spectrogram 1	1	225898.081846278	225898.081846278	361.702	361.702	67653638.220522001015.wav	BS				
2500	Spectrogram 1	1	225915.965887841	225915.965887841	840.426	840.426	67653638.220522001015.wav	BS				
2501	Spectrogram 1	1	225945.589290291	225945.589290291	1904.255	1904.255	67653638.220522001515.wav	BS				
2502	Spectrogram 1	1	226063.995307281	226063.995307281	1989.362	1989.362	67653638.220522001515.wav	BS				
2503	Spectrogram 1	1	226127.822588963	226127.822588963	1212.766	1212.766	67653638.220522001515.wav	BS				
2504	Spectrogram 1	1	226163.035412193	226163.035412193	510.638	510.638	67653638.220522001515.wav	BS				
2505	Spectrogram 1	1	226309.055743120	226309.055743120	393.617	393.617	67653638.220522002015.wav	BS				
2506	Spectrogram 1	1	226359.258055401	226359.258055401	1106.383	1106.383	67653638.220522002015.wav	BS				
2507	Spectrogram 1	1	226413.842043909	226413.842043909	2627.660	2627.660	67653638.220522002015.wav	BS				
2508	Spectrogram 1	1	226474.963079484	226474.963079484	1414.894	1414.894	67653638.220522002015.wav	BS				
2509	Spectrogram 1	1	226513.117753399	226513.117753399	2170.213	2170.213	67653638.220522002015.wav	BS				
2510	Spectrogram 1	1	226531.719083155	226531.719083155	914.894	914.894	67653638.220522002515.wav	BS				
2511	Spectrogram 1	1	226541.337231704	226541.337231704	1340.426	1340.426	67653638.220522002515.wav	BS				
2512	Spectrogram 1	1	226552.644813796	226552.644813796	361.702	361.702	67653638.220522002515.wav	BS				
2513	Spectrogram 1	1	226561.475606218	226561.475606218	1819.149	1819.149	67653638.220522002515.wav	BS				
2514	Spectrogram 1	1	226605.541994696	226605.541994696	670.213	670.213	67653638.220522002515.wav	BS				
