	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
3025	3079	Spectrogram 1	1	349091.231139073	349091.658274751	50.279	611.732	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521192348.wav	67145740.220521192348.wav	0.4271	164.7203	X	1	0	Y	B		
3026	3080	Spectrogram 1	1	349098.742569811	349099.848097449	662.011	1248.603	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521192348.wav	67145740.220521192348.wav	1.1055	172.2317	X	0	3	X	Y		
3027	3081	Spectrogram 1	1	349115.91241608	349116.132265327	452.514	2136.872	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521192348.wav	67145740.220521192348.wav	0.2198	189.4016	X	0	1	X	Y		
3028	3082	Spectrogram 1	1	349326.958220603	349327.266009548	703.911	1022.346	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521192848.wav	67145740.220521192848.wav	0.3078	100.4429	X	0	1	X	Y		
3029	3083	Spectrogram 1	1	349689.356741709	349689.771314573	720.67	1726.257	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521193348.wav	67145740.220521193348.wav	0.4146	162.8316	X	0	1	X	Y		
3030	3084	Spectrogram 1	1	350118.62408593	350119.371573367	871.508	1541.899	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521193848.wav	67145740.220521193848.wav	0.7475	292.0947	X	0	1	X	Y		
3031	3085	Spectrogram 1	1	350120.301221608	350120.495945226	1013.966	1483.24	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521193848.wav	67145740.220521193848.wav	0.1947	293.7719	X	0	1	X	Y		
3032	3086	Spectrogram 1	1	350233.803746444	350234.017314284	536.313	888.268	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194348.wav	67145740.220521194348.wav	0.2136	107.1877	X	0	1	X	Y		
3033	3087	Spectrogram 1	1	350234.482138404	350234.70198765	150.838	837.989	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194348.wav	67145740.220521194348.wav	0.2198	107.8661	Y	1	0	X	B		
3034	3088	Spectrogram 1	1	350235.103997701	350235.374098203	75.419	1139.665	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194348.wav	67145740.220521194348.wav	0.2701	108.488	Y	1	0	X	B		
3035	3089	Spectrogram 1	1	350297.458578894	350298.149533668	58.659	469.274	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194348.wav	67145740.220521194348.wav	0.691	170.8426	X	1	0	Y	G		
3036	3090	Spectrogram 1	1	350298.97239799	350299.531443216	50.279	427.374	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194348.wav	67145740.220521194348.wav	0.559	172.3564	Y	1	0	X	G		
3037	3091	Spectrogram 1	1	350300.134458291	350300.379433166	50.279	486.034	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194348.wav	67145740.220521194348.wav	0.245	173.5185	Y	1	0	X	G		
3038	3092	Spectrogram 1	1	350303.393272362	350303.669654271	83.799	1156.425	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194348.wav	67145740.220521194348.wav	0.2764	176.7773	Y	1	0	X	B		
3039	3093	Spectrogram 1	1	350304.410860302	350304.787744724	544.693	1743.017	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194348.wav	67145740.220521194348.wav	0.3769	177.7949	X	0	1	X	Y		
3040	3094	Spectrogram 1	1	350568.259983417	350568.731088945	770.95	1231.844	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194848.wav	67145740.220521194848.wav	0.4711	141.6715	X	0	1	X	Y		
3041	3095	Spectrogram 1	1	350571.513751539	350571.896917368	821.229	1122.905	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194848.wav	67145740.220521194848.wav	0.3832	144.9253	X	0	1	X	Y		
3042	3096	Spectrogram 1	1	350576.081171126	350577.098759066	469.274	2128.492	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194848.wav	67145740.220521194848.wav	1.0176	149.4927	X	0	1	X	Y		
3043	3097	Spectrogram 1	1	350701.525439644	350701.933731101	1684.358	2011.173	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194848.wav	67145740.220521194848.wav	0.4083	274.9369	X	0	1	X	Y		
3044	3098	Spectrogram 1	1	350702.744032609	350703.347047684	729.05	1106.145	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521194848.wav	67145740.220521194848.wav	0.603	276.1555	X	0	1	X	Y		
3045	3099	Spectrogram 1	1	350976.32441528	350976.607078596	594.972	1332.402	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.2827	249.6629	X	0	1	X	Y		
3046	3100	Spectrogram 1	1	350978.923630933	350979.143480179	888.268	1332.402	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.2198	252.2621	X	0	1	X	Y		
3047	3101	Spectrogram 1	1	350979.815590732	350980.148505305	720.67	1307.263	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.3329	253.1541	X	0	1	X	Y		
3048	3102	Spectrogram 1	1	350980.757801787	350981.103279174	653.631	921.788	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.3455	254.0963	X	0	1	X	Y		
3049	3103	Spectrogram 1	1	350981.580666109	350981.857048018	670.391	1013.966	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.2764	254.9192	X	0	1	X	Y		
3050	3104	Spectrogram 1	1	350992.765889899	350993.117648693	745.81	1047.486	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.3518	266.1044	X	0	1	X	Y		
3051	3105	Spectrogram 1	1	350997.056090904	350997.288502964	737.43	938.547	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.2324	270.3946	X	0	1	X	Y		
3052	3106	Spectrogram 1	1	350997.6779502	350997.922925075	653.631	1039.106	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.245	271.0164	X	0	1	X	Y		
3053	3107	Spectrogram 1	1	351003.975320063	351004.295671822	712.291	1064.246	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.3204	277.3138	X	0	1	X	Y		
3054	3108	Spectrogram 1	1	351004.785621571	351005.193913028	687.151	1298.883	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.4083	278.1241	X	0	1	X	Y		
3055	3109	Spectrogram 1	1	351008.733524825	351009.047595177	670.391	1013.966	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.3141	282.072	X	0	1	X	Y		
3056	3110	Spectrogram 1	1	351009.587796182	351009.889303719	687.151	1072.626	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.3015	282.9263	X	0	1	X	Y		
3057	3111	Spectrogram 1	1	351010.806389146	351011.09533387	636.872	1064.246	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.2889	284.1449	X	0	1	X	Y		
3058	3112	Spectrogram 1	1	351020.177797487	351020.397646734	603.352	821.229	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.2198	293.5163	X	0	1	X	Y		
3059	3113	Spectrogram 1	1	351022.690360302	351023.01071206	678.771	997.207	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195348.wav	67145740.220521195348.wav	0.3204	296.0289	X	0	1	X	Y		
3060	3114	Spectrogram 1	1	351029.394863568	351029.746622362	662.011	1022.346	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.3518	2.7429	X	0	1	X	Y		
3061	3115	Spectrogram 1	1	351032.007928894	351032.340843467	653.631	1365.922	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.3329	5.3559	X	0	1	X	Y		
3062	3116	Spectrogram 1	1	351032.9061701	351033.226521859	678.771	1298.883	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.3204	6.2542	X	0	1	X	Y		
3063	3117	Spectrogram 1	1	351033.735315829	351034.03054196	628.492	1055.866	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.2952	7.0833	X	0	1	X	Y		
3064	3118	Spectrogram 1	1	351034.520491709	351034.83456206	594.972	1357.542	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.3141	7.8685	X	0	1	X	Y		
3065	3119	Spectrogram 1	1	351063.449159799	351063.662727638	594.972	938.547	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.2136	36.7972	X	0	1	X	Y		
3066	3120	Spectrogram 1	1	351067.456697487	351067.695390955	636.872	921.788	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.2387	40.8047	X	0	1	X	Y		
3067	3121	Spectrogram 1	1	351069.944134673	351070.189109548	712.291	1508.38	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.245	43.2921	X	0	1	X	Y		
3068	3122	Spectrogram 1	1	351080.8555558	351081.056560825	586.592	1072.626	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.201	54.2036	X	0	1	X	Y		
3069	3123	Spectrogram 1	1	351081.848018112	351082.036460323	569.832	837.989	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521195848.wav	67145740.220521195848.wav	0.1884	55.196	X	0	1	X	Y		
3070	3124	Spectrogram 1	1	351342.35713548	351342.677487239	846.369	1365.922	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200349.wav	67145740.220521200349.wav	0.3204	15.6593	X	0	1	Y	Y		
3071	3125	Spectrogram 1	1	351352.705594975	351353.145293467	687.151	1424.581	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200349.wav	67145740.220521200349.wav	0.4397	26.0078	X	0	1	X	Y		
3072	3126	Spectrogram 1	1	351353.92418794	351354.250821105	787.709	1449.721	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200349.wav	67145740.220521200349.wav	0.3266	27.2264	X	0	1	X	Y		
3073	3127	Spectrogram 1	1	351364.504309045	351364.711595477	905.028	1256.983	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200349.wav	67145740.220521200349.wav	0.2073	37.8065	X	0	1	X	Y		
3074	3128	Spectrogram 1	1	351371.086090452	351371.594884422	921.788	1349.162	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200349.wav	67145740.220521200349.wav	0.5088	44.3883	X	0	1	X	Y		
3075	3129	Spectrogram 1	1	351416.562355528	351417.159089196	720.67	1097.765	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200349.wav	67145740.220521200349.wav	0.5967	89.8645	X	0	1	X	Y		
3076	3130	Spectrogram 1	1	351419.200546482	351419.866375628	611.732	1005.587	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200349.wav	67145740.220521200349.wav	0.6658	92.5027	X	0	1	X	Y		
3077	3131	Spectrogram 1	1	351422.736978643	351423.233209799	620.112	946.927	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200349.wav	67145740.220521200349.wav	0.4962	96.0391	X	0	1	X	Y		
3078	3132	Spectrogram 1	1	351704.216638819	351704.536990577	712.291	1022.346	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.3204	77.4836	X	0	1	X	Y		
3079	3133	Spectrogram 1	1	351704.995533291	351705.297040829	770.95	1240.223	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.3015	78.2625	X	0	1	X	Y		
3080	3134	Spectrogram 1	1	351708.935559658	351709.186815939	117.318	1114.525	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.2513	82.2026	Y	1	0	X	B		
3081	3135	Spectrogram 1	1	351709.613951617	351709.965710411	75.419	1608.939	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.3518	82.8809	Y	2	0	X	B		
3082	3136	Spectrogram 1	1	351707.183047095	351707.716966693	67.039	259.777	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.5339	80.4501	Y	1	0	X	G		
3083	3137	Spectrogram 1	1	351707.779780763	351708.57123805	50.279	318.436	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.7915	81.0468	Y	1	0	X	G		
3084	3138	Spectrogram 1	1	351741.044192462	351743.117056784	67.039	553.073	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	2.0729	114.3112	Y	1	0	X	G		
3085	3139	Spectrogram 1	1	351876.491092462	351877.012449246	720.67	1751.397	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.5214	249.7581	X	0	1	X	Y		
3086	3140	Spectrogram 1	1	351880.628269352	351881.130781915	997.207	1357.542	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.5025	253.8953	X	0	1	X	Y		
3087	3141	Spectrogram 1	1	351883.443247633	351883.91435316	846.369	1139.665	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.4711	256.7102	X	0	1	X	Y		
3088	3142	Spectrogram 1	1	351886.58395115	351887.036212457	846.369	1332.402	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.4523	259.8509	X	0	1	X	Y		
3089	3143	Spectrogram 1	1	351892.371555276	351893.313766332	821.229	1399.441	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.9422	265.6386	X	0	1	X	Y		
3090	3144	Spectrogram 1	1	351898.60678554	351899.222363429	888.268	2061.453	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.6156	271.8738	X	0	1	X	Y		
3091	3145	Spectrogram 1	1	351900.811559409	351901.458544334	879.888	1382.682	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.647	274.0786	X	0	1	X	Y		
3092	3146	Spectrogram 1	1	351902.756832504	351903.158842554	745.81	1298.883	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.402	276.0238	X	0	1	X	Y		
3093	3147	Spectrogram 1	1	351904.69150587	351905.055827478	837.989	1365.922	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.3643	277.9585	X	0	1	X	Y		
3094	3148	Spectrogram 1	1	351907.438521696	351907.871938782	905.028	1357.542	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.4334	280.7055	X	0	1	X	Y		
3095	3149	Spectrogram 1	1	351909.574200088	351910.158370942	854.749	1240.223	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.5842	282.8412	X	0	1	X	Y		
3096	3150	Spectrogram 1	1	351911.634501596	351911.936009133	896.648	1500.0	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.3015	284.9015	X	0	1	X	Y		
3097	3151	Spectrogram 1	1	351917.428230151	351917.9181799	955.307	1458.101	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521200849.wav	67145740.220521200849.wav	0.4899	290.6952	X	0	1	X	Y		
3098	3152	Spectrogram 1	1	352020.24412473	352020.577039302	821.229	1189.944	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201349.wav	67145740.220521201349.wav	0.3329	93.5066	X	0	1	X	Y		
3099	3153	Spectrogram 1	1	352029.234562799	352029.523507522	770.95	1231.844	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201349.wav	67145740.220521201349.wav	0.2889	102.4971	X	0	1	X	Y		
3100	3154	Spectrogram 1	1	352101.263978895	352101.496390955	779.33	1265.363	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201349.wav	67145740.220521201349.wav	0.2324	174.5265	X	0	1	X	Y		
3101	3155	Spectrogram 1	1	352346.307684673	352346.628036432	821.229	1391.061	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.3204	119.5602	X	0	1	X	Y		
3102	3156	Spectrogram 1	1	352391.344034673	352391.582728141	796.089	1131.285	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.2387	164.5965	X	0	1	X	Y		
3103	3157	Spectrogram 1	1	352394.503582412	352394.735994472	712.291	1039.106	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.2324	167.7561	X	0	1	X	Y		
3104	3158	Spectrogram 1	1	352444.59798593	352445.307784925	486.034	2128.492	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.7098	217.8505	X	0	2	X	Y		
3105	3159	Spectrogram 1	1	352454.227536975	352454.880803307	695.531	2229.05	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.6533	227.48	X	0	1	Y	Y		
3106	3160	Spectrogram 1	1	352455.238843508	352455.841858584	695.531	1541.899	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.603	228.4913	X	0	1	Y	Y		
3107	3161	Spectrogram 1	1	352458.586833458	352459.422260594	377.095	1525.14	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.8354	231.8393	X	0	1	Y	Y		
3108	3162	Spectrogram 1	1	352455.948642503	352456.149647528	117.318	1013.966	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.201	229.2011	Y	1	0	Y	B		
3109	3164	Spectrogram 1	1	352456.752662604	352456.890853558	92.179	603.352	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.1382	230.0052	Y	1	0	Y	B		
3110	3165	Spectrogram 1	1	352457.478874613	352457.723849487	318.436	2145.251	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.245	230.7314	X	0	1	Y	Y		
3111	3166	Spectrogram 1	1	352460.78494699	352461.281178145	527.933	1005.587	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.4962	234.0374	X	0	1	Y	Y		
3112	3167	Spectrogram 1	1	352462.009821362	352462.506052517	502.793	1139.665	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.4962	235.2623	X	0	1	Y	Y		
3113	3168	Spectrogram 1	1	352500.52066356	352500.98548768	494.413	1508.38	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.4648	273.7732	X	0	1	X	Y		
3114	3169	Spectrogram 1	1	352503.428955017	352503.686492705	779.33	1240.223	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.2575	276.6815	X	0	1	X	Y		
3115	3170	Spectrogram 1	1	352506.066849622	352506.30554309	100.559	594.972	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521201849.wav	67145740.220521201849.wav	0.2387	279.3194	Y	1	0	X	B		
3116	3171	Spectrogram 1	1	352542.214461578	352542.471999267	125.698	1081.006	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.2575	15.3853	X	0	1	X	Y		
3117	3172	Spectrogram 1	1	352554.129076067	352554.512241896	997.207	1340.782	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.3832	27.2999	X	0	1	X	Y		
3118	3173	Spectrogram 1	1	352592.110960302	352592.544377387	829.609	1240.223	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.4334	65.2818	X	0	1	X	Y		
3119	3174	Spectrogram 1	1	352601.597811055	352602.326454271	812.849	1315.642	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.7286	74.7686	X	0	1	X	Y		
3120	3175	Spectrogram 1	1	352609.977435678	352611.057837688	712.291	1474.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	1.0804	83.1483	X	0	1	X	Y		
3121	3176	Spectrogram 1	1	352617.210246231	352617.518035176	888.268	1215.084	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.3078	90.3811	X	0	1	Y	Y		
3122	3177	Spectrogram 1	1	352622.137496785	352622.526944022	594.972	1164.804	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.3894	95.3083	X	0	1	Y	Y		
3123	3178	Spectrogram 1	1	352630.133020603	352630.566437688	821.229	1449.721	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.4334	103.3039	X	0	1	X	Y		
3124	3179	Spectrogram 1	1	352649.741749801	352651.37491563	125.698	1491.62	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	1.6332	122.9126	Y	4	3	X	BY		
3125	3180	Spectrogram 1	1	352651.563357841	352652.405066384	134.078	1550.279	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.8417	124.7342	Y	2	3	X	BY		
3126	3181	Spectrogram 1	1	352653.02692568	352653.5796895	150.838	1340.782	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.5528	126.1978	Y	1	1	X	BY		
3127	3182	Spectrogram 1	1	352665.491846231	352666.15139397	1005.587	1189.944	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.6595	138.6627	X	0	1	X	Y		
3128	3183	Spectrogram 1	1	352672.170653266	352672.447035176	896.648	1340.782	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.2764	145.3415	X	0	1	X	Y		
3129	3184	Spectrogram 1	1	352679.624189447	352680.095294975	888.268	1533.52	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.4711	152.795	X	0	1	X	Y		
3130	3185	Spectrogram 1	1	352682.193284925	352682.632983417	888.268	1466.48	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.4397	155.3641	X	0	1	X	Y		
3131	3186	Spectrogram 1	1	352683.499817588	352683.839013568	829.609	1650.838	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.3392	156.6706	X	0	1	X	Y		
3132	3187	Spectrogram 1	1	352684.561375377	352684.774943216	1013.966	1659.218	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.2136	157.7322	X	0	1	X	Y		
3133	3188	Spectrogram 1	1	352687.865581632	352688.776385652	829.609	1458.101	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.9108	161.0364	X	0	1	X	Y		
3134	3189	Spectrogram 1	1	352747.879230151	352748.117923618	544.693	1801.676	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	0.2387	221.0501	X	0	1	X	Y		
3135	3190	Spectrogram 1	1	352797.319993216	352798.387832412	1013.966	1407.821	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521202349.wav	67145740.220521202349.wav	1.0678	270.4908	X	0	3	X	Y		
3136	3191	Spectrogram 1	1	353128.903563192	353129.280447614	67.039	519.553	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203349.wav	67145740.220521203349.wav	0.3769	2.0784	Y	1	0	X	G		
3137	3192	Spectrogram 1	1	353129.864618468	353130.467633544	50.279	393.855	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203349.wav	67145740.220521203349.wav	0.603	3.0394	Y	1	0	X	G		
3138	3193	Spectrogram 1	1	353342.361918389	353342.569204822	402.235	729.05	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203349.wav	67145740.220521203349.wav	0.2073	215.5368	X	0	1	X	Y		
3139	3194	Spectrogram 1	1	353446.450643122	353447.15416071	92.179	1324.022	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.7035	19.57	Y	1	1	X	BY	GROAN	
3140	3195	Spectrogram 1	1	353448.948745629	353449.218846132	594.972	1231.844	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2701	22.0681	X	0	1	X	Y		
3141	3196	Spectrogram 1	1	353449.369599901	353449.865831057	83.799	846.369	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.4962	22.4889	Y	1	0	X	G		
3142	3197	Spectrogram 1	1	353450.073117489	353450.336936584	83.799	938.547	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2638	23.1924	Y	1	0	X	G		
3143	3198	Spectrogram 1	1	353450.418594876	353451.310554675	41.899	586.592	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.892	23.5379	Y	1	0	X	G		
3144	3199	Spectrogram 1	1	353451.461308444	353451.926132564	125.698	636.872	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.4648	24.5806	Y	2	0	X	B		
3145	3200	Spectrogram 1	1	353452.658037997	353452.921857093	75.419	1265.363	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2638	25.7774	Y	1	0	X	B		
