Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
478	Spectrogram 1	1	101136.497800000	101136.736500000	1181.818	1598.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	X	0	1	X	Y		
479	Spectrogram 1	1	101142.920000000	101143.183800000	1250.000	1530.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	X	0	1	X	Y		
480	Spectrogram 1	1	101147.989300000	101148.196500000	1492.500	1755.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	X	0	1	X	Y		
481	Spectrogram 1	1	101197.911900000	101198.244800000	487.500	877.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	X	0	1	X	Y		
482	Spectrogram 1	1	101200.311400000	101200.581500000	892.500	1230.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	X	0	1	X	Y		
483	Spectrogram 1	1	101209.708900000	101209.916100000	847.500	1192.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	X	0	1	X	Y		
484	Spectrogram 1	1	102000.868300000	102001.100700000	1147.500	1440.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518224705.wav	X	0	1	X	Y		
485	Spectrogram 1	1	102004.838100000	102005.076800000	1222.500	1492.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518224705.wav	X	0	1	X	Y		
486	Spectrogram 1	1	102008.506500000	102008.707500000	1125.000	1455.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518224705.wav	X	0	1	X	Y		
487	Spectrogram 1	1	102012.995500000	102013.227900000	1012.500	1320.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518225205.wav	X	0	1	Y	Y		
488	Spectrogram 1	1	102026.852000000	102027.568100000	45.000	442.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518225205.wav	Y	1	0	X	G		
489	Spectrogram 1	1	102046.488200000	102046.733200000	967.500	1275.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518225205.wav	X	0	1	X	Y		
490	Spectrogram 1	1	102055.259900000	102055.523700000	1095.000	1440.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518225205.wav	X	0	1	Y	Y		
491	Spectrogram 1	1	102734.880700000	102735.213600000	105.000	2002.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	Y	1	0	X	B		
492	Spectrogram 1	1	102742.875500000	102743.101600000	262.500	900.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
493	Spectrogram 1	1	102753.738700000	102754.034000000	472.500	915.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
494	Spectrogram 1	1	102757.662300000	102757.857000000	525.000	1410.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
495	Spectrogram 1	1	102762.832700000	102763.184500000	630.000	1785.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
496	Spectrogram 1	1	102773.713000000	102774.096200000	705.000	1245.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
497	Spectrogram 1	1	102779.638500000	102780.141000000	30.000	1552.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	Y	1	1	X	BY		
498	Spectrogram 1	1	102843.704700000	102843.912000000	562.500	1095.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
499	Spectrogram 1	1	102844.816500000	102845.049000000	585.000	1177.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
500	Spectrogram 1	1	102858.791300000	102859.030000000	945.000	1312.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
501	Spectrogram 1	1	102877.169400000	102877.458400000	810.000	1237.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
502	Spectrogram 1	1	102879.757400000	102880.756100000	697.500	1170.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230205.wav	X	0	1	X	Y		
503	Spectrogram 1	1	102995.003000000	102995.361100000	817.500	1192.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230705.wav	X	0	1	X	Y		
504	Spectrogram 1	1	102995.712800000	102996.221600000	772.500	1237.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518230705.wav	X	0	1	X	Y		
505	Spectrogram 1	1	103968.302400000	103968.748300000	667.500	2025.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232205.wav	X	0	1	X	Y		
506	Spectrogram 1	1	104019.343600000	104019.839900000	705.000	1170.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232205.wav	X	0	1	X	Y		
507	Spectrogram 1	1	104017.176600000	104017.390100000	847.500	1155.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232205.wav	X	0	1	X	Y		
508	Spectrogram 1	1	104023.755700000	104025.219300000	0.000	1342.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232205.wav	Y	1	3	X	BY		
509	Spectrogram 1	1	104251.064200000	104251.698700000	795.000	2025.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232705.wav	X	0	1	X	Y		
510	Spectrogram 1	1	104254.798800000	104255.100300000	855.000	1785.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232705.wav	X	0	1	X	Y		
511	Spectrogram 1	1	104256.300000000	104256.739700000	412.500	1387.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232705.wav	X	0	1	X	Y		
512	Spectrogram 1	1	104262.115000000	104262.397700000	862.500	1537.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232705.wav	X	0	1	X	Y		
513	Spectrogram 1	1	104264.344900000	104264.696700000	772.500	1072.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232705.wav	X	0	1	X	Y		
514	Spectrogram 1	1	104265.796000000	104266.267100000	442.500	1702.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232705.wav	X	0	2	X	Y		
515	Spectrogram 1	1	104270.539000000	104270.947300000	982.500	1605.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518232705.wav	X	0	1	X	Y		
516	Spectrogram 1	1	104848.044300000	104848.402400000	810.000	1530.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518233705.wav	X	0	1	Y	Y		
517	Spectrogram 1	1	104851.260400000	104851.706400000	832.500	1410.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518233705.wav	X	0	1	Y	Y		
518	Spectrogram 1	1	104853.440400000	104854.684100000	0.000	1590.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518233705.wav	Y	1	2	Y	BY		
519	Spectrogram 1	1	104888.848900000	104890.651600000	0.000	2535.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518233705.wav	X	2	3	Y	BY	DISORTED	
520	Spectrogram 1	1	104891.287100000	104891.676600000	0.000	1807.500	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518233705.wav	Y	1	1	Y	BY	OVERLAP BUT CLEAR	
521	Spectrogram 1	1	105196.508600000	105197.249800000	718.519	1370.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234205.wav	X	0	2	X	Y		
522	Spectrogram 1	1	105197.274900000	105197.632900000	37.037	1733.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234205.wav	Y	1	0	X	B		
523	Spectrogram 1	1	105200.925800000	105203.262500000	0.000	1955.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234205.wav	Y	4	3	X	BY		
524	Spectrogram 1	1	105203.783900000	105203.997400000	948.148	1525.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234205.wav	X	0	1	X	Y		
525	Spectrogram 1	1	105370.262800000	105370.545400000	859.259	1555.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	X	Y		
526	Spectrogram 1	1	105372.674800000	105373.007700000	1059.259	1548.148	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	X	Y		
527	Spectrogram 1	1	105377.015300000	105377.316800000	992.593	1511.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	X	Y		
528	Spectrogram 1	1	105387.941900000	105388.758500000	37.037	488.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	Y	1	0	X	G		
529	Spectrogram 1	1	105459.344600000	105459.652400000	851.852	1325.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	Y	Y		
530	Spectrogram 1	1	105461.970300000	105462.378600000	1162.963	1577.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	Y	Y		
531	Spectrogram 1	1	105471.832000000	105472.164900000	896.296	1466.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	Y	Y		
532	Spectrogram 1	1	105473.666200000	105474.124700000	629.630	1725.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	Y	Y		
533	Spectrogram 1	1	105474.620900000	105475.180000000	622.222	1540.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	Y	Y		
534	Spectrogram 1	1	105475.713900000	105476.235200000	770.370	1585.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	Y	Y		
535	Spectrogram 1	1	105481.936200000	105482.394800000	674.074	1755.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	X	Y		
536	Spectrogram 1	1	105486.999600000	105487.433000000	696.296	1348.148	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	X	Y		
537	Spectrogram 1	1	105511.412300000	105511.676100000	822.222	1437.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	X	Y		
538	Spectrogram 1	1	105529.533100000	105529.746700000	659.259	1362.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	X	0	1	X	Y		
539	Spectrogram 1	1	105530.802000000	105531.442700000	29.630	1259.259	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518234705.wav	Y	2	2	X	BY		
540	Spectrogram 1	1	105670.826700000	105671.134500000	1014.815	1644.444	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518235205.wav	X	0	1	X	Y		
541	Spectrogram 1	1	105673.458600000	105673.703600000	807.407	1474.074	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518235205.wav	X	0	1	Y	Y		
542	Spectrogram 1	1	106502.112600000	106502.564900000	800.000	1155.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519000205.wav	X	0	1	X	Y		
543	Spectrogram 1	1	106504.851300000	106505.134000000	622.222	1088.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519000205.wav	X	0	1	X	Y		
544	Spectrogram 1	1	106507.106300000	106507.407800000	703.704	1066.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519000205.wav	X	0	1	X	Y		
545	Spectrogram 1	1	106510.204300000	106510.763400000	718.519	1207.407	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519000705.wav	X	0	1	y	Y		
546	Spectrogram 1	1	106513.219400000	106513.866400000	733.333	1214.815	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519000705.wav	X	0	1	X	Y		
547	Spectrogram 1	1	106529.925800000	106530.164400000	1177.778	1348.148	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519000705.wav	X	0	1	X	Y		
548	Spectrogram 1	1	106704.801100000	106705.046100000	762.963	1333.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519000705.wav	X	0	1	X	Y		
549	Spectrogram 1	1	107277.346800000	107277.610600000	1348.148	2044.444	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519001705.wav	X	0	1	X	Y		
550	Spectrogram 1	1	107330.178600000	107330.995100000	577.778	1881.481	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519001705.wav	X	0	1	X	Y		
551	Spectrogram 1	1	107332.936100000	107333.451200000	377.778	1829.630	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519001705.wav	X	0	1	X	Y		
552	Spectrogram 1	1	107337.690600000	107337.948100000	1496.296	1948.148	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519001705.wav	X	0	1	X	Y		
553	Spectrogram 1	1	107338.281000000	107338.896600000	570.370	1696.296	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519001705.wav	X	0	1	X	Y		
554	Spectrogram 1	1	107339.631500000	107341.000900000	392.593	1977.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519001705.wav	X	0	1	X	Y		
555	Spectrogram 1	1	107342.640300000	107343.871500000	377.778	2237.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519001705.wav	X	0	1	X	Y		
556	Spectrogram 1	1	107356.373300000	107357.158400000	474.074	2429.630	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519001705.wav	X	0	1	X	Y		
557	Spectrogram 1	1	107413.911400000	107415.023200000	511.111	1962.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002205.wav	X	0	1	X	Y		
558	Spectrogram 1	1	107416.905600000	107417.653100000	548.148	2111.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002205.wav	X	0	1	X	Y		
559	Spectrogram 1	1	107422.177200000	107423.182200000	518.519	2192.593	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002205.wav	X	0	1	X	Y		
560	Spectrogram 1	1	107424.193500000	107424.771400000	385.185	1570.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002205.wav	X	0	1	X	Y		
561	Spectrogram 1	1	107426.925900000	107428.226200000	548.148	2362.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002205.wav	X	0	1	Y	Y		
562	Spectrogram 1	1	107755.109800000	107755.643700000	1162.963	1585.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
563	Spectrogram 1	1	107757.339700000	107757.672600000	933.333	1577.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
564	Spectrogram 1	1	107764.677200000	107765.255100000	1007.407	1600.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
565	Spectrogram 1	1	107767.491100000	107769.055100000	125.926	2325.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
566	Spectrogram 1	1	107775.500000000	107775.851700000	1111.111	1555.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
567	Spectrogram 1	1	107776.015000000	107776.335400000	1281.481	1511.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
568	Spectrogram 1	1	107787.140200000	107787.554800000	1177.778	1585.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
569	Spectrogram 1	1	107790.192000000	107790.393000000	14.815	681.481	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	Y	B		
570	Spectrogram 1	1	107794.688100000	107795.033600000	740.741	1311.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	Y	Y		
571	Spectrogram 1	1	107796.644900000	107797.229100000	44.444	614.815	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	X	G		
572	Spectrogram 1	1	107797.310700000	107797.492900000	22.222	918.519	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	X	B		
573	Spectrogram 1	1	107897.963500000	107898.346700000	666.667	1066.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
574	Spectrogram 1	1	107900.947200000	107901.324100000	659.259	1088.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
575	Spectrogram 1	1	107904.204000000	107904.995400000	703.704	1118.519	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
576	Spectrogram 1	1	107907.307000000	107907.457800000	637.037	851.852	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
577	Spectrogram 1	1	107910.680100000	107911.069600000	592.593	940.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
578	Spectrogram 1	1	107917.674900000	107917.976400000	674.074	955.556	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
579	Spectrogram 1	1	107920.624400000	107920.825400000	725.926	1051.852	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
580	Spectrogram 1	1	107932.003900000	107932.248900000	0.000	437.037	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	X	B		
581	Spectrogram 1	1	107933.272700000	107933.461200000	637.037	962.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
582	Spectrogram 1	1	107933.932300000	107935.226300000	0.000	466.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	X	G		
583	Spectrogram 1	1	107938.471200000	107938.684700000	585.185	881.481	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
584	Spectrogram 1	1	107949.195100000	107949.471500000	7.407	1162.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	Y	B		
585	Spectrogram 1	1	107950.407400000	107950.683800000	0.000	488.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	Y	B		
586	Spectrogram 1	1	107949.842100000	107949.999200000	622.222	925.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	Y	Y		
587	Spectrogram 1	1	107950.796900000	107951.016700000	562.963	940.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	Y	Y		
588	Spectrogram 1	1	107951.462700000	107952.511700000	0.000	370.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	1	Y	BY		
589	Spectrogram 1	1	107964.277500000	107964.629300000	0.000	318.519	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	Y	G		
590	Spectrogram 1	1	107967.955000000	107968.294200000	66.667	377.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	Y	G		
591	Spectrogram 1	1	107977.885700000	107978.520100000	14.815	414.815	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	X	G		
592	Spectrogram 1	1	107986.240700000	107986.529700000	1088.889	1429.630	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
593	Spectrogram 1	1	107987.878900000	107988.193000000	1229.630	1562.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
594	Spectrogram 1	1	107989.348800000	107990.234400000	14.815	325.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	Y	1	0	X	G		
595	Spectrogram 1	1	107990.177900000	107990.642700000	1474.074	1800.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
596	Spectrogram 1	1	107998.448100000	107998.806100000	874.074	1185.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
597	Spectrogram 1	1	108001.073700000	108001.394100000	918.519	1200.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519002705.wav	X	0	1	X	Y		
598	Spectrogram 1	1	108163.786100000	108164.131600000	44.444	1140.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	X	1	1	Y	BY		
599	Spectrogram 1	1	108164.558700000	108164.753400000	59.259	651.852	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	X	1	0	Y	B		
600	Spectrogram 1	1	108165.186900000	108165.387900000	51.852	607.407	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	0	X	B		
601	Spectrogram 1	1	108165.777300000	108166.009700000	0.000	933.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	0	X	B		
602	Spectrogram 1	1	108166.217000000	108166.719500000	51.852	1266.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	1	X	BY		
603	Spectrogram 1	1	108168.245900000	108168.402900000	533.333	1207.407	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	0	X	B		
604	Spectrogram 1	1	108169.081300000	108169.225800000	570.370	1088.889	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	0	X	B		
605	Spectrogram 1	1	108169.433100000	108169.671800000	22.222	1266.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	0	X	B		
606	Spectrogram 1	1	108170.212000000	108170.488400000	0.000	1459.259	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	0	X	B		
607	Spectrogram 1	1	108171.875700000	108175.330500000	0.000	1385.185	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	8	6	X	BY		
608	Spectrogram 1	1	108176.430700000	108177.335200000	37.037	1562.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	2	2	X	BY		
609	Spectrogram 1	1	108195.956100000	108202.162100000	74.074	2251.852	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	11	9	X	BY		
610	Spectrogram 1	1	108232.226400000	108232.502800000	822.222	1496.296	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	0	X	B		
611	Spectrogram 1	1	108240.660000000	108242.356000000	0.000	2481.481	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	3	4	X	BY		
612	Spectrogram 1	1	108242.720300000	108245.729100000	29.630	2281.481	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	5	4	X	BY		
613	Spectrogram 1	1	108263.815500000	108264.770300000	29.630	2014.815	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	2	X	BY	GOOD	
614	Spectrogram 1	1	108265.040400000	108265.561700000	0.000	1600.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	1	X	BY	GOOD	
615	Spectrogram 1	1	108265.800400000	108266.648400000	66.667	1822.222	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	1	1	X	BY	GOOD	
616	Spectrogram 1	1	108266.849400000	108267.477600000	59.259	1911.111	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519003205.wav	Y	2	1	X	BY	GOOD	
617	Spectrogram 1	1	108736.061700000	108736.526600000	651.852	1207.407	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004205.wav	X	0	1	X	Y		
618	Spectrogram 1	1	108774.127400000	108774.799500000	755.556	1540.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004205.wav	X	0	1	Y	Y		
619	Spectrogram 1	1	108890.156500000	108890.633900000	59.259	377.778	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004205.wav	X	1	0	Y	G		
620	Spectrogram 1	1	108917.126500000	108917.459400000	7.407	370.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004705.wav	Y	1	0	X	G		
621	Spectrogram 1	1	109000.965600000	109001.198000000	0.000	659.259	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004705.wav	Y	1	0	X	B	FAINT	
622	Spectrogram 1	1	109002.071100000	109002.391500000	22.222	570.370	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004705.wav	Y	1	0	X	G	FAINT	
623	Spectrogram 1	1	109002.642700000	109003.007000000	29.630	562.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004705.wav	Y	1	0	X	G	FAINT	
624	Spectrogram 1	1	109050.760700000	109051.030800000	51.852	762.963	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004705.wav	Y	1	0	Y	B		
625	Spectrogram 1	1	109052.274500000	109052.569700000	22.222	651.852	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004705.wav	Y	1	0	Y	B		
626	Spectrogram 1	1	109114.563700000	109114.752200000	696.296	1125.926	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519004705.wav	X	0	1	X	Y		
627	Spectrogram 1	1	109300.284400000	109300.636100000	585.185	1074.074	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519005205.wav	X	0	1	Y	Y		
628	Spectrogram 1	1	109385.369200000	109386.179500000	540.741	1733.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519005205.wav	X	0	2	X	Y		
629	Spectrogram 1	1	109754.261300000	109754.587900000	940.741	1718.519	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519005705.wav	X	0	1	X	Y		
630	Spectrogram 1	1	109926.893800000	109929.211600000	0.000	400.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519010205.wav	Y	1	0	Y	G		
631	Spectrogram 1	1	110215.952700000	110216.511700000	859.259	1444.444	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519010705.wav	X	0	1	X	Y		
632	Spectrogram 1	1	110219.683800000	110220.456400000	755.556	1518.519	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519010705.wav	X	0	1	X	Y		
633	Spectrogram 1	1	110309.964500000	110311.201900000	0.000	474.074	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519010705.wav	Y	1	0	X	G		
