	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Begin File	Begin Path	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	BILL CHECK
1923	1933	Spectrogram 1	1	130156.296455766	130156.685903003	1075.188	1796.992	0.3894	67145740.220516231335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231335.wav	250.6321	X	0	1	X	Y		
1924	1934	Spectrogram 1	1	130157.307762299	130157.420827626	984.962	1639.098	0.1131	67145740.220516231335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231335.wav	251.6434	X	0	1	X	Y		
1925	1935	Spectrogram 1	1	130158.086656771	130158.249973354	1127.82	1676.692	0.1633	67145740.220516231335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231335.wav	252.4223	X	0	1	X	Y		
1926	1936	Spectrogram 1	1	130160.336913389	130163.40852143	1007.519	1593.985	3.0716	67145740.220516231335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231335.wav	254.6726	X	0	5	X	Y		
1927	1937	Spectrogram 1	1	130213.5221694	130213.710611611	1127.82	1421.053	0.1884	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	7.8247	X	0	1	X	Y		
1928	1938	Spectrogram 1	1	130214.313626687	130214.502068898	1082.707	1496.241	0.1884	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	8.6161	X	0	1	X	Y		
1929	1939	Spectrogram 1	1	130215.130209601	130215.331214626	1127.82	1563.91	0.201	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	9.4327	X	0	1	X	Y		
1930	1940	Spectrogram 1	1	130257.378649431	130257.655031341	962.406	1548.872	0.2764	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	51.6811	X	0	1	X	Y		
1931	1941	Spectrogram 1	1	130259.018096668	130259.231664507	1067.669	1586.466	0.2136	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	53.3206	X	0	1	X	Y		
1932	1942	Spectrogram 1	1	130260.30578511	130270.467666658	992.481	1586.466	10.1619	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	54.6083	X	0	13	X	Y		
1933	1943	Spectrogram 1	1	130290.440317752	130290.666448406	812.03	1451.128	0.2261	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	84.7428	X	0	1	X	Y		
1934	1944	Spectrogram 1	1	130291.947855441	130292.22423735	984.962	1601.504	0.2764	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	86.2504	X	0	1	X	Y		
1935	1945	Spectrogram 1	1	130293.153885591	130305.619222948	887.218	1631.579	12.4653	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	87.4564	X	0	16	X	Y		
1936	1946	Spectrogram 1	1	130324.328144221	130324.805531156	729.323	1436.09	0.4774	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	118.6306	X	0	1	X	Y		
1937	1947	Spectrogram 1	1	130325.929903015	130326.225129146	751.88	1488.722	0.2952	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	120.2324	X	0	1	X	Y		
1938	1948	Spectrogram 1	1	130327.135933166	130327.399752261	699.248	1601.504	0.2638	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	121.4384	X	0	1	X	Y		
1939	1949	Spectrogram 1	1	130328.096988442	130328.417340201	699.248	1571.429	0.3204	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	122.3995	X	0	1	X	Y		
1940	1950	Spectrogram 1	1	130329.083169347	130329.334425628	721.805	1624.06	0.2513	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	123.3857	X	0	1	X	Y		
1941	1951	Spectrogram 1	1	130329.893305412	130341.024635852	796.992	1511.278	11.1313	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	124.1958	X	0	15	X	Y		
1942	1952	Spectrogram 1	1	130474.959219942	130475.15394356	879.699	1601.504	0.1947	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	269.2617	X	0	1	X	Y		
1943	1953	Spectrogram 1	1	130477.032084263	130477.321028987	812.03	1556.391	0.2889	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	271.3346	X	0	1	X	Y		
1944	1954	Spectrogram 1	1	130478.671531499	130478.998164665	526.316	1533.835	0.3266	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	272.974	X	0	1	X	Y		
1945	1955	Spectrogram 1	1	130479.894365866	130494.91857885	774.436	1511.278	15.0242	67145740.220516231835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516231835.wav	274.1969	X	0	19	X	Y		
1946	1956	Spectrogram 1	1	130520.680672892	130521.120371384	864.662	1556.391	0.4397	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	14.907	X	0	1	X	Y		
1947	1957	Spectrogram 1	1	130522.225899022	130522.521125153	736.842	1571.429	0.2952	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	16.4522	X	0	1	X	Y		
1948	1958	Spectrogram 1	1	130523.475899022	130523.764843746	954.887	1631.579	0.2889	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	17.7022	X	0	1	X	Y		
1949	1959	Spectrogram 1	1	130524.621156054	130537.842610881	796.992	1616.541	13.2215	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	18.8475	X	0	17	X	Y		
1950	1960	Spectrogram 1	1	130576.69409348	130576.976756796	872.18	1548.872	0.2827	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	70.9204	X	0	1	X	Y		
1951	1961	Spectrogram 1	1	130578.245601017	130578.503138706	834.586	1616.541	0.2575	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	72.4719	X	0	1	X	Y		
1952	1962	Spectrogram 1	1	130579.518306764	130589.357487928	774.436	1616.541	9.8392	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	73.7446	X	0	12	X	Y		
1953	1963	Spectrogram 1	1	130631.836384862	130632.100203957	917.293	1503.759	0.2638	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	126.0627	X	0	1	X	Y		
1954	1964	Spectrogram 1	1	130633.28110848	130633.494676319	909.774	1518.797	0.2136	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	127.5074	X	0	1	X	Y		
1955	1965	Spectrogram 1	1	130634.556234108	130648.889798107	819.549	1578.947	14.3336	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	128.7826	X	0	19	X	Y		
1956	1966	Spectrogram 1	1	130690.192468316	130697.805533642	903.797	1534.177	7.6131	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	184.4188	X	0	11	X	Y		
1957	1967	Spectrogram 1	1	130748.751297618	130749.052805156	949.367	1518.987	0.3015	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	242.9776	X	0	1	X	Y		
1958	1968	Spectrogram 1	1	130750.440996111	130750.598031287	1002.532	1443.038	0.157	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	244.6673	X	0	1	X	Y		
1959	1969	Spectrogram 1	1	130751.552805156	130751.760091588	1025.316	1496.203	0.2073	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	245.7791	X	0	1	X	Y		
1960	1970	Spectrogram 1	1	130752.589237317	130752.783960935	1010.127	1473.418	0.1947	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	246.8156	X	0	1	X	Y		
1961	1971	Spectrogram 1	1	130753.562855407	130753.763860432	1048.101	1496.203	0.201	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	247.7892	X	0	1	X	Y		
1962	1972	Spectrogram 1	1	130754.359687118	130763.94829389	843.038	1572.152	9.5886	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	248.586	X	0	13	X	Y		
1963	1973	Spectrogram 1	1	130789.565332373	130789.829151468	1025.316	1518.987	0.2638	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	283.7917	X	0	1	X	Y		
1964	1974	Spectrogram 1	1	130790.953523327	130791.104277096	1108.861	1496.203	0.1508	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	285.1799	X	0	1	X	Y		
1965	1975	Spectrogram 1	1	130793.894129749	130805.132397945	759.494	1617.722	11.2383	67145740.220516232335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232335.wav	288.1205	X	0	17	X	Y		
1966	1976	Spectrogram 1	1	130935.126023773	130935.490345381	584.81	1541.772	0.3643	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	129.3834	X	0	1	X	Y		
1967	1977	Spectrogram 1	1	130936.589591613	130936.935069	736.709	1496.203	0.3455	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	130.8469	X	0	1	X	Y		
1968	1978	Spectrogram 1	1	130937.975208848	130938.188776687	865.823	1518.987	0.2136	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	132.2325	X	0	1	X	Y		
1969	1979	Spectrogram 1	1	130939.055610858	130953.390458886	691.139	1549.367	14.3348	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	133.3129	X	0	19	X	Y		
1970	1980	Spectrogram 1	1	130991.666783425	131004.390714574	759.494	1693.671	12.7239	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	185.9241	X	0	15	Y	Y		
1971	1981	Spectrogram 1	1	131037.824499893	131038.113444616	858.228	1427.848	0.2889	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	232.0818	X	0	1	X	Y		
1972	1982	Spectrogram 1	1	131041.036339839	131043.184581045	615.19	1572.152	2.1482	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	235.2937	X	0	3	X	Y		
1973	1983	Spectrogram 1	1	131044.529258946	131048.097098142	759.494	1526.582	3.5678	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	238.7866	X	0	5	X	Y		
1974	1984	Spectrogram 1	1	131050.062348481	131053.303554511	683.544	1556.962	3.2412	67145740.220516232835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516232835.wav	244.3197	X	0	5	X	Y		
1975	1985	Spectrogram 1	1	131111.158030499	131111.34647271	911.392	1594.937	0.1884	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	5.3514	X	0	1	X	Y		
1976	1986	Spectrogram 1	1	131112.433156128	131112.803759143	972.152	1587.342	0.3706	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	6.6265	X	0	1	X	Y		
1977	1987	Spectrogram 1	1	131114.757276731	131115.021095826	918.987	1488.608	0.2638	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	8.9506	X	0	1	X	Y		
1978	1988	Spectrogram 1	1	131115.850241555	131116.11406065	1086.076	1602.532	0.2638	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	10.0436	X	0	1	X	Y		
1979	1989	Spectrogram 1	1	131116.72934219	131122.539643698	911.392	1564.557	5.8103	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	10.9227	X	0	8	X	Y		
1980	1990	Spectrogram 1	1	131171.506493551	131171.82684531	903.797	1450.633	0.3204	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	65.6998	X	0	1	X	Y		
1981	1991	Spectrogram 1	1	131173.058001089	131173.315538778	941.772	1625.316	0.2575	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	67.2513	X	0	1	X	Y		
1982	1992	Spectrogram 1	1	131174.418041563	131186.26106849	972.152	1708.861	11.843	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	68.6114	X	0	15	X	Y		
1983	1993	Spectrogram 1	1	131245.602351779	131245.954110573	949.367	1617.722	0.3518	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	139.7957	X	0	1	X	Y		
1984	1994	Spectrogram 1	1	131247.585384572	131257.351608733	729.114	1602.532	9.7662	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	141.7787	X	0	13	X	Y		
1985	1995	Spectrogram 1	1	131400.92396276	131401.307128589	736.709	1450.633	0.3832	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	295.1173	X	0	1	X	Y		
1986	1996	Spectrogram 1	1	131402.456626077	131402.739289393	820.253	1526.582	0.2827	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	296.65	X	0	1	X	Y		
1987	1997	Spectrogram 1	1	131403.794565775	131404.039540649	835.443	1617.722	0.245	67145740.220516233335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233335.wav	297.9879	X	0	1	X	Y		
1988	1998	Spectrogram 1	1	131406.003129913	131418.426158495	668.354	1572.152	12.423	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	0.2086	X	0	16	X	Y		
1989	1999	Spectrogram 1	1	131451.554445497	131452.031832432	706.329	1481.013	0.4774	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	45.7599	X	0	1	X	Y		
1990	2000	Spectrogram 1	1	131452.994483189	131453.226895249	1124.051	1556.962	0.2324	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	47.2	X	0	1	X	Y		
1991	2001	Spectrogram 1	1	131454.068603792	131454.407799772	1040.506	1640.506	0.3392	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	48.2741	X	0	1	X	Y		
1992	2002	Spectrogram 1	1	131455.105035952	131465.694427394	812.658	1587.342	10.5894	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	49.3105	X	0	14	X	Y		
1993	2003	Spectrogram 1	1	131507.046615582	131516.848790193	782.278	1503.797	9.8022	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	101.2521	X	0	14	X	Y		
1994	2004	Spectrogram 1	1	131555.637983996	131555.939491533	926.582	1397.468	0.3015	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	149.8435	X	0	1	X	Y		
1995	2005	Spectrogram 1	1	131556.982205101	131557.189491533	1002.532	1655.696	0.2073	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	151.1877	X	0	1	X	Y		
1996	2006	Spectrogram 1	1	131558.180672648	131564.499768125	873.418	1632.911	6.3191	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	152.3862	X	0	8	X	Y		
1997	2007	Spectrogram 1	1	131565.680293717	131571.126273617	736.709	1541.772	5.446	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	159.8858	X	0	8	X	Y		
1998	2008	Spectrogram 1	1	131619.09893364	131619.507225097	881.013	1549.367	0.4083	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	213.3044	X	0	1	X	Y		
1999	2009	Spectrogram 1	1	131620.549938665	131620.989637158	782.278	1617.722	0.4397	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	214.7554	X	0	1	X	Y		
2000	2010	Spectrogram 1	1	131621.918455335	131622.169711616	1063.291	1602.532	0.2513	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	216.124	X	0	1	X	Y		
2001	2011	Spectrogram 1	1	131623.1370483	131623.444837245	964.557	1503.797	0.3078	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	217.3426	X	0	1	X	Y		
2002	2012	Spectrogram 1	1	131624.055723545	131633.903605998	820.253	1632.911	9.8479	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	218.2612	X	0	13	X	Y		
2003	2013	Spectrogram 1	1	131660.218612034	131660.48243113	865.823	1458.228	0.2638	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	254.4241	X	0	1	X	Y		
2004	2014	Spectrogram 1	1	131661.7952452	131662.040220074	1025.316	1594.937	0.245	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	256.0007	X	0	1	X	Y		
2005	2015	Spectrogram 1	1	131662.97826193	131679.431479677	516.456	1579.747	16.4532	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	257.1838	X	0	20	X	Y		
2006	2016	Spectrogram 1	1	131705.111259872	131705.343671933	1002.532	1465.823	0.2324	67145740.220516233835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516233835.wav	299.3168	X	0	1	X	Y		
2007	2017	Spectrogram 1	1	131706.43035535	131706.713018666	903.797	1473.418	0.2827	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	0.56	X	0	1	X	Y		
2008	2018	Spectrogram 1	1	131707.888620967	131708.177565691	660.759	1443.038	0.2889	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	2.0183	X	0	1	X	Y		
2009	2019	Spectrogram 1	1	131709.071115308	131726.574290228	653.165	1594.937	17.5032	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	3.2008	X	0	24	X	Y		
2010	2020	Spectrogram 1	1	131874.708299314	131874.903022932	812.658	1367.089	0.1947	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	168.838	X	0	1	X	Y		
2011	2021	Spectrogram 1	1	131876.297495294	131876.492218912	896.203	1541.772	0.1947	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	170.4272	X	0	1	X	Y		
2012	2022	Spectrogram 1	1	131877.572923881	131890.826236876	622.785	1655.696	13.2533	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	171.7026	X	0	17	X	Y		
2013	2023	Spectrogram 1	1	131920.334392474	131920.604492977	881.013	1511.392	0.2701	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	214.4641	X	0	1	X	Y		
2014	2024	Spectrogram 1	1	131921.948714082	131922.275347248	926.582	1594.937	0.3266	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	216.0784	X	0	1	X	Y		
2015	2025	Spectrogram 1	1	131923.362030665	131923.638412575	949.367	1678.481	0.2764	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	217.4917	X	0	1	X	Y		
2016	2026	Spectrogram 1	1	131924.391345693	131932.700811474	820.253	1708.861	8.3095	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	218.521	X	0	11	X	Y		
2017	2027	Spectrogram 1	1	131979.448501	131979.781415573	881.013	1564.557	0.3329	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	273.5782	X	0	1	X	Y		
2018	2028	Spectrogram 1	1	131980.956038688	131981.37689296	1093.671	1724.051	0.4209	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	275.0857	X	0	1	X	Y		
2019	2029	Spectrogram 1	1	131982.250008537	131982.601767331	956.962	1579.747	0.3518	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	276.3797	X	0	1	X	Y		
2020	2030	Spectrogram 1	1	131983.270776113	131997.72443716	797.468	1693.671	14.4537	67145740.220516234335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234335.wav	277.4004	X	0	20	X	Y		
2021	2031	Spectrogram 1	1	132040.740110915	132041.079306895	888.608	1610.127	0.3392	67145740.220516234835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234835.wav	34.8566	X	0	1	X	Y		
2022	2032	Spectrogram 1	1	132042.611970212	132042.856945086	1055.696	1663.291	0.245	67145740.220516234835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234835.wav	36.7285	X	0	1	X	Y		
2023	2033	Spectrogram 1	1	132043.95195745	132057.062617731	911.392	1549.367	13.1107	67145740.220516234835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234835.wav	38.0685	X	0	17	X	Y		
2024	2034	Spectrogram 1	1	132090.581647293	132090.795215132	941.772	1549.367	0.2136	67145740.220516234835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234835.wav	84.6981	X	0	1	Y	Y	BS OVERLAP	
2025	2035	Spectrogram 1	1	132092.045215132	132104.10733816	873.418	1610.127	12.0621	67145740.220516234835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516234835.wav	86.1617	X	0	15	Y	Y	BS OVERLAP	
2026	2036	Spectrogram 1	1	132415.083179315	132415.390968259	812.658	1420.253	0.3078	67145740.220516235335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235335.wav	109.2017	X	0	1	X	Y		
2027	2037	Spectrogram 1	1	132416.571872782	132416.841973284	835.443	1503.797	0.2701	67145740.220516235335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235335.wav	110.6904	X	0	1	X	Y		
2028	2038	Spectrogram 1	1	132417.894824122	132427.85395699	683.544	1549.367	9.9591	67145740.220516235335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235335.wav	112.0133	X	0	12	X	Y		
2029	2039	Spectrogram 1	1	132475.488594111	132475.670754915	964.557	1405.063	0.1822	67145740.220516235335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235335.wav	169.6071	X	0	1	X	Y		
2030	2040	Spectrogram 1	1	132477.140604161	132477.310202151	1177.215	1572.152	0.1696	67145740.220516235335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235335.wav	171.2591	X	0	1	X	Y		
2031	2041	Spectrogram 1	1	132478.352915719	132478.641860443	1078.481	1579.747	0.2889	67145740.220516235335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235335.wav	172.4714	X	0	1	X	Y		
2032	2042	Spectrogram 1	1	132479.586640501	132488.82659025	706.329	1511.392	9.2399	67145740.220516235335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235335.wav	173.7051	X	0	12	X	Y		
2033	2043	Spectrogram 1	1	132636.640372413	132636.960724172	956.962	1587.342	0.3204	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	30.7087	X	0	1	X	Y		
2034	2044	Spectrogram 1	1	132638.348915127	132638.644141257	1116.456	1617.722	0.2952	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	32.4173	X	0	1	X	Y		
2035	2045	Spectrogram 1	1	132639.651812305	132647.145530898	1032.911	1640.506	7.4937	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	33.7201	X	0	9	X	Y		
2036	2046	Spectrogram 1	1	132746.67143535	132747.023194144	789.873	1602.532	0.3518	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	140.7398	X	0	1	X	Y		
2037	2047	Spectrogram 1	1	132748.455354948	132748.681485602	797.468	1556.962	0.2261	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	142.5237	X	0	1	X	Y		
2038	2048	Spectrogram 1	1	132749.749324798	132750.063395149	827.848	1458.228	0.3141	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	143.8177	X	0	1	X	Y		
2039	2049	Spectrogram 1	1	132750.762067311	132758.883926608	584.81	1564.557	8.1219	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	144.8304	X	0	10	X	Y		
2040	2050	Spectrogram 1	1	132810.750115147	132811.14584379	685.279	1454.315	0.3957	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	204.8184	X	0	1	X	Y		
2041	2051	Spectrogram 1	1	132812.301622684	132812.590567408	890.863	1560.914	0.2889	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	206.37	X	0	1	X	Y		
2042	2052	Spectrogram 1	1	132813.639562383	132813.928507106	860.406	1477.157	0.2889	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	207.7079	X	0	1	X	Y		
2043	2053	Spectrogram 1	1	132814.739100248	132827.303355961	616.751	1522.843	12.5643	67145740.220516235835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516235835.wav	208.8074	X	0	17	X	Y		
