Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	WH ID_NEW	WH Comment_NEW
659	Spectrogram 1	1	53975.92	53977.0554	1.135	3.92	187.9	971.9	DS3B__0__20181218_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181218_060355.wav	Y	bark		RS	2	1	No						
661	Spectrogram 1	1	54258.086	54259.1143	1.028	24.086	369.3	881.2	DS3B__0__20181218_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181218_140355.wav	X			RS	2	02-Jan	No						
662	Spectrogram 1	1	54262.242	54263.0775	0.836	28.242	829.4	1295.9	DS3B__0__20181218_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181218_140355.wav	X			RS	2	1	No						
663	Spectrogram 1	1	54739.924	54749.3071	9.383	243.924	90.7	848.8	DS3B__0__20181218_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav	Y	"bark, yelp"	faint	RS	3	series	No		faint				
673	Spectrogram 1	1	54996.375	54997.8532	1.478	238.375	83.9	722.6	DS3B__0__20181220_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181220_160355.wav	X			RS	2	1	No						
674	Spectrogram 1	1	54928.703	54937.58	8.877	170.703	64.5	735.5	DS3B__0__20181220_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181220_160355.wav	X	"bark, yelp"	"series, too faint (pixels)"	RS	3	series	No		faint				
676	Spectrogram 1	1	55246.541	55247.8692	1.328	226.541	103.2	1812.9	DS3B__0__20181221_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181221_020355.wav	X			RS	3	1	No						
678	Spectrogram 1	1	55435.036	55435.9144	0.878	153.036	141.9	767.7	DS3B__0__20181221_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav	X	bark	too faint	RS	3	1	No						
679	Spectrogram 1	1	55319.263	55324.9185	5.656	37.263	71	774.2	DS3B__0__20181221_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav	Y	bark		RS	3	series	No						
681	Spectrogram 1	1	55740.21	55741.6239	1.414	196.21	477.4	1387.1	DS3B__0__20181221_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181221_160355.wav	X			RS	3	1	No						
682	Spectrogram 1	1	55873.174	55882.6642	9.49	67.174	58.1	671	DS3B__0__20181221_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181221_220355.wav	X		very faint	RS	3	series	No		very faint				
683	Spectrogram 1	1	56063.64	56064.7968	1.157	257.64	180.6	1819.4	DS3B__0__20181221_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181221_220355.wav	Y	bark	"good one, bark"	RS	3	1	No		"good one, bark"				
684	Spectrogram 1	1	56287.924	56288.9094	0.985	219.924	116.1	1058.1	DS3B__0__20181222_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181222_040355.wav	Y	bark	faint	RS	2	1	No		sounds like a bark				
686	Spectrogram 1	1	56357.427	56359.3336	1.907	27.427	83.9	890.3	DS3B__0__20181222_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181222_080355.wav	X			RS	3	1	No						
689	Spectrogram 1	1	56724.982	56726.3102	1.328	132.982	77.4	561.3	DS3B__0__20181223_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181223_040355.wav	X			RS	2	1	No						
690	Spectrogram 1	1	57099.999	57104.2192	4.22	245.999	109.7	651.6	DS3B__0__20181223_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181223_060355.wav	Y	bark	faint	RS	3	series	No						
691	Spectrogram 1	1	57159.508	57160.4077	0.9	43.508	77.4	800	DS3B__0__20181223_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181223_220355.wav	Y	bark	faint	RS	3	1	No						
692	Spectrogram 1	1	57633.654	57634.5323	0.878	255.654	109.7	1109.7	DS3B__0__20181224_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181224_060355.wav	Y	bark	faint	RS	2	1	No						
693	Spectrogram 1	1	57744.829	57746.0929	1.264	104.829	96.8	619.4	DS3B__0__20181224_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181224_160355.wav	X			RS	3	02-Jan	No						
694	Spectrogram 1	1	58022.708	58023.5007	0.793	120.708	606.5	1109.7	DS3B__0__20181226_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181226_080355.wav	X			RS	3	1	No						
695	Spectrogram 1	1	58390.044	58393.5359	3.492	226.044	71	877.4	DS3B__0__20181227_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181227_120355.wav	X	growl	"good one, growl"	RS	3	1	No		"good one, growl"				
696	Spectrogram 1	1	58469.602	58470.8873	1.285	43.602	25.8	1212.9	DS3B__0__20181227_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181227_160355.wav	Y	bark		RS	3	1	No						
697	Spectrogram 1	1	58728.217	58731.6875	3.471	40.217	58.1	1116.1	DS3B__0__20181227_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181227_200355.wav	Y	bark		RS						RS	Only because I hear a bark in the middle (third or fourth signal)		
698	Spectrogram 1	1	58741.807	58742.364	0.557	53.807	393.5	754.8	DS3B__0__20181227_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181227_200355.wav	X	yelp	yelp	RS	3	1	No		yelp				
699	Spectrogram 1	1	58995.45	58996.3069	0.857	45.45	96.8	1109.7	DS3B__0__20181228_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181228_020355.wav	X	bark	bright bark	RS	2	1	No		bright bark				
702	Spectrogram 1	1	59223.705	59225.0975	1.393	11.705	141.6	630.9	DS3B__0__20181229_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181229_040355.wav	X			RS	3	1	No						
704	Spectrogram 1	1	59675.836	59677.764	1.928	201.836	257.5	598.7	DS3B__0__20181230_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181230_200355.wav	X		very faint	RS	2	03-Feb	No		very faint				
