Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
518	Spectrogram 1	1	38564.71884	38564.71884	1176.678	1176.678	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
519	Spectrogram 1	1	38569.10403	38569.10403	879.859	879.859	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
520	Spectrogram 1	1	38572.07128	38572.07128	996.466	996.466	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
521	Spectrogram 1	1	38575.25135	38575.25135	858.657	858.657	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
522	Spectrogram 1	1	38611.98982	38611.98982	1017.668	1017.668	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	BS										
523	Spectrogram 1	1	38684.85812	38684.85812	943.463	943.463	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
524	Spectrogram 1	1	38702.12296	38702.12296	296.82	296.82	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	BS										
525	Spectrogram 1	1	38712.45314	38712.45314	1314.488	1314.488	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035343.wav	RS	YELP									
526	Spectrogram 1	1	38720.02452	38720.02452	1293.286	1293.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035343.wav	RS	YELP									
527	Spectrogram 1	1	38731.90488	38731.90488	1219.081	1219.081	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035343.wav	RS	YELP									
528	Spectrogram 1	1	38770.13838	38770.13838	826.855	826.855	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035343.wav	RS	YELP									
529	Spectrogram 1	1	38783.14327	38783.14327	1961.131	1961.131	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035343.wav	BS										
530	Spectrogram 1	1	38928.87895	38928.87895	519.435	519.435	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035343.wav	BS										
531	Spectrogram 1	1	39090.38272	39090.38272	296.82	296.82	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035843.wav	BS										
532	Spectrogram 1	1	39145.97915	39145.97915	1409.894	1409.894	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035843.wav	BS										
533	Spectrogram 1	1	39193.54351	39193.54351	699.647	699.647	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035843.wav	BS										
534	Spectrogram 1	1	39282.65107	39282.65107	1494.7	1494.7	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514035843.wav	BS										
535	Spectrogram 1	1	39367.32615	39367.32615	689.046	689.046	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514040343.wav	BS										
536	Spectrogram 1	1	39416.4556	39416.4556	477.032	477.032	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514040343.wav	BS										
537	Spectrogram 1	1	39480.29251	39480.29251	2014.134	2014.134	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514040343.wav	BS										
538	Spectrogram 1	1	39634.59362	39634.59362	381.625	381.625	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514040843.wav	BS										
539	Spectrogram 1	1	39692.00472	39692.00472	1250.883	1250.883	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514040843.wav	BS										
540	Spectrogram 1	1	39770.26798	39770.26798	286.219	286.219	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514040843.wav	BS										
541	Spectrogram 1	1	39857.59064	39857.59064	869.258	869.258	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514040843.wav	BS										
542	Spectrogram 1	1	39904.68383	39904.68383	1420.495	1420.495	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514041343.wav	BS										
543	Spectrogram 1	1	39942.47766	39942.47766	2724.382	2724.382	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514041343.wav	BS										
544	Spectrogram 1	1	39966.87948	39966.87948	784.452	784.452	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514041343.wav	BS										
545	Spectrogram 1	1	40102.56962	40102.56962	477.032	477.032	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514041343.wav	BS										
546	Spectrogram 1	1	40133.11436	40133.11436	1113.074	1113.074	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514041343.wav	RS	YELP									
547	Spectrogram 1	1	41171.13241	41171.13241	1144.876	1144.876	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043344.wav	RS	YELP									
548	Spectrogram 1	1	41172.53897	41172.53897	1176.678	1176.678	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043344.wav	RS	YELP									
549	Spectrogram 1	1	41189.24679	41206.40479	381.625	2109.541	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043344.wav	Scratching			RS scratching							
550	Spectrogram 1	1	41437.49343	41437.49343	1409.894	1409.894	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
551	Spectrogram 1	1	41514.51041	41514.51041	985.866	985.866	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
552	Spectrogram 1	1	41515.98439	41515.98439	996.466	996.466	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
553	Spectrogram 1	1	41517.76667	41517.76667	1060.071	1060.071	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
554	Spectrogram 1	1	41524.95883	41524.95883	996.466	996.466	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
555	Spectrogram 1	1	41525.74881	41525.74881	1346.29	1346.29	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
556	Spectrogram 1	1	41526.96268	41526.96268	1134.276	1134.276	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
557	Spectrogram 1	1	41529.64091	41529.64091	1038.869	1038.869	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
558	Spectrogram 1	1	41530.97039	41530.97039	1388.693	1388.693	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
559	Spectrogram 1	1	41536.643	41536.643	1102.473	1102.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
560	Spectrogram 1	1	41537.7798	41537.7798	1335.689	1335.689	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
561	Spectrogram 1	1	41543.808	41543.808	1081.272	1081.272	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
562	Spectrogram 1	1	41613.59255	41613.59255	1007.067	1007.067	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514043844.wav	RS	YELP									
563	Spectrogram 1	1	41865.24697	41865.24697	1240.283	1240.283	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044344.wav	RS	YELP									
564	Spectrogram 1	1	41867.17375	41867.17375	1272.085	1272.085	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044344.wav	RS	YELP									
565	Spectrogram 1	1	41875.64985	41875.64985	1367.491	1367.491	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044344.wav	RS	YELP									
566	Spectrogram 1	1	41882.82711	41882.82711	1113.074	1113.074	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044344.wav	RS	YELP									
567	Spectrogram 1	1	41891.04921	41891.04921	954.064	954.064	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044344.wav	RS	YELP									
568	Spectrogram 1	1	41933.86668	41933.86668	1653.71	1653.71	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044344.wav	RS	YELP									
569	Spectrogram 1	1	41937.19038	41937.19038	1452.297	1452.297	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044344.wav	RS	YELP									
570	Spectrogram 1	1	42246.59569	42246.59569	1494.7	1494.7	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044844.wav	RS	YELP									
571	Spectrogram 1	1	42259.01384	42259.01384	1197.88	1197.88	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044844.wav	RS	YELP									
572	Spectrogram 1	1	42261.7017	42261.7017	1272.085	1272.085	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044844.wav	RS	YELP									
573	Spectrogram 1	1	42277.99352	42277.99352	286.219	286.219	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514044844.wav	RS	GROWL		RS growl							
574	Spectrogram 1	1	42330.91872	42330.91872	222.615	222.615	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514045344.wav	MAYBE RS			Maybe RS							
575	Spectrogram 1	1	42383.89647	42383.89647	190.813	190.813	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514045344.wav	BH			BH							
576	Spectrogram 1	1	42387.61516	42387.61516	201.413	201.413	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514045344.wav	BH			BH							
577	Spectrogram 1	1	43143.51197	43143.51197	201.413	201.413	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514050344.wav	UNKNOWN			Unknown							
581	Spectrogram 1	1	44300.85389	44314.17759	254.417	1727.915	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514052344.wav	Scratching			RS scratching							
582	Spectrogram 1	1	44640.28374	44640.28374	943.463	943.463	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514052844.wav	RS	YELP		RS yelp							
583	Spectrogram 1	1	44767.92518	44767.92518	1155.477	1155.477	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514053344.wav	RS	YELP									
584	Spectrogram 1	1	44810.31702	44810.31702	1007.067	1007.067	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514053344.wav	RS	YELP									
585	Spectrogram 1	1	44811.21298	44811.21298	1272.085	1272.085	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514053344.wav	RS	YELP									
586	Spectrogram 1	1	44960.82585	44960.82585	1007.067	1007.067	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514053344.wav	UNKNOWN			Unknown							
587	Spectrogram 1	1	45815.19351	45815.19351	578.571	578.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514054844.wav	RS	YELP		RS yelp							
588	Spectrogram 1	1	45816.31105	45816.31105	203.571	203.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514054844.wav	RS	GROWL		RS growl							
589	Spectrogram 1	1	46621.85931	46621.85931	150	150	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514060344.wav	BH			BH							
590	Spectrogram 1	1	47526.94426	47526.94426	889.286	889.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514061844.wav	RS	YELP		RS yelp							
591	Spectrogram 1	1	48819.82917	48819.82917	428.571	428.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514063844.wav	BS										
592	Spectrogram 1	1	48859.95266	48859.95266	1039.286	1039.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514063844.wav	BS										
593	Spectrogram 1	1	48901.1963	48901.1963	460.714	460.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514063844.wav	BS										
594	Spectrogram 1	1	48983.13009	48983.13009	2121.429	2121.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514064344.wav	BS										
595	Spectrogram 1	1	49138.2825	49138.2825	1992.857	1992.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514064344.wav	BS										
596	Spectrogram 1	1	49256.38723	49256.38723	1317.857	1317.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514064844.wav	BS										
597	Spectrogram 1	1	49432.75351	49432.75351	300	300	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514064844.wav	BS										
598	Spectrogram 1	1	49476.27338	49476.27338	1478.571	1478.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514064844.wav	BS										
599	Spectrogram 1	1	49511.74895	49511.74895	846.429	846.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065344.wav	BS										
600	Spectrogram 1	1	49549.56906	49549.56906	257.143	257.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065344.wav	BS										
601	Spectrogram 1	1	49652.21751	49652.21751	1617.857	1617.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065344.wav	BS										
602	Spectrogram 1	1	49799.73283	49799.73283	278.571	278.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065344.wav	BS										
603	Spectrogram 1	1	49815.5377	49815.5377	1285.714	1285.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065844.wav	RS	YELP									
604	Spectrogram 1	1	49819.69955	49819.69955	1371.429	1371.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065844.wav	RS	YELP									
605	Spectrogram 1	1	49865.23466	49865.23466	867.857	867.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065844.wav	BS										
606	Spectrogram 1	1	49878.68098	49878.68098	503.571	503.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065844.wav	BS										
607	Spectrogram 1	1	50034.18108	50034.18108	2089.286	2089.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514065844.wav	BS										
608	Spectrogram 1	1	50135.29423	50135.29423	1564.286	1564.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514070344.wav	BS										
609	Spectrogram 1	1	50195.35377	50195.35377	717.857	717.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514070344.wav	BS										
610	Spectrogram 1	1	50224.50688	50224.50688	352.313	352.313	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514070344.wav	BS										
611	Spectrogram 1	1	50234.08387	50234.08387	1185.053	1185.053	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514070344.wav	BS										
612	Spectrogram 1	1	50279.15743	50279.15743	1088.968	1088.968	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514070344.wav	BS										
613	Spectrogram 1	1	50323.20104	50323.20104	256.228	256.228	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514070344.wav	BS										
614	Spectrogram 1	1	50439.93251	50439.93251	2103.203	2103.203	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514070844.wav	BS										
615	Spectrogram 1	1	50615.49917	50615.49917	1238.434	1238.434	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514070844.wav	BS										
616	Spectrogram 1	1	50802.08264	50802.08264	811.388	811.388	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514071344.wav	BS										
617	Spectrogram 1	1	50908.81587	50908.81587	523.132	523.132	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514071344.wav	BS										
618	Spectrogram 1	1	50980.39757	50980.39757	2380.783	2380.783	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514071344.wav	BS										
619	Spectrogram 1	1	51061.61496	51061.61496	427.046	427.046	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514071844.wav	BS										
620	Spectrogram 1	1	51159.32909	51159.32909	1056.94	1056.94	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514071844.wav	BS										
621	Spectrogram 1	1	51220.06301	51220.06301	1462.633	1462.633	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514071844.wav	BS										
622	Spectrogram 1	1	51308.25184	51308.25184	1793.594	1793.594	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514072344.wav	BS										
623	Spectrogram 1	1	51394.0278	51394.0278	1195.73	1195.73	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514072344.wav	RS	YELP									
624	Spectrogram 1	1	51460.99751	51460.99751	448.399	448.399	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514072344.wav	BS										
625	Spectrogram 1	1	51637.13518	51637.13518	384.342	384.342	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514072844.wav	BS										
626	Spectrogram 1	1	51685.50528	51685.50528	1462.633	1462.633	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514072844.wav	BS										
627	Spectrogram 1	1	51724.48586	51724.48586	266.904	266.904	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514072844.wav	BS										
628	Spectrogram 1	1	51812.15445	51812.15445	1708.185	1708.185	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514072844.wav	BS										
629	Spectrogram 1	1	51978.87278	51978.87278	1590.747	1590.747	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514073344.wav	BS										
630	Spectrogram 1	1	52088.92009	52088.92009	523.132	523.132	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514073344.wav	BS										
631	Spectrogram 1	1	52205.96071	52205.96071	1185.053	1185.053	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514073844.wav	BS										
632	Spectrogram 1	1	52396.22434	52396.22434	341.637	341.637	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514073844.wav	BS										
633	Spectrogram 1	1	52444.56293	52444.56293	715.302	715.302	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514073844.wav	BS										
634	Spectrogram 1	1	52478.37357	52478.37357	1409.253	1409.253	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514073844.wav	BS										
635	Spectrogram 1	1	52526.18842	52526.18842	907.473	907.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514074344.wav	BS										
636	Spectrogram 1	1	52605.83283	52605.83283	416.37	416.37	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514074344.wav	BS										
637	Spectrogram 1	1	52709.19947	52709.19947	2039.146	2039.146	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514074344.wav	BS										
638	Spectrogram 1	1	52853.72039	52853.72039	779.359	779.359	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514074844.wav	BS										
639	Spectrogram 1	1	52909.39825	52909.39825	1729.537	1729.537	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514074844.wav	BS										
640	Spectrogram 1	1	52971.60707	52971.60707	459.075	459.075	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514074844.wav	BS										
641	Spectrogram 1	1	53072.58796	53072.58796	1622.776	1622.776	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514074844.wav	BS										
642	Spectrogram 1	1	53228.75369	53228.75369	1622.776	1622.776	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514075344.wav	BS										
643	Spectrogram 1	1	53365.01046	53365.01046	395.018	395.018	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514075344.wav	BS										
644	Spectrogram 1	1	53536.15165	53536.15165	1740.214	1740.214	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514075844.wav	BS										
645	Spectrogram 1	1	53610.95284	53610.95284	907.473	907.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514075844.wav	BS										
646	Spectrogram 1	1	53659.76698	53659.76698	277.58	277.58	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514075844.wav	BS										
647	Spectrogram 1	1	53694.79677	53694.79677	693.95	693.95	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514075844.wav	BS										
648	Spectrogram 1	1	53804.24413	53804.24413	1270.463	1270.463	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514080344.wav	BS										
649	Spectrogram 1	1	53868.70552	53868.70552	1750.89	1750.89	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514080344.wav	BS										
650	Spectrogram 1	1	53961.31368	53961.31368	373.665	373.665	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514080344.wav	BS										
651	Spectrogram 1	1	54020.86612	54020.86612	886.121	886.121	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514080844.wav	BS										
652	Spectrogram 1	1	54112.52142	54112.52142	1206.406	1206.406	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514080844.wav	BS										
653	Spectrogram 1	1	54269.45433	54269.45433	565.836	565.836	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514080844.wav	RS	YELP		RS yelp							
654	Spectrogram 1	1	54338.55837	54338.55837	1622.776	1622.776	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514081344.wav	BS										
655	Spectrogram 1	1	54408.42437	54408.42437	427.046	427.046	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514081344.wav	BS										
656	Spectrogram 1	1	54483.22732	54483.22732	864.769	864.769	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514081344.wav	BS										
657	Spectrogram 1	1	54530.06651	54530.06651	362.989	362.989	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514081344.wav	BS										
658	Spectrogram 1	1	54634.20997	54634.20997	416.37	416.37	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514081844.wav	BS										
659	Spectrogram 1	1	54691.09559	54691.09559	1985.765	1985.765	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514081844.wav	BS										
660	Spectrogram 1	1	54807.91728	54807.91728	1516.014	1516.014	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514081844.wav	BS										
661	Spectrogram 1	1	54932.31822	54932.31822	822.064	822.064	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514082344.wav	BS										
662	Spectrogram 1	1	55104.37638	55104.37638	1206.406	1206.406	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514082344.wav	BS										
663	Spectrogram 1	1	55236.84353	55236.84353	373.665	373.665	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514082844.wav	BS										
664	Spectrogram 1	1	55305.82497	55305.82497	576.512	576.512	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514082844.wav	BS										
665	Spectrogram 1	1	55452.88224	55452.88224	1580.071	1580.071	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514082844.wav	BS										
666	Spectrogram 1	1	55612.29984	55612.29984	683.274	683.274	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514083344.wav	BS										
667	Spectrogram 1	1	55663.37008	55663.37008	1366.548	1366.548	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514083344.wav	BS										
668	Spectrogram 1	1	55711.36797	55711.36797	266.904	266.904	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514083344.wav	BS										
669	Spectrogram 1	1	55760.02185	55760.02185	790.036	790.036	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514083344.wav	BS										
670	Spectrogram 1	1	55830.42208	55830.42208	1879.004	1879.004	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514083844.wav	BS										
671	Spectrogram 1	1	56000.01484	56000.01484	971.53	971.53	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514083844.wav	BS										
672	Spectrogram 1	1	56077.49689	56077.49689	1345.196	1345.196	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514083844.wav	BS										
673	Spectrogram 1	1	56140.33888	56140.33888	448.399	448.399	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514084344.wav	BS										
674	Spectrogram 1	1	56205.70759	56205.70759	725.979	725.979	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514084344.wav	BS										
675	Spectrogram 1	1	56382.67031	56382.67031	373.665	373.665	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514084344.wav	BS										
676	Spectrogram 1	1	56463.30525	56463.30525	811.388	811.388	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514084844.wav	BS										
677	Spectrogram 1	1	56513.20543	56513.20543	1676.157	1676.157	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514084844.wav	BS										
678	Spectrogram 1	1	56551.85756	56551.85756	427.046	427.046	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514084844.wav	BS										
679	Spectrogram 1	1	56641.78047	56641.78047	1419.929	1419.929	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514084844.wav	BS										
680	Spectrogram 1	1	56777.22538	56777.22538	1195.73	1195.73	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514085344.wav	BS										
681	Spectrogram 1	1	56905.79345	56905.79345	309.609	309.609	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514085344.wav	BS										
682	Spectrogram 1	1	56994.73809	56994.73809	448.399	448.399	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514085344.wav	BS										
683	Spectrogram 1	1	57041.19807	57041.19807	822.064	822.064	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514085844.wav	BS										
684	Spectrogram 1	1	57094.39038	57094.39038	768.683	768.683	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514085844.wav	BS										
685	Spectrogram 1	1	57187.35064	57187.35064	1782.918	1782.918	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514085844.wav	BS										
686	Spectrogram 1	1	57277.38653	57277.38653	1163.701	1163.701	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514085844.wav	BS										
687	Spectrogram 1	1	57405.31611	57405.31611	362.989	362.989	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514090344.wav	BS										
688	Spectrogram 1	1	57569.35974	57569.35974	298.932	298.932	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514090344.wav	BS										
689	Spectrogram 1	1	57629.95879	57629.95879	854.093	854.093	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514090844.wav	BS										
690	Spectrogram 1	1	57674.92638	57674.92638	1441.281	1441.281	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514090844.wav	BS										
691	Spectrogram 1	1	57712.12643	57712.12643	245.552	245.552	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514090844.wav	BS										
692	Spectrogram 1	1	57806.73231	57806.73231	523.132	523.132	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514090844.wav	BS										
693	Spectrogram 1	1	57880.4037	57880.4037	1238.434	1238.434	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514090844.wav	BS										
694	Spectrogram 1	1	57961.50633	57961.50633	1185.053	1185.053	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514091344.wav	RS	YELP		RS yelp							
