Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	Center Freq (Hz)	Peak Freq (Hz)	Delta Freq (Hz)	Species	Call type	Comments	WH	Quantity
614	Spectrogram 1	1	104229.040986786	104229.040986786	1163.701	1163.701	67653638.220515210053.wav	0.0000	1160.156	1160.156	0.000	RS	YELP		RS yelp	
615	Spectrogram 1	1	104233.231738231	104233.231738231	1153.025	1153.025	67653638.220515210053.wav	0.0000	1148.438	1148.438	0.000	RS	YELP			
616	Spectrogram 1	1	104240.722547844	104240.722547844	1110.320	1110.320	67653638.220515210053.wav	0.0000	1113.281	1113.281	0.000	RS	YELP		Yelp	
617	Spectrogram 1	1	104242.543357093	104242.543357093	896.797	896.797	67653638.220515210053.wav	0.0000	902.344	902.344	0.000	RS	YELP		Yelp	
618	Spectrogram 1	1	104243.998077709	104243.998077709	950.178	950.178	67653638.220515210053.wav	0.0000	949.219	949.219	0.000	RS	YELP		Yelp	
619	Spectrogram 1	1	104243.805399482	104243.805399482	277.580	277.580	67653638.220515210053.wav	0.0000	281.250	281.250	0.000	RS	BARK		Bark	
620	Spectrogram 1	1	104244.189889579	104244.324764338	40.956	122.867	67653638.220515210053.wav	0.1349	46.875	46.875	81.911	RS	BARK		Bark	
621	Spectrogram 1	1	104245.308289655	104245.308289655	448.399	448.399	67653638.220515210053.wav	0.0000	445.312	445.312	0.000	RS	GROWL		Growl	
622	Spectrogram 1	1	104242.697499675	104242.697499675	330.961	330.961	67653638.220515210053.wav	0.0000	328.125	328.125	0.000	RS	GROWL		RS growl	
623	Spectrogram 1	1	104246.079002565	104246.079002565	875.445	875.445	67653638.220515210053.wav	0.0000	878.906	878.906	0.000	RS	YELP		Yelp	
625	Spectrogram 1	1	105049.502548149	105049.502548149	747.331	747.331	67653638.220515211553.wav	0.0000	750.000	750.000	0.000	BS				
626	Spectrogram 1	1	105183.951650913	105183.951650913	309.609	309.609	67653638.220515211553.wav	0.0000	304.688	304.688	0.000	Unknown			Unknown	
627	Spectrogram 1	1	105273.191455187	105273.191455187	1035.587	1035.587	67653638.220515211553.wav	0.0000	1031.250	1031.250	0.000	BS				
628	Spectrogram 1	1	106435.914348989	106435.914348989	768.000	768.000	67653638.220515213553.wav	0.0000	773.438	773.438	0.000	BS			Yes	
629	Spectrogram 1	1	106642.069541660	106642.069541660	277.580	277.580	67653638.220515214053.wav	0.0000	281.250	281.250	0.000	Unknown			Unknown	
630	Spectrogram 1	1	110957.390085696	110957.390085696	564.000	564.000	67653638.220515225053.wav	0.0000	562.500	562.500	0.000	BS			Yes	
631	Spectrogram 1	1	112340.705028589	112340.705028589	320.285	320.285	67653638.220515231553.wav	0.0000	316.406	316.406	0.000	Unknown			Unknown	
632	Spectrogram 1	1	114648.227369505	114648.227369505	894.040	894.040	67653638.220515235553.wav	0.0000	890.625	890.625	0.000	RS	YELP		RS yelp	
633	Spectrogram 1	1	114659.505176744	114659.746024528	1066.667	1455.556	67653638.220515235553.wav	0.2408	1207.031	1207.031	388.889	RS	YELP			
634	Spectrogram 1	1	114663.512883873	114663.512883873	1195.730	1195.730	67653638.220515235553.wav	0.0000	1195.312	1195.312	0.000	RS	YELP			
635	Spectrogram 1	1	114680.297782153	114680.933620303	544.444	1477.778	67653638.220515235553.wav	0.6358	937.500	878.906	933.334	RS	YELP			
636	Spectrogram 1	1	114683.216857297	114683.216857297	1024.911	1024.911	67653638.220515235553.wav	0.0000	1019.531	1019.531	0.000	RS	YELP			
637	Spectrogram 1	1	121095.943253240	121095.943253240	192.171	192.171	67653638.220516014053.wav	0.0000	187.500	187.500	0.000	Unknown			Unknown	
638	Spectrogram 1	1	121577.898065103	121577.898065103	1110.320	1110.320	67653638.220516015053.wav	0.0000	1113.281	1113.281	0.000	BS				
639	Spectrogram 1	1	122085.910830970	122085.910830970	587.189	587.189	67653638.220516015553.wav	0.0000	585.938	585.938	0.000	BS				
640	Spectrogram 1	1	122280.669119650	122280.669119650	277.580	277.580	67653638.220516020053.wav	0.0000	281.250	281.250	0.000	Ice			Maybe ice moving	
641	Spectrogram 1	1	122604.661056752	122604.661056752	1164.000	1164.000	67653638.220516020553.wav	0.0000	1160.156	1160.156	0.000	BS			Yes	
642	Spectrogram 1	1	123584.331749203	123584.331749203	1088.968	1088.968	67653638.220516022053.wav	0.0000	1089.844	1089.844	0.000	BS				
643	Spectrogram 1	1	123708.882471701	123708.882471701	624.000	624.000	67653638.220516022553.wav	0.0000	621.094	621.094	0.000	BS			Yes	
644	Spectrogram 1	1	125843.185322562	125843.185322562	437.722	437.722	67653638.220516030053.wav	0.0000	433.594	433.594	0.000	Ice			Ice	
645	Spectrogram 1	1	127682.563494557	127682.563494557	373.665	373.665	67653638.220516033053.wav	0.0000	375.000	375.000	0.000	Unknown			Unknown	
646	Spectrogram 1	1	128244.030477538	128244.030477538	744.000	744.000	67653638.220516034053.wav	0.0000	738.281	738.281	0.000	Unknown			Unknown	
647	Spectrogram 1	1	128598.652128572	128598.652128572	420.000	420.000	67653638.220516034553.wav	0.0000	421.875	421.875	0.000	ICE			Ice	
648	Spectrogram 1	1	128893.445444261	128893.445444261	555.160	555.160	67653638.220516035053.wav	0.0000	550.781	550.781	0.000	BS			Yes	
649	Spectrogram 1	1	129277.622171429	129277.622171429	405.694	405.694	67653638.220516035553.wav	0.0000	410.156	410.156	0.000	ICE			Ice	
650	Spectrogram 1	1	129384.077774463	129384.077774463	437.722	437.722	67653638.220516040053.wav	0.0000	433.594	433.594	0.000	ICE			Ice	
651	Spectrogram 1	1	129640.981792377	129640.981792377	1078.292	1078.292	67653638.220516040553.wav	0.0000	1078.125	1078.125	0.000	BS				
653	Spectrogram 1	1	129856.927657950	129856.927657950	1104.000	1104.000	67653638.220516040553.wav	0.0000	1101.562	1101.562	0.000	RS	YELP		RS	
654	Spectrogram 1	1	129909.572616693	129909.572616693	437.722	437.722	67653638.220516041053.wav	0.0000	433.594	433.594	0.000	ICE			Ice	
655	Spectrogram 1	1	129947.981266561	129947.981266561	747.331	747.331	67653638.220516041053.wav	0.0000	750.000	750.000	0.000	BS				
656	Spectrogram 1	1	130156.836555519	130156.836555519	843.416	843.416	67653638.220516041053.wav	0.0000	843.750	843.750	0.000	BS				
657	Spectrogram 1	1	130256.829577278	130256.829577278	715.302	715.302	67653638.220516041553.wav	0.0000	714.844	714.844	0.000	BS				
658	Spectrogram 1	1	130253.987573425	130253.987573425	597.865	597.865	67653638.220516041553.wav	0.0000	597.656	597.656	0.000	ICE			Ice	
659	Spectrogram 1	1	130625.842527253	130625.842527253	272.727	272.727	67653638.220516042053.wav	0.0000	269.531	269.531	0.000	Unknown			Unknown	
660	Spectrogram 1	1	130902.518835668	130902.518835668	779.359	779.359	67653638.220516042553.wav	0.0000	785.156	785.156	0.000	BS				
661	Spectrogram 1	1	131034.654932535	131034.654932535	341.637	341.637	67653638.220516042553.wav	0.0000	339.844	339.844	0.000	RS	BARK		RS bark	
662	Spectrogram 1	1	131033.884219625	131033.884219625	330.961	330.961	67653638.220516042553.wav	0.0000	328.125	328.125	0.000	RS	BARK		RS bark	
663	Spectrogram 1	1	131038.264158853	131038.264158853	822.064	822.064	67653638.220516042553.wav	0.0000	820.312	820.312	0.000	RS	YELP		RS yelp	
664	Spectrogram 1	1	131041.828706059	131041.828706059	811.388	811.388	67653638.220516042553.wav	0.0000	808.594	808.594	0.000	RS	YELP		RS yelp	
665	Spectrogram 1	1	131043.114391733	131043.114391733	661.922	661.922	67653638.220516042553.wav	0.0000	656.250	656.250	0.000	RS	YELP		RS Yelp	
666	Spectrogram 1	1	131046.784911964	131046.784911964	886.121	886.121	67653638.220516042553.wav	0.0000	890.625	890.625	0.000	RS	YELP		RS yelp	
667	Spectrogram 1	1	131053.178320191	131053.178320191	875.445	875.445	67653638.220516042553.wav	0.0000	878.906	878.906	0.000	RS	YELP		RS Yelp	
668	Spectrogram 1	1	131057.982133041	131058.887720710	653.333	906.667	67653638.220516042553.wav	0.9056	808.594	820.312	253.334	RS	YELP		RS Yelp	
669	Spectrogram 1	1	131067.832356053	131067.832356053	747.331	747.331	67653638.220516042553.wav	0.0000	750.000	750.000	0.000	RS	YELP		RS Yelp	
670	Spectrogram 1	1	131080.043785526	131080.043785526	388.664	388.664	67653638.220516042553.wav	0.0000	386.719	386.719	0.000	ICE			Ice	
671	Spectrogram 1	1	131081.381146390	131081.381146390	416.370	416.370	67653638.220516042553.wav	0.0000	421.875	421.875	0.000	Unknown			Unknown	
672	Spectrogram 1	1	131092.738660094	131092.738660094	854.093	854.093	67653638.220516042553.wav	0.0000	855.469	855.469	0.000	RS	YELP		RS yelp	
673	Spectrogram 1	1	131108.267659329	131108.267659329	373.665	373.665	67653638.220516043053.wav	0.0000	375.000	375.000	0.000	Unknown			Unknown	
675	Spectrogram 1	1	131110.317930789	131110.317930789	288.256	288.256	67653638.220516043053.wav	0.0000	292.969	292.969	0.000	Unknown			Unknown	
676	Spectrogram 1	1	131110.944135028	131110.944135028	277.580	277.580	67653638.220516043053.wav	0.0000	281.250	281.250	0.000	Unknown			Unknown	
677	Spectrogram 1	1	131145.034164760	131145.034164760	939.502	939.502	67653638.220516043053.wav	0.0000	937.500	937.500	0.000	RS	YELP			
678	Spectrogram 1	1	131149.918557824	131149.918557824	1120.996	1120.996	67653638.220516043053.wav	0.0000	1125.000	1125.000	0.000	RS	YELP			
679	Spectrogram 1	1	131152.774575670	131153.159932125	573.333	1586.667	67653638.220516043053.wav	0.3854	820.312	750.000	1013.334	RS	YELP	GOOD		
680	Spectrogram 1	1	131154.269582790	131154.269582790	779.359	779.359	67653638.220516043053.wav	0.0000	785.156	785.156	0.000	RS	YELP		RS yelp	
681	Spectrogram 1	1	131154.597135776	131154.597135776	384.342	384.342	67653638.220516043053.wav	0.0000	386.719	386.719	0.000	RS	GROWL		RS growl	
682	Spectrogram 1	1	131156.629891075	131156.629891075	245.552	245.552	67653638.220516043053.wav	0.0000	246.094	246.094	0.000	RS	GROWL		RS growl	
683	Spectrogram 1	1	131159.799447915	131159.799447915	362.989	362.989	67653638.220516043053.wav	0.0000	363.281	363.281	0.000	RS	BARK		RS bark	
684	Spectrogram 1	1	131158.042575032	131158.042575032	277.580	277.580	67653638.220516043053.wav	0.0000	281.250	281.250	0.000	RS	Unknown		RS - unknown call	
685	Spectrogram 1	1	131343.115249664	131343.115249664	1129.555	1129.555	67653638.220516043053.wav	0.0000	1125.000	1125.000	0.000	BS			Yes	
686	Spectrogram 1	1	132238.479595348	132238.479595348	1129.555	1129.555	67653638.220516044553.wav	0.0000	1125.000	1125.000	0.000	BS			Yes	
687	Spectrogram 1	1	132299.816968027	132299.816968027	651.246	651.246	67653638.220516044553.wav	0.0000	656.250	656.250	0.000	BS			Yes	
688	Spectrogram 1	1	132552.685219417	132552.685219417	1080.972	1080.972	67653638.220516045053.wav	0.0000	1078.125	1078.125	0.000	BS			Yes	
690	Spectrogram 1	1	133261.266434327	133261.266434327	736.655	736.655	67653638.220516050553.wav	0.0000	738.281	738.281	0.000	BS			Yes	
691	Spectrogram 1	1	133652.016992722	133652.016992722	608.541	608.541	67653638.220516051053.wav	0.0000	609.375	609.375	0.000	BS			Yes	
693	Spectrogram 1	1	133971.625494202	133971.625494202	1003.559	1003.559	67653638.220516051553.wav	0.0000	1007.812	1007.812	0.000	BS				
694	Spectrogram 1	1	134029.585752207	134029.585752207	704.626	704.626	67653638.220516051553.wav	0.0000	703.125	703.125	0.000	BS			Yes	
695	Spectrogram 1	1	134221.501145437	134221.501145437	779.359	779.359	67653638.220516052053.wav	0.0000	785.156	785.156	0.000	BS				
696	Spectrogram 1	1	134696.657045099	134696.657045099	1067.616	1067.616	67653638.220516052553.wav	0.0000	1066.406	1066.406	0.000	BS				
698	Spectrogram 1	1	135056.502024292	135056.502024292	790.036	790.036	67653638.220516053553.wav	0.0000	785.156	785.156	0.000	BS				
699	Spectrogram 1	1	135274.466633831	135274.466633831	1035.587	1035.587	67653638.220516053553.wav	0.0000	1031.250	1031.250	0.000	BS				
700	Spectrogram 1	1	135496.574709350	135496.574709350	854.093	854.093	67653638.220516054053.wav	0.0000	855.469	855.469	0.000	BS				
701	Spectrogram 1	1	135653.880723991	135653.880723991	640.569	640.569	67653638.220516054553.wav	0.0000	644.531	644.531	0.000	BS				
702	Spectrogram 1	1	135857.585393148	135857.585393148	683.274	683.274	67653638.220516054553.wav	0.0000	679.688	679.688	0.000	BS				
703	Spectrogram 1	1	135946.262054875	135946.262054875	672.598	672.598	67653638.220516055053.wav	0.0000	667.969	667.969	0.000	BS				
705	Spectrogram 1	1	136185.380969134	136185.380969134	1035.587	1035.587	67653638.220516055053.wav	0.0000	1031.250	1031.250	0.000	BS				
706	Spectrogram 1	1	136284.889652242	136284.889652242	747.331	747.331	67653638.220516055553.wav	0.0000	750.000	750.000	0.000	BS				
707	Spectrogram 1	1	136349.948331002	136349.948331002	1099.644	1099.644	67653638.220516055553.wav	0.0000	1101.562	1101.562	0.000	BS				
708	Spectrogram 1	1	136532.331417006	136532.331417006	587.189	587.189	67653638.220516060053.wav	0.0000	585.938	585.938	0.000	BS				
709	Spectrogram 1	1	136572.491689969	136572.491689969	790.036	790.036	67653638.220516060053.wav	0.0000	785.156	785.156	0.000	BS				
710	Spectrogram 1	1	136714.577865792	136714.577865792	982.206	982.206	67653638.220516060053.wav	0.0000	984.375	984.375	0.000	BS				
711	Spectrogram 1	1	136885.290770887	136885.290770887	811.388	811.388	67653638.220516060553.wav	0.0000	808.594	808.594	0.000	BS				
712	Spectrogram 1	1	136902.244713348	136902.244713348	565.836	565.836	67653638.220516060553.wav	0.0000	562.500	562.500	0.000	BS				
713	Spectrogram 1	1	136937.634434138	136937.634434138	1003.559	1003.559	67653638.220516060553.wav	0.0000	1007.812	1007.812	0.000	BS				
714	Spectrogram 1	1	137033.088987023	137033.088987023	1024.911	1024.911	67653638.220516060553.wav	0.0000	1019.531	1019.531	0.000	BS				
715	Spectrogram 1	1	137145.106857300	137145.106857300	864.769	864.769	67653638.220516061054.wav	0.0000	867.188	867.188	0.000	BS				
716	Spectrogram 1	1	137196.939927867	137196.939927867	544.484	544.484	67653638.220516061054.wav	0.0000	539.062	539.062	0.000	BS				
717	Spectrogram 1	1	137282.101066812	137282.101066812	555.160	555.160	67653638.220516061054.wav	0.0000	550.781	550.781	0.000	BS				
718	Spectrogram 1	1	137331.009814983	137331.009814983	960.854	960.854	67653638.220516061054.wav	0.0000	960.938	960.938	0.000	BS				
719	Spectrogram 1	1	137496.372403505	137496.372403505	1014.235	1014.235	67653638.220516061554.wav	0.0000	1019.531	1019.531	0.000	BS				
720	Spectrogram 1	1	137550.406385946	137550.406385946	736.655	736.655	67653638.220516061554.wav	0.0000	738.281	738.281	0.000	BS				
721	Spectrogram 1	1	137575.274132574	137575.274132574	950.178	950.178	67653638.220516061554.wav	0.0000	949.219	949.219	0.000	BS				
722	Spectrogram 1	1	137646.893492447	137646.893492447	736.655	736.655	67653638.220516061554.wav	0.0000	738.281	738.281	0.000	BS				
723	Spectrogram 1	1	137697.389222363	137697.389222363	1067.616	1067.616	67653638.220516061554.wav	0.0000	1066.406	1066.406	0.000	BS				
724	Spectrogram 1	1	137841.961815818	137841.961815818	779.359	779.359	67653638.220516062054.wav	0.0000	785.156	785.156	0.000	BS				
725	Spectrogram 1	1	137900.605183356	137900.605183356	523.132	523.132	67653638.220516062054.wav	0.0000	527.344	527.344	0.000	BS			Yes	
726	Spectrogram 1	1	137943.301799613	137943.301799613	736.655	736.655	67653638.220516062054.wav	0.0000	738.281	738.281	0.000	BS				
727	Spectrogram 1	1	138068.215984808	138068.215984808	715.302	715.302	67653638.220516062554.wav	0.0000	714.844	714.844	0.000	BS				
728	Spectrogram 1	1	138213.744952185	138213.744952185	1024.911	1024.911	67653638.220516062554.wav	0.0000	1019.531	1019.531	0.000	BS				
729	Spectrogram 1	1	138389.704857770	138389.704857770	811.388	811.388	67653638.220516063054.wav	0.0000	808.594	808.594	0.000	BS				
730	Spectrogram 1	1	138488.088101233	138488.088101233	1131.673	1131.673	67653638.220516063054.wav	0.0000	1136.719	1136.719	0.000	BS				
731	Spectrogram 1	1	138544.667185802	138544.667185802	533.808	533.808	67653638.220516063054.wav	0.0000	539.062	539.062	0.000	BS				
732	Spectrogram 1	1	138654.909804311	138654.909804311	1099.644	1099.644	67653638.220516063554.wav	0.0000	1101.562	1101.562	0.000	BS				
733	Spectrogram 1	1	138816.041340622	138816.041340622	768.683	768.683	67653638.220516063554.wav	0.0000	773.438	773.438	0.000	BS				
734	Spectrogram 1	1	138840.159398269	138840.159398269	608.541	608.541	67653638.220516063554.wav	0.0000	609.375	609.375	0.000	BS				
735	Spectrogram 1	1	138974.488530938	138974.488530938	1056.940	1056.940	67653638.220516064054.wav	0.0000	1054.688	1054.688	0.000	BS				
736	Spectrogram 1	1	139157.578381883	139157.578381883	1782.918	1782.918	67653638.220516064054.wav	0.0000	1781.250	1781.250	0.000	BS				
737	Spectrogram 1	1	139259.273086463	139259.273086463	501.779	501.779	67653638.220516064554.wav	0.0000	503.906	503.906	0.000	BS			Yes	
738	Spectrogram 1	1	139362.213172663	139362.213172663	1067.616	1067.616	67653638.220516064554.wav	0.0000	1066.406	1066.406	0.000	BS				
739	Spectrogram 1	1	139564.506927601	139564.506927601	640.569	640.569	67653638.220516065054.wav	0.0000	644.531	644.531	0.000	BS				
740	Spectrogram 1	1	139608.640741560	139608.640741560	1120.996	1120.996	67653638.220516065054.wav	0.0000	1125.000	1125.000	0.000	BS				
741	Spectrogram 1	1	139654.868636436	139654.868636436	725.979	725.979	67653638.220516065054.wav	0.0000	726.562	726.562	0.000	BS				
742	Spectrogram 1	1	139721.405673148	139721.405673148	939.502	939.502	67653638.220516065054.wav	0.0000	937.500	937.500	0.000	BS				
743	Spectrogram 1	1	139884.764411395	139884.764411395	1067.616	1067.616	67653638.220516065554.wav	0.0000	1066.406	1066.406	0.000	BS				
744	Spectrogram 1	1	139968.764229104	139968.764229104	555.160	555.160	67653638.220516065554.wav	0.0000	550.781	550.781	0.000	BS				
745	Spectrogram 1	1	140067.711515724	140067.711515724	640.569	640.569	67653638.220516065554.wav	0.0000	644.531	644.531	0.000	BS				
746	Spectrogram 1	1	140151.905775450	140151.905775450	651.246	651.246	67653638.220516070054.wav	0.0000	656.250	656.250	0.000	BS				
747	Spectrogram 1	1	140316.135035323	140316.135035323	1046.263	1046.263	67653638.220516070054.wav	0.0000	1042.969	1042.969	0.000	BS				
748	Spectrogram 1	1	140470.701530651	140470.701530651	1035.587	1035.587	67653638.220516070554.wav	0.0000	1031.250	1031.250	0.000	BS				
749	Spectrogram 1	1	140997.726409261	140997.726409261	768.683	768.683	67653638.220516071054.wav	0.0000	773.438	773.438	0.000	BS				
750	Spectrogram 1	1	141278.776487977	141278.776487977	758.007	758.007	67653638.220516071554.wav	0.0000	761.719	761.719	0.000	BS				
751	Spectrogram 1	1	141404.987748863	141404.987748863	1088.968	1088.968	67653638.220516072054.wav	0.0000	1089.844	1089.844	0.000	BS				
752	Spectrogram 1	1	141578.705533066	141578.705533066	1067.616	1067.616	67653638.220516072054.wav	0.0000	1066.406	1066.406	0.000	BS				
753	Spectrogram 1	1	141659.151346629	141659.151346629	555.160	555.160	67653638.220516072554.wav	0.0000	550.781	550.781	0.000	BS				
754	Spectrogram 1	1	141772.447900778	141772.447900778	1238.434	1238.434	67653638.220516072554.wav	0.0000	1242.188	1242.188	0.000	BS				
755	Spectrogram 1	1	141981.467867469	141981.467867469	918.149	918.149	67653638.220516073054.wav	0.0000	914.062	914.062	0.000	BS				
756	Spectrogram 1	1	142035.434400002	142035.434400002	661.922	661.922	67653638.220516073054.wav	0.0000	656.250	656.250	0.000	BS				
757	Spectrogram 1	1	142146.349614659	142146.349614659	512.456	512.456	67653638.220516073054.wav	0.0000	515.625	515.625	0.000	BS				
758	Spectrogram 1	1	142261.569459712	142261.569459712	1035.587	1035.587	67653638.220516073554.wav	0.0000	1031.250	1031.250	0.000	BS				
759	Spectrogram 1	1	142403.979678270	142403.979678270	758.007	758.007	67653638.220516073554.wav	0.0000	761.719	761.719	0.000	BS				
760	Spectrogram 1	1	142435.793471704	142435.793471704	1056.940	1056.940	67653638.220516073554.wav	0.0000	1054.688	1054.688	0.000	BS				
761	Spectrogram 1	1	142466.953939069	142466.953939069	1046.263	1046.263	67653638.220516073554.wav	0.0000	1042.969	1042.969	0.000	BS				
762	Spectrogram 1	1	142678.025052473	142678.025052473	758.007	758.007	67653638.220516074054.wav	0.0000	761.719	761.719	0.000	BS				
763	Spectrogram 1	1	142738.307058062	142738.307058062	992.883	992.883	67653638.220516074054.wav	0.0000	996.094	996.094	0.000	BS				
764	Spectrogram 1	1	142889.499919696	142889.499919696	1035.587	1035.587	67653638.220516074554.wav	0.0000	1031.250	1031.250	0.000	BS				
765	Spectrogram 1	1	143027.075661614	143027.075661614	555.160	555.160	67653638.220516074554.wav	0.0000	550.781	550.781	0.000	BS			Yes	
766	Spectrogram 1	1	143136.627265419	143136.627265419	555.160	555.160	67653638.220516075054.wav	0.0000	550.781	550.781	0.000	BS				
768	Spectrogram 1	1	143335.937995563	143335.937995563	715.302	715.302	67653638.220516075054.wav	0.0000	714.844	714.844	0.000	BS				
769	Spectrogram 1	1	143440.873190128	143440.873190128	1035.587	1035.587	67653638.220516075554.wav	0.0000	1031.250	1031.250	0.000	BS				
770	Spectrogram 1	1	143612.277095314	143612.277095314	1046.263	1046.263	67653638.220516075554.wav	0.0000	1042.969	1042.969	0.000	BS				
771	Spectrogram 1	1	143746.497642880	143746.497642880	971.530	971.530	67653638.220516080054.wav	0.0000	972.656	972.656	0.000	BS				
772	Spectrogram 1	1	144087.406734994	144087.406734994	597.865	597.865	67653638.220516080554.wav	0.0000	597.656	597.656	0.000	BS				
773	Spectrogram 1	1	144151.146438355	144151.146438355	533.808	533.808	67653638.220516080554.wav	0.0000	539.062	539.062	0.000	BS			Yes	
774	Spectrogram 1	1	150311.578221517	150311.578221517	661.922	661.922	67653638.220516095054.wav	0.0000	656.250	656.250	0.000	BS				
775	Spectrogram 1	1	150892.531092795	150892.531092795	238.267	238.267	67653638.220516095554.wav	0.0000	234.375	234.375	0.000	Unknown			Unknown	
776	Spectrogram 1	1	150893.253636148	150893.253636148	266.904	266.904	67653638.220516095554.wav	0.0000	269.531	269.531	0.000	Unknown			Unknown	
777	Spectrogram 1	1	152812.784211755	152812.784211755	693.950	693.950	67653638.220516103054.wav	0.0000	691.406	691.406	0.000	BS				
778	Spectrogram 1	1	153008.335096534	153008.335096534	1120.996	1120.996	67653638.220516103054.wav	0.0000	1125.000	1125.000	0.000	BS				
779	Spectrogram 1	1	153367.899813930	153367.899813930	1067.616	1067.616	67653638.220516104054.wav	0.0000	1066.406	1066.406	0.000	BS				
780	Spectrogram 1	1	153574.519182139	153574.519182139	1056.940	1056.940	67653638.220516104054.wav	0.0000	1054.688	1054.688	0.000	BS				
781	Spectrogram 1	1	153960.338948281	153960.338948281	747.331	747.331	67653638.220516105054.wav	0.0000	750.000	750.000	0.000	BS				
782	Spectrogram 1	1	154032.102822775	154032.102822775	1035.587	1035.587	67653638.220516105054.wav	0.0000	1031.250	1031.250	0.000	BS				
783	Spectrogram 1	1	154177.075670995	154177.075670995	640.569	640.569	67653638.220516105054.wav	0.0000	644.531	644.531	0.000	BS				
784	Spectrogram 1	1	154247.200918410	154247.200918410	533.808	533.808	67653638.220516105554.wav	0.0000	539.062	539.062	0.000	BS			Yes	
785	Spectrogram 1	1	157908.778251493	157908.778251493	790.036	790.036	67653638.220516115554.wav	0.0000	785.156	785.156	0.000	BS				
786	Spectrogram 1	1	157979.279210478	157979.279210478	768.683	768.683	67653638.220516115554.wav	0.0000	773.438	773.438	0.000	BS				
787	Spectrogram 1	1	158045.622711032	158045.622711032	982.206	982.206	67653638.220516115554.wav	0.0000	984.375	984.375	0.000	BS				
788	Spectrogram 1	1	158216.786654485	158216.786654485	1078.292	1078.292	67653638.220516120054.wav	0.0000	1078.125	1078.125	0.000	BS				
789	Spectrogram 1	1	158442.219313114	158442.219313114	1046.263	1046.263	67653638.220516120554.wav	0.0000	1042.969	1042.969	0.000	BS				
790	Spectrogram 1	1	158614.062013330	158614.062013330	661.922	661.922	67653638.220516120554.wav	0.0000	656.250	656.250	0.000	BS				
791	Spectrogram 1	1	158891.549316538	158891.549316538	1046.263	1046.263	67653638.220516121054.wav	0.0000	1042.969	1042.969	0.000	BS				
792	Spectrogram 1	1	159059.856376305	159059.856376305	1046.263	1046.263	67653638.220516121554.wav	0.0000	1042.969	1042.969	0.000	BS				
793	Spectrogram 1	1	159181.064986425	159181.064986425	544.484	544.484	67653638.220516121554.wav	0.0000	539.062	539.062	0.000	BS				
794	Spectrogram 1	1	159233.020673235	159233.020673235	1654.804	1654.804	67653638.220516121554.wav	0.0000	1652.344	1652.344	0.000	BS			Yes	
799	Spectrogram 1	1	159406.504642461	159406.504642461	683.274	683.274	67653638.220516122054.wav	0.0000	679.688	679.688	0.000	BS				
800	Spectrogram 1	1	159501.440707709	159501.440707709	1056.940	1056.940	67653638.220516122054.wav	0.0000	1054.688	1054.688	0.000	BS				
801	Spectrogram 1	1	159650.401129801	159650.401129801	1014.235	1014.235	67653638.220516122554.wav	0.0000	1019.531	1019.531	0.000	BS				
802	Spectrogram 1	1	159668.262400218	159668.262400218	715.302	715.302	67653638.220516122554.wav	0.0000	714.844	714.844	0.000	BS				
803	Spectrogram 1	1	159967.128224612	159967.128224612	1249.110	1249.110	67653638.220516123054.wav	0.0000	1253.906	1253.906	0.000	BS				
804	Spectrogram 1	1	160086.364525984	160086.364525984	629.893	629.893	67653638.220516123054.wav	0.0000	632.812	632.812	0.000	BS			Yes	
805	Spectrogram 1	1	160274.845868016	160274.845868016	1024.911	1024.911	67653638.220516123554.wav	0.0000	1019.531	1019.531	0.000	BS				
807	Spectrogram 1	1	160394.622527685	160404.044493003	384.342	2551.601	67653638.220516123554.wav	9.4220	937.500	1148.438	2167.259	Scratching			Yes	
808	Spectrogram 1	1	160447.193038585	160447.193038585	768.683	768.683	67653638.220516123554.wav	0.0000	773.438	773.438	0.000	BS				
809	Spectrogram 1	1	160482.298997194	160482.298997194	939.502	939.502	67653638.220516123554.wav	0.0000	937.500	937.500	0.000	BS				
810	Spectrogram 1	1	160764.132940667	160764.132940667	1003.559	1003.559	67653638.220516124054.wav	0.0000	1007.812	1007.812	0.000	BS				
811	Spectrogram 1	1	160863.688916924	160863.688916924	790.036	790.036	67653638.220516124554.wav	0.0000	785.156	785.156	0.000	BS				
812	Spectrogram 1	1	160937.279738183	160937.279738183	1131.673	1131.673	67653638.220516124554.wav	0.0000	1136.719	1136.719	0.000	BS				
813	Spectrogram 1	1	161113.343854387	161113.343854387	768.683	768.683	67653638.220516125054.wav	0.0000	773.438	773.438	0.000	BS				
814	Spectrogram 1	1	161315.772449035	161315.772449035	1313.167	1313.167	67653638.220516125054.wav	0.0000	1312.500	1312.500	0.000	BS				
815	Spectrogram 1	1	161519.777557660	161519.777557660	1099.644	1099.644	67653638.220516125554.wav	0.0000	1101.562	1101.562	0.000	BS				
816	Spectrogram 1	1	161628.157304100	161628.157304100	651.246	651.246	67653638.220516125554.wav	0.0000	656.250	656.250	0.000	BS				
817	Spectrogram 1	1	161971.736734570	161971.736734570	704.626	704.626	67653638.220516130054.wav	0.0000	703.125	703.125	0.000	BS				
818	Spectrogram 1	1	162191.714842558	162191.714842558	651.246	651.246	67653638.220516130554.wav	0.0000	656.250	656.250	0.000	BS				
819	Spectrogram 1	1	162220.244351914	162220.244351914	704.626	704.626	67653638.220516130554.wav	0.0000	703.125	703.125	0.000	BS				
