Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Keep for detector? Y/X	Call type	AR comment	Annotator	Species	WH comment	WH
1224	Spectrogram 1	2	27046.73426	27052.09313	127.6	1280.3	2017-ULU01_0+1_20180102_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	46.734	X	yelp		AR			
1225	Spectrogram 1	2	27075.53956	27076.83391	89.8	666.1	2017-ULU01_0+1_20180102_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	75.54	Y	bark		AR			Y
1226	Spectrogram 1	2	27282.98332	27285.97122	113.4	453.5	2017-ULU01_0+1_20180102_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	282.983	X	bark	too faint	AR			
1227	Spectrogram 1	2	27430.29727	27432.30533	85	1105.5	2017-ULU01_0+1_20180105_060602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	130.297	Y	"bark, yelp"		AR			
1228	Spectrogram 1	2	27489.28593	27489.98754	94.5	548	2017-ULU01_0+1_20180105_060602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	189.286	X	bark?		AR			X
1229	Spectrogram 1	2	27500.39919	27500.84677	94.5	515	2017-ULU01_0+1_20180105_060602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	200.399	X	bark		AR			X
1230	Spectrogram 1	2	27591.97644	27592.84741	75.6	481.9	2017-ULU01_0+1_20180105_060602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	291.976	X	bark?	or not RS?	AR			X
1231	Spectrogram 1	2	27773.13722	27774.45577	108.7	803.1	2017-ULU01_0+1_20180105_110602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180105_110602.wav	173.137	Y	bark		AR			
1232	Spectrogram 1	2	27861.93128	27862.81434	85	1313.4	2017-ULU01_0+1_20180105_110602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180105_110602.wav	261.931	Y	"bark, yelp"		AR			
1234	Spectrogram 1	2	27867.74797	27868.57055	89.8	1119.7	2017-ULU01_0+1_20180105_110602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180105_110602.wav	267.748	Y	"bark, yelp"	and a moan simultaneously	AR			
1235	Spectrogram 1	2	29047.71109	29048.0498	85	439.4	2017-ULU01_0+1_20180108_010602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180108_010602.wav	247.711	X	bark	too faint	AR			
1236	Spectrogram 1	2	29528.79116	29529.25084	146.5	2513.4	2017-ULU01_0+1_20180108_150602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	128.791	Y	"bark, yelp"		AR			
1237	Spectrogram 1	2	29620.39465	29622.00352	75.6	2173.2	2017-ULU01_0+1_20180108_150602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	220.395	Y	"bark, yelp"		AR			
1238	Spectrogram 1	2	29821.21221	29825.48237	118.1	1034.6	2017-ULU01_0+1_20180108_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180108_183602.wav	121.212	Y	bark	too faint?	AR			Y
1239	Spectrogram 1	2	30012.27657	30015.36125	94.5	883.5	2017-ULU01_0+1_20180110_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180110_063602.wav	12.277	Y	"bark, yelp"		AR			
1240	Spectrogram 1	2	30016.35318	30017.98625	94.5	883.5	2017-ULU01_0+1_20180110_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180110_063602.wav	16.353	Y	"bark, yelp"		AR			
1241	Spectrogram 1	2	30019.26851	30022.53463	85	907.1	2017-ULU01_0+1_20180110_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180110_063602.wav	19.268	Y	"bark, yelp"		AR			
1242	Spectrogram 1	2	30185.26361	30186.0499	99.2	1455.1	2017-ULU01_0+1_20180110_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180110_063602.wav	185.264	Y	"bark, yelp"		AR			
1243	Spectrogram 1	2	30370.17953	30373.88114	103.9	987.4	2017-ULU01_0+1_20180110_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180110_113602.wav	70.18	Y	"bark, yelp"		AR			
1244	Spectrogram 1	2	30499.97473	30500.33764	85	429.9	2017-ULU01_0+1_20180110_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180110_113602.wav	199.975	Y	bark		AR			
1245	Spectrogram 1	2	30528.13184	30528.6641	89.8	755.9	2017-ULU01_0+1_20180110_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180110_113602.wav	228.132	Y	bark		AR			
1246	Spectrogram 1	2	30832.14903	30834.1571	80.3	685	2017-ULU01_0+1_20180111_010602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180111_010602.wav	232.149	Y	bark		AR			
1247	Spectrogram 1	2	30835.90832	30836.54944	80.3	600	2017-ULU01_0+1_20180111_010602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180111_010602.wav	235.908	Y	bark		AR			
1248	Spectrogram 1	2	30837.86799	30838.17041	122.8	548	2017-ULU01_0+1_20180111_010602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180111_010602.wav	237.868	X	bark?		AR			X
1249	Spectrogram 1	2	31225.00654	31225.39363	94.5	694.5	2017-ULU01_0+1_20180111_110602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180111_110602.wav	25.007	Y	bark		AR			
1250	Spectrogram 1	2	31226.95412	31227.95815	89.8	661.4	2017-ULU01_0+1_20180111_110602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180111_110602.wav	26.954	Y	bark		AR			
1251	Spectrogram 1	2	31245.91468	31246.72516	146.5	2858.3	2017-ULU01_0+1_20180111_110602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180111_110602.wav	45.915	Y	"bark, yelp"		AR			
1252	Spectrogram 1	2	31317.50856	31317.87147	94.5	892.9	2017-ULU01_0+1_20180111_110602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180111_110602.wav	117.509	Y	bark		AR			
1253	Spectrogram 1	2	31515.74138	31516.11638	61.4	661.4	2017-ULU01_0+1_20180112_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	15.741	X	bark	in noise	AR			X
1254	Spectrogram 1	2	31545.78461	31547.00639	113.4	4426.8	2017-ULU01_0+1_20180112_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	45.785	Y	bark		AR			
1255	Spectrogram 1	2	31550.21203	31551.19187	70.9	1365.4	2017-ULU01_0+1_20180112_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	50.212	Y	"bark, yelp"		AR			
1256	Spectrogram 1	2	31581.07098	31583.6113	66.1	1422	2017-ULU01_0+1_20180112_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	81.071	Y	bark		AR			
1257	Spectrogram 1	2	31682.00145	31683.3321	137	1705.5	2017-ULU01_0+1_20180112_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	182.001	X	"bark, yelp"	in noise	AR			X
1258	Spectrogram 1	2	31688.56312	31689.11957	99.2	2338.6	2017-ULU01_0+1_20180112_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	188.563	X	"bark, yelp"	in noise	AR			X
1259	Spectrogram 1	2	31763.79523	31765.12587	264.6	1918.1	2017-ULU01_0+1_20180112_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	263.795	X	bark?		AR			X
1260	Spectrogram 1	2	31859.46044	31859.89592	151.2	732.3	2017-ULU01_0+1_20180112_160602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	59.46	Y	bark		AR			Y
1261	Spectrogram 1	2	31871.68553	31873.97182	94.5	694.5	2017-ULU01_0+1_20180112_160602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	71.686	X	bark		AR			X
1262	Spectrogram 1	2	31881.36295	31882.45166	113.4	614.2	2017-ULU01_0+1_20180112_160602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	81.363	Y	bark		AR			
1263	Spectrogram 1	2	31914.1506	31921.17882	99.2	708.7	2017-ULU01_0+1_20180112_160602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	114.151	Y	bark		AR			
1264	Spectrogram 1	2	31925.84846	31926.68314	70.9	571.7	2017-ULU01_0+1_20180112_160602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	125.848	Y	bark		AR			
1265	Spectrogram 1	2	31939.46681	31952.13213	80.3	713.4	2017-ULU01_0+1_20180112_160602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	139.467	Y	"bark, yelp"	long series	AR			
1266	Spectrogram 1	2	32071.24403	32073.13112	103.9	703.9	2017-ULU01_0+1_20180112_160602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	271.244	Y	bark		AR			
1267	Spectrogram 1	2	32235.27522	32236.59377	146.5	2452	2017-ULU01_0+1_20180112_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	135.275	Y	bark		AR			
1268	Spectrogram 1	2	32244.48619	32244.83699	99.2	2381.1	2017-ULU01_0+1_20180112_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	144.486	Y	bark		AR			
1269	Spectrogram 1	2	32351.31804	32353.41078	122.8	1847.2	2017-ULU01_0+1_20180112_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	251.318	Y	bark	"faint, and with some noise"	AR			
1270	Spectrogram 1	2	32383.9076	32384.42776	94.5	1039.4	2017-ULU01_0+1_20180112_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	283.908	Y	bark		AR			
1271	Spectrogram 1	2	32387.6697	32387.91163	174.8	996.9	2017-ULU01_0+1_20180112_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	287.67	Y	bark		AR			
1272	Spectrogram 1	2	32398.07446	32399.93736	108.7	1133.9	2017-ULU01_0+1_20180112_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	298.074	Y	bark		AR			
1273	Spectrogram 1	2	32413.89551	32414.2826	122.8	481.9	2017-ULU01_0+1_20180113_190602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180113_190602.wav	13.896	Y	bark		AR			Y
1274	Spectrogram 1	2	32490.94222	32495.26077	118.1	666.1	2017-ULU01_0+1_20180113_190602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180113_190602.wav	90.942	Y	bark		AR			
1275	Spectrogram 1	2	32590.30408	32592.66295	70.9	647.2	2017-ULU01_0+1_20180113_190602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180113_190602.wav	190.304	Y	bark	faint	AR			
1276	Spectrogram 1	2	32596.92122	32597.67122	184.3	755.9	2017-ULU01_0+1_20180113_190602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180113_190602.wav	196.921	Y	bark		AR			
1277	Spectrogram 1	2	32744.28249	32744.86313	245.7	1067.7	2017-ULU01_0+1_20180114_030602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180114_030602.wav	44.282	X	bark?		AR			X
1278	Spectrogram 1	2	32883.28273	32885.73838	75.6	581.1	2017-ULU01_0+1_20180114_030602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180114_030602.wav	183.283	X	bark?		AR			X
1279	Spectrogram 1	2	32924.43014	32926.51078	108.7	944.9	2017-ULU01_0+1_20180114_030602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180114_030602.wav	224.43	Y	"bark, yelp"		AR			
1280	Spectrogram 1	2	32941.80264	32947.87522	174.8	1072.4	2017-ULU01_0+1_20180114_030602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180114_030602.wav	241.803	Y	"bark, yelp"	faint	AR			
1281	Spectrogram 1	2	32950.47603	32952.62925	94.5	1072.4	2017-ULU01_0+1_20180114_030602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180114_030602.wav	250.476	Y	bark		AR			
1282	Spectrogram 1	2	33237.44365	33238.20575	226.8	1228.3	2017-ULU01_0+1_20180114_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180114_063602.wav	237.444	X	bark?		AR			X
1283	Spectrogram 1	2	33581.58107	33585.79074	94.5	845.7	2017-ULU01_0+1_20180115_070602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180115_070602.wav	281.581	Y	"bark, yelp"		AR			
1284	Spectrogram 1	2	33707.96392	33711.95585	70.9	1181.1	2017-ULU01_0+1_20180116_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180116_003602.wav	107.964	X	bark?		AR			X
1285	Spectrogram 1	2	34204.85081	34205.32258	89.8	628.3	2017-ULU01_0+1_20180116_213602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180116_213602.wav	4.851	X	bark?	too faint?	AR			X
1286	Spectrogram 1	2	34327.19333	34327.72559	274	1152.8	2017-ULU01_0+1_20180116_213602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180116_213602.wav	127.193	X	bark	too faint	AR			
1287	Spectrogram 1	2	34616.66275	34616.98937	66.1	1242.5	2017-ULU01_0+1_20180117_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180117_043602.wav	116.663	X	bark?		AR			X
1288	Spectrogram 1	2	35047.14651	35047.42473	66.1	685	2017-ULU01_0+1_20180118_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180118_113602.wav	247.147	X	bark?		AR			X
1289	Spectrogram 1	2	35307.2653	35307.73707	66.1	1889.8	2017-ULU01_0+1_20180119_220602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180119_220602.wav	207.265	X	bark?		AR			X
1290	Spectrogram 1	2	35798.39809	35800.20656	108.7	467.7	2017-ULU01_0+1_20180120_160602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180120_160602.wav	98.398	X	bark	too faint (pixels)	AR			
1291	Spectrogram 1	2	36039.28846	36040.41346	160.6	689.8	2017-ULU01_0+1_20180121_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180121_193602.wav	39.288	X	bark	too faint (pixels)	AR			
1292	Spectrogram 1	2	36056.40489	36057.19118	89.8	755.9	2017-ULU01_0+1_20180121_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180121_193602.wav	56.405	Y	"bark, yelp"		AR			
1293	Spectrogram 1	2	36197.72957	36198.87876	70.9	855.1	2017-ULU01_0+1_20180121_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180121_193602.wav	197.73	Y	"bark, yelp"	in noise	AR			
1294	Spectrogram 1	2	36344.00417	36344.85094	179.5	1237.8	2017-ULU01_0+1_20180122_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	44.004	Y	"bark, yelp"		AR			
1295	Spectrogram 1	2	36348.16371	36348.98629	99.2	897.6	2017-ULU01_0+1_20180122_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	48.164	Y	"bark, yelp"		AR			
1296	Spectrogram 1	2	36366.42615	36367.06728	155.9	859.8	2017-ULU01_0+1_20180122_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	66.426	X	"bark?, yelp?"	the previous two were the same and I had no doubts...	AR			X
1297	Spectrogram 1	2	36370.01715	36371.00908	151.2	878.7	2017-ULU01_0+1_20180122_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	70.017	Y	bark		AR			
1298	Spectrogram 1	2	36486.22933	36486.56804	89.8	562.2	2017-ULU01_0+1_20180122_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	186.229	Y	bark	faint	AR			
1299	Spectrogram 1	2	36505.81146	36506.56146	89.8	1190.6	2017-ULU01_0+1_20180122_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	205.811	Y	bark	faint	AR			
1300	Spectrogram 1	2	36777.98117	36779.00939	141.7	935.4	2017-ULU01_0+1_20180122_120602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	177.981	Y	bark		AR			
1301	Spectrogram 1	2	36780.64246	36782.29972	99.2	1081.9	2017-ULU01_0+1_20180122_120602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	180.642	Y	bark		AR			
1302	Spectrogram 1	2	37053.98234	37054.35734	155.9	741.7	2017-ULU01_0+1_20180122_220602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_220602.wav	153.982	X	bark/yelp?	too faint	AR			
1303	Spectrogram 1	2	37198.69044	37199.92431	75.6	1256.7	2017-ULU01_0+1_20180122_220602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_220602.wav	298.69	Y	bark	at the end of the file	AR			Y
1304	Spectrogram 1	2	37487.17992	37488.09928	103.9	1200	2017-ULU01_0+1_20180124_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180124_013602.wav	287.18	Y	bark		AR			
1305	Spectrogram 1	2	37542.96897	37545.79962	108.7	524.4	2017-ULU01_0+1_20180124_090602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	42.969	Y	bark		AR			
1306	Spectrogram 1	2	37549.02945	37549.44074	132.3	590.6	2017-ULU01_0+1_20180124_090602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	49.029	Y	bark		AR			
1307	Spectrogram 1	2	37555.72041	37556.56719	113.4	581.1	2017-ULU01_0+1_20180124_090602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	55.72	Y	bark		AR			
1308	Spectrogram 1	2	37566.9405	37567.27921	127.6	633.1	2017-ULU01_0+1_20180124_090602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	66.941	Y	bark		AR			
1309	Spectrogram 1	2	37737.02499	37738.54918	155.9	822	2017-ULU01_0+1_20180124_090602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	237.025	Y	bark		AR			
1310	Spectrogram 1	2	37753.97238	37754.58931	52	576.4	2017-ULU01_0+1_20180124_090602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	253.972	Y	bark		AR			Y
1311	Spectrogram 1	2	37769.73495	37772.35995	203.1	1058.3	2017-ULU01_0+1_20180124_090602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180124_090602.wav	269.735	Y	"bark, yelp"		AR			
1312	Spectrogram 1	2	37806.89835	37807.32174	70.9	982.7	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	6.898	Y	bark		AR			
1313	Spectrogram 1	2	37844.84406	37846.211	94.5	1110.2	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	44.844	Y	bark		AR			
1314	Spectrogram 1	2	37854.8988	37857.78993	94.5	850.4	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	54.899	Y	bark	with BS above	AR			Y
1315	Spectrogram 1	2	37905.6997	37906.30454	80.3	1115	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	105.7	Y	bark	with BS above	AR			
1316	Spectrogram 1	2	37918.12849	37918.56398	99.2	703.9	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	118.129	Y	bark		AR			
1317	Spectrogram 1	2	37924.21317	37925.15672	118.1	892.9	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	124.213	Y	"bark, yelp"		AR			
1318	Spectrogram 1	2	37928.52503	37928.98471	118.1	751.2	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	128.525	Y	bark		AR			
1319	Spectrogram 1	2	37950.34625	37950.85431	118.1	774.8	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	150.346	Y	bark		AR			
1320	Spectrogram 1	2	37953.06802	37954.70108	89.8	1138.6	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	153.068	Y	"bark, yelp"		AR			
1321	Spectrogram 1	2	37966.34571	37966.80539	113.4	576.4	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	166.346	Y	bark		AR			
1322	Spectrogram 1	2	37971.16023	37971.57152	118.1	685	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	171.16	Y	bark		AR			
1323	Spectrogram 1	2	37988.68613	37989.26677	89.8	1067.7	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	188.686	X	"bark, yelp"	too faint	AR			
1324	Spectrogram 1	2	38008.43646	38008.88404	85	614.2	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	208.436	Y	bark		AR			
1325	Spectrogram 1	2	38052.55191	38055.44304	94.5	1195.3	2017-ULU01_0+1_20180125_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180125_170602.wav	252.552	Y	bark		AR			
1326	Spectrogram 1	2	38100.03629	38104.98387	61.4	1941.7	2017-ULU01_0+1_20180126_210602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180126_210602.wav	0.036	Y	"bark, yelp"	from the beginning of the file. There is a BS above	AR			
1327	Spectrogram 1	2	38190.55097	38191.02274	122.8	1034.6	2017-ULU01_0+1_20180126_210602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180126_210602.wav	90.551	Y	bark		AR			
1328	Spectrogram 1	2	38189.19623	38189.88575	122.8	784.3	2017-ULU01_0+1_20180126_210602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180126_210602.wav	89.196	X	bark	masked	AR			
1329	Spectrogram 1	2	38390.52387	38391.33435	52	2664.6	2017-ULU01_0+1_20180126_210602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180126_210602.wav	290.524	X	bark?		AR			X
1330	Spectrogram 1	2	38499.80838	38500.41322	23.6	2773.2	2017-ULU01_0+1_20180127_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	99.808	X	bark?	same as previous	AR			X
1331	Spectrogram 1	2	38514.17276	38514.46308	75.6	1053.5	2017-ULU01_0+1_20180127_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	114.173	Y	bark		AR			
1332	Spectrogram 1	2	38527.9111	38528.43127	33.1	978	2017-ULU01_0+1_20180127_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	127.911	X	bark?		AR			X
1333	Spectrogram 1	2	38626.45736	38629.78397	61.4	760.6	2017-ULU01_0+1_20180127_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	226.457	X	bark	too faint	AR			X
1334	Spectrogram 1	2	38650.53978	38651.84623	80.3	1247.2	2017-ULU01_0+1_20180127_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	250.54	Y	"bark, yelp"		AR			
1335	Spectrogram 1	2	38662.6954	38663.28814	75.6	1020.5	2017-ULU01_0+1_20180127_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180127_033602.wav	262.695	Y	bark		AR			
1336	Spectrogram 1	2	38737.65423	38738.82762	75.6	633.1	2017-ULU01_0+1_20180218_020602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180218_020602.wav	37.654	Y	bark		AR			
1337	Spectrogram 1	2	38859.71148	38860.82438	85	1426.8	2017-ULU01_0+1_20180218_020602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180218_020602.wav	159.711	Y	"bark, yelp"		AR			
1338	Spectrogram 1	2	40173.76324	40174.57373	61.4	1204.7	2017-ULU01_0+1_20180323_090602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180323_090602.wav	273.763	X	bark?	at the same time as water noise	AR			X
1339	Spectrogram 1	2	21394.56507	21395.5812	100.2	548.5	2017-ULU01_0+1_20171224_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_193602.wav	94.565	Y	bark		WH			Y
