Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment
3659	Spectrogram 1	1	81595.333	81597.1777	1.845	115.333	352	919.5	TEST__0__20171025_155601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171025_155601.wav	X			RS	2			or water movement?	RS	
3660	Spectrogram 1	1	81698.911	81704.7	5.789	98.911	135.8	1392.5	TEST__0__20171025_165601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171025_165601.wav	X		AH	RS	series			faint		
3661	Spectrogram 1	1	81797.855	81799.3072	1.452	77.855	172.9	787.8	TEST__0__20171025_170801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171025_170801.wav	X		AH	RS	1			faint		
3663	Spectrogram 1	1	81898.758	81899.8962	1.138	58.758	406	987.1	TEST__0__20171025_173201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171025_173201.wav	X			RS	1					
3665	Spectrogram 1	1	82001.991	82003.1488	1.158	41.991	345.2	1392.5	TEST__0__20171025_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171025_180801.wav	X			RS				or non biological?	RS	
3675	Spectrogram 1	1	82080.432	82081.6094	1.177	0.432	604.8	1616.1	TEST__0__20171026_003201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_003201.wav	X	yelp		RS	1				RS	
3676	Spectrogram 1	1	82206.123	82208.3208	2.198	6.123	211.1	957.7	TEST__0__20171026_022001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_022001.wav	X		AH	RS	2			faint		
3679	Spectrogram 1	1	82326.358	82334.0505	7.693	6.358	136.5	903.4	TEST__0__20171026_045601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_045601.wav	X		AH	RS	05-Apr			faint		
3680	Spectrogram 1	1	82501.246	82502.6589	1.413	61.246	482.6	1229.2	TEST__0__20171026_055601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_055601.wav	X			RS	1					
3682	Spectrogram 1	1	82630.332	82631.843	1.511	70.332	170.4	971.3	TEST__0__20171026_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_070801.wav	X			RS	1					
3690	Spectrogram 1	1	82723.32	82724.419	1.099	43.32	393.3	986.8	TEST__0__20171026_134401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_134401.wav	X			RS	1					
3693	Spectrogram 1	1	82840.424	82844.2113	3.787	40.424	83.6	1051.3	TEST__0__20171026_142001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_142001.wav	X		AH	RS	series			very faint		
3694	Spectrogram 1	1	82937.468	82942.6879	5.22	17.468	51.3	1115.8	TEST__0__20171026_144401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_144401.wav	X		AH	RS	series			very faint		
3695	Spectrogram 1	1	83095.291	83096.9001	1.609	55.291	330.2	1049.5	TEST__0__20171026_170801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_170801.wav	X			RS	1					
3696	Spectrogram 1	1	83231.728	83233.1764	1.448	71.728	82	1309.5	TEST__0__20171026_204401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171026_204401.wav	X			RS	1					
3699	Spectrogram 1	1	83296.425	83297.5828	1.158	16.425	351.1	982.6	TEST__0__20171027_062001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_062001.wav	X			RS				or is that non biological?	RS	
3703	Spectrogram 1	1	83467.124	83468.9293	1.805	67.124	441.4	1377.1	TEST__0__20171027_074401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_074401.wav	X			RS				not sure if biological or rather banging metal sound	RS	
3704	Spectrogram 1	1	83582.665	83585.8048	3.14	62.665	62.9	943.7	TEST__0__20171027_095601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_095601.wav	X	bark	so many barks together that it becomes a groan. The first two are audible.	RS				maybe RS	RS	
3705	Spectrogram 1	1	83740.359	83742.0859	1.727	100.359	173	1040	TEST__0__20171027_104401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_104401.wav	X			RS	1			likely		
3708	Spectrogram 1	1	83790.143	83793.2239	3.081	30.143	83.6	1225.8	TEST__0__20171027_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_124401.wav	X		AH	RS	2			faint		
3709	Spectrogram 1	1	83912.309	83925.5746	13.266	32.309	62.9	2189.1	TEST__0__20171027_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_125601.wav	X	not barks	WH	RS	4			"check paper, what kind of call is that?"		
3710	Spectrogram 1	1	83882.404	83892.0785	9.675	2.404	73.2	823.2	TEST__0__20171027_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_125601.wav	X	not barks	WH	RS	3			"check paper, similar as #3748 & #3856"		
3713	Spectrogram 1	1	84018.757	84019.6793	0.922	18.757	214.3	1521.6	TEST__0__20171027_132001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_132001.wav	X	yelp		RS					RS	
3715	Spectrogram 1	1	84165.818	84167.2113	1.393	45.818	544.6	1556	TEST__0__20171027_152001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_152001.wav	X	yelp		RS				"check paper, 'descending chirp' as in Stirling 1973"	RS	
3720	Spectrogram 1	1	84276.181	84285.0509	8.87	36.181	98.1	1857.9	TEST__0__20171027_183201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_183201.wav	X	"bark, yelp"	the barks are way too faint	RS					RS	
3722	Spectrogram 1	1	84419.881	84422.903	3.022	59.881	548.5	1664.7	TEST__0__20171027_190801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171027_190801.wav	X			RS					RS	
3728	Spectrogram 1	1	84555.41	84556.1753	0.765	75.41	763.2	1493.4	TEST__0__20171028_002001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_002001.wav	X	yelp		RS	1					
3733	Spectrogram 1	1	52.093	64.5933	12.5	52.093	407.9	1914.5	TEST__0__20171028_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_013201.wav	X	yelp		RS	series					
3736	Spectrogram 1	1	84611.323	84612.52	1.197	11.323	493.4	1302.6	TEST__0__20171028_014401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_014401.wav	X	yelp		RS	1					
3740	Spectrogram 1	1	84776.079	84797.1173	21.038	56.079	393	1460.7	TEST__0__20171028_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_042001.wav	X	yelp		RS	series					
3741	Spectrogram 1	1	84820.632	84827.0882	6.456	100.632	334.1	1735.8	TEST__0__20171028_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_042001.wav	X	yelp		RS	3				RS	
3742	Spectrogram 1	1	84835.708	84839.2599	3.552	115.708	347.2	1690	TEST__0__20171028_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_042001.wav	X	yelp		RS				water movement noise or RS?	RS	
3744	Spectrogram 1	1	84871.868	84873.3791	1.511	31.868	517.5	1532.8	TEST__0__20171028_053201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_053201.wav	X			RS	1					
3745	Spectrogram 1	1	85045.891	85047.2842	1.393	85.891	59	1670.3	TEST__0__20171028_054401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_054401.wav	X			RS				sounds biological	RS	
3746	Spectrogram 1	1	85181.086	85182.5676	1.482	101.086	55.7	1382.1	TEST__0__20171028_055601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_055601.wav	X			RS	2			high ambient		
3747	Spectrogram 1	1	85269.585	85271.096	1.511	69.585	163.8	1224.9	TEST__0__20171028_062001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_062001.wav	X			RS	1				RS	
3748	Spectrogram 1	1	85226.328	85227.9371	1.609	26.328	589.5	1329.7	TEST__0__20171028_062001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_062001.wav	X			RS	1					
3750	Spectrogram 1	1	85324.602	85326.113	1.511	4.602	325.1	910.9	TEST__0__20171028_075601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_075601.wav	X			RS	1			banging sound		
3753	Spectrogram 1	1	85544.327	85546.0539	1.727	104.327	299.4	1104.1	TEST__0__20171028_084401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_084401.wav	X			RS	1					
3755	Spectrogram 1	1	85663.299	85669.971	6.672	103.299	132.9	1006.3	TEST__0__20171028_094401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_094401.wav	X	"bark, yelp"	heavily masked	RS	series			Ice or RS?	RS	Likely RS. Actually sounds like a California sea lion!
3756	Spectrogram 1	1	85578.352	85579.9023	1.55	18.352	626.6	1265.8	TEST__0__20171028_094401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_094401.wav	X			RS	1					
3757	Spectrogram 1	1	85573.109	85576.1507	3.042	13.109	797.5	1348.1	TEST__0__20171028_094401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_094401.wav	X			RS				might be banging sound	RS	
3758	Spectrogram 1	1	85624.826	85625.7679	0.942	64.826	272.2	715.2	TEST__0__20171028_094401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_094401.wav	X			RS	1					
3763	Spectrogram 1	1	85787.626	85788.931	1.305	107.626	79.3	951.5	TEST__0__20171028_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_125601.wav	X			RS	02-Jan			likely		
3765	Spectrogram 1	1	85822.396	85823.3183	0.922	22.396	66.1	654.2	TEST__0__20171028_132001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_132001.wav	X			RS	1					
3768	Spectrogram 1	1	85989.066	85989.9883	0.922	69.066	0	1139.9	TEST__0__20171028_143201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_143201.wav	X			RS	1			similar to #6	RS	
3774	Spectrogram 1	1	86158.329	86159.4279	1.099	118.329	332.6	939.1	TEST__0__20171028_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_200801.wav	X			RS	1					
3777	Spectrogram 1	1	86255.607	86256.7844	1.177	95.607	652.2	1650	TEST__0__20171028_205601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_205601.wav	X	yelp		RS	1					
3778	Spectrogram 1	1	86385.103	86386.3981	1.295	105.103	684.8	1239.1	TEST__0__20171028_230801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_230801.wav	X			RS	1					
3779	Spectrogram 1	1	86491.805	86493.1002	1.295	91.805	632.6	1252.2	TEST__0__20171029_005601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_005601.wav	X			RS	1					
3780	Spectrogram 1	1	86520.53	86534.2077	13.678	0.53	280.4	1623.9	TEST__0__20171029_012001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_012001.wav	X	yelp		RS	series					
3783	Spectrogram 1	1	86665.73	86666.8289	1.099	25.73	573.9	1552.2	TEST__0__20171029_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_070801.wav	X			RS	1					
3785	Spectrogram 1	1	86762.983	86764.7884	1.805	2.983	606.5	1082.6	TEST__0__20171029_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_080801.wav	X	yelp		RS				faint		
3788	Spectrogram 1	1	86991.508	86992.8424	1.334	111.508	443.5	1271.7	TEST__0__20171029_115601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_115601.wav	X	yelp		RS	1					
3789	Spectrogram 1	1	87013.383	87016.1891	2.806	13.383	81.5	737	TEST__0__20171029_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_120801.wav	X	grunt	AH	RS	series			very faint grunts		
3790	Spectrogram 1	1	87216.233	87217.6067	1.374	96.233	221.7	723.9	TEST__0__20171029_144401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_144401.wav	X	yelp		RS	1					
3791	Spectrogram 1	1	87343.243	87344.8326	1.59	103.243	414.1	903.3	TEST__0__20171029_155601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_155601.wav	X			RS	1			faint		
3793	Spectrogram 1	1	87415.76	87417.4868	1.727	55.76	584.2	1299.8	TEST__0__20171029_172001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_172001.wav	X	yelp		RS	2					
3794	Spectrogram 1	1	105307.962	105309.0413	1.079	67.962	709	1398.2	TEST__0__20171029_174401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171029_174401.wav	X	yelp		RS	1					
3798	Spectrogram 1	1	87586.156	87587.7847	1.629	106.156	368.4	1190.8	TEST__0__20171030_003201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_003201.wav	X	yelp		RS	1					
3799	Spectrogram 1	1	87657.089	87658.6393	1.55	57.089	361.8	1078.9	TEST__0__20171030_005601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_005601.wav	X	yelp		RS	1					
3800	Spectrogram 1	1	87806.955	87808.5445	1.59	86.955	328.9	1032.9	TEST__0__20171030_014401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_014401.wav	X	yelp		RS					RS	
3801	Spectrogram 1	1	87865.661	87867.2309	1.57	25.661	355.3	973.7	TEST__0__20171030_022001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_022001.wav	X	yelp		RS	1					
3802	Spectrogram 1	1	88006.604	88007.7225	1.118	46.604	197.4	1006.6	TEST__0__20171030_023201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_023201.wav	X	bark	too faint	RS	1			likely		
3803	Spectrogram 1	1	88120.944	88126.4704	5.526	40.944	125	1460.5	TEST__0__20171030_032001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_032001.wav	X	"bark, yelp"	too faint	RS	series					
3805	Spectrogram 1	1	88221.322	88238.2572	16.935	21.322	263.2	1190.8	TEST__0__20171030_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_035601.wav	X	yelp		RS	series					
3807	Spectrogram 1	1	88339.934	88343.4073	3.473	19.934	131.6	1092.1	TEST__0__20171030_072001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_072001.wav	X	yelp		RS	2			or water movement?	RS	
3810	Spectrogram 1	1	88493.505	88494.7413	1.236	53.505	664.5	1414.5	TEST__0__20171030_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_125601.wav	X	yelp		RS					RS	
3811	Spectrogram 1	1	88678.338	88679.9668	1.629	118.338	98.7	763.2	TEST__0__20171030_150801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_150801.wav	X	groan		RS					RS	
3814	Spectrogram 1	1	88739.608	88740.6088	1.001	59.608	105.3	1210.5	TEST__0__20171030_164401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_164401.wav	X	bark	faint	RS	1			faint	RS	
3817	Spectrogram 1	1	88856.93	88858.912	1.982	56.93	46.1	1151.3	TEST__0__20171030_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_194401.wav	X	Growl	WH	RS				"check paper, similar as#3748"	RS	"RS ""growl"""
3822	Spectrogram 1	1	88953.849	88965.7802	11.931	33.849	171.1	980.3	TEST__0__20171031_064401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_064401.wav	X	"bark, yelp"	pixels	RS	series			very faint		
3823	Spectrogram 1	1	89113.844	89117.4155	3.572	73.844	69.1	1115.1	TEST__0__20171031_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_100801.wav	X		AH	RS	series			faint		
3824	Spectrogram 1	1	89220.935	89242.9831	22.048	60.935	111.8	1861.8	TEST__0__20171031_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_125601.wav	X	yelp	many yelps. There might be barks but very faint	RS	series					
3825	Spectrogram 1	1	89317.497	89318.9688	1.472	37.497	342.1	1098.7	TEST__0__20171031_132001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_132001.wav	X			RS	1					
3826	Spectrogram 1	1	89466.768	89467.8081	1.04	66.768	625	1171.1	TEST__0__20171031_135601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_135601.wav	X			RS	1					
3828	Spectrogram 1	1	89594.828	89598.7527	3.925	74.828	111.8	1578.9	TEST__0__20171031_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_160801.wav	X	"bark, yelp"	barks are very faint	RS	series					
3834	Spectrogram 1	1	89688.597	89690.3042	1.707	48.597	585.4	1117.5	TEST__0__20171031_202001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_202001.wav	X			RS	1					
3835	Spectrogram 1	1	89773.442	89774.4036	0.962	13.442	592	1157.4	TEST__0__20171031_214401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_214401.wav	X			RS	1					
3836	Spectrogram 1	1	89928.829	89940.9368	12.108	48.829	592	1263.9	TEST__0__20171031_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_215601.wav	X		AH	RS	series			faint		
3837	Spectrogram 1	1	2327.283	2327.953732	0.671	47.283	642.9	1136.6	TEST__0__20171001_053201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171001_053201.wav	X			RS					RS	
3839	Spectrogram 1	1	90074.957	90075.5058	0.549	74.957	847.8	1295	TEST__0__20171031_163201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171031_163201.wav	X	yelp	WH	RS					RS	Yelp
3840	Spectrogram 1	1	87805.335	87805.896	0.561	85.335	726.7	1276.4	TEST__0__20171030_014401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_014401.wav	X			RS					RS	
3846	Spectrogram 1	1	90205.826	90206.1431	0.317	85.826	32.6	526.4	TEST__0__20171006_165601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_165601.wav	X	bark	WH	RS					RS	Bark
3849	Spectrogram 1	1	90287.379	90288.1351	0.756	47.379	0	1518.6	TEST__0__20171008_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_013201.wav	X	bark	WH	RS					RS	Bark
3850	Spectrogram 1	1	90447.214	90447.9336	0.72	87.214	838.5	1295	TEST__0__20171009_164401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_164401.wav	X			RS					RS	
3851	Spectrogram 1	1	40706.773	40707.0047	0.232	26.773	195.7	1183.2	TEST__0__20171009_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_220801.wav	X	bark	WH	RS					RS	Faint bark
3852	Spectrogram 1	1	90522.592	90523.2384	0.646	42.592	66.3	881.7	TEST__0__20171011_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171011_215601.wav	X	bark	WH	RS					RS	Bark
3853	Spectrogram 1	1	90676.278	90677.0219	0.744	76.278	742.5	1120.3	TEST__0__20171012_002001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171012_002001.wav	X	yelp	WH	RS					RS	Yelp
3732	Spectrogram 1	1	73.648	80.0846	6.437	73.648	190.8	1434.2	TEST__0__20171028_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171028_013201.wav	Y	"bark, yelp"	"Not sure if the first is a bark, or a yelp and a bark at the same time."	RS	series				Y	"bark, yelps"
3812	Spectrogram 1	1	594.778	595.8769	1.099	114.778	92.1	868.4	TEST__0__20171030_153201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171030_153201.wav	Y	bark		RS				non biological	Y	bark
157	Spectrogram 1	1	90750.222	90753.94106	3.719	30.222	125	1055.8	TEST__0__20171001_222001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171001_222001.wav	Y	bark		RS	3					
158	Spectrogram 1	1	90856.287	90858.07276	1.786	16.287	55.6	1062.5	TEST__0__20171001_230801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171001_230801.wav	Y	bark	faint WH	RS						
1332	Spectrogram 1	1	35012.396	35020.63837	8.242	92.396	161.4	1103.1	TEST__0__20171007_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_120801.wav	Y	bark	Series. Masked but lower freq are visible WH	RS	03-Feb			2nd one is water but 1st is RS & maybe 3rd	RS	"Yes, 3 RS in here, plus water noise"
1334	Spectrogram 1	1	34984.066	34985.67562	1.61	64.066	107.6	1264.6	TEST__0__20171007_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_120801.wav	Y	bark	WH	RS	1			biological?	RS	Clear bark
1445	Spectrogram 1	1	35958.675	35959.4207	0.746	78.675	178.3	949	TEST__0__20171007_195601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_195601.wav	Y	bark	Is it a bark and yelp right after - maybe. WH	RS	1			?	RS	
1447	Spectrogram 1	1	90991.272	90992.37093	1.099	31.272	178.3	1229.3	TEST__0__20171007_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_200801.wav	Y	bark		RS	2					
1455	Spectrogram 1	1	91146.903	91148.98311	2.08	66.903	133.8	1251.3	TEST__0__20171007_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_215601.wav	Y	bark	WH	RS	1			?	RS	
1456	Spectrogram 1	1	91310.021	91313.54345	3.522	110.021	62.2	8611.4	TEST__0__20171007_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_220801.wav	Y	"bark, yelp"	WH three barks and 1 yelp. Distorted because close to hydrophone.	RS				"very loud, is that still vessel related?"	RS	This is not ship noise. Likely a close RS
1478	Spectrogram 1	1	91398.449	91404.3362	5.887	78.449	76.4	1216.6	TEST__0__20171008_023201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_023201.wav	Y	"bark, yelp"	bark-yelp series	RS	1			RS? or non biological?	RS	
1481	Spectrogram 1	1	91476.082	91477.0338	0.952	36.082	57.5	1336.8	TEST__0__20171008_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_035601.wav	Y	bark	faint	RS	1					
1482	Spectrogram 1	1	91509.621	91514.2695	4.648	69.621	114.4	559.3	TEST__0__20171008_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_035601.wav	Y	bark	series	RS	series					
1488	Spectrogram 1	1	91639.232	91642.1167	2.885	79.232	279.7	1055.1	TEST__0__20171008_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_082001.wav	Y	bark	WH	RS	2					
1489	Spectrogram 1	1	91621.817	91622.8374	1.02	61.817	330.5	1189.1	TEST__0__20171008_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_082001.wav	Y	bark	faint	RS	1					
1490	Spectrogram 1	1	91685.691	91690.9109	5.22	5.691	508.5	1391.9	TEST__0__20171008_083201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_083201.wav	Y	bark	faint series	RS	06-May					
1491	Spectrogram 1	1	91877.386	91889.6508	12.265	77.386	158.9	947	TEST__0__20171008_092001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_092001.wav	Y	bark	faint series	RS	series					
1493	Spectrogram 1	1	92030.552	92032.0434	1.491	110.552	120.8	1048.7	TEST__0__20171008_095601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_095601.wav	Y	bark	faint WH	RS	1					
1494	Spectrogram 1	1	92020.466	92024.1945	3.728	100.466	133.5	940.7	TEST__0__20171008_095601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_095601.wav	Y	"bark, yelp"	confirm WH	RS	3					
1496	Spectrogram 1	1	92073.825	92097.6781	23.853	33.825	50.8	1372.9	TEST__0__20171008_102001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav	Y	"bark, yelp"	WH needs to listen. WH	RS	series			"first ones sound like RS, then rather banging/scratching sound"	RS	"Just close, so we're getting near-field effects"
1497	Spectrogram 1	1	92123.67	92159.7447	36.075	83.67	31.8	1461.9	TEST__0__20171008_102001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav	Y	bark	WH	RS				same as before	RS	
1499	Spectrogram 1	1	92195.401	92206.5276	11.127	35.401	114.4	1010.6	TEST__0__20171008_105601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_105601.wav	Y	bark	faint	RS	6			faint		
1501	Spectrogram 1	1	92297.399	92313.0587	15.66	17.399	63.6	1175.8	TEST__0__20171008_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav	Y	bark	Good series	RS	series			good one		
1502	Spectrogram 1	1	92339.118	92346.2414	7.123	59.118	63.6	1322	TEST__0__20171008_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav	Y	bark	good series	RS	series			good one		
1503	Spectrogram 1	1	92429.335	92432.2	2.865	29.335	235.2	686.4	TEST__0__20171008_132001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_132001.wav	Y	bark	faint	RS	3					
1509	Spectrogram 1	1	37421.398	37422.34	0.942	101.398	63.6	1290.2	TEST__0__20171008_174401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_174401.wav	Y	bark	faint	RS	1					
1515	Spectrogram 1	1	92585.874	92587.9345	2.061	65.874	88.2	768.9	TEST__0__20171008_202001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_202001.wav	Y	bark	To me it sounds like a fish	RS	2					
1517	Spectrogram 1	1	92606.086	92606.5766	0.491	86.086	113.4	813	TEST__0__20171008_202001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_202001.wav	Y	bark	faint	RS	1					
1519	Spectrogram 1	1	92670.938	92672.1154	1.177	30.938	239.5	567.2	TEST__0__20171008_205601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_205601.wav	Y	bark	WH	RS	1					
1521	Spectrogram 1	1	92859.595	92861.6555	2.06	99.595	390.8	1084	TEST__0__20171008_213201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_213201.wav	Y	"bark, yelp"	WH	RS	2					
1524	Spectrogram 1	1	92921.882	92923.2164	1.334	41.882	226.7	1013.3	TEST__0__20171008_233201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171008_233201.wav	Y	bark	a bit masked WH	RS	2					
1526	Spectrogram 1	1	93102.106	93110.4265	8.321	102.106	133.3	606.7	TEST__0__20171009_004401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_004401.wav	Y	bark		RS	series					
1527	Spectrogram 1	1	93057.877	93058.76	0.883	57.877	126.7	733.3	TEST__0__20171009_004401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_004401.wav	Y	bark	faint	RS	1					
1531	Spectrogram 1	1	93154.215	93161.8486	7.634	34.215	80	1640	TEST__0__20171009_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_013201.wav	Y	bark	good series	RS	series			good one		
1532	Spectrogram 1	1	93127.437	93137.5235	10.087	7.437	86.7	986.7	TEST__0__20171009_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_013201.wav	Y	bark	good series	RS	series			good one		
1534	Spectrogram 1	1	93265.954	93267.7201	1.766	25.954	100.9	1009	TEST__0__20171009_053201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_053201.wav	Y	"bark, yelp"	Yelp and bark almost simultaneously	RS	1			?	RS	
1537	Spectrogram 1	1	93388.139	93388.8062	0.667	28.139	135.7	1185.5	TEST__0__20171009_063201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_063201.wav	Y	bark		RS	2			?	RS	
1541	Spectrogram 1	1	93528.134	93532.3801	4.246	48.134	58.7	1298.9	TEST__0__20171009_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_082001.wav	Y	bark	second one visible enough below the noise	RS	series					
1552	Spectrogram 1	1	93704.484	93705.3278	0.844	104.484	147.1	914.7	TEST__0__20171009_114401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171009_114401.wav	Y	bark	WH distorted bark	RS				?	RS	
