Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH	KZ Done?
6648	Spectrogram 1	1	320555.627800000	320555.627800000	1099.644	1099.644	67145740.220521112847.wav	89		RS	YELP				Y
6649	Spectrogram 1	1	320555.964900000	320555.964900000	480.427	480.427	67145740.220521112847.wav	89		RS	BARK				Y
6650	Spectrogram 1	1	320556.157600000	320556.157600000	1131.673	1131.673	67145740.220521112847.wav	89		RS	YELP				Y
6651	Spectrogram 1	1	320556.552600000	320556.552600000	512.456	512.456	67145740.220521112847.wav	89		RS	BARK				Y
6652	Spectrogram 1	1	320556.880200000	320556.880200000	1067.616	1067.616	67145740.220521112847.wav	89		RS	YELP				Y
6653	Spectrogram 1	1	320557.236600000	320557.236600000	384.342	384.342	67145740.220521112847.wav	89		RS	BARK				Y
6654	Spectrogram 1	1	320557.389000000	320557.389000000	1099.644	1099.644	67145740.220521112847.wav	89		RS	YELP				Y
6655	Spectrogram 1	1	320557.870700000	320557.870700000	960.854	960.854	67145740.220521112847.wav	89		RS	YELP				Y
6656	Spectrogram 1	1	320574.554000000	320583.985600000	800.712	1494.662	67145740.220521112847.wav	89		RS	YELP		16		Y
6657	Spectrogram 1	1	320577.974100000	320577.974100000	469.751	469.751	67145740.220521112847.wav	89		RS	BARK				Y
6658	Spectrogram 1	1	320578.629200000	320578.629200000	480.427	480.427	67145740.220521112847.wav	89		RS	BARK				Y
6659	Spectrogram 1	1	320580.527000000	320580.527000000	437.722	437.722	67145740.220521112847.wav	89		RS	BARK				Y
6660	Spectrogram 1	1	320581.037600000	320581.037600000	395.018	395.018	67145740.220521112847.wav	89		RS	BARK				Y
6661	Spectrogram 1	1	320581.692700000	320581.692700000	416.370	416.370	67145740.220521112847.wav	89		RS	BARK				Y
6662	Spectrogram 1	1	320582.135900000	320582.135900000	373.665	373.665	67145740.220521112847.wav	89		RS	BARK				Y
6663	Spectrogram 1	1	320584.281600000	320584.281600000	416.370	416.370	67145740.220521112847.wav	89		RS	BARK				Y
6664	Spectrogram 1	1	320584.426100000	320584.426100000	971.530	971.530	67145740.220521112847.wav	89		RS	YELP				Y
6665	Spectrogram 1	1	320585.023400000	320585.023400000	405.694	405.694	67145740.220521112847.wav	89		RS	BARK				Y
6666	Spectrogram 1	1	320584.705500000	320584.705500000	971.530	971.530	67145740.220521112847.wav	89		RS	YELP				Y
6667	Spectrogram 1	1	320585.139100000	320585.139100000	1046.263	1046.263	67145740.220521112847.wav	89		RS	YELP				Y
6668	Spectrogram 1	1	320585.447300000	320585.447300000	405.694	405.694	67145740.220521112847.wav	89		RS	BARK				Y
6669	Spectrogram 1	1	320585.572600000	320585.572600000	960.854	960.854	67145740.220521112847.wav	89		RS	YELP				Y
6670	Spectrogram 1	1	320585.909800000	320585.909800000	384.342	384.342	67145740.220521112847.wav	89		RS	BARK				Y
6671	Spectrogram 1	1	320586.478200000	320586.478200000	1185.053	1185.053	67145740.220521112847.wav	89		RS	YELP		7		Y
6672	Spectrogram 1	1	320589.099500000	320597.762100000	864.769	1355.872	67145740.220521112847.wav	89		RS	YELP		8		Y
6673	Spectrogram 1	1	320589.253600000	320594.793100000	128.114	555.160	67145740.220521112847.wav	89		RS	BARK		7		Y
6674	Spectrogram 1	1	320599.511100000	320599.723000000	1056.940	1366.548	67145740.220521112847.wav	89		RS	YELP				Y
6675	Spectrogram 1	1	320601.550000000	320601.704100000	960.854	1323.843	67145740.220521112847.wav	89		RS	YELP				Y
6676	Spectrogram 1	1	320602.262900000	320602.262900000	1227.758	1227.758	67145740.220521112847.wav	89		RS	YELP				Y
6677	Spectrogram 1	1	320602.802400000	320602.802400000	587.189	587.189	67145740.220521112847.wav	89		RS	BARK				Y
6678	Spectrogram 1	1	320603.255200000	320603.255200000	459.075	459.075	67145740.220521112847.wav	89		RS	BARK				Y
6679	Spectrogram 1	1	320603.505700000	320603.505700000	886.121	886.121	67145740.220521112847.wav	89		RS	YELP				Y
6680	Spectrogram 1	1	320605.367600000	320611.639300000	875.445	1387.900	67145740.220521112847.wav	89		RS	YELP		8		Y
6681	Spectrogram 1	1	320605.955300000	320610.175000000	170.819	576.512	67145740.220521112847.wav	89		RS	BARK		6		Y
6683	Spectrogram 1	1	320650.234500000	320650.234500000	989.362	989.362	67145740.220521112847.wav	89		RS	YELP				Y
6684	Spectrogram 1	1	320650.494600000	320650.494600000	968.085	968.085	67145740.220521112847.wav	89		RS	YELP				Y
6685	Spectrogram 1	1	320650.677700000	320650.677700000	436.170	436.170	67145740.220521112847.wav	89		RS	BARK				Y
6686	Spectrogram 1	1	320651.178600000	320651.178600000	414.894	414.894	67145740.220521112847.wav	89		RS	BARK				Y
6687	Spectrogram 1	1	320651.448400000	320651.448400000	1021.277	1021.277	67145740.220521112847.wav	89		RS	YELP				Y
6688	Spectrogram 1	1	320651.737400000	320651.737400000	914.894	914.894	67145740.220521112847.wav	89		RS	YELP				Y
6689	Spectrogram 1	1	320652.806800000	320652.806800000	276.596	276.596	67145740.220521112847.wav	89		RS	BARK				Y
6690	Spectrogram 1	1	320653.211400000	320653.211400000	1031.915	1031.915	67145740.220521112847.wav	89		RS	YELP				Y
6691	Spectrogram 1	1	320654.945500000	320654.945500000	212.766	212.766	67145740.220521112847.wav	89		RS	BARK				Y
6692	Spectrogram 1	1	320659.752800000	320666.467700000	702.128	1234.043	67145740.220521112847.wav	89		RS	YELP		13		Y
6693	Spectrogram 1	1	320664.308800000	320664.308800000	404.255	404.255	67145740.220521112847.wav	89		RS	BARK				Y
6694	Spectrogram 1	1	320670.859000000	320675.001600000	648.936	1404.255	67145740.220521112847.wav	89		RS	YELP		6		Y
6698	Spectrogram 1	1	320907.074600000	320907.074600000	1021.277	1021.277	67145740.220521113347.wav	89		RS	YELP				Y
6699	Spectrogram 1	1	320907.238400000	320907.238400000	127.660	127.660	67145740.220521113347.wav	89		RS	GROWL			RS growl	Y
6700	Spectrogram 1	1	320915.523500000	320915.523500000	1148.936	1148.936	67145740.220521113347.wav	89		RS	YELP				Y
6701	Spectrogram 1	1	320915.111900000	320915.111900000	1000.000	1000.000	67145740.220521113347.wav	89		RS	YELP				Y
6702	Spectrogram 1	1	320916.671700000	320916.671700000	1297.872	1297.872	67145740.220521113347.wav	89		RS	YELP				Y
6703	Spectrogram 1	1	320917.249800000	320917.249800000	914.894	914.894	67145740.220521113347.wav	89		RS	?			RS	Y
6704	Spectrogram 1	1	320917.644700000	320917.644700000	1085.106	1085.106	67145740.220521113347.wav	89		RS	YELP				Y
6705	Spectrogram 1	1	320918.078300000	320918.078300000	1106.383	1106.383	67145740.220521113347.wav	89		RS	YELP				Y
6706	Spectrogram 1	1	320918.569600000	320918.569600000	978.723	978.723	67145740.220521113347.wav	89		RS	YELP				Y
6708	Spectrogram 1	1	321031.970400000	321034.879800000	893.617	1744.681	67145740.220521113847.wav	89		RS	YELP		6		Y
6709	Spectrogram 1	1	321032.904900000	321032.904900000	404.255	404.255	67145740.220521113847.wav	89		RS	BARK				Y
6711	Spectrogram 1	1	321039.956900000	321039.956900000	1308.511	1308.511	67145740.220521113847.wav	89		RS	YELP				Y
6712	Spectrogram 1	1	321044.468200000	321044.468200000	1382.979	1382.979	67145740.220521113847.wav	89		RS	YELP				Y
6713	Spectrogram 1	1	321047.738500000	321054.896500000	787.234	1595.745	67145740.220521113847.wav	89		RS	YELP		11		Y
6714	Spectrogram 1	1	321047.969700000	321053.172000000	159.574	585.106	67145740.220521113847.wav	89		RS	BARK		10		Y
6725	Spectrogram 1	1	322843.152700000	322846.014000000	468.085	1053.191	67145740.220521120848.wav	89		RS	YELP		3		Y
6726	Spectrogram 1	1	323038.296300000	323038.296300000	936.170	936.170	67145740.220521120848.wav	89		RS	YELP				Y
6727	Spectrogram 1	1	323039.905200000	323039.905200000	1138.298	1138.298	67145740.220521120848.wav	89		RS	YELP				Y
6728	Spectrogram 1	1	323227.146400000	323227.146400000	1372.340	1372.340	67145740.220521121348.wav	89		RS	YELP				Y
6729	Spectrogram 1	1	323247.112300000	323254.039000000	617.021	1085.106	67145740.220521121348.wav	89		RS	YELP		6		Y
6731	Spectrogram 1	1	323926.454500000	323926.724300000	851.064	1074.468	67145740.220521122348.wav	89		RS	YELP				Y
6732	Spectrogram 1	1	323927.437200000	323928.005600000	734.043	1276.596	67145740.220521122348.wav	89		RS	YELP				Y
6733	Spectrogram 1	1	323928.487300000	323928.487300000	1489.362	1489.362	67145740.220521122348.wav	89		RS	YELP				Y
6734	Spectrogram 1	1	323975.770500000	323975.770500000	1457.447	1457.447	67145740.220521122348.wav	89		RS	YELP				Y
6735	Spectrogram 1	1	323976.541200000	323976.541200000	1755.319	1755.319	67145740.220521122348.wav	89		RS	YELP				Y
6736	Spectrogram 1	1	324162.446800000	324162.446800000	904.255	904.255	67145740.220521122848.wav	90		RS	YELP				Y
6737	Spectrogram 1	1	324162.745500000	324162.745500000	797.872	797.872	67145740.220521122848.wav	90		RS	YELP				Y
6738	Spectrogram 1	1	324165.259900000	324165.259900000	1255.319	1255.319	67145740.220521122848.wav	90		RS	YELP				Y
6739	Spectrogram 1	1	324245.337000000	324245.337000000	1031.915	1031.915	67145740.220521122848.wav	90		RS	YELP				Y
6740	Spectrogram 1	1	324511.331000000	324511.331000000	1340.426	1340.426	67145740.220521123348.wav	90		RS	YELP				Y
6741	Spectrogram 1	1	324511.880200000	324511.880200000	1276.596	1276.596	67145740.220521123348.wav	90		RS	YELP				Y
6742	Spectrogram 1	1	324573.327000000	324580.985900000	734.043	1478.723	67145740.220521123348.wav	90		RS	YELP		3		Y
6743	Spectrogram 1	1	324764.856200000	324764.856200000	840.426	840.426	67145740.220521123848.wav	90		RS	BARK			RS bark	Y
6744	Spectrogram 1	1	325124.120500000	325124.120500000	1138.298	1138.298	67145740.220521124348.wav	90		RS	YELP				Y
6745	Spectrogram 1	1	325157.641200000	325165.040100000	797.872	1170.213	67145740.220521124348.wav	90		RS	YELP		3		Y
6746	Spectrogram 1	1	325382.624600000	325387.142900000	702.128	1255.319	67145740.220521124848.wav	90		RS	YELP		3		Y
6747	Spectrogram 1	1	325447.588700000	325447.588700000	1351.064	1351.064	67145740.220521124848.wav	90		RS	YELP				Y
6748	Spectrogram 1	1	325511.754000000	325511.754000000	191.489	191.489	67145740.220521124848.wav	90		RS	GROWL			RS growl	Y
6749	Spectrogram 1	1	326360.832700000	326361.054300000	1063.830	1553.191	67145740.220521130348.wav	90		RS	YELP				Y
6750	Spectrogram 1	1	326371.667300000	326372.206800000	925.532	1563.830	67145740.220521130348.wav	90		RS	YELP				Y
6751	Spectrogram 1	1	327035.563800000	327035.563800000	1127.660	1127.660	67145740.220521131848.wav	90		RS	YELP				Y
6752	Spectrogram 1	1	327053.241100000	327053.366400000	1095.745	1393.617	67145740.220521131848.wav	90		RS	YELP				Y
6753	Spectrogram 1	1	327156.236400000	327156.236400000	1531.915	1531.915	67145740.220521131848.wav	90		RS	YELP				Y
6754	Spectrogram 1	1	327165.558600000	327165.558600000	861.702	861.702	67145740.220521131848.wav	90		RS	YELP				Y
6755	Spectrogram 1	1	327205.655800000	327205.655800000	1521.277	1521.277	67145740.220521131848.wav	90		RS	YELP				Y
6756	Spectrogram 1	1	327221.591200000	327221.591200000	1297.872	1297.872	67145740.220521131848.wav	90		RS	YELP				Y
6757	Spectrogram 1	1	327398.614300000	327398.768400000	861.702	1106.383	67145740.220521132348.wav	90		RS	YELP				Y
6758	Spectrogram 1	1	327409.454200000	327409.454200000	968.085	968.085	67145740.220521132348.wav	90		RS	YELP				Y
6760	Spectrogram 1	1	327415.883500000	327415.883500000	872.340	872.340	67145740.220521132348.wav	90		RS	YELP				Y
6761	Spectrogram 1	1	327709.903500000	327709.903500000	1000.000	1000.000	67145740.220521132848.wav	91		RS	YELP				Y
6762	Spectrogram 1	1	327805.957900000	327805.957900000	1095.745	1095.745	67145740.220521132848.wav	91		RS	YELP				Y
6763	Spectrogram 1	1	327809.897300000	327809.897300000	1414.894	1414.894	67145740.220521132848.wav	91		RS	YELP				Y
6764	Spectrogram 1	1	327810.986800000	327810.986800000	1287.234	1287.234	67145740.220521132848.wav	91		RS	YELP				Y
6765	Spectrogram 1	1	327811.507100000	327811.507100000	1436.170	1436.170	67145740.220521132848.wav	91		RS	YELP				Y
6766	Spectrogram 1	1	327842.749800000	327842.749800000	1510.638	1510.638	67145740.220521132848.wav	91		RS	YELP				Y
6767	Spectrogram 1	1	327890.344900000	327890.344900000	1031.915	1031.915	67145740.220521132848.wav	91		RS	YELP				Y
6768	Spectrogram 1	1	328156.410700000	328156.410700000	191.489	191.489	67145740.220521133348.wav	91		RS	GROWL			RS growl	Y
6769	Spectrogram 1	1	328521.038500000	328521.038500000	244.681	244.681	67145740.220521133848.wav	91		RS	GROWL			RS growl	Y
6770	Spectrogram 1	1	330253.350600000	330253.350600000	180.851	180.851	67145740.220521140848.wav	91		RS	GROWL			RS growl	Y
6771	Spectrogram 1	1	330390.681200000	330390.681200000	1127.660	1127.660	67145740.220521141348.wav	91		RS	YELP				Y
6772	Spectrogram 1	1	331068.531100000	331068.531100000	1159.574	1159.574	67145740.220521142348.wav	91		RS	YELP				Y
6773	Spectrogram 1	1	331774.681000000	331774.681000000	1063.830	1063.830	67145740.220521143348.wav	92		RS	YELP				Y
6774	Spectrogram 1	1	331838.507400000	331838.507400000	1361.702	1361.702	67145740.220521143848.wav	92		RS	YELP				Y
6775	Spectrogram 1	1	331878.574800000	331878.574800000	1425.532	1425.532	67145740.220521143848.wav	92		RS	YELP				Y
6776	Spectrogram 1	1	332269.686300000	332269.686300000	265.957	265.957	67145740.220521144348.wav	92		RS	GROWL			RS growl	Y
6777	Spectrogram 1	1	332912.143800000	332912.143800000	819.149	819.149	67145740.220521145348.wav	92		RS	BARK				Y
6778	Spectrogram 1	1	332912.558000000	332912.558000000	1148.936	1148.936	67145740.220521145348.wav	92		RS	YELP				Y
6779	Spectrogram 1	1	333477.838300000	333477.838300000	1191.489	1191.489	67145740.220521150348.wav	92		RS	YELP				Y
6780	Spectrogram 1	1	333893.419000000	333893.419000000	223.404	223.404	67145740.220521150848.wav	92		RS?				RS?	Y
6781	Spectrogram 1	1	334050.758300000	334050.758300000	1255.319	1255.319	67145740.220521151348.wav	92		RS	YELP				Y
6782	Spectrogram 1	1	334342.215600000	334342.215600000	1191.489	1191.489	67145740.220521151848.wav	92		RS	YELP				Y
6783	Spectrogram 1	1	334342.629900000	334342.629900000	446.809	446.809	67145740.220521151848.wav	92		RS	BARK				Y
6784	Spectrogram 1	1	336377.160400000	336381.967700000	776.596	1351.064	67145740.220521155348.wav	93		RS	YELP		6		Y
6785	Spectrogram 1	1	336888.290200000	336888.290200000	872.340	872.340	67145740.220521155848.wav	93		RS	YELP				Y
6786	Spectrogram 1	1	336889.080200000	336889.080200000	893.617	893.617	67145740.220521155848.wav	93		RS	YELP				Y
6788	Spectrogram 1	1	337022.689400000	337029.307900000	514.286	1092.857	67145740.220521160348.wav	93		RS	YELP		7		Y
6791	Spectrogram 1	1	338160.391300000	338160.391300000	150.000	150.000	67145740.220521162348.wav	93		RS	GROWL				Y
6792	Spectrogram 1	1	338159.765100000	338159.765100000	310.714	310.714	67145740.220521162348.wav	93		RS	YELP			RS yelp	Y
6793	Spectrogram 1	1	339436.840700000	339436.840700000	1307.143	1307.143	67145740.220521164348.wav	94		RS	YELP				Y
6794	Spectrogram 1	1	339438.468900000	339438.468900000	1264.286	1264.286	67145740.220521164348.wav	94		RS	YELP				Y
6795	Spectrogram 1	1	339820.563800000	339820.563800000	932.143	932.143	67145740.220521164848.wav	94		RS	YELP				Y
6796	Spectrogram 1	1	339825.284400000	339825.284400000	964.286	964.286	67145740.220521164848.wav	94		RS	YELP				Y
6797	Spectrogram 1	1	339825.679400000	339825.679400000	932.143	932.143	67145740.220521164848.wav	94		RS	YELP				Y
6798	Spectrogram 1	1	341163.186000000	341166.683100000	696.429	1050.000	67145740.220521171348.wav	94		RS	YELP		3		Y
6802	Spectrogram 1	1	341756.778500000	341756.778500000	1146.429	1146.429	67145740.220521172348.wav	94		RS	YELP				Y
6803	Spectrogram 1	1	341759.273700000	341759.273700000	1167.857	1167.857	67145740.220521172348.wav	94		RS	YELP				Y
6824	Spectrogram 1	1	345555.590100000	345555.590100000	1167.857	1167.857	67145740.220521182348.wav	95		RS	YELP				Y
6826	Spectrogram 1	1	345732.978400000	345735.753000000	664.286	1007.143	67145740.220521182848.wav	96		RS	YELP		3		Y
6833	Spectrogram 1	1	347236.245200000	347236.245200000	1135.714	1135.714	67145740.220521185348.wav	96		RS	YELP				Y
6834	Spectrogram 1	1	347288.346300000	347288.346300000	214.286	214.286	67145740.220521185348.wav	96		RS	GROWL?			RS growl?	Y
6836	Spectrogram 1	1	347797.441500000	347797.441500000	1028.571	1028.571	67145740.220521190348.wav	96		RS	YELP				Y
6837	Spectrogram 1	1	347889.722200000	347889.722200000	985.714	985.714	67145740.220521190348.wav	96		RS	YELP				Y
6838	Spectrogram 1	1	347903.492500000	347903.492500000	1082.143	1082.143	67145740.220521190348.wav	96		RS	YELP				Y
6839	Spectrogram 1	1	347904.542600000	347904.542600000	353.571	353.571	67145740.220521190348.wav	96		RS	GROWL			RS growl	Y
6841	Spectrogram 1	1	347925.666300000	347925.666300000	160.714	160.714	67145740.220521190348.wav	96		RS	GROWL				Y
6842	Spectrogram 1	1	347927.101700000	347927.101700000	267.857	267.857	67145740.220521190348.wav	96		RS	GROWL				Y
6843	Spectrogram 1	1	347950.174100000	347950.174100000	835.714	835.714	67145740.220521190348.wav	96		RS	YELP				Y
6844	Spectrogram 1	1	347950.790600000	347950.790600000	192.857	192.857	67145740.220521190348.wav	96		RS	GROWL				Y
6846	Spectrogram 1	1	348298.760500000	348299.011000000	589.286	996.429	67145740.220521190848.wav	96		RS	YELP				Y
6849	Spectrogram 1	1	348500.503400000	348500.503400000	238.938	238.938	67145740.220521191348.wav	96		RS	GROWL			RS growl	Y
6852	Spectrogram 1	1	349083.184200000	349083.184200000	1028.571	1028.571	67145740.220521192348.wav	96		RS	YELP				Y
6853	Spectrogram 1	1	349084.166900000	349084.427000000	750.000	985.714	67145740.220521192348.wav	96		RS	YELP				Y
6854	Spectrogram 1	1	349084.725700000	349084.725700000	1007.143	1007.143	67145740.220521192348.wav	96		RS	YELP				Y
6855	Spectrogram 1	1	349089.099500000	349089.099500000	1017.857	1017.857	67145740.220521192348.wav	96		RS	YELP				Y
6856	Spectrogram 1	1	349091.056000000	349091.056000000	1071.429	1071.429	67145740.220521192348.wav	96		RS	YELP	LONG YELP			Y
6857	Spectrogram 1	1	349091.354700000	349091.354700000	192.857	192.857	67145740.220521192348.wav	96		RS	GROWL			RS growl	Y
6858	Spectrogram 1	1	349099.175700000	349099.175700000	910.714	910.714	67145740.220521192348.wav	96		RS	YELP				Y
6859	Spectrogram 1	1	349099.638100000	349099.638100000	996.429	996.429	67145740.220521192348.wav	96		RS	YELP				Y
6860	Spectrogram 1	1	349098.905900000	349098.905900000	1039.286	1039.286	67145740.220521192348.wav	96		RS	YELP				Y
6861	Spectrogram 1	1	349116.019200000	349116.019200000	1039.286	1039.286	67145740.220521192348.wav	96		RS	YELP				Y
6862	Spectrogram 1	1	349327.134100000	349327.134100000	921.429	921.429	67145740.220521192848.wav	97		RS	YELP				Y
6867	Spectrogram 1	1	349689.380600000	349689.496200000	932.143	1028.571	67145740.220521193348.wav	97		RS	YELP				Y
6870	Spectrogram 1	1	350118.686900000	350118.686900000	1382.143	1382.143	67145740.220521193848.wav	97		RS	YELP				Y
6871	Spectrogram 1	1	350119.110800000	350119.110800000	1167.857	1167.857	67145740.220521193848.wav	97		RS	YELP				Y
6872	Spectrogram 1	1	350120.324700000	350120.324700000	1339.286	1339.286	67145740.220521193848.wav	97		RS	YELP				Y
6875	Spectrogram 1	1	350233.863000000	350233.863000000	760.714	760.714	67145740.220521194348.wav	97		RS	YELP				Y
6876	Spectrogram 1	1	350234.537300000	350234.537300000	439.286	439.286	67145740.220521194348.wav	97		RS	BARK				Y
6877	Spectrogram 1	1	350235.192500000	350235.192500000	546.429	546.429	67145740.220521194348.wav	97		RS	BARK				Y
6879	Spectrogram 1	1	350297.552800000	350297.552800000	203.571	203.571	67145740.220521194348.wav	97		RS	GROWL				Y
6880	Spectrogram 1	1	350299.103800000	350299.103800000	235.714	235.714	67145740.220521194348.wav	97		RS	GROWL				Y
6881	Spectrogram 1	1	350304.498800000	350304.498800000	910.714	910.714	67145740.220521194348.wav	97		RS	YELP				Y
6887	Spectrogram 1	1	350568.423300000	350568.423300000	1060.714	1060.714	67145740.220521194848.wav	97		RS	YELP				Y
6888	Spectrogram 1	1	350571.554400000	350571.554400000	932.143	932.143	67145740.220521194848.wav	97		RS	YELP				Y
6889	Spectrogram 1	1	350576.342400000	350576.342400000	1275.000	1275.000	67145740.220521194848.wav	97		RS	YELP				Y
6893	Spectrogram 1	1	350646.919600000	350647.208600000	771.429	1382.143	67145740.220521194848.wav	97		RS	YELP				Y
6894	Spectrogram 1	1	350701.646300000	350701.646300000	1810.714	1810.714	67145740.220521194848.wav	97		RS	YELP				Y
6895	Spectrogram 1	1	350702.918000000	350702.918000000	964.286	964.286	67145740.220521194848.wav	97		RS	YELP				Y
6899	Spectrogram 1	1	350976.426500000	350976.426500000	1178.571	1178.571	67145740.220521195348.wav	97		RS	YELP				Y
6900	Spectrogram 1	1	350978.931300000	350979.124000000	964.286	1264.286	67145740.220521195348.wav	97		RS	YELP				Y
6901	Spectrogram 1	1	350979.865800000	350980.154800000	782.143	1275.000	67145740.220521195348.wav	97		RS	YELP				Y
6902	Spectrogram 1	1	350980.877300000	350980.877300000	835.714	835.714	67145740.220521195348.wav	97		RS	YELP				Y
6903	Spectrogram 1	1	350981.667300000	350981.667300000	910.714	910.714	67145740.220521195348.wav	97		RS	YELP				Y
6904	Spectrogram 1	1	350992.919700000	350992.919700000	900.000	900.000	67145740.220521195348.wav	97		RS	YELP				Y
6905	Spectrogram 1	1	350997.120100000	350997.120100000	846.429	846.429	67145740.220521195348.wav	97		RS	YELP				Y
6906	Spectrogram 1	1	350997.833000000	350997.833000000	889.286	889.286	67145740.220521195348.wav	97		RS	YELP				Y
6907	Spectrogram 1	1	351004.210700000	351004.210700000	825.000	825.000	67145740.220521195348.wav	97		RS	YELP				Y
6908	Spectrogram 1	1	351004.827300000	351005.154800000	739.286	1232.143	67145740.220521195348.wav	97		RS	YELP				Y
6909	Spectrogram 1	1	351008.839300000	351008.839300000	921.429	921.429	67145740.220521195348.wav	97		RS	YELP				Y
6910	Spectrogram 1	1	351009.667900000	351009.667900000	1039.286	1039.286	67145740.220521195348.wav	97		RS	YELP				Y
6911	Spectrogram 1	1	351010.949200000	351010.949200000	996.429	996.429	67145740.220521195348.wav	97		RS	YELP				Y
6913	Spectrogram 1	1	351020.278300000	351020.278300000	685.714	685.714	67145740.220521195348.wav	97		RS	YELP				Y
6914	Spectrogram 1	1	351022.918000000	351022.918000000	867.857	867.857	67145740.220521195348.wav	97		RS	YELP				Y
6915	Spectrogram 1	1	351029.409500000	351034.794800000	600.000	1307.143	67145740.220521195848.wav	97		RS	YELP		5		Y
6917	Spectrogram 1	1	351067.557200000	351067.557200000	803.571	803.571	67145740.220521195848.wav	97		RS	YELP				Y
6918	Spectrogram 1	1	351069.975300000	351069.975300000	1114.286	1114.286	67145740.220521195848.wav	97		RS	YELP				Y
6919	Spectrogram 1	1	351080.915000000	351080.915000000	900.000	900.000	67145740.220521195848.wav	97		RS	YELP				Y
6920	Spectrogram 1	1	351081.955500000	351081.955500000	717.857	717.857	67145740.220521195848.wav	97		RS	YELP				Y
6926	Spectrogram 1	1	351342.464300000	351342.464300000	1200.000	1200.000	67145740.220521200349.wav	97		RS	YELP				Y
6927	Spectrogram 1	1	351352.906600000	351352.906600000	1082.143	1082.143	67145740.220521200349.wav	97		RS	YELP				Y
6928	Spectrogram 1	1	351354.033800000	351354.033800000	1082.143	1082.143	67145740.220521200349.wav	97		RS	YELP				Y
6929	Spectrogram 1	1	351364.642500000	351364.642500000	1135.714	1135.714	67145740.220521200349.wav	97		RS	YELP				Y
6930	Spectrogram 1	1	351371.218000000	351371.218000000	1114.286	1114.286	67145740.220521200349.wav	97		RS	YELP				Y
6932	Spectrogram 1	1	351416.604300000	351423.078200000	492.857	1350.000	67145740.220521200349.wav	97		RS	YELP		3		Y
6937	Spectrogram 1	1	351704.321000000	351704.321000000	900.000	900.000	67145740.220521200849.wav	97		RS	YELP				Y
6938	Spectrogram 1	1	351705.111000000	351705.111000000	964.286	964.286	67145740.220521200849.wav	97		RS	YELP				Y
6939	Spectrogram 1	1	351707.384600000	351707.384600000	192.857	192.857	67145740.220521200849.wav	97		RS	GROWL			RS growl	Y
6940	Spectrogram 1	1	351708.107200000	351708.107200000	192.857	192.857	67145740.220521200849.wav	97		RS	GROWL			RS growl	Y
6942	Spectrogram 1	1	351742.595700000	351742.595700000	182.143	182.143	67145740.220521200849.wav	97		RS	GROWL				Y
6946	Spectrogram 1	1	351876.792600000	351876.792600000	1221.429	1221.429	67145740.220521200849.wav	97		RS	YELP				Y
6947	Spectrogram 1	1	351880.838800000	351880.838800000	1221.429	1221.429	67145740.220521200849.wav	97		RS	YELP				Y
6948	Spectrogram 1	1	351883.565200000	351883.565200000	1060.714	1060.714	67145740.220521200849.wav	97		RS	YELP				Y
6949	Spectrogram 1	1	351886.734800000	351886.734800000	1178.571	1178.571	67145740.220521200849.wav	97		RS	YELP				Y
6951	Spectrogram 1	1	351892.660500000	351892.660500000	1103.571	1103.571	67145740.220521200849.wav	97		RS	YELP				Y
6952	Spectrogram 1	1	351898.893600000	351898.893600000	1221.429	1221.429	67145740.220521200849.wav	97		RS	YELP				Y
6953	Spectrogram 1	1	351900.926400000	351900.926400000	1232.143	1232.143	67145740.220521200849.wav	97		RS	YELP				Y
6954	Spectrogram 1	1	351902.770800000	351911.884500000	771.429	1446.429	67145740.220521200849.wav	97		RS	YELP		5		Y
6955	Spectrogram 1	1	351917.472200000	351917.472200000	1200.000	1200.000	67145740.220521200849.wav	97		RS	YELP				Y
6957	Spectrogram 1	1	352020.299300000	352020.299300000	1071.429	1071.429	67145740.220521201349.wav	97		RS	YELP				Y
6958	Spectrogram 1	1	352029.356100000	352029.356100000	996.429	996.429	67145740.220521201349.wav	97		RS	YELP				Y
6959	Spectrogram 1	1	352101.358200000	352101.358200000	1050.000	1050.000	67145740.220521201349.wav	97		RS	YELP				Y
6965	Spectrogram 1	1	352346.348500000	352346.493000000	921.429	1275.000	67145740.220521201849.wav	97		RS	YELP				Y
6966	Spectrogram 1	1	352391.457100000	352391.457100000	996.429	996.429	67145740.220521201849.wav	97		RS	YELP				Y
6967	Spectrogram 1	1	352444.660800000	352444.660800000	953.571	953.571	67145740.220521201849.wav	97		RS	YELP				Y
6968	Spectrogram 1	1	352445.065500000	352445.238900000	621.429	857.143	67145740.220521201849.wav	97		RS	YELP				Y
6970	Spectrogram 1	1	352454.286000000	352454.286000000	1050.000	1050.000	67145740.220521201849.wav	97		RS	YELP				Y
6971	Spectrogram 1	1	352455.480600000	352455.480600000	1017.857	1017.857	67145740.220521201849.wav	97		RS	YELP				Y
6972	Spectrogram 1	1	352458.919900000	352458.919900000	942.857	942.857	67145740.220521201849.wav	97		RS	YELP				Y
6973	Spectrogram 1	1	352460.914100000	352460.914100000	792.857	792.857	67145740.220521201849.wav	97		RS	YELP				Y
6974	Spectrogram 1	1	352462.079800000	352462.079800000	996.429	996.429	67145740.220521201849.wav	97		RS	YELP				Y
