Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
2650	Spectrogram 1	1	288616.801826558	288617.134741131	32.258	838.710	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521022846.wav	67145740.220521022846.wav	0.3329	295.2982	Y	1	0	X	B		
2651	Spectrogram 1	1	288795.915511055	288798.139129146	72.581	451.613	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521023346.wav	67145740.220521023346.wav	2.2236	174.4017	Y	1	0	X	G		
2652	Spectrogram 1	1	289256.276610226	289256.854499673	120.968	1661.290	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521024346.wav	67145740.220521024346.wav	0.5779	34.7101	Y	1	1	X	BY		
2653	Spectrogram 1	1	290559.745752929	290559.984446397	911.290	1290.323	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521030346.wav	67145740.220521030346.wav	0.2387	138.0679	X	0	1	X	Y		
2654	Spectrogram 1	1	290562.044599729	290562.233041940	862.903	1379.032	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521030346.wav	67145740.220521030346.wav	0.1884	140.3668	X	0	1	X	Y		
2655	Spectrogram 1	1	290563.168971589	290563.470479126	903.226	1387.097	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521030346.wav	67145740.220521030346.wav	0.3015	141.4911	X	0	1	X	Y		
2656	Spectrogram 1	1	290564.839825860	290565.116207770	991.935	1500.000	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521030346.wav	67145740.220521030346.wav	0.2764	143.1620	X	0	1	X	Y		
2657	Spectrogram 1	1	290602.190831658	290603.648118090	895.161	2548.387	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521030346.wav	67145740.220521030346.wav	1.4573	180.5130	X	0	1	X	Y		
2658	Spectrogram 1	1	290677.518158794	290678.114892462	40.323	1161.290	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521030346.wav	67145740.220521030346.wav	0.5967	255.8403	X	3	0	X	B	TOO FAINT	
2659	Spectrogram 1	1	290678.234239196	290678.585997990	104.839	1806.452	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521030346.wav	67145740.220521030346.wav	0.3518	256.5564	Y	1	0	X	B		
2660	Spectrogram 1	1	291224.369573717	291225.003995828	588.710	1637.097	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521031347.wav	67145740.220521031347.wav	0.6344	202.5987	X	0	1	X	Y		
2661	Spectrogram 1	1	291228.094448089	291228.628367687	427.419	2838.710	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521031347.wav	67145740.220521031347.wav	0.5339	206.3236	X	0	1	X	Y		
2662	Spectrogram 1	1	291363.550746649	291364.499239112	637.097	2475.806	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521031847.wav	67145740.220521031847.wav	0.9485	41.7811	X	0	1	X	Y		
2663	Spectrogram 1	1	291585.030487437	291585.262899497	750.000	1153.226	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521031847.wav	67145740.220521031847.wav	0.2324	263.2608	X	0	1	X	Y		
2664	Spectrogram 1	1	291585.570688442	291586.016668342	96.774	1088.710	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521031847.wav	67145740.220521031847.wav	0.4460	263.8010	Y	1	1	X	BY		
2665	Spectrogram 1	1	291586.198829146	291587.605864322	72.581	1241.935	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521031847.wav	67145740.220521031847.wav	1.4070	264.4292	Y	2	3	X	BY		
2666	Spectrogram 1	1	291588.252849246	291588.541793970	758.065	1153.226	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521031847.wav	67145740.220521031847.wav	0.2889	266.4832	X	0	1	X	Y		
2667	Spectrogram 1	1	291933.094685567	291934.828353909	48.387	2120.968	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	1.7337	11.2752	Y	2	2	X	BY		
2668	Spectrogram 1	1	292191.761718396	292192.220261109	540.323	1903.226	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	0.4585	269.9422	X	0	1	X	Y		
2669	Spectrogram 1	1	292192.414984727	292192.917497290	733.871	1443.548	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	0.5025	270.5955	X	0	1	X	Y		
2670	Spectrogram 1	1	292193.734080205	292194.286844024	596.774	1556.452	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	0.5528	271.9146	X	0	1	X	Y		
2671	Spectrogram 1	1	292195.247899300	292195.649909350	629.032	1508.065	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	0.4020	273.4284	X	0	1	X	Y		
2672	Spectrogram 1	1	292196.068332415	292198.028131410	548.387	1540.323	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	1.9598	274.2488	X	0	7	X	Y		
2673	Spectrogram 1	1	292198.166322365	292200.232905279	120.968	1701.613	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	2.0666	276.3468	X	1	2	X	BY	OVERLAPPING CALLS	
2674	Spectrogram 1	1	292203.705017079	292203.962554768	693.548	2000.000	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	0.2575	281.8855	X	0	1	X	Y		
2675	Spectrogram 1	1	292209.060940357	292209.764457945	709.677	1282.258	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	0.7035	287.2414	X	0	1	X	Y		
2676	Spectrogram 1	1	292210.065965482	292211.127523271	709.677	1193.548	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	1.0616	288.2465	X	0	3	X	Y		
2677	Spectrogram 1	1	292212.738286313	292213.240798876	112.903	2548.387	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	0.5025	290.9188	Y	1	1	X	BY		
2678	Spectrogram 1	1	292219.203812522	292219.794264784	887.097	1395.161	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521032847.wav	67145740.220521032847.wav	0.5905	297.3843	X	0	1	X	Y		
2679	Spectrogram 1	1	292242.477258491	292243.375499697	16.129	895.161	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.8982	20.6044	Y	2	1	X	BY		
2680	Spectrogram 1	1	292243.921982109	292244.280022310	80.645	1129.032	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.3580	22.0491	Y	1	0	X	B		
2681	Spectrogram 1	1	292244.688313767	292245.372987134	64.516	1169.355	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.6847	22.8155	Y	1	1	X	BY		
2682	Spectrogram 1	1	292245.990771137	292246.242027419	80.645	1580.645	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.2513	24.1179	Y	1	0	X	B		
2683	Spectrogram 1	1	292462.271034813	292462.748421748	685.484	2145.161	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.4774	240.3982	X	0	1	X	Y		
2684	Spectrogram 1	1	292463.087617728	292463.715758431	443.548	1217.742	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.6281	241.2148	X	0	1	X	Y		
2685	Spectrogram 1	1	292466.190632803	292466.850180542	750.000	1314.516	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.6595	244.3178	X	0	1	X	Y		
2686	Spectrogram 1	1	292469.483526070	292469.835284864	467.742	1201.613	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.3518	247.6107	X	0	1	X	Y		
2687	Spectrogram 1	1	292471.089080796	292471.836568233	540.323	1137.097	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.7475	249.2163	X	0	1	X	Y		
2688	Spectrogram 1	1	292472.269985319	292474.154407429	88.710	1645.161	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	1.8844	250.3972	X	1	1	X	BY	OVERLAPPING SIGNALS	
2689	Spectrogram 1	1	292474.967959829	292475.420221135	282.258	1040.323	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.4523	253.0951	Y	1	0	X	B		
2690	Spectrogram 1	1	292476.042080432	292476.601125658	500.000	2120.968	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.5590	254.1693	X	0	1	X	Y		
2691	Spectrogram 1	1	292492.072375591	292492.593732375	556.452	2443.548	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.5214	270.1995	X	0	1	X	Y		
2692	Spectrogram 1	1	292502.396796231	292502.918153015	645.161	1951.613	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.5214	280.5240	X	0	1	X	Y		
2693	Spectrogram 1	1	292504.496922735	292504.898932785	693.548	2306.452	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.4020	282.6241	X	0	1	X	Y		
2694	Spectrogram 1	1	292505.357475498	292505.715515699	88.710	2354.839	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.3580	283.4846	Y	1	0	X	B		
2695	Spectrogram 1	1	292507.254834638	292507.550060768	483.871	2072.581	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.2952	285.3820	X	0	1	X	Y		
2696	Spectrogram 1	1	292509.639432010	292509.997472211	516.129	2612.903	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033347.wav	67145740.220521033347.wav	0.3580	287.7666	X	0	1	X	Y		
2697	Spectrogram 1	1	292533.519727638	292533.833797990	362.903	2459.677	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.3141	11.6709	X	0	1	X	Y		
2698	Spectrogram 1	1	292535.083797990	292535.385305528	346.774	1903.226	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.3015	13.2350	X	0	1	X	Y		
2699	Spectrogram 1	1	292540.517784673	292540.957483166	798.387	1338.710	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.4397	18.6689	X	0	1	X	Y		
2700	Spectrogram 1	1	292542.213764573	292543.068035930	48.387	435.484	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.8543	20.3649	Y	1	0	X	G		
2701	Spectrogram 1	1	292549.313764824	292549.565021106	290.323	2282.258	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.2513	27.4649	X	0	1	X	Y		
2702	Spectrogram 1	1	292555.904279541	292557.286189088	16.129	475.806	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	1.3819	34.0554	Y	1	0	X	G		
2703	Spectrogram 1	1	292557.411817229	292557.650510697	370.968	2201.613	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.2387	35.5630	X	0	1	X	Y		
2704	Spectrogram 1	1	292565.250964824	292565.835135678	161.290	2741.935	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.5842	43.4021	Y	1	1	X	BY		
2705	Spectrogram 1	1	292620.796049279	292621.191777922	862.903	1637.097	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.3957	98.9472	X	0	1	X	Y		
2706	Spectrogram 1	1	292623.491757744	292627.292009001	72.581	1927.419	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	3.8003	101.6429	Y	5	7	X	BY		
2707	Spectrogram 1	1	292628.960372134	292629.280723893	56.452	1870.968	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.3204	107.1115	Y	1	0	X	B	FAINT	
2708	Spectrogram 1	1	292630.800225087	292631.528868303	112.903	1233.871	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.7286	108.9514	Y	1	1	X	BY		
2709	Spectrogram 1	1	292637.022297487	292637.669282412	64.516	1443.548	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.6470	115.1735	Y	2	2	X	BY		
2710	Spectrogram 1	1	292639.812889457	292640.510125638	983.871	1500.000	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.6972	117.9641	X	0	2	X	Y		
2711	Spectrogram 1	1	292642.343403665	292642.670036831	0.000	1411.290	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.3266	120.4946	Y	1	1	X	BY		
2712	Spectrogram 1	1	292642.801946379	292642.971544369	1072.581	1774.194	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.1696	120.9531	X	0	1	X	Y		
2713	Spectrogram 1	1	292644.303202660	292647.732850901	112.903	1629.032	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	3.4296	122.4544	Y	7	7	X	BY		
2714	Spectrogram 1	1	292648.554274526	292652.813068496	137.097	1475.806	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	4.2588	126.7054	Y	7	7	X	BY		
2715	Spectrogram 1	1	292653.913673789	292654.190055699	580.645	1467.742	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.2764	132.0648	X	0	1	X	Y		
2716	Spectrogram 1	1	292654.698849669	292660.697593387	80.645	1935.484	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	5.9987	132.8500	Y	9	8	X	BY		
2717	Spectrogram 1	1	292672.969701508	292675.099098492	0.000	677.419	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	2.1294	151.1209	Y	1	0	X	G		
2718	Spectrogram 1	1	292787.226132183	292787.640705047	64.516	306.452	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521033847.wav	67145740.220521033847.wav	0.4146	265.3773	Y	1	0	X	G		
2719	Spectrogram 1	1	292865.362371114	292866.694029406	88.710	1612.903	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521034347.wav	67145740.220521034347.wav	1.3317	43.4552	Y	3	3	X	BY		
2720	Spectrogram 1	1	292949.675706018	292950.504851747	0.000	1000.000	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521034347.wav	67145740.220521034347.wav	0.8291	127.7685	Y	1	0	X	G		
2721	Spectrogram 1	1	292950.982238681	292952.395555264	0.000	491.935	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521034347.wav	67145740.220521034347.wav	1.4133	129.0751	Y	1	0	X	G		
2722	Spectrogram 1	1	292953.290771618	292953.542027899	16.129	1306.452	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521034347.wav	67145740.220521034347.wav	0.2513	131.3836	Y	1	0	X	B		
2723	Spectrogram 1	1	292954.182731417	292954.415143477	0.000	1056.452	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521034347.wav	67145740.220521034347.wav	0.2324	132.2756	Y	1	0	X	B		
2724	Spectrogram 1	1	292965.814927432	292966.172967633	741.935	983.871	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521034347.wav	67145740.220521034347.wav	0.3580	143.9078	X	0	1	X	Y		
2725	Spectrogram 1	1	293075.330759296	293076.744075879	24.194	524.194	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521034347.wav	67145740.220521034347.wav	1.4133	253.4236	X	1	0	X	G		
2726	Spectrogram 1	1	293441.834768769	293442.173964749	580.645	1145.161	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521035347.wav	67145740.220521035347.wav	0.3392	19.9134	X	0	1	X	Y		
2727	Spectrogram 1	1	293504.417048744	293504.605490955	766.129	1330.645	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521035347.wav	67145740.220521035347.wav	0.1884	82.4957	X	0	1	X	Y		
2728	Spectrogram 1	1	293575.247077562	293575.542303693	564.516	1798.387	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521035347.wav	67145740.220521035347.wav	0.2952	153.3257	X	0	1	X	Y		
2729	Spectrogram 1	1	293593.997209045	293594.210776884	693.548	1112.903	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521035347.wav	67145740.220521035347.wav	0.2136	172.0759	X	0	1	X	Y		
2730	Spectrogram 1	1	293664.452699696	293666.544408239	72.581	1766.129	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521035347.wav	67145740.220521035347.wav	2.0917	242.5314	Y	5	4	X	BY		
2731	Spectrogram 1	1	293668.892966918	293669.904273451	80.645	1693.548	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521035347.wav	67145740.220521035347.wav	1.0113	246.9716	Y	2	2	X	BY		
2732	Spectrogram 1	1	294801.564819386	294802.004517879	680.488	1156.098	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	0.4397	179.5502	X	0	1	X	Y		
2733	Spectrogram 1	1	294803.078638482	294803.405271648	958.537	1251.220	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	0.3266	181.0640	X	0	1	X	Y		
2734	Spectrogram 1	1	294805.120095768	294805.327382201	651.220	1221.951	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	0.2073	183.1054	X	0	1	X	Y		
2735	Spectrogram 1	1	294805.966111307	294806.361839950	65.854	600.000	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	0.3957	183.9514	Y	1	0	X	G		
2736	Spectrogram 1	1	294806.713598744	294807.103045980	73.171	592.683	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	0.3894	184.6989	Y	1	0	X	G		
2737	Spectrogram 1	1	294807.787719347	294809.433447990	29.268	563.415	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	1.6457	185.7731	Y	6	0	X	B		
2738	Spectrogram 1	1	294809.716111307	294809.841739448	80.488	556.098	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	0.1256	187.7014	Y	1	0	X	B		
2739	Spectrogram 1	1	294810.074151508	294810.614352513	139.024	592.683	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	0.5402	188.0595	Y	2	0	X	B		
2740	Spectrogram 1	1	294831.930648744	294832.119090955	954.930	1343.662	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041347.wav	67145740.220521041347.wav	0.1884	209.9160	X	0	1	X	Y		
2741	Spectrogram 1	1	295019.370006499	295019.784579363	853.521	1428.169	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041847.wav	67145740.220521041847.wav	0.4146	97.2580	X	0	1	X	Y		
2742	Spectrogram 1	1	295020.437845695	295023.867493936	67.606	2552.113	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521041847.wav	67145740.220521041847.wav	3.4296	98.3258	Y	5	6	X	BY		
2743	Spectrogram 1	1	295302.063578894	295302.314835176	684.507	1301.408	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042347.wav	67145740.220521042347.wav	0.2513	79.9783	X	0	1	X	Y		
2744	Spectrogram 1	1	295451.781247739	295451.906875879	42.254	473.239	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042347.wav	67145740.220521042347.wav	0.1256	229.6959	Y	1	0	X	B		
2745	Spectrogram 1	1	295452.547579397	295454.871700000	101.408	625.352	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042347.wav	67145740.220521042347.wav	2.3241	230.4623	Y	9	0	X	B		
2746	Spectrogram 1	1	295455.678222428	295456.526212378	67.606	532.394	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042347.wav	67145740.220521042347.wav	0.8480	233.5929	Y	3	0	X	B		
2747	Spectrogram 1	1	295456.752343031	295457.531237504	92.958	532.394	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042347.wav	67145740.220521042347.wav	0.7789	234.6670	Y	3	0	X	B		
2748	Spectrogram 1	1	295458.549810291	295459.278453507	59.155	608.451	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042347.wav	67145740.220521042347.wav	0.7286	236.4645	Y	3	0	X	B		
2749	Spectrogram 1	1	295460.063629386	295460.446795215	50.704	616.901	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042347.wav	67145740.220521042347.wav	0.3832	237.9783	Y	2	0	X	B		
2750	Spectrogram 1	1	295731.450946231	295731.771297990	802.817	1614.085	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042847.wav	67145740.220521042847.wav	0.3204	209.2853	X	0	1	X	Y		
2751	Spectrogram 1	1	295775.928383157	295776.324111800	735.211	1292.958	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042847.wav	67145740.220521042847.wav	0.3957	253.7627	X	0	1	X	Y		
2752	Spectrogram 1	1	295777.272604263	295777.505016323	118.310	1698.592	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042847.wav	67145740.220521042847.wav	0.2324	255.1069	Y	1	0	X	B		
2753	Spectrogram 1	1	295778.885644674	295779.275091910	135.211	1250.704	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042847.wav	67145740.220521042847.wav	0.3894	256.7200	Y	1	2	X	BY		
2754	Spectrogram 1	1	295780.350796668	295780.671148427	439.437	1064.789	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521042847.wav	67145740.220521042847.wav	0.3204	258.1851	X	0	1	X	Y		
2755	Spectrogram 1	1	295840.931224346	295845.334490678	380.282	1850.704	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043347.wav	67145740.220521043347.wav	4.4033	18.7692	X	0	1	X	Y		
2756	Spectrogram 1	1	295893.015853266	295893.386456281	616.901	1461.972	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043347.wav	67145740.220521043347.wav	0.3706	70.8539	X	0	1	X	Y		
2757	Spectrogram 1	1	296042.167504523	296042.399916583	557.746	1225.352	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043347.wav	67145740.220521043347.wav	0.2324	220.0055	X	0	1	X	Y		
2758	Spectrogram 1	1	296037.114756880	296037.380390887	397.183	819.718	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043347.wav	67145740.220521043347.wav	0.2656	214.9528	X	0	1	X	Y		
2759	Spectrogram 1	1	296151.352241709	296151.785658794	557.746	1360.563	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.4334	29.1674	X	0	1	X	Y		
2760	Spectrogram 1	1	296152.558271859	296152.778121106	667.606	1030.986	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.2198	30.3734	X	0	1	X	Y		
2761	Spectrogram 1	1	296152.991688945	296153.261789447	92.958	1301.408	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.2701	30.8069	Y	1	0	X	B		
2762	Spectrogram 1	1	296153.500482915	296153.726613568	42.254	1377.465	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.2261	31.3156	Y	1	0	X	B		
2763	Spectrogram 1	1	296154.412871091	296155.298549482	532.394	1402.817	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.8857	32.2280	X	0	1	X	Y		
2764	Spectrogram 1	1	296158.777541997	296159.587843505	718.310	1250.704	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.8103	36.5927	X	0	1	X	Y		
2765	Spectrogram 1	1	296386.272917639	296386.806837237	76.056	1664.789	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.5339	264.0881	Y	1	2	X	BY		
2766	Spectrogram 1	1	296387.083219147	296387.403570905	92.958	1343.662	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.3204	264.8984	Y	1	0	X	G		
2768	Spectrogram 1	1	296387.529199046	296387.736485478	59.155	1073.239	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.2073	265.3444	Y	1	0	X	B		
2769	Spectrogram 1	1	296388.203504387	296388.479886297	59.155	1352.113	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.2764	266.0187	Y	1	0	X	B		
2770	Spectrogram 1	1	296390.333957476	296390.497274059	169.014	1504.225	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	0.1633	268.1491	Y	1	0	X	B		
2771	Spectrogram 1	1	296390.679434863	296392.174409737	59.155	591.549	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	1.4950	268.4946	Y	2	0	X	G		
2772	Spectrogram 1	1	296392.466000383	296393.885598373	8.451	1149.296	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521043847.wav	67145740.220521043847.wav	1.4196	270.2812	Y	1	1	X	BY		
2773	Spectrogram 1	1	296831.565496603	296831.823034292	650.704	946.479	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521044847.wav	67145740.220521044847.wav	0.2575	109.3010	X	0	1	X	Y		
2774	Spectrogram 1	1	296832.482582030	296832.777808161	591.549	1073.239	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220521044847.wav	67145740.220521044847.wav	0.2952	110.2181	X	0	1	X	Y		
