Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin Path	Begin File	Delta Time (s)	Call Type
429	Spectrogram 1	1	246918.833546856	246919.080102331	0.000	652.542	287.8374	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521101015.wav	7266.230521101015.wav	0.2466	B
430	Spectrogram 1	1	246921.038258233	246921.342826761	8.475	703.390	290.0421	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521101015.wav	7266.230521101015.wav	0.3046	B
431	Spectrogram 1	1	246921.690905079	246921.951963817	16.949	618.644	290.6947	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521101015.wav	7266.230521101015.wav	0.2611	B
432	Spectrogram 1	1	246922.227525818	246922.445074767	25.424	644.068	291.2314	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521101015.wav	7266.230521101015.wav	0.2175	B
433	Spectrogram 1	1	246922.655372084	246922.938185717	0.000	627.119	291.6592	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521101015.wav	7266.230521101015.wav	0.2828	B
434	Spectrogram 1	1	246923.445799930	246923.706858668	0.000	652.542	292.4496	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521101015.wav	7266.230521101015.wav	0.2611	B
435	Spectrogram 1	1	62122.265120131	62122.598695185	8.475	1601.695	15.1253	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519064507.wav	7266.230519064507.wav	0.3336	B
436	Spectrogram 1	1	62645.763573234	62646.546749449	0.000	1949.153	238.5801	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519065007.wav	7266.230519065007.wav	0.7832	BY
437	Spectrogram 1	1	62648.027511778	62659.974443851	0.000	1389.831	240.8440	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519065007.wav	7266.230519065007.wav	11.9469	BY
438	Spectrogram 1	1	62756.010849710	62756.242901922	59.322	1110.169	48.8070	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519065507.wav	7266.230519065507.wav	0.2321	B
439	Spectrogram 1	1	62886.478309710	62886.862646186	0.000	923.729	179.2745	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519065507.wav	7266.230519065507.wav	0.3843	B
440	Spectrogram 1	1	62887.145459819	62887.508041400	0.000	872.881	179.9416	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519065507.wav	7266.230519065507.wav	0.3626	B
441	Spectrogram 1	1	65282.148161135	65283.177892824	16.949	2220.339	174.6055	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519073507.wav	7266.230519073507.wav	1.0297	BY
442	Spectrogram 1	1	65283.671003774	65284.504941410	0.000	1991.525	176.1283	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519073507.wav	7266.230519073507.wav	0.8339	BY
443	Spectrogram 1	1	65601.510094452	65602.271515772	0.000	1974.576	193.9353	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519074007.wav	7266.230519074007.wav	0.7614	BY
444	Spectrogram 1	1	65602.525322879	65603.707338832	0.000	1779.661	194.9505	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519074007.wav	7266.230519074007.wav	1.1820	BY
445	Spectrogram 1	1	66102.584307451	66102.954140663	0.000	1000.000	94.8963	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519075007.wav	7266.230519075007.wav	0.3698	B
446	Spectrogram 1	1	68372.428949920	68372.849544554	169.492	601.695	264.5044	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519082507.wav	7266.230519082507.wav	0.4206	B
447	Spectrogram 1	1	69165.949475853	69166.855929805	67.797	1864.407	157.8938	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519084007.wav	7266.230519084007.wav	0.9065	BY
448	Spectrogram 1	1	135598.786996447	135599.062558448	8.475	1118.644	282.1475	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520030510.wav	7266.230520030510.wav	0.2756	B
449	Spectrogram 1	1	147127.887890407	147128.250471987	237.288	1584.746	109.6851	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520062011.wav	7266.230520062011.wav	0.3626	BY
450	Spectrogram 1	1	147128.765337832	147129.243945519	279.661	1466.102	110.5625	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520062011.wav	7266.230520062011.wav	0.4786	BY
451	Spectrogram 1	1	147368.823307396	147370.919028933	0.000	1254.237	50.6101	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520062511.wav	7266.230520062511.wav	2.0957	BY
452	Spectrogram 1	1	147371.500038825	147372.000401406	0.000	1305.085	53.2869	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520062511.wav	7266.230520062511.wav	0.5004	BY
453	Spectrogram 1	1	147372.468454922	147374.774473777	0.000	1262.712	54.2553	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520062511.wav	7266.230520062511.wav	2.3060	BY
454	Spectrogram 1	1	147380.363268280	147380.827372703	16.949	898.305	62.1501	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520062511.wav	7266.230520062511.wav	0.4641	B
455	Spectrogram 1	1	153696.752003075	153696.926042234	50.847	567.797	77.6647	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.1740	B
456	Spectrogram 1	1	153697.506172763	153697.694715185	33.898	559.322	78.4188	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.1885	B
457	Spectrogram 1	1	153698.057296766	153698.303852241	59.322	550.847	78.9700	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.2466	B
458	Spectrogram 1	1	153693.771582480	153694.025389587	50.847	491.525	74.6843	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.2538	B
459	Spectrogram 1	1	153709.240156740	153709.450454057	0.000	550.847	90.1528	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.2103	B
460	Spectrogram 1	1	153710.559953694	153710.741244485	67.797	610.169	91.4726	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.1813	B
461	Spectrogram 1	1	153712.039286544	153712.278590387	42.373	610.169	92.9520	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.2393	B
462	Spectrogram 1	1	153713.221302498	153713.525871026	50.847	677.966	94.1340	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.3046	BY
463	Spectrogram 1	1	153713.808684659	153714.729641874	0.000	788.136	94.7214	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.9210	BY
464	Spectrogram 1	1	153869.497844815	153869.954697607	33.898	1093.220	250.4105	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081011.wav	7266.230520081011.wav	0.4569	BY
465	Spectrogram 1	1	153992.053769761	153992.757178028	25.424	1516.949	72.9353	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081511.wav	7266.230520081511.wav	0.7034	BY
466	Spectrogram 1	1	153993.910187455	153994.425053299	161.017	1423.729	74.7917	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520081511.wav	7266.230520081511.wav	0.5149	BY
467	Spectrogram 1	1	155514.837406236	155515.105716606	16.949	957.627	95.5289	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520084011.wav	7266.230520084011.wav	0.2683	B
468	Spectrogram 1	1	155969.463968749	155970.312409648	135.593	1533.898	250.1601	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520084511.wav	7266.230520084511.wav	0.8484	BY
469	Spectrogram 1	1	155974.003490141	155974.873685935	0.000	1245.763	254.6997	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520084511.wav	7266.230520084511.wav	0.8702	BY
470	Spectrogram 1	1	164892.368482539	164899.794153315	76.271	1915.254	171.8160	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520111512.wav	7266.230520111512.wav	7.4257	BY
472	Spectrogram 1	1	164903.005496051	164905.064959430	8.475	1635.593	182.4530	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520111512.wav	7266.230520111512.wav	2.0595	BY
473	Spectrogram 1	1	164905.964161751	164906.761841229	466.102	1618.644	185.4117	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520111512.wav	7266.230520111512.wav	0.7977	BY
474	Spectrogram 1	1	34593.407467540	34593.690281173	0.000	906.780	90.0220	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.2828	B
475	Spectrogram 1	1	34594.110875806	34594.770774284	0.000	830.508	90.7254	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.6599	B
476	Spectrogram 1	1	10553.959491447	10555.250281875	33.898	1508.475	53.7028	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518141504.wav	7266.230518141504.wav	1.2908	BY
