Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
1309	Spectrogram 1	1	17953.56348	17954.15393	102.5635	87.209	976.744	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	952	
1310	Spectrogram 1	1	17955.57353	17956.31473	104.5735	270.349	1377.907	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								X	0	2	X	Y	952	
1311	Spectrogram 1	1	17957.37001	17958.75192	106.37	61.047	1229.651	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	3	0	X	B	952	
1312	Spectrogram 1	1	17962.49847	17963.15173	111.4985	148.256	1491.279	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	953	
1313	Spectrogram 1	1	17964.54621	17965.13666	113.5462	148.256	1404.07	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	953	
1314	Spectrogram 1	1	17970.04455	17970.88626	119.0446	52.326	1247.093	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	954	
1315	Spectrogram 1	1	17971.2757	17972.12997	120.2757	78.488	1290.698	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	2	X	BY	954	
1316	Spectrogram 1	1	17972.30585	17972.73299	121.3059	69.767	1334.302	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	954	
1317	Spectrogram 1	1	17973.76314	17974.22796	122.7631	52.326	1281.977	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	954	
1318	Spectrogram 1	1	18001.79426	18003.16361	150.7943	17.442	1281.977	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	3	0	X	B	956	
1319	Spectrogram 1	1	18005.38722	18006.02793	154.3872	61.047	1290.698	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1320	Spectrogram 1	1	18008.52793	18008.92994	157.5279	52.326	1369.186	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1321	Spectrogram 1	1	18011.95758	18012.4224	160.9576	69.767	1316.86	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1322	Spectrogram 1	1	18014.63345	18015.2616	163.6335	113.372	1229.651	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1323	Spectrogram 1	1	18017.03019	18017.69602	166.0302	78.488	1308.14	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1324	Spectrogram 1	1	18020.17089	18020.63571	169.1709	87.209	1281.977	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	
1325	Spectrogram 1	1	18021.5528	18021.97994	170.5528	69.767	1072.674	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	956	Borderline too faint
1326	Spectrogram 1	1	18027.86809	18028.40829	176.8681	61.047	1805.233	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	957	
1327	Spectrogram 1	1	18030.59422	18031.43593	179.5942	34.884	2232.558	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	957	
1328	Spectrogram 1	1	18040.28138	18040.8467	189.2814	95.93	1186.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	958	Borderline too faint
1329	Spectrogram 1	1	18042.84419	18043.27133	191.8442	95.93	1151.163	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	958	
1331	Spectrogram 1	1	18046.55022	18047.07786	195.5502	78.488	1247.093	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	958	
1332	Spectrogram 1	1	18049.51505	18049.92962	198.515	113.372	1194.767	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	958	
1333	Spectrogram 1	1	18055.48037	18055.93263	204.4804	95.93	1186.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	959	
1334	Spectrogram 1	1	18058.09344	18058.48288	207.0934	69.767	1395.349	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	959	
1335	Spectrogram 1	1	18059.23665	18059.6261	208.2367	43.605	1456.395	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	959	
1336	Spectrogram 1	1	18064.5245	18065.00188	213.5245	122.093	1186.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	960	
1337	Spectrogram 1	1	18067.33857	18067.84108	216.3386	87.209	1552.326	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	960	
1338	Spectrogram 1	1	18176.6981	18177.08755	63.6981	69.767	872.093	DS3B__0__20181023_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_120355.wav								X	1	0	X	B	962	Too faint
1339	Spectrogram 1	1	18177.70313	18178.1177	64.7031	52.326	872.093	DS3B__0__20181023_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_120355.wav								Y	1	0	X	B	962	
1340	Spectrogram 1	1	18627.31363	18627.67795	252.3136	235.465	1177.326	DS3B__0__20181024_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_000355.wav								Y	1	0	X	B	966	Borderlne too faint
1341	Spectrogram 1	1	18628.23072	18628.58248	253.2307	156.977	1203.488	DS3B__0__20181024_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_000355.wav								Y	1	0	X	B	966	Borderlne too faint
1342	Spectrogram 1	1	18815.08904	18816.78502	178.089	183.14	1229.651	DS3B__0__20181024_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav								Y	2	2	X	BY	971	
1343	Spectrogram 1	1	18818.53125	18819.0212	181.5312	174.419	1325.581	DS3B__0__20181024_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav								Y	1	0	X	B	971	
1344	Spectrogram 1	1	19088.73782	19089.19008	189.7378	34.884	1212.209	DS3B__0__20181024_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_080355.wav								Y	1	0	X	B	974	
1345	Spectrogram 1	1	19090.28305	19090.773	191.2831	43.605	1107.558	DS3B__0__20181024_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_080355.wav								Y	1	1	X	BY	974	
1347	Spectrogram 1	1	19675.51143	19676.42851	252.5114	104.651	2799.419	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav								Y	2	1	X	BY	983	Good
1348	Spectrogram 1	1	19677.42097	19677.76017	254.421	148.256	2781.977	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav								Y	1	0	X	B	983	Good
1349	Spectrogram 1	1	19678.11193	19678.47625	255.1119	200.581	2877.907	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav								Y	1	0	X	B	983	Good
1350	Spectrogram 1	1	20095.09535	20095.4848	148.0954	69.767	1063.953	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1351	Spectrogram 1	1	20097.4446	20097.78379	150.4446	104.651	976.744	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1352	Spectrogram 1	1	20098.525	20098.86419	151.525	139.535	976.744	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1353	Spectrogram 1	1	20099.46721	20099.76872	152.4672	95.93	889.535	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1354	Spectrogram 1	1	20101.35163	20101.67826	154.3516	104.651	959.302	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1355	Spectrogram 1	1	20103.97726	20104.34158	156.9773	43.605	898.256	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1356	Spectrogram 1	1	20106.79133	20107.21847	159.7913	104.651	1142.442	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1357	Spectrogram 1	1	20107.60791	20108.04761	160.6079	113.372	1412.791	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	986	
1358	Spectrogram 1	1	20114.28435	20114.62354	167.2843	78.488	1011.628	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	987	
1359	Spectrogram 1	1	20115.40244	20115.67882	168.4024	78.488	933.14	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	987	
1361	Spectrogram 1	1	20118.89215	20119.20623	171.8922	61.047	1273.256	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1362	Spectrogram 1	1	20121.7816	20122.13336	174.7816	87.209	1081.395	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1363	Spectrogram 1	1	20124.44492	20124.73386	177.4449	113.372	1002.907	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1364	Spectrogram 1	1	20125.13587	20125.37457	178.1359	95.93	880.814	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1365	Spectrogram 1	1	20128.41477	20128.79165	181.4148	87.209	1203.488	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	988	
1366	Spectrogram 1	1	20130.78914	20131.30422	183.7891	95.93	1299.419	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	1	X	BY	988	
1367	Spectrogram 1	1	20131.46753	20132.09567	184.4675	95.93	1238.372	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	1	X	BY	988	
1368	Spectrogram 1	1	20122.77406	20123.86703	175.7741	444.767	985.465	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								X	0	2	X	Y	988	
1369	Spectrogram 1	1	20127.43487	20127.89969	180.4349	52.326	1037.791	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								X	0	1	X	Y	988	
1370	Spectrogram 1	1	20149.56612	20149.91787	202.5661	113.372	1107.558	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	989	
1371	Spectrogram 1	1	20152.8827	20153.22189	205.8827	122.093	1168.605	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	989	
1372	Spectrogram 1	1	20153.74953	20154.15154	206.7495	78.488	1107.558	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	989	
1373	Spectrogram 1	1	20155.89777	20156.14903	208.8978	122.093	1194.767	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	989	
1374	Spectrogram 1	1	20177.82869	20178.31864	230.8287	87.209	1561.047	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	992	
1375	Spectrogram 1	1	20178.64528	20179.1101	231.6453	95.93	1438.953	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	992	
1376	Spectrogram 1	1	20180.45432	20181.12015	233.4543	34.884	1020.349	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	1	X	BY	992	
1377	Spectrogram 1	1	20185.00206	20185.26588	238.0021	95.93	959.302	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	992	
1378	Spectrogram 1	1	20186.83623	20187.20055	239.8362	122.093	1063.953	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	992	
1379	Spectrogram 1	1	20181.64779	20182.06236	234.6478	732.558	1543.605	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								X	0	1	X	Y	992	
1380	Spectrogram 1	1	20190.14044	20190.55501	243.1404	87.209	2031.977	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								X	1	0	X	B	993	Too faint
1381	Spectrogram 1	1	20191.64797	20191.96204	244.648	61.047	837.209	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	993	
1382	Spectrogram 1	1	20194.16054	20194.48717	247.1605	104.651	915.698	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	993	
1383	Spectrogram 1	1	20196.30878	20196.59772	249.3088	87.209	924.419	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav								Y	1	0	X	B	993	
1384	Spectrogram 1	1	21010.96064	21011.33753	15.9606	52.326	1107.558	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	-	Not previously annotated
1385	Spectrogram 1	1	21007.89532	21008.2722	12.8953	8.721	1168.605	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	999	
1386	Spectrogram 1	1	21008.38527	21008.73702	13.3853	17.442	1072.674	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	999	
1387	Spectrogram 1	1	21008.83753	21009.22697	13.8375	26.163	1029.07	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	999	
1388	Spectrogram 1	1	21009.31491	21009.67924	14.3149	34.884	1037.791	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	999	
1389	Spectrogram 1	1	21013.64305	21013.94456	18.6431	61.047	1151.163	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1000	
1390	Spectrogram 1	1	21014.10788	21014.3717	19.1079	34.884	1037.791	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1000	
1391	Spectrogram 1	1	21014.50989	21014.79883	19.5099	69.767	959.302	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1000	
1392	Spectrogram 1	1	21015.47723	21015.85411	20.4772	34.884	1177.326	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1000	
1394	Spectrogram 1	1	21035.26797	21035.89611	40.268	52.326	1875	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1001	
1395	Spectrogram 1	1	21036.21018	21036.62475	41.2102	69.767	2511.628	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1001	
1396	Spectrogram 1	1	21037.6549	21038.03178	42.6549	26.163	1770.349	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1001	
1397	Spectrogram 1	1	21038.28304	21038.67249	43.283	43.605	1883.721	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1001	
1399	Spectrogram 1	1	21138.59556	21138.91536	143.5956	767.442	1875	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								X	0	1	X	Y	1002	
1400	Spectrogram 1	1	21139.27069	21139.83922	144.2707	715.116	1726.744	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								X	0	1	X	Y	1002	
1401	Spectrogram 1	1	21140.28338	21140.69201	145.2834	523.256	1718.023	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								X	0	1	X	Y	1002	
1402	Spectrogram 1	1	21141.15394	21142.43313	146.1539	61.047	2066.86	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	2	X	BY	1002	
1403	Spectrogram 1	1	21144.03211	21144.49404	149.0321	95.93	1316.86	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1404	Spectrogram 1	1	21144.70724	21145.13364	149.7072	17.442	1255.814	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1405	Spectrogram 1	1	21145.3646	21145.77323	150.3646	87.209	1177.326	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1406	Spectrogram 1	1	21146.39506	21146.91029	151.3951	52.326	1273.256	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1407	Spectrogram 1	1	21149.68186	21150.19709	154.6819	78.488	1674.419	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1408	Spectrogram 1	1	21150.39252	21150.92552	155.3925	78.488	1159.884	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1409	Spectrogram 1	1	21152.54227	21153.67932	157.5423	69.767	1168.605	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	2	1	X	BY	1002	
1410	Spectrogram 1	1	21154.30115	21154.78085	159.3012	52.326	2154.07	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1411	Spectrogram 1	1	21155.02958	21155.38491	160.0296	52.326	2014.535	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1412	Spectrogram 1	1	21157.23263	21157.97882	162.2326	26.163	2066.86	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
1413	Spectrogram 1	1	21158.13872	21158.56511	163.1387	0	1674.419	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1414	Spectrogram 1	1	21160.2707	21161.33669	165.2707	52.326	2145.349	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
1415	Spectrogram 1	1	21162.44608	21163.45877	167.4461	52.326	1386.628	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
1416	Spectrogram 1	1	21164.38263	21165.85725	169.3826	584.302	1595.93	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								X	0	3	X	Y	1002	
1417	Spectrogram 1	1	21169.07299	21170.6542	174.073	34.884	2005.814	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	4	0	X	B	1002	
1418	Spectrogram 1	1	21171.43973	21172.15039	176.4397	34.884	1805.233	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
1419	Spectrogram 1	1	21174.99303	21175.4905	179.993	0	1622.093	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1420	Spectrogram 1	1	21176.00572	21176.28999	181.0057	69.767	1360.465	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1421	Spectrogram 1	1	21176.92958	21177.30268	181.9296	34.884	1404.07	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1422	Spectrogram 1	1	21177.76461	21178.8306	182.7646	17.442	1831.395	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	2	1	X	BY	1002	
1423	Spectrogram 1	1	21180.37628	21180.82045	185.3763	78.488	1761.628	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1424	Spectrogram 1	1	21182.3306	21182.81029	187.3306	61.047	1220.93	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1425	Spectrogram 1	1	21183.96512	21184.37375	188.9651	78.488	1979.651	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1426	Spectrogram 1	1	21184.64024	21184.99557	189.6402	0	1875	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1427	Spectrogram 1	1	21186.34583	21186.71893	191.3458	26.163	2145.349	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1428	Spectrogram 1	1	21186.93212	21187.25192	191.9321	0	2014.535	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1429	Spectrogram 1	1	21187.89151	21188.28238	192.8915	531.977	854.651	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	0	1	X	Y	1002	
1430	Spectrogram 1	1	21189.86776	21190.29415	194.8678	0	1997.093	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1431	Spectrogram 1	1	21190.54289	21190.82715	195.5429	0	1220.93	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1432	Spectrogram 1	1	21191.02258	21191.25355	196.0226	8.721	994.186	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	0	X	B	1002	
1433	Spectrogram 1	1	21191.59111	21192.3373	196.5911	0	1107.558	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav								Y	1	1	X	BY	1002	
