Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
917	Spectrogram 1	1	130895.9601	130897.6686	21.583	410.072	Y	1	0	X	G		
918	Spectrogram 1	1	130908.7534	130910.2296	0	438.849	Y	1	0	X	G		
919	Spectrogram 1	1	131019.3781	131020.7663	14.388	323.741	Y	1	0	X	G		
920	Spectrogram 1	1	131033.4878	131035.1901	14.388	582.734	Y	1	0	X	G		
921	Spectrogram 1	1	131037.6712	131037.8974	86.331	395.683	Y	1	0	X	G		
922	Spectrogram 1	1	131295.1781	131296.4092	50.36	374.101	Y	1	0	X	G		
923	Spectrogram 1	1	131336.1437	131336.8472	35.971	345.324	Y	1	0	X	G		
924	Spectrogram 1	1	131970.7667	131971.9413	57.554	410.072	Y	1	0	X	G		
925	Spectrogram 1	1	131978.9893	131980.1954	35.971	352.518	Y	1	0	X	G		
926	Spectrogram 1	1	132027.8751	132030.3437	57.554	388.489	Y	1	0	X	G		
927	Spectrogram 1	1	132044.2728	132044.6183	661.871	1158.273	X	0	1	X	Y		
928	Spectrogram 1	1	132047.7025	132048.0479	510.791	978.417	X	0	1	X	Y		
929	Spectrogram 1	1	132045.6987	132046.4587	93.525	359.712	X	1	0	X	G		
930	Spectrogram 1	1	132046.4525	132046.5969	719.424	1115.108	X	0	1	X	Y		
931	Spectrogram 1	1	132046.6095	132047.3444	100.719	316.547	X	0	1	X	Y		
932	Spectrogram 1	1	132047.156	132047.3005	676.259	1122.302	X	0	1	X	Y		
933	Spectrogram 1	1	132178.6797	132179.8292	0	287.77	Y	1	0	X	G		
934	Spectrogram 1	1	132275.8922	132276.7716	79.137	438.849	Y	1	0	X	G		
935	Spectrogram 1	1	132280.2452	132280.5781	35.971	345.324	Y	1	0	X	G		
936	Spectrogram 1	1	132334.7034	132335.4446	14.388	726.619	X	1	0	X	G	TOO FAINT	
937	Spectrogram 1	1	132340.5577	132341.3554	0	323.741	X	1	0	X	G	TOO FAINT	
938	Spectrogram 1	1	132343.553	132343.9299	21.583	553.957	X	1	0	X	G	TOO FAINT	
939	Spectrogram 1	1	132472.1085	132472.567	93.525	431.655	Y	1	0	X	G		
940	Spectrogram 1	1	132511.2556	132511.6828	539.568	1021.583	X	0	1	X	Y		
941	Spectrogram 1	1	132656.3969	132656.6419	733.813	1136.691	X	0	1	X	Y		
942	Spectrogram 1	1	132735.5465	132735.8103	769.784	1294.964	X	0	1	X	Y		
943	Spectrogram 1	1	132763.6616	132764.0071	1093.525	1568.345	X	0	1	X	Y		
944	Spectrogram 1	1	132765.3639	132765.6654	856.115	1244.604	X	0	1	X	Y		
945	Spectrogram 1	1	132766.6139	132766.8086	920.863	1208.633	X	0	1	X	Y		
946	Spectrogram 1	1	132767.1792	132767.4996	856.115	1467.626	X	0	1	X	Y		
947	Spectrogram 1	1	132771.4736	132772.2587	762.59	1517.986	X	0	1	X	Y		
948	Spectrogram 1	1	133582.8074	133583.2534	93.525	776.978	Y	1	1	X	BY		
949	Spectrogram 1	1	133583.8313	133584.0763	338.129	625.899	X	0	1	X	Y		
950	Spectrogram 1	1	133587.0912	133587.3299	316.547	676.259	X	0	1	X	Y		
951	Spectrogram 1	1	133585.7784	133586.2432	136.691	640.288	X	0	1	X	Y		
952	Spectrogram 1	1	133786.5582	133788.4677	0	546.763	Y	1	0	X	G		
953	Spectrogram 1	1	133837.0172	133839.1906	0	417.266	Y	1	0	X	G		
954	Spectrogram 1	1	133996.9925	133997.2375	892.086	1575.54	X	0	1	X	Y		
955	Spectrogram 1	1	134043.7258	134044.065	482.014	812.95	X	0	1	X	Y		
956	Spectrogram 1	1	134048.4471	134049.0626	726.619	1805.755	X	0	1	X	Y		
957	Spectrogram 1	1	134050.03	134050.3378	856.115	1172.662	X	0	1	X	Y		
958	Spectrogram 1	1	134053.7118	134053.9756	0	1021.583	Y	1	0	X	B		
959	Spectrogram 1	1	134054.7168	134055.546	568.345	2201.439	X	0	1	X	Y		
960	Spectrogram 1	1	134057.3764	134058.1428	57.554	1467.626	Y	2	1	X	BY		
961	Spectrogram 1	1	134058.5134	134058.9593	64.748	1525.18	Y	1	1	X	BY		
962	Spectrogram 1	1	134059.286	134059.688	35.971	1446.043	Y	1	1	X	BY		
963	Spectrogram 1	1	134062.0256	134063.0369	64.748	1748.201	Y	1	1	X	BY		
964	Spectrogram 1	1	134063.464	134064.6763	35.971	1625.899	Y	4	2	X	BY		
965	Spectrogram 1	1	134070.4923	134070.9446	568.345	1100.719	X	0	1	X	Y		
966	Spectrogram 1	1	134081.0485	134081.4065	733.813	1000	X	0	1	X	Y		
967	Spectrogram 1	1	134082.5183	134082.9329	604.317	978.417	X	0	1	X	Y		
968	Spectrogram 1	1	134083.5171	134083.7683	633.094	848.921	X	0	1	X	Y		
969	Spectrogram 1	1	134085.479	134086.0066	79.137	1172.662	Y	1	1	X	BY		
970	Spectrogram 1	1	134092.2202	134092.5029	517.986	791.367	X	0	1	X	Y		
971	Spectrogram 1	1	134098.0666	134098.5063	568.345	928.058	X	0	1	X	Y		
972	Spectrogram 1	1	134105.8091	134106.3619	661.871	1021.583	X	0	1	X	Y		
973	Spectrogram 1	1	134111.0818	134111.2577	633.094	992.806	X	0	1	X	Y		
974	Spectrogram 1	1	134152.3697	134154.4112	0	474.82	Y	1	0	X	G		
975	Spectrogram 1	1	134157.3703	134157.81	50.36	733.813	Y	2	0	X	B		
976	Spectrogram 1	1	134159.0915	134159.4306	676.259	1028.777	X	0	1	X	Y		
977	Spectrogram 1	1	134344.5262	134344.9848	690.647	2223.022	X	0	1	X	Y		
978	Spectrogram 1	1	134351.2795	134351.8134	446.043	2100.719	X	0	1	X	Y		
979	Spectrogram 1	1	134353.4105	134353.5801	64.748	1381.295	Y	1	0	X	B		
980	Spectrogram 1	1	134353.9256	134354.7296	64.748	1769.784	Y	2	2	X	BY		
981	Spectrogram 1	1	134450.1156	134450.4423	676.259	1345.324	X	0	1	X	Y		
982	Spectrogram 1	1	134468.1823	134468.4838	906.475	1928.058	X	0	1	X	Y		
983	Spectrogram 1	1	134470.7326	134471.0404	877.698	1661.871	X	0	1	X	Y		
984	Spectrogram 1	1	134475.4114	134475.8197	705.036	2352.518	X	0	1	X	Y		
985	Spectrogram 1	1	134477.679	134478.0433	791.367	1827.338	X	0	1	X	Y		
986	Spectrogram 1	1	134508.8115	134510.0112	71.942	460.432	Y	1	0	X	G		
987	Spectrogram 1	1	134645.4645	134645.7032	597.122	906.475	X	0	1	X	Y		
988	Spectrogram 1	1	134876.0942	134876.5402	14.388	438.849	Y	1	0	X	G		
989	Spectrogram 1	1	134956.1581	134956.3716	884.892	1201.439	X	0	1	X	Y		
990	Spectrogram 1	1	135439.5918	135440.779	79.137	1690.647	Y	2	2	X	BY		
991	Spectrogram 1	1	135810.6949	135813.4902	0	438.849	Y	1	0	X	G		
992	Spectrogram 1	1	135881.1776	135881.4477	784.173	1302.158	X	0	1	X	Y		
994	Spectrogram 1	1	135939.1004	135939.9358	57.554	697.842	Y	1	0	X	G		
995	Spectrogram 1	1	136085.6476	136086.1438	712.23	1640.288	X	0	1	X	Y		
996	Spectrogram 1	1	136132.4213	136133.797	43.165	517.986	Y	1	0	X	G		
997	Spectrogram 1	1	136192.0835	136193.9365	35.971	482.014	Y	1	0	X	G		
998	Spectrogram 1	1	136272.6965	136273.5885	35.971	525.18	Y	1	0	X	G		
999	Spectrogram 1	1	136273.8586	136274.1601	0	474.82	Y	1	0	X	G		
1000	Spectrogram 1	1	136282.7741	136283.0756	28.777	517.986	Y	1	0	X	B		
1001	Spectrogram 1	1	136423.8171	136425.934	0	525.18	Y	1	0	X	G		
1002	Spectrogram 1	1	136430.2867	136430.607	43.165	381.295	Y	1	0	X	G		
1003	Spectrogram 1	1	136581.6303	136582.5725	0	460.432	Y	1	0	X	G		
1004	Spectrogram 1	1	137434.6814	137435.5419	920.863	1640.288	X	0	1	X	Y		
1005	Spectrogram 1	1	137519.0817	137520.9472	35.971	388.489	Y	1	0	X	G		
1006	Spectrogram 1	1	137566.9564	137568.219	28.777	719.424	Y	1	0	X	G		
1007	Spectrogram 1	1	137569.067	137569.4753	86.331	302.158	Y	1	0	X	G		
1008	Spectrogram 1	1	137570.0783	137572.0444	7.194	582.734	Y	1	0	X	G		
1009	Spectrogram 1	1	137623.5777	137624.3315	0	525.18	Y	1	0	X	G		
1010	Spectrogram 1	1	137934.8396	137939.3623	28.777	726.619	Y	1	0	X	G		
1011	Spectrogram 1	1	138105.3659	138108.0606	35.971	374.101	Y	1	0	X	G		
1012	Spectrogram 1	1	138286.9806	138287.3324	769.784	1338.129	X	0	1	X	Y		
1013	Spectrogram 1	1	138293.1992	138293.4693	784.173	1316.547	X	0	1	X	Y		
1014	Spectrogram 1	1	138303.1818	138303.4017	892.086	1280.576	X	0	1	X	Y		
1015	Spectrogram 1	1	138333.2151	138333.4726	1007.194	1294.964	X	0	1	X	Y		
1016	Spectrogram 1	1	138413.9903	138414.9325	0	496.403	Y	1	0	X	G		
1017	Spectrogram 1	1	138577.809	138578.9146	28.777	410.072	Y	1	0	X	G		
1018	Spectrogram 1	1	138903.4069	138905.1971	43.165	424.46	Y	1	0	X	G		
1019	Spectrogram 1	1	138905.6179	138907.0815	0	374.101	Y	1	0	X	G		
1020	Spectrogram 1	1	138908.3189	138909.5375	7.194	388.489	Y	1	0	X	G		
1021	Spectrogram 1	1	138946.4484	138947.265	14.388	338.129	Y	1	0	X	G		
1022	Spectrogram 1	1	138993.1467	138994.6228	0	352.518	Y	1	0	X	G		
1023	Spectrogram 1	1	139100.5786	139101.1439	741.007	1618.705	X	0	1	X	Y		
1024	Spectrogram 1	1	139102.0673	139102.419	920.863	1532.374	X	0	1	X	Y		
1025	Spectrogram 1	1	139108.7468	139109.7267	0	446.043	Y	1	0	X	G		
1026	Spectrogram 1	1	139148.2285	139148.4986	517.986	1611.511	X	0	1	X	Y		
1027	Spectrogram 1	1	139343.6097	139344.8471	0	381.295	Y	1	0	X	G		
1028	Spectrogram 1	1	139782.9555	139783.1251	705.036	956.835	X	0	1	X	Y		
1029	Spectrogram 1	1	139784.105	139785.0158	57.554	1136.691	Y	1	2	X	BY		
1030	Spectrogram 1	1	140225.7419	140229.9756	0	381.295	Y	1	0	X	G		
1031	Spectrogram 1	1	140279.0662	140279.3237	863.309	1143.885	X	0	1	X	Y		
1032	Spectrogram 1	1	140402.3658	140404.1057	21.583	330.935	Y	1	0	X	G		
1033	Spectrogram 1	1	140717.1969	140718.2145	575.54	870.504	X	0	1	X	Y		
1034	Spectrogram 1	1	140718.4281	140718.6919	71.942	287.77	Y	1	0	X	G		
1035	Spectrogram 1	1	140745.4129	140748.0574	64.748	410.072	Y	1	0	X	G		
1036	Spectrogram 1	1	9960.167438	9960.362162	733.813	1100.719	X	0	1	X	Y		
1037	Spectrogram 1	1	9960.839549	9961.090805	50.36	618.705	Y	1	0	X	B		
