Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment
834	Spectrogram 1	1	63440.963	63441.3411	91.963	186.4	505	DS3B__0__20181019_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_230355.wav	X			RS			
835	Spectrogram 1	1	63581.402	63582.0118	232.402	709.4	1100.2	DS3B__0__20181019_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_230355.wav	X			RS			
836	Spectrogram 1	1	63763.134	63763.6097	152.134	757.5	1088.2	DS3B__0__20181020_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_000355.wav	X			RS			
837	Spectrogram 1	1	63828.963	63829.8045	217.963	150.3	673.3	DS3B__0__20181020_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_000355.wav	X			RS			
838	Spectrogram 1	1	63850.537	63851.3541	239.537	180.4	655.3	DS3B__0__20181020_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_000355.wav	X			RS			
839	Spectrogram 1	1	63874.427	63875.549	1.427	0	967.9	DS3B__0__20181020_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_010355.wav	Y	"bark, yelp"		RS			
840	Spectrogram 1	1	63951.683	63952.5977	78.683	60.1	691.4	DS3B__0__20181020_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_010355.wav	Y	"bark, yelp"		RS			
841	Spectrogram 1	1	64225.915	64226.7077	90.915	252.5	1034.1	DS3B__0__20181020_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_020355.wav	X			RS			
842	Spectrogram 1	1	64249.963	64250.4752	114.963	0	619.2	DS3B__0__20181020_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_020355.wav	X			RS			
843	Spectrogram 1	1	64370.085	64370.585	235.085	102.2	721.4	DS3B__0__20181020_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_020355.wav	X			RS			
844	Spectrogram 1	1	64376.256	64377.1706	241.256	264.5	986	DS3B__0__20181020_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_020355.wav	X			RS			
845	Spectrogram 1	1	64394.841	64396.9263	259.841	174.3	973.9	DS3B__0__20181020_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_020355.wav	X			RS			
846	Spectrogram 1	1	64604.805	64605.4391	207.805	571.1	961.9	DS3B__0__20181020_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_030355.wav	X			RS			
847	Spectrogram 1	1	64703.793	64704.4881	44.793	300.6	1557.1	DS3B__0__20181020_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_040355.wav	X			RS			
848	Spectrogram 1	1	64799.524	64800.2801	140.524	138.3	589.2	DS3B__0__20181020_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_040355.wav	X			RS			
849	Spectrogram 1	1	64860.171	64861.4027	201.171	156.3	913.8	DS3B__0__20181020_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_040355.wav	Y	bark		RS			
850	Spectrogram 1	1	64961.537	64961.9394	40.537	114.2	559.1	DS3B__0__20181020_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav	X			RS			
851	Spectrogram 1	1	64968.549	64968.9514	47.549	330.7	937.9	DS3B__0__20181020_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav	X			RS			
852	Spectrogram 1	1	65038.549	65045.2197	117.549	198.4	883.8	DS3B__0__20181020_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav	Y	"bark, yelp"		RS			
853	Spectrogram 1	1	65175.537	65176.415	254.537	589.2	1154.3	DS3B__0__20181020_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav	X			RS			
854	Spectrogram 1	1	65205.671	65206.5613	22.671	378.8	1214.4	DS3B__0__20181020_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_060355.wav	X			RS			
855	Spectrogram 1	1	65288.939	65289.9024	105.939	336.7	1220.4	DS3B__0__20181020_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_060355.wav	X	yelp		RS			
856	Spectrogram 1	1	65376.11	65376.6221	193.11	703.4	1178.4	DS3B__0__20181020_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_060355.wav	X			RS			
857	Spectrogram 1	1	65379.866	65381.2196	196.866	468.9	1166.3	DS3B__0__20181020_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181020_060355.wav	X			RS			
859	Spectrogram 1	1	65632.817	65633.3536	187.817	481	925.9	DS3B__0__20181021_110355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_110355.wav	X			RS			
860	Spectrogram 1	1	65750.037	65750.7809	43.037	763.5	1226.5	DS3B__0__20181021_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_130355.wav	X			RS			
861	Spectrogram 1	1	66074.659	66075.5371	105.659	120.2	901.8	DS3B__0__20181021_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_140355.wav	X			RS			
862	Spectrogram 1	1	66257.793	66258.5735	26.793	408.8	1340.7	DS3B__0__20181021_150355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_150355.wav	X			Rs			
863	Spectrogram 1	1	66504.976	66505.8663	11.976	649.3	1154.3	DS3B__0__20181021_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav	X			RS			
864	Spectrogram 1	1	66673.256	66680.9145	180.256	48.1	1028.1	DS3B__0__20181021_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav	Y	bark	clear	RS			Barks - clear
865	Spectrogram 1	1	67003.744	67004.9025	248.744	438.9	1941.9	DS3B__0__20181021_190355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_190355.wav	X			RS			
866	Spectrogram 1	1	67037.195	67037.9877	20.195	619.2	1142.3	DS3B__0__20181021_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_210355.wav	X	yelp	Yelp - clear	RS			Yelp - clear
867	Spectrogram 1	1	67397.628	67404.2621	118.628	90.2	1154.3	DS3B__0__20181021_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav	Y	"bark, yelp"	mostly yelps but there is one bark	RS			Clear
868	Spectrogram 1	1	67424.848	67435.0431	145.848	420.8	1953.9	DS3B__0__20181021_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav	X	yelp	Clear	RS			Clear
870	Spectrogram 1	1	67436.412	67441.79	157.412	685.4	1136.3	DS3B__0__20181021_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav	X	yelp		RS			
871	Spectrogram 1	1	67488.448	67494.8383	209.448	120.2	2428.9	DS3B__0__20181021_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav	Y	"bark, yelp"	Yelp - bark series - clear	RS			Yelp - bark series - clear
872	Spectrogram 1	1	67734.744	67735.7562	193.744	246.5	1527.1	DS3B__0__20181022_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_000355.wav	Y	"bark, yelp"		RS			
873	Spectrogram 1	1	67925.549	67928.1587	122.549	54.1	1124.2	DS3B__0__20181022_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_010355.wav	Y	"bark, yelp"	Yelp and 4 barks - clear	RS			Yelp and 4 barks - clear
874	Spectrogram 1	1	68319.671	68320.7198	254.671	246.5	1196.4	DS3B__0__20181022_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_020355.wav	Y	bark		RS			
875	Spectrogram 1	1	68329.573	68329.951	2.573	42.1	1052.1	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	Bark - very clear	RS			Bark - very clear
876	Spectrogram 1	1	68334.573	68335.3657	7.573	96.2	1202.4	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	Barks - very clear	RS			Barks - very clear
877	Spectrogram 1	1	68338.561	68339.5488	11.561	384.8	986	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	X			RS			
878	Spectrogram 1	1	68347.78	68348.5605	20.78	306.6	817.6	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	X			RS			
879	Spectrogram 1	1	68359.866	68361.1342	32.866	318.6	955.9	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	X			RS			
880	Spectrogram 1	1	68364.976	68366.5614	37.976	348.7	1689.4	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	X			RS			
881	Spectrogram 1	1	68409.5	68413.561	82.5	96.2	2164.3	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	Barks - clear	RS			Barks - clear
882	Spectrogram 1	1	68416.293	68416.9637	89.293	210.4	1827.7	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	"bark, yelp"	Yelp-bark - very clear	RS			Yelp-bark - very clear
883	Spectrogram 1	1	68421.207	68421.8534	94.207	90.2	1833.7	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	Two barks - very clear	RS			Two barks - very clear
884	Spectrogram 1	1	68424.5	68425.2927	97.5	114.2	1839.7	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	3 barks - very clear	RS			3 barks - very clear
885	Spectrogram 1	1	68436.146	68437.5729	109.146	0	1971.9	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	Barks - clear	RS			Barks - clear
886	Spectrogram 1	1	68492.411	68499.1793	165.411	18	1653.3	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	"bark, yelp"	Clear barks and yelps	RS			Clear barks and yelps
887	Spectrogram 1	1	68501.892	68505.0871	174.892	18	1058.1	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	3 barks clear	RS			3 barks clear
888	Spectrogram 1	1	68510.222	68513.1611	183.222	114.2	1442.9	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	Barks	RS			Barks
889	Spectrogram 1	1	68517.55	68519.2086	190.55	108.2	937.9	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	Barks	RS			Barks
890	Spectrogram 1	1	68522.216	68526.9356	195.216	66.1	877.8	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	Barks	RS			Barks
891	Spectrogram 1	1	68549.106	68550.4231	222.106	120.2	937.9	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	"bark, yelp"		RS			
892	Spectrogram 1	1	68552.228	68552.8866	225.228	60.1	757.5	DS3B__0__20181022_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav	Y	bark	WH	RS			
896	Spectrogram 1	1	68610.829	68612.207	21.829	300.6	1298.6	DS3B__0__20181022_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_070355.wav	X			RS			
898	Spectrogram 1	1	69088.22	69089.342	237.22	553.1	1142.3	DS3B__0__20181022_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_090355.wav	X			RS			
902	Spectrogram 1	1	69273.879	69275.1351	160.879	96.2	1022	DS3B__0__20181022_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_180355.wav	Y	"bark, yelp"	Wh	RS			
903	Spectrogram 1	1	69397.732	69398.1223	22.732	793.6	1112.2	DS3B__0__20181022_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_200355.wav	X			RS			
904	Spectrogram 1	1	69629.439	69630.5122	254.439	619.2	1076.2	DS3B__0__20181022_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_200355.wav	X			RS			
905	Spectrogram 1	1	69621.805	69622.8416	246.805	0	1124.2	DS3B__0__20181022_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_200355.wav	Y	"bark, yelp"	faint	RS			
906	Spectrogram 1	1	69818.098	69822.3175	181.098	144.3	1256.5	DS3B__0__20181022_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_210355.wav	Y	"bark, yelp"	series	RS			
907	Spectrogram 1	1	69883.476	69884.8175	246.476	456.9	1064.1	DS3B__0__20181022_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_210355.wav	X			RS			
908	Spectrogram 1	1	70033.768	70035.4021	134.768	727.5	1875.8	DS3B__0__20181022_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_220355.wav	X			RS			
911	Spectrogram 1	1	70314.472	70315.3013	153.472	667.3	943.9	DS3B__0__20181022_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_230355.wav	X			RS			
912	Spectrogram 1	1	70409.191	70409.9593	248.191	643.3	1172.3	DS3B__0__20181022_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181022_230355.wav	X			RS			
913	Spectrogram 1	1	70440.232	70440.8296	17.232	0	769.5	DS3B__0__20181023_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_010355.wav	Y	bark	Barks - clear	RS			Barks - clear
914	Spectrogram 1	1	70489.719	70490.219	66.719	559.1	949.9	DS3B__0__20181023_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_010355.wav	X			RS			
915	Spectrogram 1	1	70507.11	70507.5734	84.11	583.2	1214.4	DS3B__0__20181023_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_010355.wav	X			RS			
916	Spectrogram 1	1	70537.854	70543.8052	114.854	192.4	1731.5	DS3B__0__20181023_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_010355.wav	X			RS			
917	Spectrogram 1	1	70598.402	70599.085	175.402	0	691.4	DS3B__0__20181023_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_010355.wav	Y	bark	WH	RS			
918	Spectrogram 1	1	70788.976	70789.7809	103.976	565.1	1064.1	DS3B__0__20181023_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_020355.wav	X			RS			
919	Spectrogram 1	1	70853.098	70853.5736	168.098	553.1	961.9	DS3B__0__20181023_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_020355.wav	X			RS			
920	Spectrogram 1	1	70858.561	70859.8293	173.561	378.8	1539.1	DS3B__0__20181023_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_020355.wav	X			RS			
921	Spectrogram 1	1	70995.158	70995.9263	48.158	360.7	1166.3	DS3B__0__20181023_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_030355.wav	X	yelp		RS			
922	Spectrogram 1	1	71042.866	71045.5123	95.866	240.5	1298.6	DS3B__0__20181023_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_030355.wav	Y	"bark, yelp"		RS			
923	Spectrogram 1	1	71230.11	71230.8661	21.11	102.2	757.5	DS3B__0__20181023_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_040355.wav	Y	"bark, yelp"	Yelp-bark - clear	RS			Yelp-bark - clear
924	Spectrogram 1	1	71242.842	71246.0127	33.842	817.6	1539.1	DS3B__0__20181023_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_040355.wav	X			RS			
925	Spectrogram 1	1	71249.232	71251.4637	40.232	78.2	1274.5	DS3B__0__20181023_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_040355.wav	Y	"bark, yelp"		RS			
926	Spectrogram 1	1	71262.927	71263.4392	53.927	156.3	697.4	DS3B__0__20181023_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_040355.wav	Y	bark		RS			
927	Spectrogram 1	1	71480.793	71481.5125	9.793	198.4	769.5	DS3B__0__20181023_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_050355.wav	X			RS			
928	Spectrogram 1	1	71496.988	71499.9026	25.988	270.5	895.8	DS3B__0__20181023_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_050355.wav	X			RS			
929	Spectrogram 1	1	71593.11	71593.61	122.11	132.3	649.3	DS3B__0__20181023_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_050355.wav	Y	bark		RS			
930	Spectrogram 1	1	71597.927	71598.4636	126.927	240.5	769.5	DS3B__0__20181023_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_050355.wav	X	yelp		RS			
931	Spectrogram 1	1	71768.158	71768.8044	35.158	396.8	781.6	DS3B__0__20181023_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav	X			RS			
932	Spectrogram 1	1	71807.061	71809.622	74.061	198.4	811.6	DS3B__0__20181023_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav	Y	"bark, yelp"	faint	RS			
933	Spectrogram 1	1	71872.939	71873.3659	139.939	318.6	1058.1	DS3B__0__20181023_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav	Y	bark		RS			
934	Spectrogram 1	1	71995.78	71999.9507	0.78	90.2	1515	DS3B__0__20181023_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	"bark, yelp"	Very clear - a few barks and a yelp	RS			Very clear - a few barks and a yelp
935	Spectrogram 1	1	72025.89	72027.3047	30.89	156.3	1106.2	DS3B__0__20181023_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	"bark, yelp"	WH. It is very faint.	RS			
936	Spectrogram 1	1	72186.085	72186.6825	191.085	132.3	751.5	DS3B__0__20181023_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	bark	Bark	RS			Bark
937	Spectrogram 1	1	72195.317	72198.5487	200.317	150.3	841.7	DS3B__0__20181023_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	X	"bark?, yelp"	there might be barks in this series but very low quality	RS			
938	Spectrogram 1	1	72329.049	72330.2197	72.049	889.8	1196.4	DS3B__0__20181023_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_080355.wav	X			RS			
939	Spectrogram 1	1	72531.39	72532.1096	12.39	865.7	1124.2	DS3B__0__20181023_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_090355.wav	X			RS			
940	Spectrogram 1	1	72728.488	72728.9392	209.488	216.4	967.9	DS3B__0__20181023_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_090355.wav	X	yelp	I hesitated but I think it is a yelp	RS			
942	Spectrogram 1	1	72772.293	72773.4881	253.293	559.1	1142.3	DS3B__0__20181023_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_090355.wav	X			RS			
943	Spectrogram 1	1	72802.335	72803.6398	21.335	114.2	1286.6	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS			
944	Spectrogram 1	1	72795.933	72796.8599	14.933	114.2	727.5	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS			
945	Spectrogram 1	1	72808.098	72809.2321	27.098	96.2	913.8	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS			
946	Spectrogram 1	1	72814.5	72815.3415	33.5	228.5	949.9	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS			
947	Spectrogram 1	1	72836.098	72837.9516	55.098	102.2	1022	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	Barks - very clear	RS			Barks - very clear
948	Spectrogram 1	1	72841.171	72850.5125	60.171	138.3	1268.5	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	good series	RS			
949	Spectrogram 1	1	72852.024	72859.5728	71.024	84.2	859.7	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	series	RS			
950	Spectrogram 1	1	72865.976	72866.5126	84.976	186.4	769.5	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS			
951	Spectrogram 1	1	72868.354	72868.8662	87.354	102.2	679.4	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS			
952	Spectrogram 1	1	72876.122	72888.8293	95.122	126.3	1010	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	series	RS			
953	Spectrogram 1	1	72892.366	72895.244	111.366	132.3	1292.6	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS			
954	Spectrogram 1	1	72899.899	72904.4112	118.899	48.1	1196.4	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS			
955	Spectrogram 1	1	72921.63	72922.191	140.63	144.3	1725.5	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. it sounds weird	RS			
956	Spectrogram 1	1	72931.838	72952.2283	150.838	24	986	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. They look different from the typical barks	RS			
957	Spectrogram 1	1	72957.557	72961.9229	176.557	48.1	992	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. they look and sound different	RS			
958	Spectrogram 1	1	72969.117	72980.2146	188.117	132.3	1106.2	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS			
959	Spectrogram 1	1	72985.238	72989.9941	204.238	84.2	859.7	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS			
960	Spectrogram 1	1	72994.299	72998.0917	213.299	114.2	986	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS			
961	Spectrogram 1	1	73006.019	73006.9093	225.019	162.3	961.9	DS3B__0__20181023_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS			
962	Spectrogram 1	1	73106.707	73108.5485	63.707	54.1	787.6	DS3B__0__20181023_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_120355.wav	Y	bark		RS			
963	Spectrogram 1	1	73185.049	73185.7319	142.049	1310.6	1827.7	DS3B__0__20181023_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_120355.wav	X			RS			
965	Spectrogram 1	1	73349.683	73351.6221	44.683	0	2188.4	DS3B__0__20181023_150355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181023_150355.wav	X			RS			
966	Spectrogram 1	1	73819.354	73820.7808	252.354	258.5	961.9	DS3B__0__20181024_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_000355.wav	Y	bark		RS			
967	Spectrogram 1	1	73830.305	73830.8781	1.305	120.2	1088.2	DS3B__0__20181024_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	X			RS			
968	Spectrogram 1	1	73841.256	73842.3536	12.256	168.3	697.4	DS3B__0__20181024_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	Y	bark		RS			
969	Spectrogram 1	1	73903.281	73910.2078	74.281	0	961.9	DS3B__0__20181024_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	X	"yelp, groan"		RS			
970	Spectrogram 1	1	73984.448	73995.948	155.448	12	1358.7	DS3B__0__20181024_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	X	"yelp, groan"		RS			
971	Spectrogram 1	1	74006.729	74011.5948	177.729	180.4	1677.4	DS3B__0__20181024_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	Y	"bark, yelp"		RS			
972	Spectrogram 1	1	74214.866	74216.8903	123.866	78.2	1064.1	DS3B__0__20181024_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_020355.wav	X			RS			
973	Spectrogram 1	1	74472.732	74475.3418	119.732	120.2	1382.8	DS3B__0__20181024_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_080355.wav	X	yelp		RS			
974	Spectrogram 1	1	74542.598	74544.9882	189.598	42.1	986	DS3B__0__20181024_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_080355.wav	Y	bark	Barks - clear	RS			Barks - clear
975	Spectrogram 1	1	74682.829	74683.7192	67.829	607.2	1010	DS3B__0__20181024_110355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_110355.wav	X			RS			
976	Spectrogram 1	1	75112.232	75113.8418	235.232	42.1	986	DS3B__0__20181024_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_130355.wav	Y	bark	WH. they are weird though. They don't look very defined.	RS			
978	Spectrogram 1	1	75114.732	75115.3174	237.732	571.1	1148.3	DS3B__0__20181024_130355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_130355.wav	X			RS			
979	Spectrogram 1	1	75224.256	75225.2194	85.256	721.4	1154.3	DS3B__0__20181024_190355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181024_190355.wav	X			RS			
981	Spectrogram 1	1	75406.72	75407.281	5.72	342.7	817.6	DS3B__0__20181026_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_020355.wav	X			RS			
982	Spectrogram 1	1	75796.768	75797.2192	133.768	66.1	1214.4	DS3B__0__20181026_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav	Y	bark	Double bark	RS			Double bark
983	Spectrogram 1	1	75915.354	75918.6588	252.354	90.2	1996	DS3B__0__20181026_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav	Y	bark		RS			
984	Spectrogram 1	1	76131.378	76132.2317	206.378	324.6	1034.1	DS3B__0__20181026_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_040355.wav	X			RS			
985	Spectrogram 1	1	76289.878	76290.1707	102.878	132.3	745.5	DS3B__0__20181026_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_070355.wav	Y	bark		RS			
986	Spectrogram 1	1	76596.902	76610.3289	147.902	150.3	1214.4	DS3B__0__20181026_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS			
